bund_nr,lfd_nr,typ,baumgruppe,anzahl,durchmesser,laenge,zersetzung,aufnahmestatus,probeflächengröße
130081,2,1,1,1,14,8,5,1,500
130081,3,4,2,1,11,3,3,1,500
130081,4,4,2,1,10,2,3,1,500
130081,5,4,2,1,10,1,3,1,500
130081,6,4,2,1,12,1,3,1,500
130081,7,4,2,1,12,1,3,1,500
130081,8,4,2,1,20,2,5,1,500
130081,9,4,2,1,12,1,5,1,500
130081,10,1,2,1,12,30,4,1,500
130081,11,1,2,1,12,2,5,1,500
130081,12,4,1,1,43,1,4,1,500
130081,13,4,2,1,27,1,4,1,500
130081,14,4,2,1,22,1,4,1,500
130081,15,1,1,1,16,3,3,1,500
130081,16,4,2,1,13,1,4,1,500
130081,17,1,1,1,27,8,3,1,500
130081,18,4,3,1,16,1,3,1,500
130081,19,1,1,1,23,6,4,1,500
130081,20,4,2,1,20,2,4,1,500
130081,21,4,2,1,15,2,4,1,500
130081,22,4,3,1,23,2,4,1,500
130081,23,4,2,1,15,3,4,1,500
130081,24,4,1,1,13,2,4,1,500
130081,25,4,1,1,13,2,4,1,500
130081,26,1,2,1,13,9,4,1,500
130081,27,1,1,1,22,104,3,1,500
130082,1,1,1,1,30,3,2,1,500
130082,2,1,1,1,18,4,5,1,500
130082,3,4,1,1,32,2,5,1,500
130082,4,4,1,1,39,2,5,1,500
130082,5,4,1,1,20,2,5,1,500
130082,6,4,1,1,32,2,4,1,500
130082,7,4,1,1,32,2,4,1,500
130082,8,4,1,1,14,1,4,1,500
130082,9,4,1,1,37,2,5,1,500
130082,10,4,1,1,23,1,5,1,500
130082,11,4,1,1,19,1,5,1,500
130082,12,4,1,1,20,2,4,1,500
130082,13,4,1,1,17,1,5,1,500
130082,14,4,1,1,23,1,5,1,500
130082,15,1,1,1,17,53,2,1,500
130082,16,4,1,1,28,1,4,1,500
130082,17,4,1,1,19,1,4,1,500
130082,18,4,1,1,18,1,5,1,500
130082,19,4,1,1,19,1,4,1,500
130082,20,4,1,1,11,1,5,1,500
130082,21,4,1,1,18,1,5,1,500
130082,22,4,1,1,16,2,5,1,500
130082,23,4,1,1,21,2,5,1,500
130082,24,4,1,1,20,1,5,1,500
130082,25,4,1,1,36,2,5,1,500
130082,26,4,1,1,35,2,5,1,500
130082,27,4,1,1,22,2,5,1,500
130082,28,1,1,1,25,77,1,1,500
130082,29,4,1,1,30,1,5,1,500
130082,30,4,1,1,31,3,5,1,500
130082,31,4,1,1,26,2,5,1,500
130082,32,1,1,1,36,1,5,1,500
130082,33,4,1,1,22,2,5,1,500
130082,34,4,1,1,22,1,5,1,500
130082,35,4,1,1,17,2,5,1,500
130082,36,4,1,1,42,2,5,1,500
130082,37,4,1,1,21,2,5,1,500
130082,38,4,1,1,20,1,5,1,500
130082,39,4,1,1,17,1,5,1,500
130082,40,4,1,1,26,1,5,1,500
130082,41,4,1,1,15,2,5,1,500
130082,42,4,1,1,21,2,5,1,500
130082,43,4,1,1,28,1,5,1,500
130082,44,4,1,1,27,2,5,1,500
130082,45,4,1,1,26,2,5,1,500
130082,46,4,1,1,29,3,5,1,500
130082,47,4,1,1,21,2,5,1,500
130082,48,4,1,1,27,3,5,1,500
130082,49,4,1,1,13,2,5,1,500
130082,50,4,1,1,22,2,5,1,500
130082,51,1,1,1,17,5,5,1,500
130082,52,4,1,1,22,1,5,1,500
130082,53,1,1,1,9,16,5,1,500
130082,54,1,1,1,10,24,5,1,500
130082,55,4,1,1,27,2,5,1,500
130082,56,4,1,1,32,2,5,1,500
130082,57,4,1,1,15,1,5,1,500
130082,58,2,1,1,11,120,2,1,500
130083,1,1,1,1,14,8,2,1,500
130083,2,1,1,2,6,46,2,1,500
130083,3,1,1,1,8,5,2,1,500
130083,4,1,1,1,18,3,3,1,500
130083,5,1,1,1,12,45,4,1,500
130083,6,4,1,1,38,2,2,1,500
130083,7,4,1,1,19,1,2,1,500
130083,8,1,1,1,11,16,5,1,500
130083,9,1,1,1,12,28,2,1,500
130083,10,1,1,1,7,80,2,1,500
130083,11,1,1,1,10,30,2,1,500
130083,12,1,1,1,9,13,2,1,500
130083,13,1,1,1,14,41,5,1,500
130083,14,1,1,1,11,61,3,1,500
130083,15,3,2,1,26,13,5,1,500
130083,16,4,1,1,22,2,2,1,500
130083,17,1,1,1,19,94,5,1,500
130083,18,1,1,1,11,80,2,1,500
130083,19,1,1,1,15,124,5,1,500
130083,20,1,1,1,8,54,3,1,500
130083,21,1,1,1,8,45,3,1,500
130083,22,1,1,1,12,8,2,1,500
130083,23,4,1,1,24,1,2,1,500
130083,24,4,1,1,22,2,2,1,500
130083,25,1,1,1,12,32,4,1,500
130083,26,1,1,1,13,30,5,1,500
130083,27,3,2,1,23,90,2,1,500
130083,28,4,1,1,7,90,2,1,500
130083,29,4,1,1,9,30,2,1,500
130083,30,4,1,1,31,2,2,1,500
130083,31,4,1,1,24,11,5,1,500
130083,32,1,1,1,7,15,2,1,500
130083,33,4,1,1,17,1,2,1,500
130083,34,1,1,1,17,92,1,1,500
130083,35,4,1,1,28,1,1,1,500
130083,36,1,1,1,10,2,1,1,500
130083,37,1,2,1,7,41,1,1,500
130083,38,1,1,1,7,41,1,1,500
130083,39,2,1,1,4,42,1,1,500
130083,40,4,2,1,18,2,5,1,500
130083,41,1,1,1,12,46,3,1,500
130084,1,1,1,1,19,4,1,1,500
130084,2,4,1,1,25,1,2,1,500
130084,3,4,1,1,29,1,3,1,500
130084,4,4,1,1,24,1,4,1,500
130084,5,1,1,1,20,22,4,1,500
130084,6,1,1,1,16,20,4,1,500
130084,7,4,1,1,19,1,2,1,500
130084,8,4,1,1,19,1,2,1,500
130084,9,4,1,1,23,1,2,1,500
130084,10,4,1,1,39,2,2,1,500
130084,11,1,1,1,6,11,5,1,500
130084,12,4,1,1,26,2,1,1,500
130084,13,1,1,1,24,8,2,1,500
130084,14,4,1,1,19,1,2,1,500
130084,15,1,1,1,30,12,4,1,500
130084,16,4,1,1,15,2,2,1,500
130084,17,1,1,1,15,8,4,1,500
130084,18,1,1,1,13,23,3,1,500
130084,19,4,1,1,17,1,2,1,500
130084,20,4,1,1,22,1,4,1,500
130084,21,4,1,1,21,1,2,1,500
130084,22,4,1,1,17,2,2,1,500
130084,23,4,1,1,20,2,3,1,500
130084,24,4,1,1,15,1,3,1,500
130084,25,4,1,1,15,2,5,1,500
130084,26,4,1,1,12,1,5,1,500
130084,27,4,1,1,12,1,5,1,500
130084,28,4,1,1,28,1,4,1,500
130084,29,4,1,1,19,1,3,1,500
130084,30,4,1,1,11,1,2,1,500
130084,31,4,1,1,16,1,2,1,500
130084,32,4,1,1,18,1,3,1,500
130084,33,4,1,1,30,1,2,1,500
130084,34,4,1,1,25,1,2,1,500
130084,35,1,1,1,9,17,1,1,500
130084,36,1,1,1,7,86,2,1,500
130088,1,5,1,1,14,158,3,1,500
130088,2,1,2,1,16,12,2,1,500
130088,3,1,2,1,14,18,2,1,500
130088,4,1,2,1,12,12,2,1,500
130088,5,4,1,1,18,2,4,1,500
130088,6,1,2,1,12,8,2,1,500
130088,7,1,2,1,10,13,2,1,500
130088,8,1,2,1,11,7,2,1,500
130088,9,2,1,1,23,241,2,1,500
130088,10,1,1,1,11,110,5,1,500
130088,11,2,1,1,23,242,2,1,500
130088,12,2,1,1,20,189,2,1,500
130088,13,2,1,1,21,233,2,1,500
130088,14,3,2,1,25,84,4,1,500
130088,15,1,2,1,18,24,3,1,500
130088,16,1,2,1,16,8,3,1,500
130068,1,2,1,1,18,214,2,1,500
130068,2,4,1,1,18,1,5,1,500
130068,3,4,1,1,23,1,5,1,500
130033,1,2,1,1,15,143,1,1,500
130033,2,4,1,1,14,1,1,1,500
130052,1,1,1,1,11,16,4,1,500
130052,2,4,1,1,21,2,4,1,500
130052,3,1,1,1,16,75,4,1,500
130052,4,4,1,1,18,1,4,1,500
130052,5,4,1,1,16,1,4,1,500
130052,6,4,1,1,18,1,4,1,500
130052,7,4,1,1,20,1,4,1,500
130052,8,2,1,1,31,225,2,1,500
130026,1,1,2,1,8,96,2,1,500
130026,2,1,2,1,11,12,2,1,500
130026,3,1,1,1,15,27,4,1,500
130026,4,1,1,1,21,28,4,1,500
130026,5,5,1,1,29,232,1,1,500
130026,6,4,1,1,25,1,4,1,500
130026,7,1,1,1,12,45,2,1,500
130026,8,1,1,1,13,29,4,1,500
130026,9,1,1,1,10,71,2,1,500
130026,10,1,2,1,8,60,2,1,500
130026,11,1,1,1,14,82,3,1,500
130026,12,1,1,1,12,22,4,1,500
130026,13,2,2,1,13,60,2,1,500
130026,14,2,1,1,21,201,2,1,500
130026,15,2,1,1,31,245,2,1,500
130026,16,2,1,1,24,190,2,1,500
130026,17,2,1,1,26,246,2,1,500
130026,18,2,2,1,12,157,2,1,500
130044,1,4,1,1,47,1,2,1,500
130044,2,1,1,1,34,51,4,1,500
130044,3,4,1,1,14,1,4,1,500
130044,4,1,1,1,17,42,2,1,500
130044,5,1,1,1,13,31,2,1,500
130044,6,1,1,1,48,117,2,1,500
130044,7,1,1,1,11,22,3,1,500
130044,8,1,1,1,32,6,2,1,500
130044,9,1,1,1,31,9,2,1,500
130044,10,4,1,1,22,1,3,1,500
130044,11,4,1,1,54,1,3,1,500
130044,12,4,1,1,42,2,3,1,500
130044,13,4,1,1,47,2,4,1,500
130044,14,4,1,1,39,3,4,1,500
130044,15,1,1,1,10,22,2,1,500
130061,1,4,1,1,21,4,2,1,500
130061,2,1,1,1,8,27,2,1,500
130061,3,4,1,1,15,1,2,1,500
130061,4,4,1,1,35,2,2,1,500
130061,5,4,1,1,22,10,2,1,500
130061,6,4,1,1,23,1,2,1,500
130061,7,4,1,1,20,2,2,1,500
130061,8,4,1,1,21,4,2,1,500
130061,9,1,1,1,26,1,2,1,500
130061,10,4,1,1,23,4,2,1,500
130061,11,1,1,1,8,56,2,1,500
130061,12,1,1,1,8,51,3,1,500
130061,13,1,1,1,10,53,3,1,500
130061,14,1,1,1,11,13,2,1,500
130061,15,4,1,1,33,2,2,1,500
130061,16,4,1,1,23,1,3,1,500
130061,17,1,1,1,18,4,3,1,500
130061,18,4,1,1,31,3,2,1,500
130061,19,4,1,1,32,1,3,1,500
130061,20,4,1,1,14,1,3,1,500
130061,21,4,1,1,21,9,3,1,500
130061,22,4,1,1,31,3,2,1,500
130061,23,4,1,1,12,7,3,1,500
130061,24,4,1,1,24,6,2,1,500
130061,25,1,1,1,12,8,2,1,500
130061,26,4,1,1,12,2,3,1,500
130061,27,4,1,1,28,1,2,1,500
130061,28,4,1,1,24,1,3,1,500
130061,29,4,1,1,10,1,2,1,500
130061,30,4,1,1,20,1,3,1,500
130061,31,4,1,1,27,5,2,1,500
130061,32,1,1,1,10,5,3,1,500
130039,1,4,1,1,15,1,3,1,500
130039,2,1,1,1,9,127,3,1,500
130039,3,4,1,1,21,1,3,1,500
130039,4,4,1,1,25,1,3,1,500
130039,5,4,1,1,18,1,3,1,500
130039,6,4,1,1,23,1,3,1,500
130039,7,4,1,1,17,1,3,1,500
130039,8,4,1,1,22,1,3,1,500
130039,9,4,1,1,22,1,3,1,500
130039,10,4,1,1,30,1,3,1,500
130039,11,4,1,1,21,1,3,1,500
130039,12,4,1,1,21,1,3,1,500
130039,13,4,1,1,18,1,4,1,500
130039,14,4,1,1,23,1,3,1,500
130039,15,4,1,1,16,1,3,1,500
130039,16,4,1,1,23,2,3,1,500
130039,17,4,1,1,18,1,3,1,500
130039,18,1,1,1,9,23,2,1,500
130039,19,4,1,1,12,2,3,1,500
130039,20,4,1,1,11,1,3,1,500
130039,21,4,1,1,17,2,3,1,500
130039,22,4,1,1,18,1,3,1,500
130039,23,4,1,1,23,1,3,1,500
130039,24,1,1,1,14,3,4,1,500
130039,25,4,1,1,19,1,3,1,500
130039,26,4,1,1,10,1,4,1,500
130039,27,4,1,1,21,1,3,1,500
130039,28,4,1,1,19,2,3,1,500
130039,29,1,1,1,12,149,3,1,500
130039,30,1,1,1,12,93,2,1,500
130039,31,4,1,1,16,2,4,1,500
130039,32,1,1,1,13,23,4,1,500
130039,33,4,1,1,22,2,3,1,500
130039,34,1,1,1,11,72,4,1,500
130039,35,4,1,1,16,1,3,1,500
130039,36,4,1,1,22,1,3,1,500
130064,1,4,1,1,23,2,2,1,500
130064,2,1,1,1,14,119,2,1,500
130064,3,4,1,1,23,2,2,1,500
130064,4,4,1,1,14,2,2,1,500
130064,5,4,1,1,37,2,2,1,500
130064,6,4,1,1,17,1,3,1,500
130064,7,1,1,1,9,55,2,1,500
130064,8,4,1,1,17,1,2,1,500
130064,9,4,1,1,28,2,2,1,500
130064,10,4,1,1,16,2,3,1,500
130064,11,4,1,1,18,2,4,1,500
130064,12,4,1,1,14,2,4,1,500
130064,13,4,3,1,18,1,2,1,500
130064,14,4,1,1,38,1,3,1,500
130064,15,4,1,1,23,2,2,1,500
130064,16,4,1,1,14,3,2,1,500
130064,17,4,1,1,23,2,2,1,500
130064,18,1,1,1,10,26,3,1,500
130064,19,4,1,1,21,2,2,1,500
130064,20,4,1,1,25,2,2,1,500
130064,21,4,1,1,14,3,3,1,500
130064,22,1,1,1,12,9,2,1,500
130064,23,4,1,1,31,2,2,1,500
130064,24,4,1,1,25,1,2,1,500
130064,25,4,1,1,28,2,2,1,500
130064,26,4,1,1,25,3,2,1,500
130064,27,4,1,1,29,3,2,1,500
