bund_nr,ort,bover_1,bover_2,bover_3,bover_4,auswirkung,richtungskorr,entfkorr
50014,5,,,,,0,-9,-2
50014,4,,,,,0,-9,-2
50014,8,,,,,0,-9,-2
50014,6,,,,,0,-9,-2
50015,3,,,,,0,-9,-2
50015,2,,,,,0,-9,-2
50015,4,,,,,0,-9,-2
50015,5,,,,,0,-9,-2
50015,8,,,,,0,-9,-2
50015,6,,,,,0,-9,-2
50015,7,,,,,0,-9,-2
50015,1,,,,,0,-9,-2
50016,8,,,,,0,-9,-2
50016,7,,,,,0,-9,-2
50016,6,,,,,0,-9,-2
50016,5,,,,,0,-9,-2
50016,1,,,,,0,-9,-2
50016,3,,,,,0,-9,-2
50016,4,,,,,0,-9,-2
50016,2,,,,,0,-9,-2
50017,2,,,,,0,-9,-2
50017,5,,,,,0,-9,-2
50017,1,,,,,0,-9,-2
50017,8,,,,,0,-9,-2
50017,3,,,,,0,-9,-2
50017,4,,,,,0,-9,-2
50017,6,,,,,0,-9,-2
50017,7,,,,,0,-9,-2
50018,1,,,,,0,-9,-2
50018,8,,,,,0,-9,-2
50018,2,,,,,0,-9,-2
50018,4,,,,,0,-9,-2
50018,6,,,,,0,-9,-2
50018,3,,,,,0,-9,-2
50018,7,,,,,0,-9,-2
50018,5,,,,,0,-9,-2
50019,8,,,,,0,-9,-2
50019,4,,,,,0,-9,-2
50019,2,,,,,0,-9,-2
50019,1,,,,,0,-9,-2
50019,6,,,,,0,-9,-2
50019,7,,,,,0,-9,-2
50019,3,,,,,0,-9,-2
50019,5,,,,,0,-9,-2
50020,8,,,,,0,-9,-2
50020,3,,,,,0,-9,-2
50020,7,,,,,0,-9,-2
50020,6,,,,,0,-9,-2
50020,2,,,,,0,-9,-2
50020,4,,,,,0,-9,-2
50020,1,,,,,0,-9,-2
50020,5,,,,,0,-9,-2
50021,4,,,,,0,-9,-2
50021,6,,,,,0,-9,-2
50021,8,,,,,0,-9,-2
50021,3,,,,,0,-9,-2
50021,5,,,,,0,-9,-2
50021,7,,,,,0,-9,-2
50021,2,,,,,0,-9,-2
50021,1,,,,,0,-9,-2
50022,5,,,,,0,-9,-2
50022,6,,,,,0,-9,-2
50022,1,,,,,0,-9,-2
50022,2,,,,,0,-9,-2
50022,7,,,,,0,-9,-2
50022,8,,,,,0,-9,-2
50022,4,,,,,0,-9,-2
50022,3,,,,,0,-9,-2
50023,7,,,,,0,-9,-2
50023,1,,,,,0,-9,-2
50023,4,,,,,0,-9,-2
50023,6,,,,,0,-9,-2
50023,3,,,,,0,-9,-2
50023,5,,,,,0,-9,-2
50023,2,,,,,0,-9,-2
50023,8,,,,,0,-9,-2
50024,5,,,,,0,-9,-2
50024,6,,,,,0,-9,-2
50024,2,,,,,0,-9,-2
50024,7,,,,,0,-9,-2
50024,4,,,,,0,-9,-2
50024,8,,,,,0,-9,-2
50024,3,,,,,0,-9,-2
50024,1,,,,,0,-9,-2
50025,7,,,,,0,-9,-2
50025,4,,,,,0,-9,-2
50025,1,,,,,0,-9,-2
50025,2,,,,,0,-9,-2
50025,6,,,,,0,-9,-2
50025,8,,,,,0,-9,-2
50025,3,,,,,0,-9,-2
50025,5,,,,,0,-9,-2
50026,3,,,,,0,-9,-2
50026,4,,,,,0,-9,-2
50026,6,,,,,0,-9,-2
50026,1,,,,,0,-9,-2
50026,2,,,,,0,-9,-2
50026,8,,,,,0,-9,-2
50026,5,,,,,0,-9,-2
50026,7,,,,,0,-9,-2
50027,6,,,,,0,-9,-2
50027,4,,,,,0,-9,-2
50027,1,,,,,0,-9,-2
50027,2,,,,,0,-9,-2
50027,7,,,,,0,-9,-2
50027,5,,,,,0,-9,-2
50027,3,,,,,0,-9,-2
50027,8,,,,,0,-9,-2
50028,3,,,,,0,-9,-2
50028,7,,,,,0,-9,-2
50028,2,,,,,0,-9,-2
50028,5,,,,,0,-9,-2
50028,6,,,,,0,-9,-2
50028,1,,,,,0,-9,-2
50028,4,,,,,0,-9,-2
50028,8,,,,,0,-9,-2
50029,6,,,,,0,-9,-2
50029,7,,,,,0,-9,-2
50029,8,,,,,0,-9,-2
50029,4,,,,,0,-9,-2
50029,3,,,,,0,-9,-2
50029,5,,,,,0,-9,-2
50029,1,,,,,0,-9,-2
50029,2,,,,,0,-9,-2
50030,7,,,,,0,-9,-2
50030,1,,,,,0,-9,-2
50030,6,,,,,0,-9,-2
50030,4,,,,,0,-9,-2
50030,3,,,,,0,-9,-2
50030,8,,,,,0,-9,-2
50030,5,,,,,0,-9,-2
50030,2,,,,,0,-9,-2
50031,2,,,,,0,-9,-2
50031,3,,,,,0,-9,-2
50031,4,,,,,0,-9,-2
50031,6,,,,,0,-9,-2
50031,5,,,,,0,-9,-2
50031,8,,,,,0,-9,-2
50031,7,,,,,0,-9,-2
50031,1,,,,,0,-9,-2
50032,1,,,,,0,-9,-2
50032,3,,,,,0,-9,-2
50032,5,,,,,0,-9,-2
50032,6,,,,,0,-9,-2
50032,8,,,,,0,-9,-2
50032,2,,,,,0,-9,-2
50032,7,,,,,0,-9,-2
50032,4,,,,,0,-9,-2
50033,5,,,,,0,-9,-2
50033,7,,,,,0,-9,-2
50033,8,,,,,0,-9,-2
50033,4,,,,,0,-9,-2
50033,1,,,,,0,-9,-2
50033,3,,,,,0,-9,-2
50033,2,,,,,0,-9,-2
50033,6,,,,,0,-9,-2
50034,1,,,,,0,-9,-2
50034,2,,,,,0,-9,-2
50034,7,,,,,0,-9,-2
50034,4,,,,,0,-9,-2
50034,5,,,,,0,-9,-2
50034,6,,,,,0,-9,-2
50034,3,,,,,0,-9,-2
50034,8,,,,,0,-9,-2
50035,3,,,,,0,-9,-2
50035,8,,,,,0,-9,-2
50035,4,,,,,0,-9,-2
50035,6,,,,,0,-9,-2
50035,2,,,,,0,-9,-2
50035,7,,,,,0,-9,-2
50035,1,,,,,0,-9,-2
50035,5,,,,,0,-9,-2
50036,7,,,,,0,-9,-2
50036,4,,,,,0,-9,-2
50036,6,,,,,0,-9,-2
50036,5,,,,,0,-9,-2
50036,1,,,,,0,-9,-2
50036,2,,,,,0,-9,-2
50036,3,,,,,0,-9,-2
50036,8,,,,,0,-9,-2
50037,8,,,,,0,-9,-2
50037,7,,,,,0,-9,-2
50037,3,,,,,0,-9,-2
50037,6,,,,,0,-9,-2
50037,5,,,,,0,-9,-2
50037,2,,,,,0,-9,-2
50037,1,,,,,0,-9,-2
50037,4,,,,,0,-9,-2
50038,5,,,,,0,-9,-2
50038,8,,,,,0,-9,-2
50038,7,,,,,0,-9,-2
50038,3,,,,,0,-9,-2
50038,4,,,,,0,-9,-2
50038,6,,,,,0,-9,-2
50038,2,,,,,0,-9,-2
50038,1,,,,,0,-9,-2
50039,1,,,,,0,-9,-2
50039,2,,,,,0,-9,-2
50039,3,,,,,0,-9,-2
50039,7,,,,,0,-9,-2
50039,6,,,,,0,-9,-2
50039,5,,,,,0,-9,-2
50039,8,,,,,0,-9,-2
50039,4,,,,,0,-9,-2
50040,1,,,,,0,-9,-2
50040,8,,,,,0,-9,-2
50040,3,,,,,0,-9,-2
50040,2,,,,,0,-9,-2
50040,6,,,,,0,-9,-2
50040,4,,,,,0,-9,-2
50040,7,,,,,0,-9,-2
50040,5,,,,,0,-9,-2
50041,7,,,,,0,-9,-2
50041,6,,,,,0,-9,-2
50041,1,,,,,0,-9,-2
50041,2,,,,,0,-9,-2
50041,8,,,,,0,-9,-2
50041,3,,,,,0,-9,-2
50041,5,,,,,0,-9,-2
50041,4,,,,,0,-9,-2
50042,3,,,,,0,-9,-2
50042,2,,,,,0,-9,-2
50042,8,,,,,0,-9,-2
50042,7,,,,,0,-9,-2
50042,6,,,,,0,-9,-2
50042,4,,,,,0,-9,-2
50042,5,,,,,0,-9,-2
50042,1,,,,,0,-9,-2
50043,4,,,,,0,-9,-2
50043,1,,,,,0,-9,-2
50043,8,,,,,0,-9,-2
50043,2,,,,,0,-9,-2
50043,3,,,,,0,-9,-2
50043,6,,,,,0,-9,-2
50043,7,,,,,0,-9,-2
50043,5,,,,,0,-9,-2
50044,6,,,,,0,-9,-2
50044,8,,,,,0,-9,-2
50044,4,,,,,0,-9,-2
50044,3,,,,,0,-9,-2
50044,5,,,,,0,-9,-2
50044,7,,,,,0,-9,-2
50044,1,,,,,0,-9,-2
50044,2,,,,,0,-9,-2
50045,4,,,,,0,-9,-2
50045,7,,,,,0,-9,-2
50045,5,,,,,0,-9,-2
50045,6,,,,,0,-9,-2
50045,3,,,,,0,-9,-2
50045,2,,,,,0,-9,-2
50045,8,,,,,0,-9,-2
50045,1,,,,,0,-9,-2
50046,2,,,,,0,-9,-2
50046,5,,,,,0,-9,-2
50046,8,,,,,0,-9,-2
50046,4,,,,,0,-9,-2
50046,6,,,,,0,-9,-2
50046,7,,,,,0,-9,-2
50046,3,,,,,0,-9,-2
50046,1,,,,,0,-9,-2
50047,4,,,,,0,-9,-2
50047,1,,,,,0,-9,-2
50047,6,,,,,0,-9,-2
50047,2,,,,,0,-9,-2
50047,3,,,,,0,-9,-2
50047,5,,,,,0,-9,-2
50047,7,,,,,0,-9,-2
50047,8,,,,,0,-9,-2
50048,5,,,,,0,-9,-2
50048,4,,,,,0,-9,-2
50048,6,,,,,0,-9,-2
50048,3,,,,,0,-9,-2
50048,7,,,,,0,-9,-2
50048,8,,,,,0,-9,-2
50048,2,,,,,0,-9,-2
50048,1,,,,,0,-9,-2
50049,2,,,,,0,-9,-2
50049,1,,,,,0,-9,-2
50049,5,,,,,0,-9,-2
50049,8,,,,,0,-9,-2
50049,3,,,,,0,-9,-2
50049,4,,,,,0,-9,-2
50049,7,,,,,0,-9,-2
50049,6,,,,,0,-9,-2
50050,2,,,,,0,-9,-2
50050,8,,,,,0,-9,-2
50050,3,,,,,0,-9,-2
50050,5,,,,,0,-9,-2
50050,1,,,,,0,-9,-2
50050,6,,,,,0,-9,-2
50050,4,,,,,0,-9,-2
50050,7,,,,,0,-9,-2
50051,7,,,,,0,-9,-2
50051,4,,,,,0,-9,-2
50051,8,,,,,0,-9,-2
50051,5,,,,,0,-9,-2
50051,1,,,,,0,-9,-2
50051,6,,,,,0,-9,-2
50051,3,,,,,0,-9,-2
50051,2,,,,,0,-9,-2
50052,5,,,,,0,-9,-2
50052,1,,,,,0,-9,-2
50052,8,,,,,0,-9,-2
50052,6,,,,,0,-9,-2
50052,4,,,,,0,-9,-2
50052,7,,,,,0,-9,-2
50052,2,,,,,0,-9,-2
50052,3,,,,,0,-9,-2
50053,7,,,,,0,-9,-2
50053,4,,,,,0,-9,-2
50053,5,,,,,0,-9,-2
50053,1,,,,,0,-9,-2
50053,3,,,,,0,-9,-2
50053,2,,,,,0,-9,-2
50053,6,,,,,0,-9,-2
50053,8,,,,,0,-9,-2
50054,1,,,,,0,-9,-2
50054,6,,,,,0,-9,-2
50054,8,,,,,0,-9,-2
50054,4,,,,,0,-9,-2
50054,7,,,,,0,-9,-2
50054,5,,,,,0,-9,-2
50054,2,,,,,0,-9,-2
50054,3,,,,,0,-9,-2
50055,3,,,,,0,-9,-2
50055,2,,,,,0,-9,-2
50055,7,,,,,0,-9,-2
50055,8,,,,,0,-9,-2
50055,5,,,,,0,-9,-2
50055,4,,,,,0,-9,-2
50055,6,,,,,0,-9,-2
50055,1,,,,,0,-9,-2
50056,7,,,,,0,-9,-2
50056,4,,,,,0,-9,-2
50056,5,,,,,0,-9,-2
50056,2,,,,,0,-9,-2
50056,8,,,,,0,-9,-2
50056,3,,,,,0,-9,-2
50056,1,,,,,0,-9,-2
50056,6,,,,,0,-9,-2
50057,5,,,,,0,-9,-2
50057,7,,,,,0,-9,-2
50057,8,,,,,0,-9,-2
50057,3,,,,,0,-9,-2
50057,1,,,,,0,-9,-2
50057,6,,,,,0,-9,-2
50057,2,,,,,0,-9,-2
50057,4,,,,,0,-9,-2
50058,8,,,,,0,-9,-2
50058,7,,,,,0,-9,-2
50058,5,,,,,0,-9,-2
50058,1,,,,,0,-9,-2
50058,3,,,,,0,-9,-2
50058,4,,,,,0,-9,-2
50058,6,,,,,0,-9,-2
50058,2,,,,,0,-9,-2
50059,4,,,,,0,-9,-2
50059,2,,,,,0,-9,-2
50059,1,,,,,0,-9,-2
50059,3,,,,,0,-9,-2
50059,7,,,,,0,-9,-2
50059,8,,,,,0,-9,-2
50059,5,,,,,0,-9,-2
50059,6,,,,,0,-9,-2
50060,4,,,,,0,-9,-2
50060,6,,,,,0,-9,-2
50060,3,,,,,0,-9,-2
50060,5,,,,,0,-9,-2
50060,2,,,,,0,-9,-2
50060,1,,,,,0,-9,-2
50060,8,,,,,0,-9,-2
50060,7,,,,,0,-9,-2
50061,8,,,,,0,-9,-2
50061,3,,,,,0,-9,-2
50061,1,,,,,0,-9,-2
50061,4,,,,,0,-9,-2
50061,6,,,,,0,-9,-2
50061,2,,,,,0,-9,-2
50061,5,,,,,0,-9,-2
50061,7,,,,,0,-9,-2
50062,7,,,,,0,-9,-2
50062,2,,,,,0,-9,-2
50062,8,,,,,0,-9,-2
50062,3,,,,,0,-9,-2
50062,4,,,,,0,-9,-2
50062,1,,,,,0,-9,-2
50062,5,,,,,0,-9,-2
50062,6,,,,,0,-9,-2
50063,7,,,,,0,-9,-2
50063,3,,,,,0,-9,-2
50063,4,,,,,0,-9,-2
50063,1,,,,,0,-9,-2
50063,5,,,,,0,-9,-2
50063,2,,,,,0,-9,-2
50063,6,,,,,0,-9,-2
50063,8,,,,,0,-9,-2
50064,2,,,,,0,-9,-2
50064,7,,,,,0,-9,-2
50064,8,,,,,0,-9,-2
50064,4,,,,,0,-9,-2
50064,3,,,,,0,-9,-2
50064,6,,,,,0,-9,-2
50064,5,,,,,0,-9,-2
50064,1,,,,,0,-9,-2
50065,6,,,,,0,-9,-2
50065,8,,,,,0,-9,-2
50065,4,,,,,0,-9,-2
50065,2,,,,,0,-9,-2
50065,1,,,,,0,-9,-2
50065,3,,,,,0,-9,-2
50065,7,,,,,0,-9,-2
50065,5,,,,,0,-9,-2
50066,3,,,,,0,-9,-2
50066,8,,,,,0,-9,-2
50066,4,,,,,0,-9,-2
50066,5,,,,,0,-9,-2
50066,1,,,,,0,-9,-2
50066,6,,,,,0,-9,-2
50066,7,,,,,0,-9,-2
50066,2,,,,,0,-9,-2
50067,2,,,,,0,-9,-2
50067,8,,,,,0,-9,-2
50067,1,,,,,0,-9,-2
50067,4,,,,,0,-9,-2
50067,5,,,,,0,-9,-2
50067,6,,,,,0,-9,-2
50067,3,,,,,0,-9,-2
50067,7,,,,,0,-9,-2
50068,6,,,,,0,-9,-2
50068,3,,,,,0,-9,-2
50068,2,,,,,0,-9,-2
50068,4,,,,,0,-9,-2
50068,1,,,,,0,-9,-2
50068,8,,,,,0,-9,-2
50068,5,,,,,0,-9,-2
50068,7,,,,,0,-9,-2
50069,1,,,,,0,-9,-2
50069,4,,,,,0,-9,-2
50069,5,,,,,0,-9,-2
50069,2,,,,,0,-9,-2
50069,3,,,,,0,-9,-2
50069,7,,,,,0,-9,-2
50069,8,,,,,0,-9,-2
50069,6,,,,,0,-9,-2
50070,2,,,,,0,-9,-2
50070,6,,,,,0,-9,-2
50070,5,,,,,0,-9,-2
50070,4,,,,,0,-9,-2
50070,7,,,,,0,-9,-2
50070,3,,,,,0,-9,-2
50070,8,,,,,0,-9,-2
50070,1,,,,,0,-9,-2
50071,6,,,,,0,-9,-2
50071,5,,,,,0,-9,-2
50071,1,,,,,0,-9,-2
50071,2,,,,,0,-9,-2
50071,8,,,,,0,-9,-2
50071,3,,,,,0,-9,-2
50071,7,,,,,0,-9,-2
50071,4,,,,,0,-9,-2
50072,6,,,,,0,-9,-2
50072,2,,,,,0,-9,-2
50072,7,,,,,0,-9,-2
50072,8,,,,,0,-9,-2
50072,3,,,,,0,-9,-2
50072,1,,,,,0,-9,-2
50072,5,,,,,0,-9,-2
50072,4,,,,,0,-9,-2
50073,2,,,,,0,-9,-2
50073,8,,,,,0,-9,-2
50073,4,,,,,0,-9,-2
50073,7,,,,,0,-9,-2
50073,5,,,,,0,-9,-2
50073,6,,,,,0,-9,-2
50073,3,,,,,0,-9,-2
50073,1,,,,,0,-9,-2
50074,2,,,,,0,-9,-2
50074,7,,,,,0,-9,-2
50074,5,,,,,0,-9,-2
50074,8,,,,,0,-9,-2
50074,6,,,,,0,-9,-2
50074,4,,,,,0,-9,-2
50074,1,,,,,0,-9,-2
50074,3,,,,,0,-9,-2
50075,1,,,,,0,-9,-2
50075,3,,,,,0,-9,-2
50075,7,,,,,0,-9,-2
50075,5,,,,,0,-9,-2
50075,4,,,,,0,-9,-2
50075,6,,,,,0,-9,-2
50075,8,,,,,0,-9,-2
50075,2,,,,,0,-9,-2
50076,8,,,,,0,-9,-2
50076,1,,,,,0,-9,-2
50076,3,,,,,0,-9,-2
50076,4,,,,,0,-9,-2
50076,7,,,,,0,-9,-2
50076,2,,,,,0,-9,-2
50076,6,,,,,0,-9,-2
50076,5,,,,,0,-9,-2
50077,1,,,,,0,-9,-2
50077,8,,,,,0,-9,-2
50077,3,,,,,0,-9,-2
50077,6,,,,,0,-9,-2
50077,4,,,,,0,-9,-2
50077,2,,,,,0,-9,-2
50077,7,,,,,0,-9,-2
50077,5,,,,,0,-9,-2
50078,3,,,,,0,-9,-2
50078,7,,,,,0,-9,-2
50078,5,,,,,0,-9,-2
50078,1,,,,,0,-9,-2
50078,4,,,,,0,-9,-2
50078,8,,,,,0,-9,-2
50078,2,,,,,0,-9,-2
50078,6,,,,,0,-9,-2
50079,7,,,,,0,-9,-2
50079,1,,,,,0,-9,-2
50079,6,,,,,0,-9,-2
50079,4,,,,,0,-9,-2
50079,8,,,,,0,-9,-2
50079,5,,,,,0,-9,-2
50079,3,,,,,0,-9,-2
50079,2,,,,,0,-9,-2
50080,5,,,,,0,-9,-2
50080,1,,,,,0,-9,-2
50080,7,,,,,0,-9,-2
50080,6,,,,,0,-9,-2
50080,3,,,,,0,-9,-2
50080,8,,,,,0,-9,-2
50080,2,,,,,0,-9,-2
50080,4,,,,,0,-9,-2
50081,3,,,,,0,-9,-2
50081,4,,,,,0,-9,-2
50081,8,,,,,0,-9,-2
50081,7,,,,,0,-9,-2
50081,6,,,,,0,-9,-2
50081,2,,,,,0,-9,-2
50081,1,,,,,0,-9,-2
50081,5,,,,,0,-9,-2
50082,7,,,,,0,-9,-2
50082,3,,,,,0,-9,-2
50082,5,,,,,0,-9,-2
50082,2,,,,,0,-9,-2
50082,4,,,,,0,-9,-2
50082,1,,,,,0,-9,-2
50082,8,,,,,0,-9,-2
50082,6,,,,,0,-9,-2
50083,7,,,,,0,-9,-2
50083,6,,,,,0,-9,-2
50083,3,,,,,0,-9,-2
50083,8,,,,,0,-9,-2
50083,2,,,,,0,-9,-2
50083,5,,,,,0,-9,-2
50083,4,,,,,0,-9,-2
50083,1,,,,,0,-9,-2
50084,4,,,,,0,-9,-2
50084,2,,,,,0,-9,-2
50084,1,,,,,0,-9,-2
50084,8,,,,,0,-9,-2
50084,3,,,,,0,-9,-2
50084,6,,,,,0,-9,-2
50084,5,,,,,0,-9,-2
50084,7,,,,,0,-9,-2
50085,2,,,,,0,-9,-2
50085,7,,,,,0,-9,-2
50085,4,,,,,0,-9,-2
50085,1,,,,,0,-9,-2
50085,6,,,,,0,-9,-2
50085,8,,,,,0,-9,-2
50085,3,,,,,0,-9,-2
50085,5,,,,,0,-9,-2
50086,3,,,,,0,-9,-2
50086,8,,,,,0,-9,-2
50086,7,,,,,0,-9,-2
50086,2,,,,,0,-9,-2
50086,5,,,,,0,-9,-2
50086,4,,,,,0,-9,-2
50086,6,,,,,0,-9,-2
50086,1,,,,,0,-9,-2
50087,5,,,,,0,-9,-2
50087,6,,,,,0,-9,-2
50087,2,,,,,0,-9,-2
50087,3,,,,,0,-9,-2
50087,8,,,,,0,-9,-2
50087,4,,,,,0,-9,-2
50087,1,,,,,0,-9,-2
50087,7,,,,,0,-9,-2
50088,3,,,,,0,-9,-2
50088,1,,,,,0,-9,-2
50088,4,,,,,0,-9,-2
50088,5,,,,,0,-9,-2
50088,7,,,,,0,-9,-2
50088,8,,,,,0,-9,-2
50088,2,,,,,0,-9,-2
50088,6,,,,,0,-9,-2
50089,5,,,,,0,-9,-2
50089,3,,,,,0,-9,-2
50089,6,,,,,0,-9,-2
50089,7,,,,,0,-9,-2
50089,1,,,,,0,-9,-2
50089,8,,,,,0,-9,-2
50089,2,,,,,0,-9,-2
50089,4,,,,,0,-9,-2
50090,4,,,,,0,-9,-2
50090,1,,,,,0,-9,-2
50090,5,,,,,0,-9,-2
50090,2,,,,,0,-9,-2
50090,6,,,,,0,-9,-2
50090,8,,,,,0,-9,-2
50090,7,,,,,0,-9,-2
50090,3,,,,,0,-9,-2
50091,2,,,,,0,-9,-2
50091,7,,,,,0,-9,-2
50091,3,,,,,0,-9,-2
50091,6,,,,,0,-9,-2
50091,8,,,,,0,-9,-2
50091,5,,,,,0,-9,-2
50091,4,,,,,0,-9,-2
50091,1,,,,,0,-9,-2
50092,3,,,,,0,-9,-2
50092,1,,,,,0,-9,-2
50092,7,,,,,0,-9,-2
50092,5,,,,,0,-9,-2
50092,6,,,,,0,-9,-2
50092,2,,,,,0,-9,-2
50092,8,,,,,0,-9,-2
50092,4,,,,,0,-9,-2
50093,2,,,,,0,-9,-2
50093,6,,,,,0,-9,-2
50093,5,,,,,0,-9,-2
50093,7,,,,,0,-9,-2
50093,8,,,,,0,-9,-2
50093,3,,,,,0,-9,-2
50093,1,,,,,0,-9,-2
50093,4,,,,,0,-9,-2
50094,2,,,,,0,-9,-2
50094,8,,,,,0,-9,-2
50094,1,,,,,0,-9,-2
50094,3,,,,,0,-9,-2
50094,7,,,,,0,-9,-2
50094,4,,,,,0,-9,-2
50094,6,,,,,0,-9,-2
50094,5,,,,,0,-9,-2
50095,7,,,,,0,-9,-2
50095,5,,,,,0,-9,-2
50095,8,,,,,0,-9,-2
50095,4,,,,,0,-9,-2
50095,2,,,,,0,-9,-2
50095,1,,,,,0,-9,-2
50095,6,,,,,0,-9,-2
50095,3,,,,,0,-9,-2
50096,1,,,,,0,-9,-2
50096,8,,,,,0,-9,-2
50096,7,,,,,0,-9,-2
50096,3,,,,,0,-9,-2
50096,5,,,,,0,-9,-2
50096,2,,,,,0,-9,-2
50096,4,,,,,0,-9,-2
50096,6,,,,,0,-9,-2
50097,3,,,,,0,-9,-2
50097,5,,,,,0,-9,-2
50097,8,,,,,0,-9,-2
50097,7,,,,,0,-9,-2
50097,4,,,,,0,-9,-2
50097,6,,,,,0,-9,-2
50097,1,,,,,0,-9,-2
50097,2,,,,,0,-9,-2
50098,2,,,,,0,-9,-2
50098,7,,,,,0,-9,-2
50098,5,,,,,0,-9,-2
50098,1,,,,,0,-9,-2
50098,8,,,,,0,-9,-2
50098,6,,,,,0,-9,-2
50098,3,,,,,0,-9,-2
50098,4,,,,,0,-9,-2
50099,4,,,,,0,-9,-2
50099,8,,,,,0,-9,-2
50099,3,,,,,0,-9,-2
50099,7,,,,,0,-9,-2
50099,5,,,,,0,-9,-2
50099,2,,,,,0,-9,-2
50099,1,,,,,0,-9,-2
50099,6,,,,,0,-9,-2
50100,2,,,,,0,-9,-2
50100,5,,,,,0,-9,-2
50100,8,,,,,0,-9,-2
50100,7,,,,,0,-9,-2
50100,4,,,,,0,-9,-2
50100,6,,,,,0,-9,-2
50100,3,,,,,0,-9,-2
50100,1,,,,,0,-9,-2
50101,6,,,,,0,-9,-2
50101,8,,,,,0,-9,-2
50101,7,,,,,0,-9,-2
50101,1,,,,,0,-9,-2
50101,3,,,,,0,-9,-2
50101,4,,,,,0,-9,-2
50101,5,,,,,0,-9,-2
50101,2,,,,,0,-9,-2
50102,4,,,,,0,-9,-2
50102,7,,,,,0,-9,-2
50102,6,,,,,0,-9,-2
50102,8,,,,,0,-9,-2
50102,2,,,,,0,-9,-2
50102,5,,,,,0,-9,-2
50102,1,,,,,0,-9,-2
50102,3,,,,,0,-9,-2
50103,4,,,,,0,-9,-2
