"lon","lat","plot_ID","e_ID","inv_year","e_form","CCS_r_m","stand"
1290.32705414736,2708.33086851208,140048,1,2011,2,17.84,"B"
2940.60807453823,593.990026819113,140048,1,2011,2,17.84,"B"
-11.2114184026141,0.645753359670665,140048,1,2011,2,17.84,"B"
0.487373482590106,-13.7713785471342,140056,1,2011,2,17.84,"warning"
1038.52986267244,-2814.50807857031,140056,1,2011,2,17.84,"warning"
1328.70722844672,2689.70948265299,140056,1,2011,2,17.84,"warning"
0.487373482590106,-13.7713785471342,140056,1,2011,2,17.84,"warning"
-18.4439064316268,-3.89163404515306,140057,1,2011,2,17.84,"A"
1622.54304957545,-2523.36165705085,140057,1,2011,2,17.84,"A"
2298.27360032016,1928.19564828661,140057,1,2011,2,17.84,"A"
-18.4439064316268,-3.89163404515306,140057,1,2011,2,17.84,"A"
-4.2903044494382,-15.7770652445609,140058,1,2011,2,17.84,"A"
-676.972785121798,2922.62003144515,140058,1,2011,2,17.84,"A"
986.523321622427,-2833.15579096792,140058,1,2011,2,17.84,"A"
-4.2903044494382,-15.7770652445609,140058,1,2011,2,17.84,"A"
18.7115166956567,12.7277666127314,140058,2,2011,2,17.84,"B"
-991.952645202661,-2831.25942818306,140058,2,2011,2,17.84,"B"
-2998.98919102068,77.8706115367097,140058,2,2011,2,17.84,"B"
18.7115166956567,12.7277666127314,140058,2,2011,2,17.84,"B"
6.53020113541122,13.7811092852163,140068,2,2012,2,17.84,"A"
-1709.69800030443,-2465.14355520222,140068,2,2012,2,17.84,"A"
1702.84015507277,-2469.8857071273,140068,2,2012,2,17.84,"A"
6.53020113541122,13.7811092852163,140068,2,2012,2,17.84,"A"
29.7646936967627,-1.45017555416459,140187,1,2011,2,17.84,"warning"
-1995.60084749114,2239.99492354171,140187,1,2011,2,17.84,"warning"
-2998.80501400742,-84.6669236711382,140187,1,2011,2,17.84,"warning"
29.7646936967627,-1.45017555416459,140187,1,2011,2,17.84,"warning"
-15.6092046576533,-19.2458081138593,140254,1,2012,2,17.84,"warning"
1942.69240452165,2286.03285659106,140254,1,2012,2,17.84,"warning"
-762.855923967628,2901.38774369568,140254,1,2012,2,17.84,"warning"
-15.6092046576533,-19.2458081138593,140254,1,2012,2,17.84,"warning"
