"plot_ID","team","date","stand_spec","stand_type","structure","hbi_status","inv_year","inv","CCS_r_m","CCS_LT_inv_status","rem_reason"
140008,"",1970-01-01,1,2,1,-9,1970,"warning",5.64,-9,"LT circle excluded during inventory status sorting"
140008,"",1970-01-01,1,2,1,-9,1970,"warning",12.62,-9,"LT circle excluded during inventory status sorting"
140008,"",1970-01-01,1,2,1,-9,1970,"warning",17.84,-9,"LT circle excluded during inventory status sorting"
140009,"",1970-01-01,1,2,1,-9,1970,"warning",5.64,-9,"LT circle excluded during inventory status sorting"
140009,"",1970-01-01,1,2,1,-9,1970,"warning",12.62,-9,"LT circle excluded during inventory status sorting"
140009,"",1970-01-01,1,2,1,-9,1970,"warning",17.84,-9,"LT circle excluded during inventory status sorting"
140010,"",1970-01-01,1,8,1,-9,1970,"warning",5.64,-9,"LT circle excluded during inventory status sorting"
140010,"",1970-01-01,1,8,1,-9,1970,"warning",12.62,-9,"LT circle excluded during inventory status sorting"
140010,"",1970-01-01,1,8,1,-9,1970,"warning",17.84,-9,"LT circle excluded during inventory status sorting"
140011,"",1970-01-01,-9,-9,-9,-9,1970,"warning",5.64,-9,"LT circle excluded during inventory status sorting"
140011,"",1970-01-01,-9,-9,-9,-9,1970,"warning",12.62,-9,"LT circle excluded during inventory status sorting"
140011,"",1970-01-01,-9,-9,-9,-9,1970,"warning",17.84,-9,"LT circle excluded during inventory status sorting"
140012,"",1970-01-01,1,2,1,-9,1970,"warning",5.64,-9,"LT circle excluded during inventory status sorting"
140012,"",1970-01-01,1,2,1,-9,1970,"warning",12.62,-9,"LT circle excluded during inventory status sorting"
140012,"",1970-01-01,1,2,1,-9,1970,"warning",17.84,-9,"LT circle excluded during inventory status sorting"
140013,"",1970-01-01,1,2,1,-9,1970,"warning",5.64,-9,"LT circle excluded during inventory status sorting"
140013,"",1970-01-01,1,2,1,-9,1970,"warning",12.62,-9,"LT circle excluded during inventory status sorting"
140013,"",1970-01-01,1,2,1,-9,1970,"warning",17.84,-9,"LT circle excluded during inventory status sorting"
140014,"",1970-01-01,1,2,1,-9,1970,"warning",5.64,-9,"LT circle excluded during inventory status sorting"
140014,"",1970-01-01,1,2,1,-9,1970,"warning",12.62,-9,"LT circle excluded during inventory status sorting"
140014,"",1970-01-01,1,2,1,-9,1970,"warning",17.84,-9,"LT circle excluded during inventory status sorting"
140015,"",1970-01-01,1,2,1,-9,1970,"warning",5.64,-9,"LT circle excluded during inventory status sorting"
140015,"",1970-01-01,1,2,1,-9,1970,"warning",12.62,-9,"LT circle excluded during inventory status sorting"
140015,"",1970-01-01,1,2,1,-9,1970,"warning",17.84,-9,"LT circle excluded during inventory status sorting"
140016,"",1970-01-01,1,6,2,-9,1970,"warning",5.64,-9,"LT circle excluded during inventory status sorting"
140016,"",1970-01-01,1,6,2,-9,1970,"warning",12.62,-9,"LT circle excluded during inventory status sorting"
140016,"",1970-01-01,1,6,2,-9,1970,"warning",17.84,-9,"LT circle excluded during inventory status sorting"
140017,"",1970-01-01,1,6,1,-9,1970,"warning",5.64,-9,"LT circle excluded during inventory status sorting"
140017,"",1970-01-01,1,6,1,-9,1970,"warning",12.62,-9,"LT circle excluded during inventory status sorting"
140017,"",1970-01-01,1,6,1,-9,1970,"warning",17.84,-9,"LT circle excluded during inventory status sorting"
140018,"",1970-01-01,1,2,1,-9,1970,"warning",5.64,-9,"LT circle excluded during inventory status sorting"
140018,"",1970-01-01,1,2,1,-9,1970,"warning",12.62,-9,"LT circle excluded during inventory status sorting"
140018,"",1970-01-01,1,2,1,-9,1970,"warning",17.84,-9,"LT circle excluded during inventory status sorting"
140019,"",1970-01-01,1,5,2,-9,1970,"warning",5.64,-9,"LT circle excluded during inventory status sorting"
140019,"",1970-01-01,1,5,2,-9,1970,"warning",12.62,-9,"LT circle excluded during inventory status sorting"
140019,"",1970-01-01,1,5,2,-9,1970,"warning",17.84,-9,"LT circle excluded during inventory status sorting"
140020,"",1970-01-01,1,2,1,-9,1970,"warning",5.64,-9,"LT circle excluded during inventory status sorting"
140020,"",1970-01-01,1,2,1,-9,1970,"warning",12.62,-9,"LT circle excluded during inventory status sorting"
140020,"",1970-01-01,1,2,1,-9,1970,"warning",17.84,-9,"LT circle excluded during inventory status sorting"
140021,"",1970-01-01,1,2,2,-9,1970,"warning",5.64,-9,"LT circle excluded during inventory status sorting"
140021,"",1970-01-01,1,2,2,-9,1970,"warning",12.62,-9,"LT circle excluded during inventory status sorting"
140021,"",1970-01-01,1,2,2,-9,1970,"warning",17.84,-9,"LT circle excluded during inventory status sorting"
140022,"",1970-01-01,1,8,1,-9,1970,"warning",5.64,-9,"LT circle excluded during inventory status sorting"
140022,"",1970-01-01,1,8,1,-9,1970,"warning",12.62,-9,"LT circle excluded during inventory status sorting"
140022,"",1970-01-01,1,8,1,-9,1970,"warning",17.84,-9,"LT circle excluded during inventory status sorting"
140023,"",1970-01-01,1,8,1,-9,1970,"warning",5.64,-9,"LT circle excluded during inventory status sorting"
140023,"",1970-01-01,1,8,1,-9,1970,"warning",12.62,-9,"LT circle excluded during inventory status sorting"
140023,"",1970-01-01,1,8,1,-9,1970,"warning",17.84,-9,"LT circle excluded during inventory status sorting"
140024,"",1970-01-01,1,2,1,-9,1970,"warning",5.64,-9,"LT circle excluded during inventory status sorting"
140024,"",1970-01-01,1,2,1,-9,1970,"warning",12.62,-9,"LT circle excluded during inventory status sorting"
140024,"",1970-01-01,1,2,1,-9,1970,"warning",17.84,-9,"LT circle excluded during inventory status sorting"
140025,"",1970-01-01,1,2,1,-9,1970,"warning",5.64,-9,"LT circle excluded during inventory status sorting"
140025,"",1970-01-01,1,2,1,-9,1970,"warning",12.62,-9,"LT circle excluded during inventory status sorting"
140025,"",1970-01-01,1,2,1,-9,1970,"warning",17.84,-9,"LT circle excluded during inventory status sorting"
140026,"",1970-01-01,1,8,1,-9,1970,"warning",5.64,-9,"LT circle excluded during inventory status sorting"
140026,"",1970-01-01,1,8,1,-9,1970,"warning",12.62,-9,"LT circle excluded during inventory status sorting"
140026,"",1970-01-01,1,8,1,-9,1970,"warning",17.84,-9,"LT circle excluded during inventory status sorting"
140027,"",1970-01-01,1,1,1,-9,1970,"warning",5.64,-9,"LT circle excluded during inventory status sorting"
140027,"",1970-01-01,1,1,1,-9,1970,"warning",12.62,-9,"LT circle excluded during inventory status sorting"
140027,"",1970-01-01,1,1,1,-9,1970,"warning",17.84,-9,"LT circle excluded during inventory status sorting"
140028,"",1970-01-01,1,3,1,-9,1970,"warning",5.64,-9,"LT circle excluded during inventory status sorting"
140028,"",1970-01-01,1,3,1,-9,1970,"warning",12.62,-9,"LT circle excluded during inventory status sorting"
140028,"",1970-01-01,1,3,1,-9,1970,"warning",17.84,-9,"LT circle excluded during inventory status sorting"
140029,"",1970-01-01,1,6,1,-9,1970,"warning",5.64,-9,"LT circle excluded during inventory status sorting"
140029,"",1970-01-01,1,6,1,-9,1970,"warning",12.62,-9,"LT circle excluded during inventory status sorting"
140029,"",1970-01-01,1,6,1,-9,1970,"warning",17.84,-9,"LT circle excluded during inventory status sorting"
140030,"",1970-01-01,1,2,1,-9,1970,"warning",5.64,-9,"LT circle excluded during inventory status sorting"
140030,"",1970-01-01,1,2,1,-9,1970,"warning",12.62,-9,"LT circle excluded during inventory status sorting"
140030,"",1970-01-01,1,2,1,-9,1970,"warning",17.84,-9,"LT circle excluded during inventory status sorting"
140031,"",1970-01-01,1,1,1,-9,1970,"warning",5.64,-9,"LT circle excluded during inventory status sorting"
140031,"",1970-01-01,1,1,1,-9,1970,"warning",12.62,-9,"LT circle excluded during inventory status sorting"
140031,"",1970-01-01,1,1,1,-9,1970,"warning",17.84,-9,"LT circle excluded during inventory status sorting"
140032,"",1970-01-01,1,6,1,-9,1970,"warning",5.64,-9,"LT circle excluded during inventory status sorting"
140032,"",1970-01-01,1,6,1,-9,1970,"warning",12.62,-9,"LT circle excluded during inventory status sorting"
140032,"",1970-01-01,1,6,1,-9,1970,"warning",17.84,-9,"LT circle excluded during inventory status sorting"
140033,"",1970-01-01,1,1,1,-9,1970,"warning",5.64,-9,"LT circle excluded during inventory status sorting"
140033,"",1970-01-01,1,1,1,-9,1970,"warning",12.62,-9,"LT circle excluded during inventory status sorting"
140033,"",1970-01-01,1,1,1,-9,1970,"warning",17.84,-9,"LT circle excluded during inventory status sorting"
140034,"",1970-01-01,1,1,1,-9,1970,"warning",5.64,-9,"LT circle excluded during inventory status sorting"
140034,"",1970-01-01,1,1,1,-9,1970,"warning",12.62,-9,"LT circle excluded during inventory status sorting"
140034,"",1970-01-01,1,1,1,-9,1970,"warning",17.84,-9,"LT circle excluded during inventory status sorting"
140035,"",1970-01-01,1,1,1,-9,1970,"warning",5.64,-9,"LT circle excluded during inventory status sorting"
140035,"",1970-01-01,1,1,1,-9,1970,"warning",12.62,-9,"LT circle excluded during inventory status sorting"
140035,"",1970-01-01,1,1,1,-9,1970,"warning",17.84,-9,"LT circle excluded during inventory status sorting"
140036,"",1970-01-01,1,1,1,-9,1970,"warning",5.64,-9,"LT circle excluded during inventory status sorting"
140036,"",1970-01-01,1,1,1,-9,1970,"warning",12.62,-9,"LT circle excluded during inventory status sorting"
140036,"",1970-01-01,1,1,1,-9,1970,"warning",17.84,-9,"LT circle excluded during inventory status sorting"
140065,"PiKü",2022-11-23,1,4,4,-1,2022,"BZE3",5.64,2,"all LT circles excluded during inventory status sorting"
140065,"PiKü",2022-11-23,1,4,4,-1,2022,"BZE3",12.62,1,"all LT circles excluded during inventory status sorting"
140065,"PiKü",2022-11-23,1,4,4,-1,2022,"BZE3",17.84,1,"all LT circles excluded during inventory status sorting"
140066,"PiKü",1980-05-13,1,6,-9,-9,1980,"warning",5.64,-9,"LT circle excluded during inventory status sorting"
140066,"PiKü",1980-05-13,1,6,-9,-9,1980,"warning",12.62,-9,"LT circle excluded during inventory status sorting"
140066,"PiKü",1980-05-13,1,6,-9,-9,1980,"warning",17.84,-9,"LT circle excluded during inventory status sorting"
140089,"",1970-01-01,1,2,1,-9,1970,"warning",5.64,-9,"LT circle excluded during inventory status sorting"
140089,"",1970-01-01,1,2,1,-9,1970,"warning",12.62,-9,"LT circle excluded during inventory status sorting"
140089,"",1970-01-01,1,2,1,-9,1970,"warning",17.84,-9,"LT circle excluded during inventory status sorting"
140102,"",1970-01-01,1,2,2,-9,1970,"warning",5.64,-9,"LT circle excluded during inventory status sorting"
140102,"",1970-01-01,1,2,2,-9,1970,"warning",12.62,-9,"LT circle excluded during inventory status sorting"
140102,"",1970-01-01,1,2,2,-9,1970,"warning",17.84,-9,"LT circle excluded during inventory status sorting"
140175,"",1970-01-01,1,1,1,-9,1970,"warning",5.64,-9,"LT circle excluded during inventory status sorting"
140175,"",1970-01-01,1,1,1,-9,1970,"warning",12.62,-9,"LT circle excluded during inventory status sorting"
140175,"",1970-01-01,1,1,1,-9,1970,"warning",17.84,-9,"LT circle excluded during inventory status sorting"
140234,"",1970-01-01,1,1,1,-9,1970,"warning",5.64,-9,"LT circle excluded during inventory status sorting"
140234,"",1970-01-01,1,1,1,-9,1970,"warning",12.62,-9,"LT circle excluded during inventory status sorting"
140234,"",1970-01-01,1,1,1,-9,1970,"warning",17.84,-9,"LT circle excluded during inventory status sorting"
