"","plot_ID","tree_ID","tree_inventory_status","multi_stem","Dist_cm","azi_gon","age","age_meth","SP_code","DBH_class","Kraft","C_layer","H_dm","C_h_dm","D_mm","DBH_h_cm","DBH_cm","inv","old_tree_ID","new_tree_inventory_status","plot_inventory_status","inv_year"
"19",50001,21,-9,NA,1735,66,72,6,"gki",NA,2,1,NA,NA,395,130,39.5,"pre",21,-9,-9,1970
"20",50001,22,-9,NA,1469,80,72,6,"gki",NA,2,1,NA,NA,359,130,35.9,"pre",22,-9,-9,1970
"21",50001,23,-9,NA,803,89,72,6,"gki",NA,2,1,NA,NA,424,130,42.4,"pre",23,-9,-9,1970
"22",50001,24,-9,NA,1582,95,72,6,"gki",NA,2,1,NA,NA,315,130,31.5,"pre",24,-9,-9,1970
"23",50001,25,-9,NA,1383,142,46,5,"gfi",NA,3,1,163,35,375,130,37.5,"pre",25,-9,-9,1970
"24",50001,26,-9,NA,1658,156,72,6,"gki",NA,2,1,NA,NA,335,130,33.5,"pre",26,-9,-9,1970
"25",50001,27,-9,NA,1611,274,72,6,"gki",NA,2,1,NA,NA,343,130,34.3,"pre",9,0,-9,1970
"26",50002,1,-9,NA,190,252,97,6,"gki",NA,2,1,239,131,310,130,31,"pre",1,-9,-9,1970
"27",50002,2,-9,NA,1567,265,97,6,"gki",NA,2,1,NA,NA,311,130,31.1,"pre",2,-9,-9,1970
"28",50002,3,-9,NA,484,287,97,6,"gki",NA,2,1,NA,NA,289,130,28.9,"pre",3,-9,-9,1970
"29",50002,4,-9,NA,1125,297,97,6,"gki",NA,2,1,198,144,289,130,28.9,"pre",4,-9,-9,1970
"30",50002,5,-9,NA,1350,303,97,6,"gki",NA,2,1,NA,NA,317,130,31.7,"pre",5,-9,-9,1970
"31",50002,6,-9,NA,900,312,97,6,"gki",NA,2,1,NA,NA,239,130,23.9,"pre",6,-9,-9,1970
"32",50002,7,-9,NA,440,337,97,6,"gki",NA,2,1,NA,NA,314,130,31.4,"pre",7,-9,-9,1970
"33",50002,8,-9,NA,679,339,97,6,"gki",NA,2,1,217,133,244,130,24.4,"pre",8,-9,-9,1970
"34",50002,9,-9,NA,1045,342,97,6,"gki",NA,2,1,NA,NA,266,130,26.6,"pre",9,-9,-9,1970
"35",50002,10,-9,NA,1429,362,97,6,"gki",NA,2,1,NA,NA,349,130,34.9,"pre",10,-9,-9,1970
"36",50002,11,-9,NA,1007,391,97,6,"gki",NA,3,1,NA,NA,251,130,25.1,"pre",11,-9,-9,1970
"37",50002,12,-9,NA,1557,398,97,6,"gki",NA,2,1,NA,NA,389,130,38.9,"pre",12,-9,-9,1970
"38",50002,13,-9,NA,1246,4,97,6,"gki",NA,2,1,226,128,350,130,35,"pre",13,-9,-9,1970
"39",50002,14,-9,NA,846,32,97,6,"gki",NA,2,1,NA,NA,330,130,33,"pre",14,-9,-9,1970
"40",50002,15,-9,NA,341,34,97,6,"gki",NA,2,1,NA,NA,256,130,25.6,"pre",15,-9,-9,1970
"41",50002,16,-9,NA,960,41,97,6,"gki",NA,2,1,NA,NA,289,130,28.9,"pre",16,-9,-9,1970
"42",50002,17,-9,NA,1374,45,97,6,"gki",NA,2,1,NA,NA,301,130,30.1,"pre",17,-9,-9,1970
"43",50002,18,-9,NA,1126,69,97,6,"gki",NA,3,1,NA,NA,284,130,28.4,"pre",18,-9,-9,1970
"44",50002,19,-9,NA,1155,87,97,6,"gki",NA,2,1,NA,NA,357,130,35.7,"pre",19,-9,-9,1970
"45",50002,20,-9,NA,1580,96,97,6,"gki",NA,2,1,NA,NA,328,130,32.8,"pre",20,-9,-9,1970
"46",50002,21,-9,NA,1639,110,97,6,"gki",NA,2,1,177,116,405,130,40.5,"pre",21,-9,-9,1970
"47",50002,22,-9,NA,703,116,97,6,"gki",NA,2,1,NA,NA,254,130,25.4,"pre",22,-9,-9,1970
"48",50002,23,-9,NA,1559,123,97,6,"gki",NA,2,1,NA,NA,379,130,37.9,"pre",23,-9,-9,1970
"49",50002,24,-9,NA,1251,127,97,6,"gki",NA,3,1,NA,NA,294,130,29.4,"pre",24,-9,-9,1970
"50",50002,25,-9,NA,926,13,97,6,"gki",NA,2,1,NA,NA,336,130,33.6,"pre",25,-9,-9,1970
"51",50002,26,-9,NA,435,145,97,6,"gki",NA,2,1,NA,NA,309,130,30.9,"pre",26,-9,-9,1970
"52",50002,27,-9,NA,1109,146,97,6,"gki",NA,2,1,NA,NA,322,130,32.2,"pre",27,-9,-9,1970
"53",50002,28,-9,NA,672,171,97,6,"gki",NA,2,1,NA,NA,274,130,27.4,"pre",28,-9,-9,1970
"54",50002,29,-9,NA,1035,190,97,6,"gki",NA,2,1,NA,NA,291,130,29.1,"pre",29,-9,-9,1970
"55",50002,30,-9,NA,1667,210,97,6,"gki",NA,2,1,NA,NA,339,130,33.9,"pre",30,-9,-9,1970
"56",50002,31,-9,NA,845,225,97,6,"gki",NA,2,1,NA,NA,327,130,32.7,"pre",31,-9,-9,1970
"57",50002,32,-9,NA,1708,232,97,6,"gki",NA,2,1,NA,NA,305,130,30.5,"pre",32,-9,-9,1970
"58",50002,33,-9,NA,801,249,97,6,"gki",NA,2,1,NA,NA,261,130,26.1,"pre",33,-9,-9,1970
"59",50002,34,-9,NA,1561,250,97,6,"gki",NA,2,1,NA,NA,309,130,30.9,"pre",34,-9,-9,1970
"60",50003,1,-9,NA,123,229,32,6,"vbe",NA,3,1,74,19,75,130,7.5,"pre",1,-9,-9,1970
"61",50003,2,-9,NA,987,230,32,6,"dgl",NA,1,1,NA,NA,154,130,15.4,"pre",2,-9,-9,1970
"62",50003,3,-9,NA,194,247,32,6,"dgl",NA,2,1,NA,NA,113,130,11.3,"pre",3,-9,-9,1970
"63",50003,4,-9,NA,554,258,32,6,"dgl",NA,2,1,105,25,151,130,15.1,"pre",4,-9,-9,1970
"64",50003,5,-9,NA,932,264,32,6,"dgl",NA,2,1,NA,NA,120,130,12,"pre",5,-9,-9,1970
"65",50003,6,-9,NA,943,276,32,6,"dgl",NA,2,1,NA,NA,134,130,13.4,"pre",6,-9,-9,1970
"66",50003,7,-9,2,327,276,32,6,"vbe",NA,3,1,78,9,78,130,7.8,"pre",7,-9,-9,1970
"67",50003,8,-9,2,322,276,32,6,"vbe",NA,3,1,NA,NA,87,130,8.7,"pre",8,-9,-9,1970
"68",50003,9,-9,NA,574,279,32,6,"dgl",NA,2,1,102,40,165,130,16.5,"pre",9,-9,-9,1970
"69",50003,10,-9,NA,693,296,32,6,"dgl",NA,1,1,130,20,161,130,16.1,"pre",10,-9,-9,1970
"70",50003,11,-9,NA,318,314,32,6,"dgl",NA,3,1,77,27,88,130,8.8,"pre",11,-9,-9,1970
"71",50003,12,-9,NA,888,320,32,6,"dgl",NA,2,1,NA,NA,151,130,15.1,"pre",12,-9,-9,1970
"72",50003,13,-9,NA,515,330,32,6,"dgl",NA,2,1,NA,NA,94,130,9.4,"pre",13,-9,-9,1970
"73",50003,14,-9,NA,1062,367,32,6,"vbe",NA,2,1,92,7,120,130,12,"pre",14,-9,-9,1970
"74",50003,15,-9,NA,514,383,32,6,"dgl",NA,2,1,NA,NA,138,130,13.8,"pre",15,-9,-9,1970
"75",50003,16,-9,1,287,398,32,6,"dgl",NA,2,1,NA,NA,109,130,10.9,"pre",16,-9,-9,1970
"76",50003,17,-9,1,290,398,32,6,"dgl",NA,3,1,NA,NA,95,130,9.5,"pre",17,-9,-9,1970
"77",50003,18,-9,NA,835,6,32,6,"dgl",NA,2,1,NA,NA,145,130,14.5,"pre",18,-9,-9,1970
"78",50003,19,-9,NA,677,26,32,6,"dgl",NA,2,1,NA,NA,119,130,11.9,"pre",19,-9,-9,1970
"79",50003,20,-9,NA,1109,33,32,6,"vbe",NA,2,1,83,20,107,130,10.7,"pre",20,-9,-9,1970
"80",50003,21,-9,NA,1026,56,32,6,"dgl",NA,2,1,111,30,144,130,14.4,"pre",21,-9,-9,1970
"81",50003,22,-9,NA,1097,81,32,6,"dgl",NA,2,1,NA,NA,105,130,10.5,"pre",22,-9,-9,1970
"82",50003,23,-9,NA,679,107,32,6,"vbe",NA,2,1,77,15,112,130,11.2,"pre",23,-9,-9,1970
"83",50003,24,-9,NA,985,109,32,6,"dgl",NA,2,1,NA,NA,102,130,10.2,"pre",24,-9,-9,1970
"84",50003,25,-9,NA,334,110,32,6,"dgl",NA,3,1,NA,NA,85,130,8.5,"pre",25,-9,-9,1970
"85",50003,26,-9,NA,589,132,32,6,"dgl",NA,2,1,NA,NA,100,130,10,"pre",26,-9,-9,1970
"86",50003,27,-9,NA,1094,142,32,6,"dgl",NA,2,1,NA,NA,115,130,11.5,"pre",27,-9,-9,1970
"87",50003,28,-9,NA,1144,165,32,6,"dgl",NA,1,1,NA,NA,151,130,15.1,"pre",28,-9,-9,1970
"88",50003,29,-9,NA,919,171,32,6,"dgl",NA,2,1,NA,NA,112,130,11.2,"pre",29,-9,-9,1970
"89",50003,30,-9,NA,462,184,32,6,"dgl",NA,3,1,NA,NA,99,130,9.9,"pre",30,-9,-9,1970
"90",50003,31,-9,NA,1227,185,32,6,"dgl",NA,1,1,NA,NA,181,130,18.1,"pre",31,-9,-9,1970
"91",50003,32,-9,NA,975,194,32,6,"dgl",NA,2,1,NA,NA,155,130,15.5,"pre",32,-9,-9,1970
"92",50003,33,-9,NA,874,197,32,6,"dgl",NA,2,1,NA,NA,141,130,14.1,"pre",33,-9,-9,1970
"93",50003,34,-9,NA,322,197,32,6,"dgl",NA,2,1,NA,NA,92,130,9.2,"pre",34,-9,-9,1970
"94",50003,35,-9,NA,1256,208,32,6,"dgl",NA,2,1,NA,NA,130,130,13,"pre",35,-9,-9,1970
"95",50003,36,-9,NA,1182,212,32,6,"dgl",NA,2,1,NA,NA,113,130,11.3,"pre",36,-9,-9,1970
"96",50003,37,-9,NA,691,215,32,6,"dgl",NA,2,1,NA,NA,134,130,13.4,"pre",37,-9,-9,1970
"97",50003,38,-9,NA,250,223,32,6,"dgl",NA,3,1,NA,NA,79,130,7.9,"pre",38,-9,-9,1970
"98",50004,1,-9,NA,166,350,109,6,"gfi",NA,3,1,257,182,282,130,28.2,"pre",1,-9,-9,1970
"99",50004,2,-9,NA,1379,379,109,6,"gfi",NA,2,1,NA,NA,448,130,44.8,"pre",2,-9,-9,1970
"100",50004,3,-9,NA,1090,380,109,6,"gfi",NA,2,1,NA,NA,390,130,39,"pre",3,-9,-9,1970
"101",50004,4,-9,NA,585,11,109,6,"gfi",NA,2,1,290,182,320,130,32,"pre",4,-9,-9,1970
"102",50004,5,-9,NA,1558,14,109,6,"gfi",NA,2,1,NA,NA,417,160,43.0761,"pre",5,-9,-9,1970
"103",50004,6,-9,NA,1171,36,109,6,"gfi",NA,1,1,NA,NA,488,130,48.8,"pre",6,-9,-9,1970
"104",50004,7,-9,NA,1656,48,109,6,"gfi",NA,2,1,NA,NA,388,130,38.8,"pre",7,-9,-9,1970
"105",50004,8,-9,NA,847,62,109,6,"gfi",NA,2,1,319,180,452,140,45.6972,"pre",8,-9,-9,1970
"106",50004,9,-9,NA,1391,68,109,6,"gfi",NA,2,1,NA,NA,507,130,50.7,"pre",9,-9,-9,1970
"107",50004,10,-9,NA,297,79,109,6,"gfi",NA,4,1,245,183,230,130,23,"pre",10,-9,-9,1970
"108",50004,11,-9,NA,1410,92,109,6,"gfi",NA,2,1,NA,NA,430,130,43,"pre",11,-9,-9,1970
"109",50004,12,-9,NA,1103,111,109,6,"gfi",NA,3,1,NA,NA,350,130,35,"pre",12,-9,-9,1970
"110",50004,13,-9,NA,819,125,109,6,"gfi",NA,2,1,NA,NA,384,130,38.4,"pre",13,-9,-9,1970
"111",50004,14,-9,NA,1479,129,109,6,"gfi",NA,2,1,317,209,425,130,42.5,"pre",14,-9,-9,1970
"112",50004,15,-9,NA,450,146,109,6,"gfi",NA,1,1,NA,NA,470,130,47,"pre",15,-9,-9,1970
"113",50004,16,-9,NA,1318,156,109,6,"gfi",NA,2,1,NA,NA,467,130,46.7,"pre",16,-9,-9,1970
"114",50004,17,-9,NA,1547,157,109,6,"gfi",NA,2,1,NA,NA,480,130,48,"pre",17,-9,-9,1970
"115",50004,18,-9,NA,952,173,109,6,"gfi",NA,3,1,NA,NA,310,130,31,"pre",18,-9,-9,1970
"116",50004,19,-9,NA,1508,181,109,6,"gfi",NA,2,1,NA,NA,376,130,37.6,"pre",19,-9,-9,1970
"117",50004,20,-9,NA,1755,194,109,6,"gfi",NA,2,1,NA,NA,320,130,32,"pre",20,-9,-9,1970
"118",50004,21,-9,NA,810,200,109,6,"gfi",NA,2,1,NA,NA,300,130,30,"pre",21,-9,-9,1970
"119",50004,22,-9,NA,213,201,109,6,"gfi",NA,2,1,322,176,375,130,37.5,"pre",22,-9,-9,1970
"120",50004,23,-9,NA,1441,219,109,6,"gfi",NA,2,1,NA,NA,360,130,36,"pre",23,-9,-9,1970
"121",50004,24,-9,NA,1339,238,109,6,"gfi",NA,2,1,NA,NA,369,150,37.7118,"pre",24,-9,-9,1970
"122",50004,25,-9,NA,555,251,109,6,"gfi",NA,1,1,NA,NA,465,130,46.5,"pre",25,-9,-9,1970
"123",50004,26,-9,NA,1330,256,109,6,"gfi",NA,2,1,NA,NA,364,130,36.4,"pre",26,-9,-9,1970
"124",50004,27,-9,NA,1728,273,109,6,"gfi",NA,1,1,342,193,564,130,56.4,"pre",27,-9,-9,1970
"125",50004,28,-9,NA,424,297,109,6,"gfi",NA,2,1,NA,NA,412,130,41.2,"pre",28,-9,-9,1970
"126",50004,29,-9,NA,1406,299,109,6,"gfi",NA,1,1,324,175,539,130,53.9,"pre",29,-9,-9,1970
"127",50004,30,-9,NA,1760,307,109,6,"gfi",NA,2,1,NA,NA,368,130,36.8,"pre",30,-9,-9,1970
"128",50004,31,-9,NA,1736,317,109,6,"gfi",NA,2,1,NA,NA,482,130,48.2,"pre",31,-9,-9,1970
"129",50004,32,-9,NA,982,327,109,6,"gfi",NA,3,1,NA,NA,342,130,34.2,"pre",32,-9,-9,1970
"130",50004,33,-9,NA,1760,335,109,6,"gfi",NA,2,1,NA,NA,440,130,44,"pre",33,-9,-9,1970
"131",50004,34,-9,NA,996,341,109,6,"gfi",NA,2,1,NA,NA,419,130,41.9,"pre",34,-9,-9,1970
"132",50005,1,-9,NA,212,282,64,6,"bah",NA,2,1,NA,NA,238,130,23.8,"pre",1,-9,-9,1970
"133",50005,2,-9,NA,671,294,64,6,"bah",NA,4,1,NA,NA,128,130,12.8,"pre",2,-9,-9,1970
"134",50005,3,-9,NA,1255,298,64,6,"bah",NA,2,1,206,132,202,130,20.2,"pre",3,-9,-9,1970
"135",50005,4,-9,NA,1770,306,91,5,"sei",NA,1,1,234,74,435,130,43.5,"pre",4,-9,-9,1970
"136",50005,5,-9,NA,681,307,64,6,"bah",NA,3,1,165,116,154,130,15.4,"pre",5,-9,-9,1970
"137",50005,6,-9,NA,559,313,64,6,"bah",NA,4,1,NA,NA,102,130,10.2,"pre",6,-9,-9,1970
"138",50005,7,-9,1,398,315,64,6,"bah",NA,2,1,NA,NA,287,130,28.7,"pre",7,-9,-9,1970
"139",50005,8,-9,1,398,316,64,6,"bah",NA,2,1,NA,NA,243,130,24.3,"pre",8,-9,-9,1970
"140",50005,9,-9,NA,1046,327,64,6,"bah",NA,2,1,NA,NA,312,130,31.2,"pre",9,-9,-9,1970
"141",50005,10,-9,2,791,333,64,6,"bah",NA,3,1,NA,NA,185,130,18.5,"pre",10,-9,-9,1970
"142",50005,11,-9,2,791,334,64,6,"bah",NA,4,1,NA,NA,145,130,14.5,"pre",11,-9,-9,1970
"143",50005,12,-9,3,575,355,64,6,"bah",NA,4,1,NA,NA,120,130,12,"pre",12,-9,-9,1970
"144",50005,13,-9,3,575,356,64,6,"bah",NA,4,1,171,112,115,130,11.5,"pre",13,-9,-9,1970
"145",50005,14,-9,NA,1127,357,64,6,"bah",NA,2,1,NA,NA,309,130,30.9,"pre",14,-9,-9,1970
"146",50005,15,-9,NA,887,361,64,6,"bah",NA,3,1,NA,NA,190,130,19,"pre",15,-9,-9,1970
"147",50005,16,-9,4,1224,364,64,6,"bah",NA,2,1,212,84,268,130,26.8,"pre",16,-9,-9,1970
"148",50005,17,-9,4,1224,365,64,6,"bah",NA,4,1,NA,NA,147,130,14.7,"pre",17,-9,-9,1970
"149",50005,18,-9,NA,1053,366,64,6,"bah",NA,4,1,NA,NA,221,130,22.1,"pre",18,-9,-9,1970
"150",50005,19,-9,NA,927,382,64,6,"bah",NA,2,1,NA,NA,188,130,18.8,"pre",19,-9,-9,1970
"151",50005,20,-9,NA,433,390,64,6,"bah",NA,4,1,NA,NA,146,130,14.6,"pre",20,-9,-9,1970
"152",50005,21,-9,NA,1219,5,64,6,"bah",NA,2,1,NA,NA,252,130,25.2,"pre",21,-9,-9,1970
"153",50005,22,-9,NA,732,7,64,6,"bah",NA,4,1,NA,NA,130,130,13,"pre",22,-9,-9,1970
"154",50005,23,-9,NA,415,12,64,6,"bah",NA,1,1,NA,NA,303,130,30.3,"pre",23,-9,-9,1970
"155",50005,24,-9,NA,275,14,64,6,"bah",NA,4,1,NA,NA,150,130,15,"pre",24,-9,-9,1970
"156",50005,25,-9,NA,1756,14,64,6,"bah",NA,2,1,239,110,337,130,33.7,"pre",25,-9,-9,1970
"157",50005,26,-9,NA,997,23,64,6,"bah",NA,2,1,NA,NA,208,130,20.8,"pre",26,-9,-9,1970
"158",50005,27,-9,NA,1050,32,64,6,"bah",NA,4,1,NA,NA,155,130,15.5,"pre",27,-9,-9,1970
"159",50005,28,-9,NA,1678,48,64,6,"bah",NA,2,1,NA,NA,322,130,32.2,"pre",28,-9,-9,1970
"160",50005,29,-9,NA,750,44,64,6,"bah",NA,4,1,NA,NA,111,130,11.1,"pre",29,-9,-9,1970
"161",50005,30,-9,5,1099,52,64,6,"bah",NA,2,1,NA,NA,241,140,24.3651,"pre",30,-9,-9,1970
"162",50005,31,-9,5,1099,53,64,6,"bah",NA,2,1,NA,NA,280,130,28,"pre",31,-9,-9,1970
"163",50005,32,-9,NA,1136,64,64,6,"bah",NA,2,1,NA,NA,245,130,24.5,"pre",32,-9,-9,1970
"164",50005,33,-9,NA,866,76,64,6,"bah",NA,2,1,NA,NA,222,130,22.2,"pre",33,-9,-9,1970
"165",50005,34,-9,NA,844,91,64,6,"bah",NA,4,1,NA,NA,144,130,14.4,"pre",34,-9,-9,1970
"166",50005,35,-9,NA,1121,93,64,6,"bah",NA,3,1,NA,NA,156,130,15.6,"pre",35,-9,-9,1970
"167",50005,36,-9,NA,1113,102,64,6,"bah",NA,4,1,NA,NA,137,130,13.7,"pre",36,-9,-9,1970
"168",50005,37,-9,6,371,105,64,6,"bah",NA,3,1,NA,NA,155,130,15.5,"pre",37,-9,-9,1970
"169",50005,38,-9,6,371,106,64,6,"bah",NA,3,1,NA,NA,250,130,25,"pre",38,-9,-9,1970
"170",50005,39,-9,NA,512,106,64,6,"bah",NA,3,1,NA,NA,182,130,18.2,"pre",39,-9,-9,1970
"171",50005,40,-9,NA,857,110,64,6,"bah",NA,4,1,NA,NA,125,130,12.5,"pre",40,-9,-9,1970
"172",50005,41,-9,NA,642,140,64,6,"bah",NA,4,1,NA,NA,105,130,10.5,"pre",41,-9,-9,1970
"173",50005,42,-9,NA,841,140,64,6,"bah",NA,2,1,NA,NA,269,130,26.9,"pre",42,-9,-9,1970
"174",50005,43,-9,NA,769,167,64,6,"bah",NA,3,1,NA,NA,156,130,15.6,"pre",43,-9,-9,1970
"175",50005,44,-9,NA,1111,168,64,6,"bah",NA,2,1,247,85,372,130,37.2,"pre",44,-9,-9,1970
"176",50005,45,-9,NA,1237,179,64,6,"bah",NA,4,1,NA,NA,128,130,12.8,"pre",45,-9,-9,1970
"177",50005,46,-9,NA,538,189,64,6,"bah",NA,3,1,NA,NA,190,130,19,"pre",46,-9,-9,1970
"178",50005,47,-9,NA,697,191,64,6,"bah",NA,1,1,NA,NA,365,130,36.5,"pre",47,-9,-9,1970
"179",50005,48,-9,NA,1022,192,64,6,"bah",NA,3,1,NA,NA,201,130,20.1,"pre",48,-9,-9,1970
"180",50005,49,-9,NA,1174,195,64,6,"bah",NA,3,1,NA,NA,165,130,16.5,"pre",49,-9,-9,1970
"181",50005,50,-9,NA,1188,209,64,6,"bah",NA,2,1,NA,NA,297,130,29.7,"pre",50,-9,-9,1970
"182",50005,51,-9,NA,1058,212,64,6,"bah",NA,3,1,NA,NA,182,130,18.2,"pre",51,-9,-9,1970
"183",50005,52,-9,NA,730,220,64,6,"bah",NA,2,1,NA,NA,249,130,24.9,"pre",52,-9,-9,1970
"184",50005,53,-9,NA,596,222,64,6,"bah",NA,4,1,NA,NA,119,140,12.0309,"pre",53,-9,-9,1970
"185",50005,54,-9,NA,1245,218,64,6,"bah",NA,2,1,NA,NA,243,130,24.3,"pre",54,-9,-9,1970
"186",50005,55,-9,NA,1076,222,64,6,"bah",NA,2,1,NA,NA,228,130,22.8,"pre",55,-9,-9,1970
"187",50005,56,-9,NA,1472,227,64,6,"bah",NA,2,1,NA,NA,315,130,31.5,"pre",56,-9,-9,1970
"188",50005,57,-9,NA,1067,239,64,6,"bah",NA,3,1,NA,NA,205,130,20.5,"pre",57,-9,-9,1970
"189",50005,58,-9,NA,320,247,64,6,"bah",NA,4,1,NA,NA,144,130,14.4,"pre",58,-9,-9,1970
"190",50005,59,-9,NA,854,255,64,6,"bah",NA,4,1,NA,NA,160,130,16,"pre",59,-9,-9,1970
"191",50005,60,-9,NA,978,262,64,6,"bah",NA,2,1,NA,NA,315,130,31.5,"pre",60,-9,-9,1970
"192",50005,61,-9,NA,1086,262,64,6,"bah",NA,2,1,NA,NA,178,130,17.8,"pre",61,-9,-9,1970
"193",50006,1,-9,1,245,176,79,6,"hbu",NA,3,1,164,28,227,130,22.7,"pre",1,-9,-9,1970
"194",50006,2,-9,1,245,177,79,6,"hbu",NA,3,1,138,56,129,130,12.9,"pre",2,-9,-9,1970
"195",50006,3,-9,1,250,177,79,6,"hbu",NA,4,1,132,60,94,130,9.4,"pre",3,-9,-9,1970
"196",50006,4,-9,1,250,178,79,6,"hbu",NA,4,1,125,60,93,130,9.3,"pre",4,-9,-9,1970
"197",50006,5,-9,2,574,178,79,6,"rei",NA,1,1,269,150,426,140,43.0686,"pre",5,-9,-9,1970
"198",50006,6,-9,2,574,179,79,6,"rei",NA,1,1,NA,NA,434,140,43.8774,"pre",6,-9,-9,1970
"199",50006,7,-9,3,395,202,79,6,"rei",NA,1,1,247,145,396,130,39.6,"pre",7,-9,-9,1970
"200",50006,8,-9,3,405,202,79,6,"rei",NA,1,1,282,127,511,130,51.1,"pre",8,-9,-9,1970
"201",50006,9,-9,3,395,204,79,6,"rei",NA,1,1,NA,NA,440,130,44,"pre",9,-9,-9,1970
"202",50006,10,-9,NA,945,203,79,6,"rbu",NA,4,1,123,95,245,130,24.5,"pre",10,-9,-9,1970
"203",50006,11,-9,NA,1173,207,79,6,"rei",NA,2,1,NA,NA,173,130,17.3,"pre",11,-9,-9,1970
"204",50006,12,-9,NA,1677,210,79,6,"rbu",NA,4,1,147,76,320,130,32,"pre",12,-9,-9,1970
"205",50006,13,-9,NA,954,230,79,6,"rei",NA,2,1,271,98,317,130,31.7,"pre",13,-9,-9,1970
"206",50006,14,-9,4,1175,233,79,6,"rbu",NA,3,1,NA,NA,166,130,16.6,"pre",14,-9,-9,1970
"207",50006,15,-9,4,1175,234,79,6,"rbu",NA,4,1,115,35,120,130,12,"pre",15,-9,-9,1970
"208",50006,16,-9,4,1180,234,79,6,"rbu",NA,3,1,NA,NA,193,130,19.3,"pre",16,-9,-9,1970
"209",50006,17,-9,NA,1375,234,79,6,"rbu",NA,3,1,209,86,382,130,38.2,"pre",17,-9,-9,1970
"210",50006,18,-9,NA,1220,237,79,6,"rbu",NA,4,1,NA,NA,130,130,13,"pre",18,-9,-9,1970
"211",50006,19,-9,NA,1197,260,79,6,"rei",NA,4,1,157,84,156,130,15.6,"pre",19,-9,-9,1970
"212",50006,20,-9,NA,1546,269,69,6,"pa",NA,1,1,303,158,572,130,57.2,"pre",20,-9,-9,1970
"213",50006,21,-9,NA,426,317,59,5,"rbu",NA,4,1,139,36,163,130,16.3,"pre",21,-9,-9,1970
"214",50006,22,-9,5,1001,347,79,6,"rei",NA,1,1,NA,NA,447,130,44.7,"pre",22,-9,-9,1970
"215",50006,23,-9,5,1001,348,79,6,"rei",NA,1,1,295,98,485,130,48.5,"pre",23,-9,-9,1970
"216",50006,24,-9,NA,1000,350,79,6,"rei",NA,3,1,NA,NA,319,130,31.9,"pre",24,-9,-9,1970
"217",50006,25,-9,NA,461,389,31,5,"vbe",NA,0,2,64,24,78,130,7.8,"pre",25,-9,-9,1970
"218",50006,26,-9,NA,687,44,69,6,"ser",NA,3,1,199,144,174,130,17.4,"pre",26,-9,-9,1970
"219",50006,27,-9,NA,1165,65,69,6,"ser",NA,2,1,248,176,278,130,27.8,"pre",27,-9,-9,1970
"220",50006,28,-9,6,772,93,79,6,"rbu",NA,3,1,208,67,269,130,26.9,"pre",28,-9,-9,1970
"221",50006,29,-9,6,772,94,79,6,"rbu",NA,4,1,NA,NA,145,130,14.5,"pre",29,-9,-9,1970
