"plot_ID","tree_ID","tree_inventory_status","multi_stem","dist_cm","azi_gon","age","age_meth","SP_code","Kraft","C_layer","H_dm","C_h_dm","D_mm","DBH_h_cm","inv_year","inv","Nr_code","Chr_code_ger","name","bot_name","bot_genus","bot_species","Flora_EU","LH_NH","IPC","WZE","BWI","BZE_al","tpS_SP_com_name","tpS_ID","H_SP_group","BWI_SP_group","Bio_SP_group","N_SP_group","N_bg_SP_group","N_f_SP_group_MoMoK","RG_Wolff_bio","BWI_comparisson_group","bark_type_SP_group","fruit_type_SP_group","DBH_cm","CCS_r_m","rem_reason","dist_m","X_tree","Y_tree","e_ID","e_type","e_form","stand","inter_stat","area_m2","stand_plot_A_ha","plot_A_ha","old_tree_inventory_status","old_tree_ID","DBH_class","H_m","H_method","BA_m2"
140042,21,7,0,1329,83,96,1,"gfi",2,1,-9,-9,334,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","33.4","17.84","LT excluded during tree inventory status sorting (Baumkennzahl)","13.29","12.8189680913","3.506872834",1,3,1,"A","0","999.404070914056","0.0999404070914056","0.0999860870850348",7,21,NA,NA,NA,NA
140042,22,7,0,1610,83,96,1,"gfi",2,1,-9,-9,338,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","33.8","17.84","LT excluded during tree inventory status sorting (Baumkennzahl)","16.1","15.5293744372","4.2483561044",1,3,1,"A","0","999.404070914056","0.0999404070914056","0.0999860870850348",7,22,NA,NA,NA,NA
140042,23,7,0,1563,95,96,1,"gfi",2,1,-9,-9,379,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","37.9","17.84","LT excluded during tree inventory status sorting (Baumkennzahl)","15.63","15.5818179262","1.2263156662",1,3,1,"A","0","999.404070914056","0.0999404070914056","0.0999860870850348",7,23,NA,NA,NA,NA
140042,24,7,0,1254,113,96,1,"gfi",2,1,-9,-9,373,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","37.3","17.84","LT excluded during tree inventory status sorting (Baumkennzahl)","12.54","12.2794540452","-2.5429526838",1,3,1,"A","0","999.404070914056","0.0999404070914056","0.0999860870850348",7,24,NA,NA,NA,NA
140042,25,7,0,1607,114,96,1,"gfi",2,1,-9,-9,434,150,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","43.4877192982456","17.84","LT excluded during tree inventory status sorting (Baumkennzahl)","16.07","15.6829823644","-3.5055618892",1,3,1,"A","0","999.404070914056","0.0999404070914056","0.0999860870850348",7,25,NA,NA,NA,NA
140042,26,7,0,1601,133,96,1,"gfi",2,1,-9,-9,417,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","41.7","17.84","LT excluded during tree inventory status sorting (Baumkennzahl)","16.01","13.9067905462","-7.9322932816",1,3,1,"A","0","999.404070914056","0.0999404070914056","0.0999860870850348",7,26,NA,NA,NA,NA
140043,6,3,0,1103,203,95,1,"ela",4,1,245,223,206,130,2022,"BZE3",204,"ELa","Europaeische Laerche","Larix decidua","Larix","decidua","26.005.002","NB",116,30012,"ELA","WAHR","Larix decidua",10,"lae","ki","ki","KI","LA","aNB","FI","lae","Larix decidua","Larix decidua","20.6","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","11.03","-0.5195841513","-11.0177553208",1,3,1,"A","0","500.115280167522","0.0500115280167522","0.0500343869018386",3,6,NA,NA,NA,NA
140043,12,3,0,162,262,95,1,"gfi",4,1,-9,-9,228,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","22.8","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","1.62","-1.3398705303","-0.9105750721",1,3,1,"A","0","500.115280167522","0.0500115280167522","0.0500343869018386",3,12,NA,NA,NA,NA
140044,4,2,0,1111,77,67,1,"gfi",2,1,-9,-9,383,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","38.3","17.84","LT excluded during tree inventory status sorting (Baumkennzahl)","11.11","10.3927831825","3.9271055144",NA,NA,NA,"A",NA,"999.860870850348","0.0999860870850348","0.0999860870850348",2,4,NA,NA,NA,NA
140044,12,2,0,978,157,67,1,"gfi",2,1,-9,-9,422,160,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","42.3315789473684","17.84","LT excluded during tree inventory status sorting (Baumkennzahl)","9.78","6.114873179","-7.6326093838",NA,NA,NA,"A",NA,"999.860870850348","0.0999860870850348","0.0999860870850348",2,12,NA,NA,NA,NA
140044,18,2,0,1776,250,67,1,"gfi",3,1,-9,-9,327,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","32.7","17.84","LT excluded during tree inventory status sorting (Baumkennzahl)","17.76","-12.5582164339","-12.5582164339",NA,NA,NA,"A",NA,"999.860870850348","0.0999860870850348","0.0999860870850348",2,18,NA,NA,NA,NA
140044,21,2,0,453,313,67,1,"gfi",3,1,-9,-9,255,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","25.5","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","4.53","-4.4358793321","0.918626448",NA,NA,NA,"A",NA,"500.343869018386","0.0500343869018386","0.0500343869018386",2,21,NA,NA,NA,NA
140044,26,3,0,1077,327,67,1,"gfi",2,1,-9,-9,348,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","34.8","17.84","LT excluded during tree inventory status sorting (Baumkennzahl)","10.77","-9.8158132894","4.4320096422",NA,NA,NA,"A",NA,"999.860870850348","0.0999860870850348","0.0999860870850348",3,26,NA,NA,NA,NA
140044,28,3,0,1507,359,67,1,"gfi",2,1,-9,-9,387,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","38.7","17.84","LT excluded during tree inventory status sorting (Baumkennzahl)","15.07","-9.0483327957","12.0512478034",NA,NA,NA,"A",NA,"999.860870850348","0.0999860870850348","0.0999860870850348",3,28,NA,NA,NA,NA
140045,15,2,0,1537,219,97,1,"gfi",2,1,-9,-9,340,150,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","34.0877192982456","17.84","LT excluded during tree inventory status sorting (Baumkennzahl)","15.37","-4.5193997988","-14.6905386375",NA,NA,NA,"A",NA,"999.860870850348","0.0999860870850348","0.0999860870850348",2,15,NA,NA,NA,NA
140045,19,2,0,1238,266,97,1,"gfi",4,1,201,144,145,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","14.5","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","12.38","-10.6559862943","-6.301932727",NA,NA,NA,"A",NA,"500.343869018386","0.0500343869018386","0.0500343869018386",2,19,NA,NA,NA,NA
140045,20,3,0,1222,283,97,1,"gfi",4,1,-9,-9,146,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","14.6","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","12.22","-11.7868916536","-3.2245286706",NA,NA,NA,"A",NA,"500.343869018386","0.0500343869018386","0.0500343869018386",3,20,NA,NA,NA,NA
140045,24,2,0,360,326,97,1,"gfi",1,1,-9,-9,539,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","53.9","17.84","LT excluded during tree inventory status sorting (Baumkennzahl)","3.6","-3.3039166525","1.4297324063",NA,NA,NA,"A",NA,"999.860870850348","0.0999860870850348","0.0999860870850348",2,24,NA,NA,NA,NA
140047,1,7,0,324,102,114,1,"gfi",2,1,-9,-9,383,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","38.3","17.84","LT excluded during tree inventory status sorting (Baumkennzahl)","3.24","3.2384012556","-0.1017708594",NA,NA,NA,"A",NA,"999.860870850348","0.0999860870850348","0.0999860870850348",7,1,NA,NA,NA,NA
140047,2,7,0,309,121,52,1,"gfi",-9,2,78,22,74,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","7.4","5.64","LT excluded during tree inventory status sorting (Baumkennzahl)","3.09","2.9234037588","-1.0009048222",NA,NA,NA,"A",NA,"99.9328056736299","0.00999328056736299","0.00999328056736299",7,2,NA,NA,NA,NA
140047,3,7,0,955,105,52,1,"gfi",-9,2,95,20,108,150,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","10.8877192982456","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","9.55","9.5205605372","-0.7492843642",NA,NA,NA,"A",NA,"500.343869018386","0.0500343869018386","0.0500343869018386",7,3,NA,NA,NA,NA
140047,4,7,0,1100,107,114,1,"gfi",2,1,-9,-9,415,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","41.5","17.84","LT excluded during tree inventory status sorting (Baumkennzahl)","11","10.93357051","-1.207077422",NA,NA,NA,"A",NA,"999.860870850348","0.0999860870850348","0.0999860870850348",7,4,NA,NA,NA,NA
140047,5,7,0,902,127,52,1,"gfi",-9,2,-9,-9,101,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","10.1","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","9.02","8.2208575553","-3.7118595146",NA,NA,NA,"A",NA,"500.343869018386","0.0500343869018386","0.0500343869018386",7,5,NA,NA,NA,NA
140047,6,7,0,801,133,114,1,"gfi",2,1,-9,-9,407,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","40.7","17.84","LT excluded during tree inventory status sorting (Baumkennzahl)","8.01","6.9577384306","-3.9686239341",NA,NA,NA,"A",NA,"999.860870850348","0.0999860870850348","0.0999860870850348",7,6,NA,NA,NA,NA
140047,7,7,0,748,140,52,1,"gfi",-9,2,-9,-9,108,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","10.8","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","7.48","6.0514471179","-4.3966336871",NA,NA,NA,"A",NA,"500.343869018386","0.0500343869018386","0.0500343869018386",7,7,NA,NA,NA,NA
140047,8,7,0,931,153,52,1,"gfi",-9,2,-9,-9,132,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","13.2","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","9.31","6.2657465008","-6.8859654943",NA,NA,NA,"A",NA,"500.343869018386","0.0500343869018386","0.0500343869018386",7,8,NA,NA,NA,NA
140047,9,7,0,1162,167,52,1,"gfi",-9,2,-9,-9,149,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","14.9","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","11.62","5.7572297272","-10.0934981978",NA,NA,NA,"A",NA,"500.343869018386","0.0500343869018386","0.0500343869018386",7,9,NA,NA,NA,NA
140047,10,7,0,1066,186,52,1,"gfi",-9,2,-9,-9,131,150,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","13.1877192982456","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","10.66","2.3254069533","-10.4032726823",NA,NA,NA,"A",NA,"500.343869018386","0.0500343869018386","0.0500343869018386",7,10,NA,NA,NA,NA
140047,11,7,0,1117,197,52,1,"gfi",-9,2,-9,-9,100,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","10","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","11.17","0.5261790544","-11.1575999033",NA,NA,NA,"A",NA,"500.343869018386","0.0500343869018386","0.0500343869018386",7,11,NA,NA,NA,NA
140047,12,7,0,743,171,52,1,"gfi",-9,2,-9,-9,116,140,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","11.6438596491228","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","7.43","3.268748032","-6.6723448879",NA,NA,NA,"A",NA,"500.343869018386","0.0500343869018386","0.0500343869018386",7,12,NA,NA,NA,NA
140047,13,7,0,466,150,52,1,"gfi",-9,2,-9,-9,131,150,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","13.1877192982456","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","4.66","3.2951176003","-3.2951176003",NA,NA,NA,"A",NA,"500.343869018386","0.0500343869018386","0.0500343869018386",7,13,NA,NA,NA,NA
140047,14,7,0,295,207,52,1,"gfi",-9,2,-9,-9,114,150,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","11.4877192982456","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","2.95","-0.3237162177","-2.9321848186",NA,NA,NA,"A",NA,"500.343869018386","0.0500343869018386","0.0500343869018386",7,14,NA,NA,NA,NA
140047,15,7,0,767,192,52,1,"gfi",-9,2,-9,-9,102,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","10.2","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","7.67","0.9613059014","-7.6095197591",NA,NA,NA,"A",NA,"500.343869018386","0.0500343869018386","0.0500343869018386",7,15,NA,NA,NA,NA
140047,16,7,0,1482,213,114,1,"gfi",2,1,-9,-9,436,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","43.6","17.84","LT excluded during tree inventory status sorting (Baumkennzahl)","14.82","-3.0053077172","-14.5120820534",NA,NA,NA,"A",NA,"999.860870850348","0.0999860870850348","0.0999860870850348",7,16,NA,NA,NA,NA
140047,17,7,0,1552,235,114,1,"gfi",2,1,-9,-9,360,150,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","36.0877192982456","17.84","LT excluded during tree inventory status sorting (Baumkennzahl)","15.52","-8.1091777244","-13.2329753508",NA,NA,NA,"A",NA,"999.860870850348","0.0999860870850348","0.0999860870850348",7,17,NA,NA,NA,NA
140047,18,7,0,821,236,114,1,"gfi",2,1,-9,-9,385,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","38.5","17.84","LT excluded during tree inventory status sorting (Baumkennzahl)","8.21","-4.3991379868","-6.9319322684",NA,NA,NA,"A",NA,"999.860870850348","0.0999860870850348","0.0999860870850348",7,18,NA,NA,NA,NA
140047,19,7,0,508,250,52,1,"gfi",-9,2,-9,-9,83,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","8.3","5.64","LT excluded during tree inventory status sorting (Baumkennzahl)","5.08","-3.5921024484","-3.5921024484",NA,NA,NA,"A",NA,"99.9328056736299","0.00999328056736299","0.00999328056736299",7,19,NA,NA,NA,NA
140047,20,7,0,358,254,52,1,"gfi",-9,2,-9,-9,100,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","10","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","3.58","-2.6853976293","-2.3674964779",NA,NA,NA,"A",NA,"500.343869018386","0.0500343869018386","0.0500343869018386",7,20,NA,NA,NA,NA
140047,21,7,0,1061,289,114,1,"gfi",2,1,266,118,423,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","42.3","17.84","LT excluded during tree inventory status sorting (Baumkennzahl)","10.61","-10.4520099505","-1.824167754",NA,NA,NA,"A",NA,"999.860870850348","0.0999860870850348","0.0999860870850348",7,21,NA,NA,NA,NA
140047,22,7,0,1647,311,114,1,"gfi",2,1,-9,-9,325,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","32.5","17.84","LT excluded during tree inventory status sorting (Baumkennzahl)","16.47","-16.2247506018","2.8316722816",NA,NA,NA,"A",NA,"999.860870850348","0.0999860870850348","0.0999860870850348",7,22,NA,NA,NA,NA
140047,23,7,0,1690,314,114,1,"gfi",2,1,258,150,328,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","32.8","17.84","LT excluded during tree inventory status sorting (Baumkennzahl)","16.9","-16.4929932768","3.6866207796",NA,NA,NA,"A",NA,"999.860870850348","0.0999860870850348","0.0999860870850348",7,23,NA,NA,NA,NA
140047,24,7,0,1285,326,114,1,"gfi",2,1,254,148,363,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","36.3","17.84","LT excluded during tree inventory status sorting (Baumkennzahl)","12.85","-11.79314694","5.1033503947",NA,NA,NA,"A",NA,"999.860870850348","0.0999860870850348","0.0999860870850348",7,24,NA,NA,NA,NA
140047,25,7,0,1250,339,114,1,"gfi",2,1,-9,-9,382,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","38.2","17.84","LT excluded during tree inventory status sorting (Baumkennzahl)","12.5","-10.2268714678","7.1875656505",NA,NA,NA,"A",NA,"999.860870850348","0.0999860870850348","0.0999860870850348",7,25,NA,NA,NA,NA
140047,26,7,0,990,337,52,1,"gfi",-9,2,-9,-9,114,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","11.4","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","9.9","-8.2744928775","5.4353258982",NA,NA,NA,"A",NA,"500.343869018386","0.0500343869018386","0.0500343869018386",7,26,NA,NA,NA,NA
140047,27,7,0,570,307,114,1,"gfi",2,1,-9,-9,350,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","35","17.84","LT excluded during tree inventory status sorting (Baumkennzahl)","5.7","-5.6655774461","0.6254855732",NA,NA,NA,"A",NA,"999.860870850348","0.0999860870850348","0.0999860870850348",7,27,NA,NA,NA,NA
140047,28,7,0,501,297,52,1,"gfi",-9,2,-9,-9,84,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","8.4","5.64","LT excluded during tree inventory status sorting (Baumkennzahl)","5.01","-5.0044382736","-0.2360033181",NA,NA,NA,"A",NA,"99.9328056736299","0.00999328056736299","0.00999328056736299",7,28,NA,NA,NA,NA
140047,29,7,0,247,298,114,1,"gfi",2,1,-9,-9,368,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","36.8","17.84","LT excluded during tree inventory status sorting (Baumkennzahl)","2.47","-2.4687812041","-0.0775845749",NA,NA,NA,"A",NA,"999.860870850348","0.0999860870850348","0.0999860870850348",7,29,NA,NA,NA,NA
140047,30,7,0,454,344,52,1,"gfi",-9,2,-9,-9,74,140,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","7.44385964912281","5.64","LT excluded during tree inventory status sorting (Baumkennzahl)","4.54","-3.4981301222","2.8939049135",NA,NA,NA,"A",NA,"99.9328056736299","0.00999328056736299","0.00999328056736299",7,30,NA,NA,NA,NA
140047,31,7,0,453,374,114,1,"gfi",2,1,-9,-9,316,150,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","31.6877192982456","17.84","LT excluded during tree inventory status sorting (Baumkennzahl)","4.53","-1.7990799446","4.1574284543",NA,NA,NA,"A",NA,"999.860870850348","0.0999860870850348","0.0999860870850348",7,31,NA,NA,NA,NA
140047,32,7,0,992,366,52,1,"gfi",-9,2,-9,-9,120,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","12","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","9.92","-5.0496908442","8.5385609079",NA,NA,NA,"A",NA,"500.343869018386","0.0500343869018386","0.0500343869018386",7,32,NA,NA,NA,NA
140047,33,7,0,1320,356,114,1,"gfi",2,1,-9,-9,434,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","43.4","17.84","LT excluded during tree inventory status sorting (Baumkennzahl)","13.2","-8.4139966647","10.1707748046",NA,NA,NA,"A",NA,"999.860870850348","0.0999860870850348","0.0999860870850348",7,33,NA,NA,NA,NA
140047,34,7,0,807,386,52,1,"gfi",-9,2,-9,-9,133,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","13.3","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","8.07","-1.7604159581","7.8756482688",NA,NA,NA,"A",NA,"500.343869018386","0.0500343869018386","0.0500343869018386",7,34,NA,NA,NA,NA
