"plot_ID","tree_ID","tree_inventory_status","multi_stem","dist_cm","azi_gon","age","age_meth","SP_code","Kraft","C_layer","H_dm","C_h_dm","D_mm","DBH_h_cm","inv_year","inv","Nr_code","Chr_code_ger","name","bot_name","bot_genus","bot_species","Flora_EU","LH_NH","IPC","WZE","BWI","BZE_al","tpS_SP_com_name","tpS_ID","H_SP_group","BWI_SP_group","Bio_SP_group","N_SP_group","N_bg_SP_group","N_f_SP_group_MoMoK","RG_Wolff_bio","BWI_comparisson_group","bark_type_SP_group","fruit_type_SP_group","DBH_cm","CCS_r_m","rem_reason","dist_m","X_tree","Y_tree","e_ID","e_type","e_form","stand","inter_stat","area_m2","stand_plot_A_ha","plot_A_ha","old_tree_inventory_status","old_tree_ID","DBH_class","H_m","H_method","BA_m2"
140067,46,7,0,384,299,91,1,"gki",3,1,163,144,175,130,2022,"BZE3",211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","26.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI","ki","Pinus spp.","Pinus spp.","17.5","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","3.84","-3.8395262687","-0.0603160985",NA,NA,NA,"A",NA,"500.343869018386","0.0500343869018386","0.0500343869018386",7,46,NA,NA,NA,NA
140067,48,7,0,1121,294,36,5,"vbe",4,1,96,58,109,130,2022,"BZE3",121,"Vbe","Vogelbeere","Sorbus aucuparia","Sorbus","aucuparia","80.028.002","LB",64,30011,"VB","WAHR","Sorbus aucuparia",36,"bu","aLh","bu","BU","BU","aLB","VB","aLh","Sorbus spp.","Sorbus spp.","10.9","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","11.21","-11.1602496232","-1.0549541923",NA,NA,NA,"A",NA,"500.343869018386","0.0500343869018386","0.0500343869018386",7,48,NA,NA,NA,NA
140067,49,7,0,1155,303,91,1,"gki",3,1,-9,-9,207,130,2022,"BZE3",211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","26.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI","ki","Pinus spp.","Pinus spp.","20.7","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","11.55","-11.5371780558","0.5440795057",NA,NA,NA,"A",NA,"500.343869018386","0.0500343869018386","0.0500343869018386",7,49,NA,NA,NA,NA
140067,50,7,0,1166,315,91,1,"gki",2,1,-9,-9,273,130,2022,"BZE3",211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","26.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI","ki","Pinus spp.","Pinus spp.","27.3","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","11.66","-11.3378332718","2.7219729426",NA,NA,NA,"A",NA,"500.343869018386","0.0500343869018386","0.0500343869018386",7,50,NA,NA,NA,NA
140067,51,7,0,1176,320,36,5,"vbe",4,1,104,49,169,130,2022,"BZE3",121,"Vbe","Vogelbeere","Sorbus aucuparia","Sorbus","aucuparia","80.028.002","LB",64,30011,"VB","WAHR","Sorbus aucuparia",36,"bu","aLh","bu","BU","BU","aLB","VB","aLh","Sorbus spp.","Sorbus spp.","16.9","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","11.76","-11.1844246316","3.6340398538",NA,NA,NA,"A",NA,"500.343869018386","0.0500343869018386","0.0500343869018386",7,51,NA,NA,NA,NA
140067,52,7,0,1079,337,71,5,"kir",3,1,156,69,263,120,2022,"BZE3",113,"Kir","Vogel-Kirsche","Prunus avium","Prunus","avium","80.035.014","LB",36,30011,"KIR","WAHR","Prunus avium",29,"bu","aLn","shw","BI","BI","aLB","BI","aLn","Prunus avium","Prunus avium","26.2561403508772","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","10.79","-9.0183614292","5.9239562062",NA,NA,NA,"A",NA,"500.343869018386","0.0500343869018386","0.0500343869018386",7,52,NA,NA,NA,NA
140067,53,7,0,951,329,91,1,"gki",3,1,-9,-9,237,130,2022,"BZE3",211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","26.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI","ki","Pinus spp.","Pinus spp.","23.7","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","9.51","-8.5402422455","4.1838215053",NA,NA,NA,"A",NA,"500.343869018386","0.0500343869018386","0.0500343869018386",7,53,NA,NA,NA,NA
140067,54,7,0,651,332,91,1,"gki",2,1,-9,-9,232,130,2022,"BZE3",211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","26.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI","ki","Pinus spp.","Pinus spp.","23.2","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","6.51","-5.7047564871","3.1362164184",NA,NA,NA,"A",NA,"500.343869018386","0.0500343869018386","0.0500343869018386",7,54,NA,NA,NA,NA
140067,56,7,0,1132,345,91,1,"gki",3,1,-9,-9,229,130,2022,"BZE3",211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","26.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI","ki","Pinus spp.","Pinus spp.","22.9","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","11.32","-8.6077955306","7.3517519071",NA,NA,NA,"A",NA,"500.343869018386","0.0500343869018386","0.0500343869018386",7,56,NA,NA,NA,NA
140067,57,7,0,988,356,91,1,"gki",2,1,220,168,247,130,2022,"BZE3",211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","26.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI","ki","Pinus spp.","Pinus spp.","24.7","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","9.88","-6.2977490187","7.6126708386",NA,NA,NA,"A",NA,"500.343869018386","0.0500343869018386","0.0500343869018386",7,57,NA,NA,NA,NA
140067,58,7,0,770,365,91,1,"gki",3,1,-9,-9,213,150,2022,"BZE3",211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","26.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI","ki","Pinus spp.","Pinus spp.","21.3877192982456","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","7.7","-4.0232389483","6.5653292655",NA,NA,NA,"A",NA,"500.343869018386","0.0500343869018386","0.0500343869018386",7,58,NA,NA,NA,NA
140067,59,7,0,480,381,26,5,"sbi",4,1,94,59,91,130,2022,"BZE3",107,"SBi","Sand-Birke","Betula pendula","Betula","pendula","34.001.001","LB",10,30011,"BI","WAHR","Betula spp.",26,"bu","aLn","shw","BI","BI","BI","BI","aLn","Betula spp.","Betula spp.","9.1","5.64","LT excluded during tree inventory status sorting (Baumkennzahl)","4.8","-1.4113935611","4.587806471",NA,NA,NA,"A",NA,"99.9328056736299","0.00999328056736299","0.00999328056736299",7,59,NA,NA,NA,NA
140067,60,7,0,683,392,91,1,"gki",3,1,-9,-9,198,130,2022,"BZE3",211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","26.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI","ki","Pinus spp.","Pinus spp.","19.8","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","6.83","-0.8560259852","6.77614341",NA,NA,NA,"A",NA,"500.343869018386","0.0500343869018386","0.0500343869018386",7,60,NA,NA,NA,NA
140067,61,7,0,796,383,91,1,"gki",4,1,-9,-9,136,130,2022,"BZE3",211,"GKi","Gewoehnliche Kiefer","Pinus sylvestris","Pinus","sylvestris","26.007.007","NB",134,30015,"KI","WAHR","Pinus sylvestris",5,"ki","ki","ki","KI","KI","KI","KI","ki","Pinus spp.","Pinus spp.","13.6","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","7.96","-2.1004294777","7.6778770509",NA,NA,NA,"A",NA,"500.343869018386","0.0500343869018386","0.0500343869018386",7,61,NA,NA,NA,NA
140067,62,7,0,1241,369,36,5,"vbe",4,1,-9,-9,116,130,2022,"BZE3",121,"Vbe","Vogelbeere","Sorbus aucuparia","Sorbus","aucuparia","80.028.002","LB",64,30011,"VB","WAHR","Sorbus aucuparia",36,"bu","aLh","bu","BU","BU","aLB","VB","aLh","Sorbus spp.","Sorbus spp.","11.6","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","12.41","-5.807008995","10.9675314694",NA,NA,NA,"A",NA,"500.343869018386","0.0500343869018386","0.0500343869018386",7,62,NA,NA,NA,NA
140068,1,7,0,193,131,80,1,"gfi",2,1,281,194,307,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","30.7","17.84","LT excluded during tree inventory status sorting (Baumkennzahl)","1.93","1.7056676661","-0.9031045415",1,1,1,"A","partly intersecting","682.977223444476","0.0682977223444476","0.0999860870850348",7,1,NA,NA,NA,NA
140068,1,7,0,193,131,80,1,"gfi",2,1,281,194,307,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","30.7","17.84","LT excluded during tree inventory status sorting (Baumkennzahl)","1.93","1.7056676661","-0.9031045415",2,3,2,"A","partly intersecting","682.977223444476","0.0682977223444476","0.0999860870850348",7,1,NA,NA,NA,NA
140068,2,7,0,442,104,80,1,"gfi",3,1,-9,-9,177,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","17.7","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","4.42","4.4112781397","-0.2775340963",1,1,1,"A","partly intersecting","384.573866561351","0.0384573866561351","0.0500343869018386",7,2,NA,NA,NA,NA
140068,2,7,0,442,104,80,1,"gfi",3,1,-9,-9,177,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","17.7","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","4.42","4.4112781397","-0.2775340963",2,3,2,"A","partly intersecting","384.573866561351","0.0384573866561351","0.0500343869018386",7,2,NA,NA,NA,NA
140068,3,7,0,697,127,80,1,"gfi",4,1,-9,-9,137,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","13.7","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","6.97","6.3524808381","-2.8682550795",1,1,1,"A","partly intersecting","384.573866561351","0.0384573866561351","0.0500343869018386",7,3,NA,NA,NA,NA
140068,3,7,0,697,127,80,1,"gfi",4,1,-9,-9,137,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","13.7","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","6.97","6.3524808381","-2.8682550795",2,3,2,"A","partly intersecting","384.573866561351","0.0384573866561351","0.0500343869018386",7,3,NA,NA,NA,NA
140068,4,7,0,747,112,80,1,"gfi",3,1,253,195,170,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","17","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","7.47","7.3376857629","-1.39973842",1,1,1,"A","partly intersecting","384.573866561351","0.0384573866561351","0.0500343869018386",7,4,NA,NA,NA,NA
140068,4,7,0,747,112,80,1,"gfi",3,1,253,195,170,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","17","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","7.47","7.3376857629","-1.39973842",2,3,2,"A","partly intersecting","384.573866561351","0.0384573866561351","0.0500343869018386",7,4,NA,NA,NA,NA
140068,5,7,0,861,111,80,1,"gfi",1,1,282,177,390,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","39","17.84","LT excluded during tree inventory status sorting (Baumkennzahl)","8.61","8.4817912982","-1.4803095534",1,1,1,"A","partly intersecting","682.977223444476","0.0682977223444476","0.0999860870850348",7,5,NA,NA,NA,NA
140068,5,7,0,861,111,80,1,"gfi",1,1,282,177,390,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","39","17.84","LT excluded during tree inventory status sorting (Baumkennzahl)","8.61","8.4817912982","-1.4803095534",2,3,2,"A","partly intersecting","682.977223444476","0.0682977223444476","0.0999860870850348",7,5,NA,NA,NA,NA
140068,6,7,0,1256,99,80,1,"gfi",3,1,-9,-9,166,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","16.6","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","12.56","12.558450504","0.1972839054",1,1,1,"A","partly intersecting","384.573866561351","0.0384573866561351","0.0500343869018386",7,6,NA,NA,NA,NA
140068,6,7,0,1256,99,80,1,"gfi",3,1,-9,-9,166,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","16.6","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","12.56","12.558450504","0.1972839054",2,3,2,"A","partly intersecting","384.573866561351","0.0384573866561351","0.0500343869018386",7,6,NA,NA,NA,NA
140068,7,7,0,1262,146,80,1,"gfi",2,1,278,179,225,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","22.5","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","12.62","9.4664016987","-8.3457557404",1,1,1,"A","partly intersecting","384.573866561351","0.0384573866561351","0.0500343869018386",7,7,NA,NA,NA,NA
140068,7,7,0,1262,146,80,1,"gfi",2,1,278,179,225,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","22.5","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","12.62","9.4664016987","-8.3457557404",2,3,2,"A","partly intersecting","384.573866561351","0.0384573866561351","0.0500343869018386",7,7,NA,NA,NA,NA
140068,8,7,0,1040,130,80,1,"gfi",3,1,-9,-9,197,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","19.7","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","10.4","9.2664678516","-4.7215011973",1,1,1,"A","partly intersecting","384.573866561351","0.0384573866561351","0.0500343869018386",7,8,NA,NA,NA,NA
140068,8,7,0,1040,130,80,1,"gfi",3,1,-9,-9,197,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","19.7","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","10.4","9.2664678516","-4.7215011973",2,3,2,"A","partly intersecting","384.573866561351","0.0384573866561351","0.0500343869018386",7,8,NA,NA,NA,NA
140068,9,7,0,921,143,80,1,"gfi",2,1,240,161,279,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","27.9","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","9.21","7.1877640516","-5.7584848649",1,1,1,"A","partly intersecting","384.573866561351","0.0384573866561351","0.0500343869018386",7,9,NA,NA,NA,NA
140068,9,7,0,921,143,80,1,"gfi",2,1,240,161,279,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","27.9","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","9.21","7.1877640516","-5.7584848649",2,3,2,"A","partly intersecting","384.573866561351","0.0384573866561351","0.0500343869018386",7,9,NA,NA,NA,NA
140068,10,7,0,1188,156,80,1,"gfi",2,1,-9,-9,303,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","30.3","17.84","LT excluded during tree inventory status sorting (Baumkennzahl)","11.88","7.5725969982","-9.1536973242",1,1,1,"A","partly intersecting","682.977223444476","0.0682977223444476","0.0999860870850348",7,10,NA,NA,NA,NA
140068,10,7,0,1188,156,80,1,"gfi",2,1,-9,-9,303,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","30.3","17.84","LT excluded during tree inventory status sorting (Baumkennzahl)","11.88","7.5725969982","-9.1536973242",2,3,2,"A","partly intersecting","682.977223444476","0.0682977223444476","0.0999860870850348",7,10,NA,NA,NA,NA
140068,11,7,0,1206,177,80,1,"gfi",4,1,-9,-9,130,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","13","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","12.06","4.262906616","-11.2814550118",1,1,1,"A","partly intersecting","384.573866561351","0.0384573866561351","0.0500343869018386",7,11,NA,NA,NA,NA
140068,11,7,0,1206,177,80,1,"gfi",4,1,-9,-9,130,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","13","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","12.06","4.262906616","-11.2814550118",2,3,2,"A","partly intersecting","384.573866561351","0.0384573866561351","0.0500343869018386",7,11,NA,NA,NA,NA
140068,12,7,0,995,176,80,1,"gfi",2,1,-9,-9,313,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","31.3","17.84","LT excluded during tree inventory status sorting (Baumkennzahl)","9.95","3.6628392992","-9.2512760346",1,1,1,"A","partly intersecting","682.977223444476","0.0682977223444476","0.0999860870850348",7,12,NA,NA,NA,NA
140068,12,7,0,995,176,80,1,"gfi",2,1,-9,-9,313,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","31.3","17.84","LT excluded during tree inventory status sorting (Baumkennzahl)","9.95","3.6628392992","-9.2512760346",2,3,2,"A","partly intersecting","682.977223444476","0.0682977223444476","0.0999860870850348",7,12,NA,NA,NA,NA
140068,13,7,0,776,179,80,1,"gfi",3,1,-9,-9,169,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","16.9","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","7.76","2.5135991652","-7.3416223845",1,1,1,"A","partly intersecting","384.573866561351","0.0384573866561351","0.0500343869018386",7,13,NA,NA,NA,NA
140068,13,7,0,776,179,80,1,"gfi",3,1,-9,-9,169,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","16.9","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","7.76","2.5135991652","-7.3416223845",2,3,2,"A","partly intersecting","384.573866561351","0.0384573866561351","0.0500343869018386",7,13,NA,NA,NA,NA
140068,14,7,0,558,161,80,1,"gfi",4,1,-9,-9,115,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","11.5","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","5.58","3.2085293064","-4.5652754232",1,1,1,"A","partly intersecting","384.573866561351","0.0384573866561351","0.0500343869018386",7,14,NA,NA,NA,NA
140068,14,7,0,558,161,80,1,"gfi",4,1,-9,-9,115,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","11.5","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","5.58","3.2085293064","-4.5652754232",2,3,2,"A","partly intersecting","384.573866561351","0.0384573866561351","0.0500343869018386",7,14,NA,NA,NA,NA
140068,15,7,0,422,181,80,1,"gfi",1,1,-9,-9,354,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","35.4","17.84","LT excluded during tree inventory status sorting (Baumkennzahl)","4.22","1.2408501725","-4.0334465224",1,1,1,"A","partly intersecting","682.977223444476","0.0682977223444476","0.0999860870850348",7,15,NA,NA,NA,NA
140068,15,7,0,422,181,80,1,"gfi",1,1,-9,-9,354,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","35.4","17.84","LT excluded during tree inventory status sorting (Baumkennzahl)","4.22","1.2408501725","-4.0334465224",2,3,2,"A","partly intersecting","682.977223444476","0.0682977223444476","0.0999860870850348",7,15,NA,NA,NA,NA
140068,16,7,0,482,219,80,1,"gfi",4,1,157,134,113,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","11.3","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","4.82","-1.4172743676","-4.6069223313",1,1,1,"A","partly intersecting","384.573866561351","0.0384573866561351","0.0500343869018386",7,16,NA,NA,NA,NA
140068,16,7,0,482,219,80,1,"gfi",4,1,157,134,113,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","11.3","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","4.82","-1.4172743676","-4.6069223313",2,3,2,"A","partly intersecting","384.573866561351","0.0384573866561351","0.0500343869018386",7,16,NA,NA,NA,NA
140068,17,7,0,1027,191,80,1,"gfi",2,1,-9,-9,287,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","28.7","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","10.27","1.447055652","-10.1675429647",1,1,1,"A","partly intersecting","384.573866561351","0.0384573866561351","0.0500343869018386",7,17,NA,NA,NA,NA
140068,17,7,0,1027,191,80,1,"gfi",2,1,-9,-9,287,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","28.7","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","10.27","1.447055652","-10.1675429647",2,3,2,"A","partly intersecting","384.573866561351","0.0384573866561351","0.0500343869018386",7,17,NA,NA,NA,NA
140068,18,7,0,1213,216,80,1,"gfi",3,1,-9,-9,159,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","15.9","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","12.13","-3.0166083313","-11.7489137445",1,1,1,"A","partly intersecting","384.573866561351","0.0384573866561351","0.0500343869018386",7,18,NA,NA,NA,NA
140068,18,7,0,1213,216,80,1,"gfi",3,1,-9,-9,159,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","15.9","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","12.13","-3.0166083313","-11.7489137445",2,3,2,"A","partly intersecting","384.573866561351","0.0384573866561351","0.0500343869018386",7,18,NA,NA,NA,NA
140068,19,7,0,1235,232,80,1,"gfi",2,1,-9,-9,238,130,2022,"BZE3",207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","26.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","fi","Picea abies","Picea abies","23.8","12.62","LT excluded during tree inventory status sorting (Baumkennzahl)","12.35","-5.9496578752","-10.8223874985",1,1,1,"A","partly intersecting","384.573866561351","0.0384573866561351","0.0500343869018386",7,19,NA,NA,NA,NA
