"plot_ID","CCS_nr","CCS_position","CCS_dist","CCS_RG_inv_status","CCS_max_dist_cm","inv_year","inv","e_ID","e_form","CCS_gon","stand","area_m2"
140041,2,"o",1600,1,104,2022,"BZE3",NA,NA,100,"A","3.39794661412272"
140041,3,"s",1600,1,84,2022,"BZE3",NA,NA,200,"A","2.21670777637296"
140041,4,"w",1600,1,215,2022,"BZE3",NA,NA,300,"A","14.5220120412188"
140042,1,"n",1600,1,153,2022,"BZE3",1,1,0,"A","7.35079439814643"
140042,2,"o",1600,1,183,2022,"BZE3",1,1,100,"A","10.5160730317197"
140042,3,"s",1600,1,183,2022,"BZE3",1,1,200,"A","10.5160730317197"
140042,4,"w",1600,1,120,2022,"BZE3",1,1,300,"B","4.52182661939035"
140043,1,"n",1600,1,424,2022,"BZE3",1,1,0,"B","56.4524932171888"
140043,2,"o",1600,1,211,2022,"BZE3",1,1,100,"A","13.9802946473526"
140043,3,"s",1600,1,201,2022,"BZE3",1,1,200,"A","12.686549809027"
140043,4,"w",1600,1,424,2022,"BZE3",1,1,300,"A","56.4524932171888"
140044,1,"n",1600,2,500,2022,"BZE3",NA,NA,0,"A","78.5398163397448"
140044,2,"o",1600,1,440,2022,"BZE3",NA,NA,100,"A","60.8212337734984"
140044,3,"s",1600,1,498,2022,"BZE3",NA,NA,200,"A","77.9127544460883"
140044,4,"w",1600,1,439,2022,"BZE3",NA,NA,300,"A","60.5450877792478"
140045,1,"n",1600,1,56,2022,"BZE3",NA,NA,0,"A","0.985203456165759"
140045,2,"o",1600,1,63,2022,"BZE3",NA,NA,100,"A","1.24689812420979"
140045,3,"s",1600,1,189,2022,"BZE3",NA,NA,200,"A","11.2220831178881"
140045,4,"w",1600,1,71,2022,"BZE3",NA,NA,300,"A","1.58367685667461"
140046,1,"n",1600,1,160,2022,"BZE3",1,1,0,"C","8.03880287891617"
140046,1,"n",1600,1,160,2022,"BZE3",2,1,0,"C","8.03880287891617"
140046,2,"o",1600,1,212,2022,"BZE3",1,1,100,"A","14.1131233042972"
140046,2,"o",1600,1,212,2022,"BZE3",2,1,100,"A","14.1131233042972"
140046,3,"s",1600,1,138,2022,"BZE3",1,1,200,"A","5.98011570414373"
140046,3,"s",1600,1,138,2022,"BZE3",2,1,200,"A","5.98011570414373"
140046,4,"w",1600,1,129,2022,"BZE3",1,1,300,"B","5.22553588703295"
140046,4,"w",1600,1,129,2022,"BZE3",2,1,300,"B","5.22553588703295"
140047,1,"n",1600,1,261,2022,"BZE3",NA,NA,0,"A","21.400843315519"
140047,2,"o",1600,1,79,2022,"BZE3",NA,NA,100,"A","1.96066797510539"
140047,3,"s",1600,2,500,2022,"BZE3",NA,NA,200,"A","78.5398163397448"
140047,4,"w",1600,1,223,2022,"BZE3",NA,NA,300,"A","15.6228261070367"
140048,1,"n",1600,1,90,2022,"BZE3",1,2,0,"B","2.54352747340707"
140048,2,"o",1600,1,115,2022,"BZE3",1,2,100,"A","4.15285812787759"
140048,3,"s",1600,1,96,2022,"BZE3",1,2,200,"A","2.89396903640982"
140048,4,"w",1600,1,140,2022,"BZE3",1,2,300,"A","6.15470845417019"
140049,1,"n",1600,2,500,2022,"BZE3",NA,NA,0,"A","78.5398163397448"
140049,2,"o",1600,2,500,2022,"BZE3",NA,NA,100,"A","78.5398163397448"
140049,3,"s",1600,2,500,2022,"BZE3",NA,NA,200,"A","78.5398163397448"
140049,4,"w",1600,2,500,2022,"BZE3",NA,NA,300,"A","78.5398163397448"
140050,1,"n",1600,1,322,2022,"BZE3",NA,NA,0,"A","32.5732892694804"
140050,2,"o",1600,1,109,2022,"BZE3",NA,NA,100,"A","3.73252623173003"
140050,3,"s",1600,2,500,2022,"BZE3",NA,NA,200,"A","78.5398163397448"
140050,4,"w",1600,1,339,2022,"BZE3",NA,NA,300,"A","36.1034969343193"
140051,1,"n",1600,1,253,2022,"BZE3",NA,NA,0,"A","20.1090204163629"
140051,2,"o",1600,1,344,2022,"BZE3",NA,NA,100,"A","37.1763508255202"
140051,3,"s",1600,1,225,2022,"BZE3",NA,NA,200,"A","15.9043128087983"
140051,4,"w",1600,1,132,2022,"BZE3",NA,NA,300,"A","5.47391103961486"
140052,1,"n",1600,1,63,2022,"BZE3",NA,NA,0,"A","1.24689812420979"
140052,2,"o",1600,1,254,2022,"BZE3",NA,NA,100,"A","20.2682991638999"
140052,3,"s",1600,1,479,2022,"BZE3",NA,NA,200,"A","72.0810160032296"
140052,4,"w",1600,1,367,2022,"BZE3",NA,NA,300,"A","42.3137972919356"
140053,1,"n",1600,1,317,2022,"BZE3",1,1,0,"B","31.5551274413831"
140053,1,"n",1600,1,317,2022,"BZE3",2,1,0,"B","31.5551274413831"
140053,2,"o",1600,1,218,2022,"BZE3",1,1,100,"A","14.923283906938"
140053,2,"o",1600,1,218,2022,"BZE3",2,1,100,"A","14.923283906938"
140053,3,"s",1600,1,97,2022,"BZE3",1,1,200,"A","2.95457407373915"
140053,3,"s",1600,1,97,2022,"BZE3",2,1,200,"A","2.95457407373915"
140053,4,"w",1600,1,318,2022,"BZE3",1,1,300,"A","31.7545274346687"
140053,4,"w",1600,1,318,2022,"BZE3",2,1,300,"A","31.7545274346687"
140054,1,"n",1600,2,500,2022,"BZE3",1,1,0,"A","78.5039343644158"
140054,2,"o",1600,1,444,2022,"BZE3",1,1,100,"A","61.9038064194538"
140054,3,"s",1600,2,500,2022,"BZE3",1,1,200,"A","78.5039343644158"
140054,4,"w",1600,2,500,2022,"BZE3",1,1,300,"A","78.5039343644157"
140055,1,"n",1600,1,500,2022,"BZE3",1,1,0,"A","78.5039343644158"
140055,2,"o",1600,1,491,2022,"BZE3",1,1,100,NA,"75.7032280020308"
140055,3,"s",1600,1,279,2022,"BZE3",1,1,200,"B","24.4432990194419"
140055,4,"w",1600,1,368,2022,"BZE3",1,1,300,"A","42.5252672294666"
140056,1,"n",1600,1,60,2022,"BZE3",1,2,0,"A","1.13045665484759"
140056,2,"o",1600,1,421,2022,"BZE3",1,2,100,"warning","55.6564633227337"
140056,3,"s",1600,1,353,2022,"BZE3",1,2,200,NA,"39.1291870288619"
140057,1,"n",1600,1,465,2022,"BZE3",1,2,0,NA,"67.8980528317832"
140057,2,"o",1600,1,492,2022,"BZE3",1,2,100,"A","76.0119054719517"
140057,3,"s",1600,1,223,2022,"BZE3",1,2,200,"A","15.6156886080321"
140057,4,"w",1600,1,399,2022,"BZE3",1,2,300,NA,"49.9916194189974"
140058,1,"n",1600,2,500,2022,"BZE3",1,2,0,"A","78.5039343644158"
140058,1,"n",1600,2,500,2022,"BZE3",2,2,0,"A","78.5039343644158"
140058,2,"o",1600,2,500,2022,"BZE3",1,2,100,"A","78.5039343644157"
140058,2,"o",1600,2,500,2022,"BZE3",2,2,100,"A","78.5039343644157"
140058,3,"s",1600,1,500,2022,"BZE3",1,2,200,"A","78.5039343644158"
140058,3,"s",1600,1,500,2022,"BZE3",2,2,200,"A","78.5039343644158"
140058,4,"w",1600,1,500,2022,"BZE3",1,2,300,"B","78.5039343644157"
140058,4,"w",1600,1,500,2022,"BZE3",2,2,300,"B","78.5039343644157"
140059,1,"n",1600,1,83,2022,"BZE3",NA,NA,0,"A","2.16424317905801"
140059,2,"o",1600,1,342,2022,"BZE3",NA,NA,100,"A","36.7453243134477"
140059,3,"s",1600,1,204,2022,"BZE3",NA,NA,200,"A","13.0740519871793"
140059,4,"w",1600,1,135,2022,"BZE3",NA,NA,300,"A","5.7255526111674"
140060,1,"n",1600,1,176,2022,"BZE3",1,1,0,"A","9.72695148348857"
140060,2,"o",1600,1,80,2022,"BZE3",1,1,100,"A","2.00970071972905"
140060,3,"s",1600,1,221,2022,"BZE3",1,1,200,"B","15.3368426331697"
140060,4,"w",1600,1,151,2022,"BZE3",1,1,300,"A","7.15987282977218"
140061,1,"n",1600,1,173,2022,"BZE3",NA,NA,0,"A","9.40247265292889"
140061,2,"o",1600,1,438,2022,"BZE3",NA,NA,100,"A","60.269570103528"
140061,3,"s",1600,1,328,2022,"BZE3",NA,NA,200,"A","33.7985104043804"
140061,4,"w",1600,1,183,2022,"BZE3",NA,NA,300,"A","10.5208796376069"
140062,1,"n",1600,1,493,2022,"BZE3",NA,NA,0,"A","76.3560952862345"
140062,2,"o",1600,1,489,2022,"BZE3",NA,NA,100,"A","75.1220776919045"
140062,3,"s",1600,1,135,2022,"BZE3",NA,NA,200,"A","5.7255526111674"
140062,4,"w",1600,1,426,2022,"BZE3",NA,NA,300,"A","57.0123668402861"
140063,1,"n",1600,1,478,2022,"BZE3",NA,NA,0,"A","71.780365586281"
140063,2,"o",1600,1,403,2022,"BZE3",NA,NA,100,"A","51.0222921276865"
140063,3,"s",1600,1,201,2022,"BZE3",NA,NA,200,"A","12.6923484797681"
140063,4,"w",1600,1,296,2022,"BZE3",NA,NA,300,"A","27.5253781936923"
140064,1,"n",1600,1,200,2022,"BZE3",NA,NA,0,"A","12.5663706143592"
140064,2,"o",1600,1,427,2022,"BZE3",NA,NA,100,"A","57.2803446936373"
140064,3,"s",1600,1,427,2022,"BZE3",NA,NA,200,"A","57.2803446936373"
140064,4,"w",1600,1,422,2022,"BZE3",NA,NA,300,"A","55.9467386121885"
140065,1,"n",1600,1,230,2022,"BZE3",1,1,0,"A","16.6114325115104"
140065,2,"o",1600,1,183,2022,"BZE3",1,1,100,"B","10.5160730317197"
140065,3,"s",1600,1,128,2022,"BZE3",1,1,200,"A","5.14483384250635"
140065,4,"w",1600,1,162,2022,"BZE3",1,1,300,"A","8.24102901383892"
140067,1,"n",1600,1,101,2022,"BZE3",NA,NA,0,"A","3.20473866592695"
140067,2,"o",1600,1,212,2022,"BZE3",NA,NA,100,"A","14.119574022294"
140067,3,"s",1600,1,421,2022,"BZE3",NA,NA,200,"A","55.6819023514909"
140067,4,"w",1600,1,222,2022,"BZE3",NA,NA,300,"A","15.4830252339519"
140068,1,"n",1600,1,254,2022,"BZE3",1,1,0,"B","20.2590393178186"
140068,1,"n",1600,1,254,2022,"BZE3",2,2,0,"B","20.2590393178186"
140068,2,"o",1600,1,307,2022,"BZE3",1,1,100,NA,"29.5956692396473"
140068,2,"o",1600,1,307,2022,"BZE3",2,2,100,NA,"29.5956692396473"
140068,3,"s",1600,1,236,2022,"BZE3",1,1,200,"A","17.489420513442"
140068,3,"s",1600,1,236,2022,"BZE3",2,2,200,"A","17.489420513442"
140068,4,"w",1600,2,500,2022,"BZE3",1,1,300,"B","78.5039343644157"
140068,4,"w",1600,2,500,2022,"BZE3",2,2,300,"B","78.5039343644157"
140187,1,"n",1600,1,150,2022,"BZE3",1,2,0,"A","7.06535409279741"
140187,2,"o",1600,1,144,2022,"BZE3",1,2,100,"A","6.51143033192211"
140187,3,"s",1600,1,115,2022,"BZE3",1,2,200,"warning","4.15285812787759"
140187,4,"w",1600,1,283,2022,"BZE3",1,2,300,"A","25.1492063972468"
140252,1,"n",1600,1,314,2022,"BZE3",NA,NA,0,"A","30.9748469273339"
140252,2,"o",1600,1,246,2022,"BZE3",NA,NA,100,"A","19.011662102464"
140252,3,"s",1600,1,94,2022,"BZE3",NA,NA,200,"A","2.77591126871194"
140252,4,"w",1600,1,140,2022,"BZE3",NA,NA,300,"A","6.15752160103599"
140254,1,"n",1600,1,175,2022,"BZE3",1,2,0,"A","9.61673195964093"
140254,2,"o",1600,1,183,2022,"BZE3",1,2,100,"warning","10.5160730317197"
140254,4,"w",1600,1,196,2022,"BZE3",1,2,300,"A","12.0632285701736"
140315,1,"n",1600,1,345,2022,"BZE3",NA,NA,0,"A","37.3928065593525"
140315,2,"o",1600,1,45,2022,"BZE3",NA,NA,100,"A","0.636172512351933"
140315,3,"s",1600,1,500,2022,"BZE3",NA,NA,200,"A","78.5398163397448"
140315,4,"w",1600,1,67,2022,"BZE3",NA,NA,300,"A","1.41026094219646"
140316,1,"n",1600,2,500,2022,"BZE3",1,1,0,NA,"78.5039343644158"
140316,2,"o",1600,1,301,2022,"BZE3",1,1,100,"A","28.4501398294017"
140316,3,"s",1600,1,387,2022,"BZE3",1,1,200,"A","47.0298229832968"
140316,4,"w",1600,2,500,2022,"BZE3",1,1,300,"A","78.5039343644157"
