"";"X.plot_ID.CCS_no.t_ID.SP_code.H_cm.D_class_cm.inv_year.inv.stand.area_m2"
"4069";"8208911109428"
"4070";"2546;50064;2;5;rbu;30;0;2012;HBI;A;34"
"4071";"8208911109428"
"4072";"2547;50064;2;5;rbu;30;0;2012;HBI;B;34"
"4073";"8208911109428"
"4074";"2548;50064;2;5;rbu;30;0;2012;HBI;A;34"
"4075";"8208911109428"
"4076";"2549;50064;2;5;rbu;30;0;2012;HBI;B;34"
"4077";"8208911109428"
"4078";"2550;50064;2;6;vbe;310;1;2012;HBI;A;34"
"4079";"8208911109428"
"4080";"2551;50064;2;6;vbe;310;1;2012;HBI;B;34"
"4081";"8208911109428"
"4082";"2552;50064;2;6;vbe;310;1;2012;HBI;A;34"
"4083";"8208911109428"
"4084";"2553;50064;2;6;vbe;310;1;2012;HBI;B;34"
"4085";"8208911109428"
"4086";"2554;50064;2;7;rbu;20;0;2012;HBI;A;34"
"4087";"8208911109428"
"4088";"2555;50064;2;7;rbu;20;0;2012;HBI;B;34"
"4089";"8208911109428"
"4090";"2556;50064;2;7;rbu;20;0;2012;HBI;A;34"
"4091";"8208911109428"
"4092";"2557;50064;2;7;rbu;20;0;2012;HBI;B;34"
"4093";"8208911109428"
"4094";"2558;50064;4;1;rbu;40;0;2012;HBI;A;77"
"4095";"8771589524502"
"4096";"2559;50064;4;1;rbu;40;0;2012;HBI;A;77"
"4097";"8771589524502"
"4098";"2560;50064;4;2;rbu;40;0;2012;HBI;A;77"
"4099";"8771589524502"
"4100";"2561;50064;4;2;rbu;40;0;2012;HBI;A;77"
"4101";"8771589524502"
"4102";"2562;50064;4;3;rbu;30;0;2012;HBI;A;77"
"4103";"8771589524502"
"4104";"2563;50064;4;3;rbu;30;0;2012;HBI;A;77"
"4105";"8771589524502"
"4106";"2564;50064;4;4;sei;20;0;2012;HBI;A;77"
"4107";"8771589524502"
"4108";"2565;50064;4;4;sei;20;0;2012;HBI;A;77"
"4109";"8771589524502"
"4110";"2566;50064;4;5;rbu;30;0;2012;HBI;A;77"
"4111";"8771589524502"
"4112";"2567;50064;4;5;rbu;30;0;2012;HBI;A;77"
"4113";"8771589524502"
"4114";"2568;50065;2;6;sbi;1340;3;2012;HBI;NA;11"
"4115";"3359681222216"
"4116";"2569;50065;2;6;sbi;1340;3;2012;HBI;NA;11"
"4117";"3359681222216"
"4118";"2570;50065;2;7;gfi;540;3;2012;HBI;NA;11"
"4119";"3359681222216"
"4120";"2571;50065;2;7;gfi;540;3;2012;HBI;NA;11"
"4121";"3359681222216"
"4122";"2572;50065;3;6;gfi;170;1;2012;HBI;A;28"
"4123";"2614163711897"
"4124";"2573;50065;3;6;gfi;170;1;2012;HBI;A;28"
"4125";"2614163711897"
"4126";"2574;50065;3;5;gfi;170;1;2012;HBI;A;28"
"4127";"2614163711897"
"4128";"2575;50065;3;5;gfi;170;1;2012;HBI;A;28"
"4129";"2614163711897"
"4130";"2576;50065;3;4;gfi;30;0;2012;HBI;A;28"
"4131";"2614163711897"
"4132";"2577;50065;3;4;gfi;30;0;2012;HBI;A;28"
"4133";"2614163711897"
"4134";"2578;50065;3;3;gfi;40;0;2012;HBI;A;28"
"4135";"2614163711897"
"4136";"2579;50065;3;3;gfi;40;0;2012;HBI;A;28"
"4137";"2614163711897"
"4138";"2580;50065;4;10;sbi;350;1;2012;HBI;A;20"
"4139";"4188733281845"
"4140";"2581;50065;4;10;sbi;350;1;2012;HBI;A;20"
"4141";"4188733281845"
"4142";"2582;50065;4;9;gfi;240;1;2012;HBI;A;20"
"4143";"4188733281845"
"4144";"2583;50065;4;9;gfi;240;1;2012;HBI;A;20"
"4145";"4188733281845"
"4146";"2584;50065;4;8;gfi;170;1;2012;HBI;A;20"
"4147";"4188733281845"
"4148";"2585;50065;4;8;gfi;170;1;2012;HBI;A;20"
"4149";"4188733281845"
"4150";"2586;50065;4;7;gfi;270;1;2012;HBI;A;20"
"4151";"4188733281845"
"4152";"2587;50065;4;7;gfi;270;1;2012;HBI;A;20"
"4153";"4188733281845"
"4154";"2588;50065;4;6;gfi;310;1;2012;HBI;A;20"
"4155";"4188733281845"
"4156";"2589;50065;4;6;gfi;310;1;2012;HBI;A;20"
"4157";"4188733281845"
"4158";"2590;50065;4;5;gfi;130;1;2012;HBI;A;20"
"4159";"4188733281845"
"4160";"2591;50065;4;5;gfi;130;1;2012;HBI;A;20"
"4161";"4188733281845"
"4162";"2592;50065;4;4;vbe;320;1;2012;HBI;A;20"
"4163";"4188733281845"
"4164";"2593;50065;4;4;vbe;320;1;2012;HBI;A;20"
"4165";"4188733281845"
"4166";"2594;50065;4;3;gfi;180;1;2012;HBI;A;20"
"4167";"4188733281845"
"4168";"2595;50065;4;3;gfi;180;1;2012;HBI;A;20"
"4169";"4188733281845"
"4170";"2596;50065;4;2;sbi;440;1;2012;HBI;A;20"
"4171";"4188733281845"
"4172";"2597;50065;4;2;sbi;440;1;2012;HBI;A;20"
"4173";"4188733281845"
"4174";"2598;50065;4;1;gfi;340;1;2012;HBI;A;20"
"4175";"4188733281845"
"4176";"2599;50065;4;1;gfi;340;1;2012;HBI;A;20"
"4177";"4188733281845"
"4178";"2600;50065;3;10;gfi;300;1;2012;HBI;A;28"
"4179";"2614163711897"
"4180";"2601;50065;3;10;gfi;300;1;2012;HBI;A;28"
"4181";"2614163711897"
"4182";"2602;50065;3;9;sbi;970;2;2012;HBI;A;28"
"4183";"2614163711897"
"4184";"2603;50065;3;9;sbi;970;2;2012;HBI;A;28"
"4185";"2614163711897"
"4186";"2604;50065;3;8;gfi;250;1;2012;HBI;A;28"
"4187";"2614163711897"
"4188";"2605;50065;3;8;gfi;250;1;2012;HBI;A;28"
"4189";"2614163711897"
"4190";"2606;50065;3;7;gfi;120;0;2012;HBI;A;28"
"4191";"2614163711897"
"4192";"2607;50065;3;7;gfi;120;0;2012;HBI;A;28"
"4193";"2614163711897"
"4194";"2608;50065;3;2;sbi;1040;3;2012;HBI;A;28"
"4195";"2614163711897"
"4196";"2609;50065;3;2;sbi;1040;3;2012;HBI;A;28"
"4197";"2614163711897"
"4198";"2610;50065;3;1;sbi;910;3;2012;HBI;A;28"
"4199";"2614163711897"
"4200";"2611;50065;3;1;sbi;910;3;2012;HBI;A;28"
"4201";"2614163711897"
"4202";"2612;50065;2;10;sbi;1160;3;2012;HBI;NA;11"
"4203";"3359681222216"
"4204";"2613;50065;2;10;sbi;1160;3;2012;HBI;NA;11"
"4205";"3359681222216"
"4206";"2614;50065;2;9;vbe;690;2;2012;HBI;NA;11"
"4207";"3359681222216"
"4208";"2615;50065;2;9;vbe;690;2;2012;HBI;NA;11"
"4209";"3359681222216"
"4210";"2616;50065;2;8;gfi;240;1;2012;HBI;NA;11"
"4211";"3359681222216"
"4212";"2617;50065;2;8;gfi;240;1;2012;HBI;NA;11"
"4213";"3359681222216"
"4214";"2618;50065;1;1;gfi;50;0;2012;HBI;NA;14"
"4215";"6507182468247"
"4216";"2619;50065;1;1;gfi;50;0;2012;HBI;NA;14"
"4217";"6507182468247"
"4218";"2620;50065;1;2;gfi;330;1;2012;HBI;NA;14"
"4219";"6507182468247"
"4220";"2621;50065;1;2;gfi;330;1;2012;HBI;NA;14"
"4221";"6507182468247"
"4222";"2622;50065;1;3;gfi;430;1;2012;HBI;NA;14"
"4223";"6507182468247"
"4224";"2623;50065;1;3;gfi;430;1;2012;HBI;NA;14"
"4225";"6507182468247"
"4226";"2624;50065;1;4;sbi;310;1;2012;HBI;NA;14"
"4227";"6507182468247"
"4228";"2625;50065;1;4;sbi;310;1;2012;HBI;NA;14"
"4229";"6507182468247"
"4230";"2626;50065;1;5;gfi;40;0;2012;HBI;NA;14"
"4231";"6507182468247"
"4232";"2627;50065;1;5;gfi;40;0;2012;HBI;NA;14"
"4233";"6507182468247"
"4234";"2628;50065;1;6;gfi;390;2;2012;HBI;NA;14"
"4235";"6507182468247"
"4236";"2629;50065;1;6;gfi;390;2;2012;HBI;NA;14"
"4237";"6507182468247"
"4238";"2630;50065;1;7;gfi;280;1;2012;HBI;NA;14"
"4239";"6507182468247"
"4240";"2631;50065;1;7;gfi;280;1;2012;HBI;NA;14"
"4241";"6507182468247"
"4242";"2632;50065;1;8;gfi;260;1;2012;HBI;NA;14"
"4243";"6507182468247"
"4244";"2633;50065;1;8;gfi;260;1;2012;HBI;NA;14"
"4245";"6507182468247"
"4246";"2634;50065;1;9;gfi;610;3;2012;HBI;NA;14"
"4247";"6507182468247"
"4248";"2635;50065;1;9;gfi;610;3;2012;HBI;NA;14"
"4249";"6507182468247"
"4250";"2636;50065;1;10;gfi;400;1;2012;HBI;NA;14"
"4251";"6507182468247"
"4252";"2637;50065;1;10;gfi;400;1;2012;HBI;NA;14"
"4253";"6507182468247"
"4254";"2638;50065;1;11;sbi;360;1;2012;HBI;NA;14"
"4255";"6507182468247"
"4256";"2639;50065;1;11;sbi;360;1;2012;HBI;NA;14"
"4257";"6507182468247"
"4258";"2640;50065;2;1;gfi;250;1;2012;HBI;NA;11"
"4259";"3359681222216"
"4260";"2641;50065;2;1;gfi;250;1;2012;HBI;NA;11"
"4261";"3359681222216"
"4262";"2642;50065;2;2;gfi;140;1;2012;HBI;NA;11"
"4263";"3359681222216"
"4264";"2643;50065;2;2;gfi;140;1;2012;HBI;NA;11"
"4265";"3359681222216"
"4266";"2644;50065;2;3;sbi;390;1;2012;HBI;NA;11"
"4267";"3359681222216"
"4268";"2645;50065;2;3;sbi;390;1;2012;HBI;NA;11"
"4269";"3359681222216"
"4270";"2646;50065;2;4;vbe;540;1;2012;HBI;NA;11"
"4271";"3359681222216"
"4272";"2647;50065;2;4;vbe;540;1;2012;HBI;NA;11"
"4273";"3359681222216"
"4274";"2648;50065;2;5;gfi;280;1;2012;HBI;NA;11"
"4275";"3359681222216"
"4276";"2649;50065;2;5;gfi;280;1;2012;HBI;NA;11"
"4277";"3359681222216"
"4278";"2650;50066;4;9;gfi;60;0;2012;HBI;NA;NA"
"4279";"2651;50066;4;10;gfi;70;0;2012;HBI;NA;NA"
"4280";"2652;50066;1;1;gfi;60;0;2012;HBI;NA;NA"
"4281";"2653;50066;1;2;gfi;70;0;2012;HBI;NA;NA"
"4282";"2654;50066;1;3;gfi;70;0;2012;HBI;NA;NA"
"4283";"2655;50066;1;4;sbi;180;1;2012;HBI;NA;NA"
"4284";"2656;50066;1;7;gfi;60;0;2012;HBI;NA;NA"
"4285";"2657;50066;1;5;gfi;70;0;2012;HBI;NA;NA"
"4286";"2658;50066;1;6;gfi;80;0;2012;HBI;NA;NA"
"4287";"2659;50066;1;8;gfi;60;0;2012;HBI;NA;NA"
"4288";"2660;50066;1;9;sbi;110;0;2012;HBI;NA;NA"
"4289";"2661;50066;1;10;gfi;60;0;2012;HBI;NA;NA"
"4290";"2662;50066;1;11;gfi;60;0;2012;HBI;NA;NA"
"4291";"2663;50066;1;12;gfi;90;0;2012;HBI;NA;NA"
"4292";"2664;50066;1;13;gfi;70;0;2012;HBI;NA;NA"
"4293";"2665;50066;2;1;sbi;180;1;2012;HBI;NA;NA"
"4294";"2666;50066;2;2;sbi;210;1;2012;HBI;NA;NA"
"4295";"2667;50066;2;3;sbi;210;1;2012;HBI;NA;NA"
"4296";"2668;50066;2;4;gfi;70;0;2012;HBI;NA;NA"
"4297";"2669;50066;2;5;gfi;80;0;2012;HBI;NA;NA"
"4298";"2670;50066;2;6;gfi;60;0;2012;HBI;NA;NA"
"4299";"2671;50066;2;7;gfi;70;0;2012;HBI;NA;NA"
"4300";"2672;50066;2;8;sbi;210;1;2012;HBI;NA;NA"
"4301";"2673;50066;2;9;gfi;70;0;2012;HBI;NA;NA"
"4302";"2674;50066;2;10;gfi;60;0;2012;HBI;NA;NA"
"4303";"2675;50066;2;11;sbi;90;0;2012;HBI;NA;NA"
"4304";"2676;50066;2;12;sbi;50;0;2012;HBI;NA;NA"
"4305";"2677;50066;3;1;gfi;50;0;2012;HBI;NA;NA"
"4306";"2678;50066;3;2;gfi;70;0;2012;HBI;NA;NA"
"4307";"2679;50066;3;3;gfi;70;0;2012;HBI;NA;NA"
"4308";"2680;50066;3;4;gfi;80;0;2012;HBI;NA;NA"
"4309";"2681;50066;3;5;gfi;70;0;2012;HBI;NA;NA"
"4310";"2682;50066;3;6;gfi;80;0;2012;HBI;NA;NA"
"4311";"2683;50066;3;7;gfi;90;0;2012;HBI;NA;NA"
"4312";"2684;50066;3;8;gfi;90;0;2012;HBI;NA;NA"
"4313";"2685;50066;3;9;gfi;100;0;2012;HBI;NA;NA"
"4314";"2686;50066;3;10;gfi;70;0;2012;HBI;NA;NA"
"4315";"2687;50066;3;11;gfi;80;0;2012;HBI;NA;NA"
"4316";"2688;50066;4;1;gfi;20;0;2012;HBI;NA;NA"
"4317";"2689;50066;4;2;gfi;60;0;2012;HBI;NA;NA"
"4318";"2690;50066;4;3;sbi;80;0;2012;HBI;NA;NA"
"4319";"2691;50066;4;4;gfi;70;0;2012;HBI;NA;NA"
"4320";"2692;50066;4;5;sbi;100;0;2012;HBI;NA;NA"
"4321";"2693;50066;4;6;gfi;70;0;2012;HBI;NA;NA"
"4322";"2694;50066;4;7;gfi;70;0;2012;HBI;NA;NA"
"4323";"2695;50066;4;8;gfi;60;0;2012;HBI;NA;NA"
"4324";"2696;50067;3;2;rbu;30;0;2012;HBI;NA;NA"
"4325";"2697;50067;3;1;rbu;30;0;2012;HBI;NA;NA"
"4326";"2698;50067;2;2;rbu;70;0;2012;HBI;NA;NA"
"4327";"2699;50067;2;1;rbu;360;2;2012;HBI;NA;NA"
"4328";"2700;50067;3;4;rbu;20;0;2012;HBI;NA;NA"
"4329";"2701;50067;3;3;rbu;20;0;2012;HBI;NA;NA"
"4330";"2702;50068;1;7;rbu;20;0;2012;HBI;A;77"
"4331";"8771589524503"
"4332";"2703;50068;1;7;rbu;20;0;2012;HBI;A;77"
"4333";"8771589524503"
"4334";"2704;50068;1;6;rbu;40;0;2012;HBI;A;77"
"4335";"8771589524503"
"4336";"2705;50068;1;6;rbu;40;0;2012;HBI;A;77"
"4337";"8771589524503"
"4338";"2706;50068;1;5;rbu;30;0;2012;HBI;A;77"
"4339";"8771589524503"
"4340";"2707;50068;1;5;rbu;30;0;2012;HBI;A;77"
"4341";"8771589524503"
"4342";"2708;50068;1;4;rbu;20;0;2012;HBI;A;77"
"4343";"8771589524503"
"4344";"2709;50068;1;4;rbu;20;0;2012;HBI;A;77"
"4345";"8771589524503"
"4346";"2710;50068;1;3;rbu;30;0;2012;HBI;A;77"
"4347";"8771589524503"
"4348";"2711;50068;1;3;rbu;30;0;2012;HBI;A;77"
"4349";"8771589524503"
"4350";"2712;50068;1;2;rbu;20;0;2012;HBI;A;77"
"4351";"8771589524503"
"4352";"2713;50068;1;2;rbu;20;0;2012;HBI;A;77"
"4353";"8771589524503"
"4354";"2714;50068;1;1;rbu;30;0;2012;HBI;A;77"
"4355";"8771589524503"
"4356";"2715;50068;1;1;rbu;30;0;2012;HBI;A;77"
"4357";"8771589524503"
"4358";"2716;50068;1;9;rbu;30;0;2012;HBI;A;77"
"4359";"8771589524503"
"4360";"2717;50068;1;9;rbu;30;0;2012;HBI;A;77"
"4361";"8771589524503"
"4362";"2718;50068;1;8;rbu;20;0;2012;HBI;A;77"
"4363";"8771589524503"
"4364";"2719;50068;1;8;rbu;20;0;2012;HBI;A;77"
"4365";"8771589524503"
"4366";"2720;50069;2;8;ges;20;0;2012;HBI;NA;NA"
"4367";"2721;50069;2;9;ges;20;0;2012;HBI;NA;NA"
"4368";"2722;50069;2;10;hbu;30;0;2012;HBI;NA;NA"
"4369";"2723;50069;3;1;ges;20;0;2012;HBI;NA;NA"
"4370";"2724;50069;3;2;ges;20;0;2012;HBI;NA;NA"
"4371";"2725;50069;1;3;hbu;20;0;2012;HBI;NA;NA"
"4372";"2726;50069;3;4;ges;20;0;2012;HBI;NA;NA"
"4373";"2727;50069;3;5;ges;20;0;2012;HBI;NA;NA"
"4374";"2728;50069;3;6;rbu;20;0;2012;HBI;NA;NA"
"4375";"2729;50069;3;7;ges;20;0;2012;HBI;NA;NA"
"4376";"2730;50069;3;8;ges;20;0;2012;HBI;NA;NA"
"4377";"2731;50069;3;9;hbu;30;0;2012;HBI;NA;NA"
"4378";"2732;50069;3;10;ges;20;0;2012;HBI;NA;NA"
"4379";"2733;50069;4;1;ges;20;0;2012;HBI;NA;NA"
"4380";"2734;50069;4;2;rbu;20;0;2012;HBI;NA;NA"
"4381";"2735;50069;4;3;ges;20;0;2012;HBI;NA;NA"
"4382";"2736;50069;4;4;ges;20;0;2012;HBI;NA;NA"
"4383";"2737;50069;4;5;ges;20;0;2012;HBI;NA;NA"
"4384";"2738;50069;4;6;ges;20;0;2012;HBI;NA;NA"
"4385";"2739;50069;4;7;ges;20;0;2012;HBI;NA;NA"
"4386";"2740;50069;4;8;ges;20;0;2012;HBI;NA;NA"
"4387";"2741;50069;4;9;ges;20;0;2012;HBI;NA;NA"
"4388";"2742;50069;4;10;rbu;20;0;2012;HBI;NA;NA"
"4389";"2743;50069;3;3;ges;20;0;2012;HBI;NA;NA"
"4390";"2744;50069;1;4;ges;60;0;2012;HBI;NA;NA"
"4391";"2745;50069;1;5;ges;30;0;2012;HBI;NA;NA"
"4392";"2746;50069;1;6;rbu;20;0;2012;HBI;NA;NA"
"4393";"2747;50069;1;7;ges;20;0;2012;HBI;NA;NA"
"4394";"2748;50069;1;8;ges;20;0;2012;HBI;NA;NA"
"4395";"2749;50069;1;9;ges;730;1;2012;HBI;NA;NA"
"4396";"2750;50069;1;10;ges;20;0;2012;HBI;NA;NA"
"4397";"2751;50069;2;1;ges;20;0;2012;HBI;NA;NA"
"4398";"2752;50069;2;2;ges;30;0;2012;HBI;NA;NA"
"4399";"2753;50069;2;3;ges;20;0;2012;HBI;NA;NA"
"4400";"2754;50069;2;4;ges;20;0;2012;HBI;NA;NA"
"4401";"2755;50069;2;5;ges;20;0;2012;HBI;NA;NA"
"4402";"2756;50069;2;6;ges;20;0;2012;HBI;NA;NA"
"4403";"2757;50069;2;7;ges;40;0;2012;HBI;NA;NA"
"4404";"2758;50069;1;1;ges;30;0;2012;HBI;NA;NA"
"4405";"2759;50069;1;2;ges;20;0;2012;HBI;NA;NA"
"4406";"2760;50070;1;10;ges;30;0;2012;HBI;B;0"
"4407";"453438724888865"
"4408";"2761;50070;1;10;ges;30;0;2012;HBI;B;0"
"4409";"453438724888865"
"4410";"2762;50070;2;1;ges;20;0;2012;HBI;B;4"
"4411";"90649589777598"
"4412";"2763;50070;2;1;ges;20;0;2012;HBI;B;4"
"4413";"90649589777598"
"4414";"2764;50070;2;2;ges;20;0;2012;HBI;B;4"
"4415";"90649589777598"
"4416";"2765;50070;2;2;ges;20;0;2012;HBI;B;4"
"4417";"90649589777598"
"4418";"2766;50070;2;3;ges;20;0;2012;HBI;B;4"
"4419";"90649589777598"
"4420";"2767;50070;2;3;ges;20;0;2012;HBI;B;4"
"4421";"90649589777598"
"4422";"2768;50070;2;4;ges;20;0;2012;HBI;B;4"
"4423";"90649589777598"
"4424";"2769;50070;2;4;ges;20;0;2012;HBI;B;4"
"4425";"90649589777598"
"4426";"2770;50070;2;5;ges;30;0;2012;HBI;B;4"
"4427";"90649589777598"
"4428";"2771;50070;2;5;ges;30;0;2012;HBI;B;4"
"4429";"90649589777598"
"4430";"2772;50070;2;6;ges;20;0;2012;HBI;B;4"
"4431";"90649589777598"
"4432";"2773;50070;2;6;ges;20;0;2012;HBI;B;4"
"4433";"90649589777598"
"4434";"2774;50070;2;7;ges;20;0;2012;HBI;B;4"
"4435";"90649589777598"
"4436";"2775;50070;2;7;ges;20;0;2012;HBI;B;4"
"4437";"90649589777598"
"4438";"2776;50070;2;8;ges;40;0;2012;HBI;B;4"
"4439";"90649589777598"
"4440";"2777;50070;2;8;ges;40;0;2012;HBI;B;4"
"4441";"90649589777598"
"4442";"2778;50070;2;9;ges;20;0;2012;HBI;B;4"
"4443";"90649589777598"
"4444";"2779;50070;2;9;ges;20;0;2012;HBI;B;4"
"4445";"90649589777598"
"4446";"2780;50070;2;10;ges;60;0;2012;HBI;B;4"
"4447";"90649589777598"
"4448";"2781;50070;2;10;ges;60;0;2012;HBI;B;4"
"4449";"90649589777598"
"4450";"2782;50070;3;1;vbe;20;0;2012;HBI;A;45"
"4451";"3438724888865"
"4452";"2783;50070;3;1;vbe;20;0;2012;HBI;A;45"
"4453";"3438724888865"
"4454";"2784;50070;3;2;ges;20;0;2012;HBI;A;45"
"4455";"3438724888865"
"4456";"2785;50070;3;2;ges;20;0;2012;HBI;A;45"
"4457";"3438724888865"
"4458";"2786;50070;3;3;ges;20;0;2012;HBI;A;45"
"4459";"3438724888865"
"4460";"2787;50070;3;3;ges;20;0;2012;HBI;A;45"
"4461";"3438724888865"
"4462";"2788;50070;3;4;ges;30;0;2012;HBI;A;45"
"4463";"3438724888865"
"4464";"2789;50070;3;4;ges;30;0;2012;HBI;A;45"
"4465";"3438724888865"
"4466";"2790;50070;3;5;ges;20;0;2012;HBI;A;45"
"4467";"3438724888865"
"4468";"2791;50070;3;5;ges;20;0;2012;HBI;A;45"
"4469";"3438724888865"
"4470";"2792;50070;3;6;ges;20;0;2012;HBI;A;45"
"4471";"3438724888865"
"4472";"2793;50070;3;6;ges;20;0;2012;HBI;A;45"
"4473";"3438724888865"
"4474";"2794;50070;3;7;ges;40;0;2012;HBI;A;45"
"4475";"3438724888865"
"4476";"2795;50070;3;7;ges;40;0;2012;HBI;A;45"
"4477";"3438724888865"
"4478";"2796;50070;3;8;ges;30;0;2012;HBI;A;45"
"4479";"3438724888865"
"4480";"2797;50070;3;8;ges;30;0;2012;HBI;A;45"
"4481";"3438724888865"
"4482";"2798;50070;3;9;wta;220;1;2012;HBI;A;45"
"4483";"3438724888865"
"4484";"2799;50070;3;9;wta;220;1;2012;HBI;A;45"
"4485";"3438724888865"
"4486";"2800;50070;3;10;ges;30;0;2012;HBI;A;45"
"4487";"3438724888865"
"4488";"2801;50070;3;10;ges;30;0;2012;HBI;A;45"
"4489";"3438724888865"
"4490";"2802;50070;4;1;sbi;30;0;2012;HBI;A;39"
"4491";"7970985024344"
"4492";"2803;50070;4;1;sbi;30;0;2012;HBI;A;39"
"4493";"7970985024344"
"4494";"2804;50070;1;5;ges;20;0;2012;HBI;B;0"
"4495";"453438724888865"
"4496";"2805;50070;1;5;ges;20;0;2012;HBI;B;0"
"4497";"453438724888865"
"4498";"2806;50070;1;7;ges;20;0;2012;HBI;B;0"
"4499";"453438724888865"
"4500";"2807;50070;1;7;ges;20;0;2012;HBI;B;0"
"4501";"453438724888865"
"4502";"2808;50070;1;6;ges;20;0;2012;HBI;B;0"
"4503";"453438724888865"
"4504";"2809;50070;1;6;ges;20;0;2012;HBI;B;0"
"4505";"453438724888865"
"4506";"2810;50070;1;4;ges;20;0;2012;HBI;B;0"
"4507";"453438724888865"
"4508";"2811;50070;1;4;ges;20;0;2012;HBI;B;0"
"4509";"453438724888865"
"4510";"2812;50070;1;3;ges;20;0;2012;HBI;B;0"
"4511";"453438724888865"
"4512";"2813;50070;1;3;ges;20;0;2012;HBI;B;0"
"4513";"453438724888865"
"4514";"2814;50070;1;2;ges;20;0;2012;HBI;B;0"
"4515";"453438724888865"
"4516";"2815;50070;1;2;ges;20;0;2012;HBI;B;0"
"4517";"453438724888865"
"4518";"2816;50070;1;1;ges;20;0;2012;HBI;B;0"
"4519";"453438724888865"
"4520";"2817;50070;1;1;ges;20;0;2012;HBI;B;0"
"4521";"453438724888865"
"4522";"2818;50070;1;8;ges;20;0;2012;HBI;B;0"
"4523";"453438724888865"
"4524";"2819;50070;1;8;ges;20;0;2012;HBI;B;0"
"4525";"453438724888865"
"4526";"2820;50070;1;9;ges;20;0;2012;HBI;B;0"
"4527";"453438724888865"
"4528";"2821;50070;1;9;ges;20;0;2012;HBI;B;0"
"4529";"453438724888865"
"4530";"2822;50071;4;15;gfi;40;0;2012;HBI;NA;NA"
"4531";"2823;50071;4;19;gfi;30;0;2012;HBI;NA;NA"
"4532";"2824;50071;4;18;gfi;20;0;2012;HBI;NA;NA"
"4533";"2825;50071;4;17;gfi;20;0;2012;HBI;NA;NA"
"4534";"2826;50071;4;16;gfi;100;0;2012;HBI;NA;NA"
"4535";"2827;50071;4;14;gfi;20;0;2012;HBI;NA;NA"
"4536";"2828;50071;4;13;gfi;20;0;2012;HBI;NA;NA"
"4537";"2829;50071;4;12;gfi;80;0;2012;HBI;NA;NA"
"4538";"2830;50071;4;11;gfi;30;0;2012;HBI;NA;NA"
"4539";"2831;50071;4;10;gfi;20;0;2012;HBI;NA;NA"
"4540";"2832;50071;4;9;gfi;20;0;2012;HBI;NA;NA"
"4541";"2833;50071;4;8;gfi;20;0;2012;HBI;NA;NA"
"4542";"2834;50071;4;7;gfi;20;0;2012;HBI;NA;NA"
"4543";"2835;50071;4;6;gfi;50;0;2012;HBI;NA;NA"
"4544";"2836;50071;4;5;gfi;90;0;2012;HBI;NA;NA"
"4545";"2837;50071;4;4;gfi;30;0;2012;HBI;NA;NA"
"4546";"2838;50071;4;3;gfi;30;0;2012;HBI;NA;NA"
"4547";"2839;50071;4;2;gfi;40;0;2012;HBI;NA;NA"
"4548";"2840;50071;4;1;gfi;60;0;2012;HBI;NA;NA"
"4549";"2841;50071;3;11;gfi;30;0;2012;HBI;NA;NA"
"4550";"2842;50071;3;10;gfi;90;0;2012;HBI;NA;NA"
"4551";"2843;50071;3;9;sbi;120;0;2012;HBI;NA;NA"
"4552";"2844;50071;3;8;vbe;60;0;2012;HBI;NA;NA"
"4553";"2845;50071;3;7;gfi;20;0;2012;HBI;NA;NA"
"4554";"2846;50071;3;6;gfi;20;0;2012;HBI;NA;NA"
"4555";"2847;50071;3;5;gfi;40;0;2012;HBI;NA;NA"
"4556";"2848;50071;3;4;gfi;120;0;2012;HBI;NA;NA"
"4557";"2849;50071;3;3;gfi;40;0;2012;HBI;NA;NA"
"4558";"2850;50071;3;2;gfi;40;0;2012;HBI;NA;NA"
"4559";"2851;50071;3;1;gfi;40;0;2012;HBI;NA;NA"
"4560";"2852;50071;2;11;gfi;20;0;2012;HBI;NA;NA"
"4561";"2853;50071;2;10;gfi;20;0;2012;HBI;NA;NA"
"4562";"2854;50071;2;9;sbi;80;0;2012;HBI;NA;NA"
"4563";"2855;50071;2;8;wei;20;0;2012;HBI;NA;NA"
"4564";"2856;50071;2;7;wei;20;0;2012;HBI;NA;NA"
"4565";"2857;50071;2;6;sbi;90;0;2012;HBI;NA;NA"
"4566";"2858;50071;2;5;sbi;70;0;2012;HBI;NA;NA"
"4567";"2859;50071;2;4;gfi;30;0;2012;HBI;NA;NA"
"4568";"2860;50071;2;3;gfi;20;0;2012;HBI;NA;NA"
"4569";"2861;50071;2;2;gfi;30;0;2012;HBI;NA;NA"
"4570";"2862;50071;2;1;gfi;30;0;2012;HBI;NA;NA"
"4571";"2863;50071;1;11;gfi;140;1;2012;HBI;NA;NA"
"4572";"2864;50071;1;10;sbi;180;1;2012;HBI;NA;NA"
"4573";"2865;50071;1;9;gfi;140;1;2012;HBI;NA;NA"
"4574";"2866;50071;1;8;gfi;30;0;2012;HBI;NA;NA"
"4575";"2867;50071;1;7;gfi;60;0;2012;HBI;NA;NA"
"4576";"2868;50071;1;6;gfi;180;1;2012;HBI;NA;NA"
"4577";"2869;50071;1;5;gfi;20;0;2012;HBI;NA;NA"
"4578";"2870;50071;1;4;gfi;160;1;2012;HBI;NA;NA"
"4579";"2871;50071;1;3;gfi;20;0;2012;HBI;NA;NA"
"4580";"2872;50071;1;2;gfi;20;0;2012;HBI;NA;NA"
"4581";"2873;50071;1;1;gfi;20;0;2012;HBI;NA;NA"
