"";"X.plot_ID.CCS_no.t_ID.SP_code.H_cm.D_class_cm.inv_year.inv.stand.area_m2"
"2090";"1356;50039;3;4;bah;20;0;2012;HBI;NA;NA"
"2091";"1357;50039;3;5;bah;20;0;2012;HBI;NA;NA"
"2092";"1358;50039;3;6;bah;20;0;2012;HBI;NA;NA"
"2093";"1359;50039;3;7;ges;190;1;2012;HBI;NA;NA"
"2094";"1360;50039;3;8;ges;80;0;2012;HBI;NA;NA"
"2095";"1361;50039;4;10;ges;20;0;2012;HBI;NA;NA"
"2096";"1362;50039;4;9;bah;20;0;2012;HBI;NA;NA"
"2097";"1363;50039;4;8;bah;40;0;2012;HBI;NA;NA"
"2098";"1364;50039;4;7;bah;70;0;2012;HBI;NA;NA"
"2099";"1365;50039;4;6;ges;30;0;2012;HBI;NA;NA"
"2100";"1366;50039;4;5;ges;20;0;2012;HBI;NA;NA"
"2101";"1367;50039;4;4;ges;20;0;2012;HBI;NA;NA"
"2102";"1368;50039;4;3;ges;20;0;2012;HBI;NA;NA"
"2103";"1369;50039;4;2;bah;30;0;2012;HBI;NA;NA"
"2104";"1370;50039;4;1;ges;50;0;2012;HBI;NA;NA"
"2105";"1371;50039;3;10;ges;440;1;2012;HBI;NA;NA"
"2106";"1372;50039;3;9;ges;130;1;2012;HBI;NA;NA"
"2107";"1373;50039;1;1;bah;20;0;2012;HBI;NA;NA"
"2108";"1374;50039;1;2;bah;20;0;2012;HBI;NA;NA"
"2109";"1375;50039;1;3;bah;20;0;2012;HBI;NA;NA"
"2110";"1376;50039;1;4;ges;80;0;2012;HBI;NA;NA"
"2111";"1377;50039;1;6;bah;50;0;2012;HBI;NA;NA"
"2112";"1378;50039;1;5;bah;60;0;2012;HBI;NA;NA"
"2113";"1379;50039;1;7;bah;20;0;2012;HBI;NA;NA"
"2114";"1380;50039;1;8;ges;200;1;2012;HBI;NA;NA"
"2115";"1381;50039;1;9;ges;70;0;2012;HBI;NA;NA"
"2116";"1382;50039;1;10;fah;30;0;2012;HBI;NA;NA"
"2117";"1383;50039;1;11;bah;160;1;2012;HBI;NA;NA"
"2118";"1384;50039;1;12;ges;20;0;2012;HBI;NA;NA"
"2119";"1385;50039;1;13;ges;50;0;2012;HBI;NA;NA"
"2120";"1386;50039;2;1;bah;20;0;2012;HBI;NA;NA"
"2121";"1387;50039;2;2;bah;20;0;2012;HBI;NA;NA"
"2122";"1388;50039;2;3;bah;20;0;2012;HBI;NA;NA"
"2123";"1389;50039;2;4;bah;20;0;2012;HBI;NA;NA"
"2124";"1390;50039;2;5;bah;20;0;2012;HBI;NA;NA"
"2125";"1391;50039;2;6;bah;20;0;2012;HBI;NA;NA"
"2126";"1392;50039;2;7;bah;20;0;2012;HBI;NA;NA"
"2127";"1393;50040;2;7;hbu;50;0;2012;HBI;NA;NA"
"2128";"1394;50040;4;10;rbu;40;0;2012;HBI;NA;NA"
"2129";"1395;50040;4;9;rbu;50;0;2012;HBI;NA;NA"
"2130";"1396;50040;4;8;rbu;50;0;2012;HBI;NA;NA"
"2131";"1397;50040;4;7;fah;60;0;2012;HBI;NA;NA"
"2132";"1398;50040;4;6;hbu;220;1;2012;HBI;NA;NA"
"2133";"1399;50040;4;5;fah;110;0;2012;HBI;NA;NA"
"2134";"1400;50040;4;4;hbu;90;0;2012;HBI;NA;NA"
"2135";"1401;50040;4;3;hbu;160;1;2012;HBI;NA;NA"
"2136";"1402;50040;4;2;hbu;70;0;2012;HBI;NA;NA"
"2137";"1403;50040;4;1;hbu;60;0;2012;HBI;NA;NA"
"2138";"1404;50040;3;10;rbu;20;0;2012;HBI;NA;NA"
"2139";"1405;50040;3;9;rbu;140;1;2012;HBI;NA;NA"
"2140";"1406;50040;3;8;hbu;30;0;2012;HBI;NA;NA"
"2141";"1407;50040;3;7;bah;30;0;2012;HBI;NA;NA"
"2142";"1408;50040;3;6;rbu;40;0;2012;HBI;NA;NA"
"2143";"1409;50040;1;7;rbu;60;0;2012;HBI;NA;NA"
"2144";"1410;50040;1;8;sei;30;0;2012;HBI;NA;NA"
"2145";"1411;50040;1;9;rbu;20;0;2012;HBI;NA;NA"
"2146";"1412;50040;1;10;sei;20;0;2012;HBI;NA;NA"
"2147";"1413;50040;2;1;sei;30;0;2012;HBI;NA;NA"
"2148";"1414;50040;2;2;rbu;40;0;2012;HBI;NA;NA"
"2149";"1415;50040;2;3;ges;40;0;2012;HBI;NA;NA"
"2150";"1416;50040;2;4;rbu;40;0;2012;HBI;NA;NA"
"2151";"1417;50040;2;5;rbu;30;0;2012;HBI;NA;NA"
"2152";"1418;50040;2;6;rbu;60;0;2012;HBI;NA;NA"
"2153";"1419;50040;2;8;hbu;40;0;2012;HBI;NA;NA"
"2154";"1420;50040;2;9;hbu;30;0;2012;HBI;NA;NA"
"2155";"1421;50040;2;10;rbu;30;0;2012;HBI;NA;NA"
"2156";"1422;50040;3;1;bah;60;0;2012;HBI;NA;NA"
"2157";"1423;50040;3;2;rbu;50;0;2012;HBI;NA;NA"
"2158";"1424;50040;3;3;rbu;30;0;2012;HBI;NA;NA"
"2159";"1425;50040;3;4;hbu;60;0;2012;HBI;NA;NA"
"2160";"1426;50040;3;5;bah;50;0;2012;HBI;NA;NA"
"2161";"1427;50040;1;6;sei;30;0;2012;HBI;NA;NA"
"2162";"1428;50040;1;5;rbu;50;0;2012;HBI;NA;NA"
"2163";"1429;50040;1;4;rbu;60;0;2012;HBI;NA;NA"
"2164";"1430;50040;1;3;rbu;40;0;2012;HBI;NA;NA"
"2165";"1431;50040;1;2;rbu;40;0;2012;HBI;NA;NA"
"2166";"1432;50040;1;1;fah;40;0;2012;HBI;NA;NA"
"2167";"1433;50042;1;1;bah;80;0;2012;HBI;NA;NA"
"2168";"1434;50042;1;2;sei;130;1;2012;HBI;NA;NA"
"2169";"1435;50042;3;9;vbe;510;1;2012;HBI;NA;NA"
"2170";"1436;50042;3;10;vbe;540;1;2012;HBI;NA;NA"
"2171";"1437;50042;3;11;vbe;190;1;2012;HBI;NA;NA"
"2172";"1438;50042;3;12;gfi;20;0;2012;HBI;NA;NA"
"2173";"1439;50042;3;13;gfi;30;0;2012;HBI;NA;NA"
"2174";"1440;50042;3;14;gfi;30;0;2012;HBI;NA;NA"
"2175";"1441;50042;3;15;gfi;20;0;2012;HBI;NA;NA"
"2176";"1442;50042;3;16;gfi;30;0;2012;HBI;NA;NA"
"2177";"1443;50042;4;1;vbe;370;1;2012;HBI;NA;NA"
"2178";"1444;50042;4;3;ser;370;1;2012;HBI;NA;NA"
"2179";"1445;50042;4;4;vbe;360;1;2012;HBI;NA;NA"
"2180";"1446;50042;1;3;gfi;130;1;2012;HBI;NA;NA"
"2181";"1447;50042;4;5;vbe;420;1;2012;HBI;NA;NA"
"2182";"1448;50042;4;6;vbe;430;1;2012;HBI;NA;NA"
"2183";"1449;50042;4;2;ser;290;1;2012;HBI;NA;NA"
"2184";"1450;50042;1;4;gfi;130;1;2012;HBI;NA;NA"
"2185";"1451;50042;1;5;gfi;130;1;2012;HBI;NA;NA"
"2186";"1452;50042;1;6;gfi;100;0;2012;HBI;NA;NA"
"2187";"1453;50042;1;7;gfi;50;0;2012;HBI;NA;NA"
"2188";"1454;50042;1;8;gfi;60;0;2012;HBI;NA;NA"
"2189";"1455;50042;1;9;gfi;40;0;2012;HBI;NA;NA"
"2190";"1456;50042;1;10;gfi;50;0;2012;HBI;NA;NA"
"2191";"1457;50042;2;1;gfi;170;1;2012;HBI;NA;NA"
"2192";"1458;50042;2;2;gfi;50;0;2012;HBI;NA;NA"
"2193";"1459;50042;2;3;gfi;30;0;2012;HBI;NA;NA"
"2194";"1460;50042;2;4;gfi;30;0;2012;HBI;NA;NA"
"2195";"1461;50042;2;5;gfi;20;0;2012;HBI;NA;NA"
"2196";"1462;50042;2;6;vbe;60;0;2012;HBI;NA;NA"
"2197";"1463;50042;2;7;gfi;50;0;2012;HBI;NA;NA"
"2198";"1464;50042;3;1;vbe;110;0;2012;HBI;NA;NA"
"2199";"1465;50042;3;2;sei;40;0;2012;HBI;NA;NA"
"2200";"1466;50042;3;3;vbe;90;0;2012;HBI;NA;NA"
"2201";"1467;50042;3;4;hbu;30;0;2012;HBI;NA;NA"
"2202";"1468;50042;3;5;sei;30;0;2012;HBI;NA;NA"
"2203";"1469;50042;3;6;ser;580;1;2012;HBI;NA;NA"
"2204";"1470;50042;3;7;ser;140;1;2012;HBI;NA;NA"
"2205";"1471;50042;3;8;ser;690;3;2012;HBI;NA;NA"
"2206";"1472;50044;3;9;sbi;150;1;2012;HBI;NA;NA"
"2207";"1473;50044;1;4;sbi;250;1;2012;HBI;NA;NA"
"2208";"1474;50044;1;3;ela;790;1;2012;HBI;NA;NA"
"2209";"1475;50044;1;2;ela;250;1;2012;HBI;NA;NA"
"2210";"1476;50044;1;1;ela;440;1;2012;HBI;NA;NA"
"2211";"1477;50044;1;5;sbi;340;1;2012;HBI;NA;NA"
"2212";"1478;50044;1;6;ela;330;1;2012;HBI;NA;NA"
"2213";"1479;50044;1;7;ela;370;1;2012;HBI;NA;NA"
"2214";"1480;50044;1;8;ela;460;1;2012;HBI;NA;NA"
"2215";"1481;50044;1;9;sbi;130;1;2012;HBI;NA;NA"
"2216";"1482;50044;1;10;sbi;110;0;2012;HBI;NA;NA"
"2217";"1483;50044;1;11;sbi;60;0;2012;HBI;NA;NA"
"2218";"1484;50044;1;12;ela;320;1;2012;HBI;NA;NA"
"2219";"1485;50044;1;13;kir;30;0;2012;HBI;NA;NA"
"2220";"1486;50044;2;1;ela;100;0;2012;HBI;NA;NA"
"2221";"1487;50044;2;2;sbi;90;0;2012;HBI;NA;NA"
"2222";"1488;50044;2;3;sbi;40;0;2012;HBI;NA;NA"
"2223";"1489;50044;2;4;ela;530;1;2012;HBI;NA;NA"
"2224";"1490;50044;2;5;ela;400;1;2012;HBI;NA;NA"
"2225";"1491;50044;2;6;ela;410;1;2012;HBI;NA;NA"
"2226";"1492;50044;2;7;sbi;70;0;2012;HBI;NA;NA"
"2227";"1493;50044;2;8;sbi;60;0;2012;HBI;NA;NA"
"2228";"1494;50044;2;9;ela;560;2;2012;HBI;NA;NA"
"2229";"1495;50044;2;10;ela;600;2;2012;HBI;NA;NA"
"2230";"1496;50044;3;1;gfi;20;0;2012;HBI;NA;NA"
"2231";"1497;50044;3;2;gfi;20;0;2012;HBI;NA;NA"
"2232";"1498;50044;3;3;ela;400;1;2012;HBI;NA;NA"
"2233";"1499;50044;3;4;ela;650;3;2012;HBI;NA;NA"
"2234";"1500;50044;3;5;ela;590;2;2012;HBI;NA;NA"
"2235";"1501;50044;3;6;ela;700;3;2012;HBI;NA;NA"
"2236";"1502;50044;3;7;ela;630;2;2012;HBI;NA;NA"
"2237";"1503;50044;3;8;ela;250;1;2012;HBI;NA;NA"
"2238";"1504;50044;3;10;sbi;160;1;2012;HBI;NA;NA"
"2239";"1505;50044;4;1;sbi;130;1;2012;HBI;NA;NA"
"2240";"1506;50044;4;2;sbi;140;1;2012;HBI;NA;NA"
"2241";"1507;50044;4;3;sbi;170;1;2012;HBI;NA;NA"
"2242";"1508;50044;4;4;ela;460;1;2012;HBI;NA;NA"
"2243";"1509;50044;4;5;ela;430;1;2012;HBI;NA;NA"
"2244";"1510;50044;4;6;ela;240;1;2012;HBI;NA;NA"
"2245";"1511;50044;4;7;sbi;250;1;2012;HBI;NA;NA"
"2246";"1512;50044;4;8;sbi;300;1;2012;HBI;NA;NA"
"2247";"1513;50044;4;9;ela;250;1;2012;HBI;NA;NA"
"2248";"1514;50044;4;10;ela;200;1;2012;HBI;NA;NA"
"2249";"1515;50045;1;7;rbu;20;0;2012;HBI;A;22"
"2250";"8917472606636"
"2251";"1516;50045;1;7;rbu;20;0;2012;HBI;A;22"
"2252";"8917472606636"
"2253";"1517;50045;1;8;rbu;20;0;2012;HBI;A;22"
"2254";"8917472606636"
"2255";"1518;50045;1;8;rbu;20;0;2012;HBI;A;22"
"2256";"8917472606636"
"2257";"1519;50045;1;9;rbu;20;0;2012;HBI;A;22"
"2258";"8917472606636"
"2259";"1520;50045;1;9;rbu;20;0;2012;HBI;A;22"
"2260";"8917472606636"
"2261";"1521;50045;1;10;rbu;20;0;2012;HBI;A;22"
"2262";"8917472606636"
"2263";"1522;50045;1;10;rbu;20;0;2012;HBI;A;22"
"2264";"8917472606636"
"2265";"1523;50045;1;2;kir;20;0;2012;HBI;A;22"
"2266";"8917472606636"
"2267";"1524;50045;1;2;kir;20;0;2012;HBI;A;22"
"2268";"8917472606636"
"2269";"1525;50045;1;3;rbu;30;0;2012;HBI;A;22"
"2270";"8917472606636"
"2271";"1526;50045;1;3;rbu;30;0;2012;HBI;A;22"
"2272";"8917472606636"
"2273";"1527;50045;1;1;rbu;20;0;2012;HBI;A;22"
"2274";"8917472606636"
"2275";"1528;50045;1;1;rbu;20;0;2012;HBI;A;22"
"2276";"8917472606636"
"2277";"1529;50045;1;4;rbu;30;0;2012;HBI;A;22"
"2278";"8917472606636"
"2279";"1530;50045;1;4;rbu;30;0;2012;HBI;A;22"
"2280";"8917472606636"
"2281";"1531;50045;1;5;tei;20;0;2012;HBI;A;22"
"2282";"8917472606636"
"2283";"1532;50045;1;5;tei;20;0;2012;HBI;A;22"
"2284";"8917472606636"
"2285";"1533;50045;1;6;rbu;20;0;2012;HBI;A;22"
"2286";"8917472606636"
"2287";"1534;50045;1;6;rbu;20;0;2012;HBI;A;22"
"2288";"8917472606636"
"2289";"1535;50045;4;2;rbu;20;0;2012;HBI;B;78"
"2290";"5039343644158"
"2291";"1536;50045;4;2;rbu;20;0;2012;HBI;B;78"
"2292";"5039343644158"
"2293";"1537;50045;4;1;rbu;30;0;2012;HBI;B;78"
"2294";"5039343644158"
"2295";"1538;50045;4;1;rbu;30;0;2012;HBI;B;78"
"2296";"5039343644158"
"2297";"1539;50046;3;10;rbu;20;0;2012;HBI;NA;NA"
"2298";"1540;50046;3;9;rbu;20;0;2012;HBI;NA;NA"
"2299";"1541;50046;3;8;hbu;20;0;2012;HBI;NA;NA"
"2300";"1542;50046;3;7;rbu;30;0;2012;HBI;NA;NA"
"2301";"1543;50046;3;6;rbu;30;0;2012;HBI;NA;NA"
"2302";"1544;50046;3;5;rbu;20;0;2012;HBI;NA;NA"
"2303";"1545;50046;3;4;sbi;30;0;2012;HBI;NA;NA"
"2304";"1546;50046;3;3;sbi;60;0;2012;HBI;NA;NA"
"2305";"1547;50046;3;2;rbu;60;0;2012;HBI;NA;NA"
"2306";"1548;50046;3;1;rbu;40;0;2012;HBI;NA;NA"
"2307";"1549;50046;2;11;rbu;40;0;2012;HBI;NA;NA"
"2308";"1550;50046;2;10;rbu;20;0;2012;HBI;NA;NA"
"2309";"1551;50046;2;9;hbu;20;0;2012;HBI;NA;NA"
"2310";"1552;50046;2;8;rbu;20;0;2012;HBI;NA;NA"
"2311";"1553;50046;2;7;rbu;20;0;2012;HBI;NA;NA"
"2312";"1554;50046;2;6;rbu;20;0;2012;HBI;NA;NA"
"2313";"1555;50046;2;5;rbu;20;0;2012;HBI;NA;NA"
"2314";"1556;50046;2;4;rbu;20;0;2012;HBI;NA;NA"
"2315";"1557;50046;2;3;rbu;20;0;2012;HBI;NA;NA"
"2316";"1558;50046;2;2;rbu;20;0;2012;HBI;NA;NA"
"2317";"1559;50046;1;12;rbu;50;0;2012;HBI;NA;NA"
"2318";"1560;50046;1;11;hbu;20;0;2012;HBI;NA;NA"
"2319";"1561;50046;1;10;rbu;30;0;2012;HBI;NA;NA"
"2320";"1562;50046;1;9;rbu;40;0;2012;HBI;NA;NA"
"2321";"1563;50046;1;8;hbu;20;0;2012;HBI;NA;NA"
"2322";"1564;50046;1;7;rbu;20;0;2012;HBI;NA;NA"
"2323";"1565;50046;1;6;hbu;20;0;2012;HBI;NA;NA"
"2324";"1566;50046;1;5;hbu;20;0;2012;HBI;NA;NA"
"2325";"1567;50046;1;4;hbu;20;0;2012;HBI;NA;NA"
"2326";"1568;50046;1;3;rbu;20;0;2012;HBI;NA;NA"
"2327";"1569;50046;1;2;rbu;20;0;2012;HBI;NA;NA"
"2328";"1570;50046;1;1;rbu;20;0;2012;HBI;NA;NA"
"2329";"1571;50046;4;12;hbu;30;0;2012;HBI;NA;NA"
"2330";"1572;50046;2;1;rbu;20;0;2012;HBI;NA;NA"
"2331";"1573;50046;4;11;hbu;40;0;2012;HBI;NA;NA"
"2332";"1574;50046;4;10;hbu;80;0;2012;HBI;NA;NA"
"2333";"1575;50046;4;9;hbu;30;0;2012;HBI;NA;NA"
"2334";"1576;50046;4;8;hbu;50;0;2012;HBI;NA;NA"
"2335";"1577;50046;4;7;rbu;70;0;2012;HBI;NA;NA"
"2336";"1578;50046;4;6;hbu;40;0;2012;HBI;NA;NA"
"2337";"1579;50046;4;5;rbu;120;0;2012;HBI;NA;NA"
"2338";"1580;50046;4;4;rbu;60;0;2012;HBI;NA;NA"
"2339";"1581;50046;4;3;rbu;20;0;2012;HBI;NA;NA"
"2340";"1582;50046;4;2;ges;240;1;2012;HBI;NA;NA"
"2341";"1583;50046;4;1;hbu;180;1;2012;HBI;NA;NA"
"2342";"1584;50047;2;1;gfi;70;0;2012;HBI;NA;77"
"2343";"5647132936799"
"2344";"1585;50047;2;1;gfi;70;0;2012;HBI;B;77"
"2345";"5647132936799"
"2346";"1586;50047;2;1;gfi;70;0;2012;HBI;NA;77"
"2347";"5647132936799"
"2348";"1587;50047;2;1;gfi;70;0;2012;HBI;B;77"
"2349";"5647132936799"
"2350";"1588;50047;3;1;vbe;50;0;2012;HBI;B;47"
"2351";"7617936673105"
"2352";"1589;50047;3;1;vbe;50;0;2012;HBI;B;47"
"2353";"7617936673105"
"2354";"1590;50047;3;2;sei;40;0;2012;HBI;B;47"
"2355";"7617936673105"
"2356";"1591;50047;3;2;sei;40;0;2012;HBI;B;47"
"2357";"7617936673105"
"2358";"1592;50047;3;3;sbi;40;0;2012;HBI;B;47"
"2359";"7617936673105"
"2360";"1593;50047;3;3;sbi;40;0;2012;HBI;B;47"
"2361";"7617936673105"
"2362";"1594;50047;3;4;sei;30;0;2012;HBI;B;47"
"2363";"7617936673105"
"2364";"1595;50047;3;4;sei;30;0;2012;HBI;B;47"
"2365";"7617936673105"
"2366";"1596;50047;3;5;sei;40;0;2012;HBI;B;47"
"2367";"7617936673105"
"2368";"1597;50047;3;5;sei;40;0;2012;HBI;B;47"
"2369";"7617936673105"
"2370";"1598;50047;3;6;rbu;50;0;2012;HBI;B;47"
"2371";"7617936673105"
"2372";"1599;50047;3;6;rbu;50;0;2012;HBI;B;47"
"2373";"7617936673105"
"2374";"1600;50047;3;7;vbe;60;0;2012;HBI;B;47"
"2375";"7617936673105"
"2376";"1601;50047;3;7;vbe;60;0;2012;HBI;B;47"
"2377";"7617936673105"
"2378";"1602;50047;3;8;vbe;20;0;2012;HBI;B;47"
"2379";"7617936673105"
"2380";"1603;50047;3;8;vbe;20;0;2012;HBI;B;47"
"2381";"7617936673105"
"2382";"1604;50048;2;7;ela;40;0;2012;HBI;A;21"
"2383";"3910660513535"
"2384";"1605;50048;2;7;ela;40;0;2012;HBI;A;21"
"2385";"3910660513535"
"2386";"1606;50048;4;8;sbi;90;0;2012;HBI;B;6"
"2387";"1547084541702"
"2388";"1607;50048;4;8;sbi;90;0;2012;HBI;B;6"
"2389";"1547084541702"
"2390";"1608;50048;4;7;sbi;80;0;2012;HBI;B;6"
"2391";"1547084541702"
"2392";"1609;50048;4;7;sbi;80;0;2012;HBI;B;6"
"2393";"1547084541702"
"2394";"1610;50048;4;6;sbi;80;0;2012;HBI;B;6"
"2395";"1547084541702"
"2396";"1611;50048;4;6;sbi;80;0;2012;HBI;B;6"
"2397";"1547084541702"
"2398";"1612;50048;4;5;sbi;60;0;2012;HBI;B;6"
"2399";"1547084541702"
"2400";"1613;50048;4;5;sbi;60;0;2012;HBI;B;6"
"2401";"1547084541702"
"2402";"1614;50048;4;4;sbi;70;0;2012;HBI;B;6"
"2403";"1547084541702"
"2404";"1615;50048;4;4;sbi;70;0;2012;HBI;B;6"
"2405";"1547084541702"
"2406";"1616;50048;4;3;sbi;60;0;2012;HBI;B;6"
"2407";"1547084541702"
"2408";"1617;50048;4;3;sbi;60;0;2012;HBI;B;6"
"2409";"1547084541702"
"2410";"1618;50048;4;2;ela;90;0;2012;HBI;B;6"
"2411";"1547084541702"
"2412";"1619;50048;4;2;ela;90;0;2012;HBI;B;6"
"2413";"1547084541702"
"2414";"1620;50048;4;1;sbi;90;0;2012;HBI;B;6"
"2415";"1547084541702"
"2416";"1621;50048;4;1;sbi;90;0;2012;HBI;B;6"
"2417";"1547084541702"
"2418";"1622;50048;3;5;ela;50;0;2012;HBI;A;78"
"2419";"5039343644157"
"2420";"1623;50048;3;5;ela;50;0;2012;HBI;A;78"
"2421";"5039343644157"
"2422";"1624;50048;3;4;sbi;80;0;2012;HBI;A;78"
"2423";"5039343644157"
"2424";"1625;50048;3;4;sbi;80;0;2012;HBI;A;78"
"2425";"5039343644157"
"2426";"1626;50048;3;3;sbi;80;0;2012;HBI;A;78"
"2427";"5039343644157"
"2428";"1627;50048;3;3;sbi;80;0;2012;HBI;A;78"
"2429";"5039343644157"
"2430";"1628;50048;3;2;sbi;180;1;2012;HBI;A;78"
"2431";"5039343644157"
"2432";"1629;50048;3;2;sbi;180;1;2012;HBI;A;78"
"2433";"5039343644157"
"2434";"1630;50048;3;1;sbi;120;0;2012;HBI;A;78"
"2435";"5039343644157"
"2436";"1631;50048;3;1;sbi;120;0;2012;HBI;A;78"
"2437";"5039343644157"
"2438";"1632;50048;2;12;sbi;40;0;2012;HBI;A;21"
"2439";"3910660513535"
"2440";"1633;50048;2;12;sbi;40;0;2012;HBI;A;21"
"2441";"3910660513535"
"2442";"1634;50048;2;11;sbi;60;0;2012;HBI;A;21"
"2443";"3910660513535"
"2444";"1635;50048;2;11;sbi;60;0;2012;HBI;A;21"
"2445";"3910660513535"
"2446";"1636;50048;2;10;sbi;50;0;2012;HBI;A;21"
"2447";"3910660513535"
"2448";"1637;50048;2;10;sbi;50;0;2012;HBI;A;21"
"2449";"3910660513535"
"2450";"1638;50048;2;9;sbi;50;0;2012;HBI;A;21"
"2451";"3910660513535"
"2452";"1639;50048;2;9;sbi;50;0;2012;HBI;A;21"
"2453";"3910660513535"
"2454";"1640;50048;2;1;sbi;50;0;2012;HBI;A;21"
"2455";"3910660513535"
"2456";"1641;50048;2;1;sbi;50;0;2012;HBI;A;21"
"2457";"3910660513535"
"2458";"1642;50048;2;2;sbi;60;0;2012;HBI;A;21"
"2459";"3910660513535"
"2460";"1643;50048;2;2;sbi;60;0;2012;HBI;A;21"
"2461";"3910660513535"
"2462";"1644;50048;2;3;sbi;70;0;2012;HBI;A;21"
"2463";"3910660513535"
"2464";"1645;50048;2;3;sbi;70;0;2012;HBI;A;21"
"2465";"3910660513535"
"2466";"1646;50048;2;4;sbi;60;0;2012;HBI;A;21"
"2467";"3910660513535"
"2468";"1647;50048;2;4;sbi;60;0;2012;HBI;A;21"
"2469";"3910660513535"
"2470";"1648;50048;2;5;sbi;50;0;2012;HBI;A;21"
"2471";"3910660513535"
"2472";"1649;50048;2;5;sbi;50;0;2012;HBI;A;21"
"2473";"3910660513535"
"2474";"1650;50048;2;8;sbi;60;0;2012;HBI;A;21"
"2475";"3910660513535"
"2476";"1651;50048;2;8;sbi;60;0;2012;HBI;A;21"
"2477";"3910660513535"
"2478";"1652;50048;2;6;ela;30;0;2012;HBI;A;21"
"2479";"3910660513535"
"2480";"1653;50048;2;6;ela;30;0;2012;HBI;A;21"
"2481";"3910660513535"
"2482";"1654;50048;4;10;sbi;60;0;2012;HBI;B;6"
"2483";"1547084541702"
"2484";"1655;50048;4;10;sbi;60;0;2012;HBI;B;6"
"2485";"1547084541702"
"2486";"1656;50048;4;9;sbi;70;0;2012;HBI;B;6"
"2487";"1547084541702"
"2488";"1657;50048;4;9;sbi;70;0;2012;HBI;B;6"
"2489";"1547084541702"
"2490";"1658;50049;1;3;gfi;30;0;2012;HBI;NA;NA"
"2491";"1659;50049;1;4;gfi;30;0;2012;HBI;NA;NA"
"2492";"1660;50049;1;5;gfi;20;0;2012;HBI;NA;NA"
"2493";"1661;50049;1;6;gfi;20;0;2012;HBI;NA;NA"
"2494";"1662;50049;1;7;gfi;20;0;2012;HBI;NA;NA"
"2495";"1663;50049;1;8;gfi;20;0;2012;HBI;NA;NA"
"2496";"1664;50049;1;9;gfi;20;0;2012;HBI;NA;NA"
"2497";"1665;50049;1;10;gfi;30;0;2012;HBI;NA;NA"
"2498";"1666;50049;2;1;gfi;20;0;2012;HBI;NA;NA"
"2499";"1667;50049;2;2;swe;40;0;2012;HBI;NA;NA"
"2500";"1668;50049;1;2;gfi;20;0;2012;HBI;NA;NA"
"2501";"1669;50049;1;1;gfi;20;0;2012;HBI;NA;NA"
"2502";"1670;50050;2;2;gfi;250;2;2012;HBI;A;61"
"2503";"3473705326789"
"2504";"1671;50050;2;2;gfi;250;2;2012;HBI;A;61"
"2505";"3473705326789"
"2506";"1672;50050;4;6;gfi;600;3;2012;HBI;NA;68"
"2507";"7769828809272"
"2508";"1673;50050;4;6;gfi;600;3;2012;HBI;B;68"
"2509";"7769828809272"
"2510";"1674;50050;4;6;gfi;600;3;2012;HBI;NA;68"
"2511";"7769828809272"
"2512";"1675;50050;4;6;gfi;600;3;2012;HBI;B;68"
"2513";"7769828809272"
"2514";"1676;50050;4;5;gfi;520;3;2012;HBI;NA;68"
"2515";"7769828809272"
"2516";"1677;50050;4;5;gfi;520;3;2012;HBI;B;68"
"2517";"7769828809272"
"2518";"1678;50050;4;5;gfi;520;3;2012;HBI;NA;68"
"2519";"7769828809272"
"2520";"1679;50050;4;5;gfi;520;3;2012;HBI;B;68"
"2521";"7769828809272"
"2522";"1680;50050;4;4;sei;770;3;2012;HBI;NA;68"
"2523";"7769828809272"
"2524";"1681;50050;4;4;sei;770;3;2012;HBI;B;68"
"2525";"7769828809272"
"2526";"1682;50050;4;4;sei;770;3;2012;HBI;NA;68"
"2527";"7769828809272"
"2528";"1683;50050;4;4;sei;770;3;2012;HBI;B;68"
"2529";"7769828809272"
"2530";"1684;50050;4;3;hbu;50;0;2012;HBI;NA;68"
"2531";"7769828809272"
"2532";"1685;50050;4;3;hbu;50;0;2012;HBI;B;68"
"2533";"7769828809272"
"2534";"1686;50050;4;3;hbu;50;0;2012;HBI;NA;68"
"2535";"7769828809272"
"2536";"1687;50050;4;3;hbu;50;0;2012;HBI;B;68"
"2537";"7769828809272"
"2538";"1688;50050;4;2;hbu;110;0;2012;HBI;NA;68"
"2539";"7769828809272"
"2540";"1689;50050;4;2;hbu;110;0;2012;HBI;B;68"
"2541";"7769828809272"
"2542";"1690;50050;4;2;hbu;110;0;2012;HBI;NA;68"
"2543";"7769828809272"
"2544";"1691;50050;4;2;hbu;110;0;2012;HBI;B;68"
"2545";"7769828809272"
"2546";"1692;50050;4;1;hbu;50;0;2012;HBI;NA;68"
"2547";"7769828809272"
"2548";"1693;50050;4;1;hbu;50;0;2012;HBI;B;68"
"2549";"7769828809272"
"2550";"1694;50050;4;1;hbu;50;0;2012;HBI;NA;68"
"2551";"7769828809272"
"2552";"1695;50050;4;1;hbu;50;0;2012;HBI;B;68"
"2553";"7769828809272"
"2554";"1696;50050;3;3;hbu;580;1;2012;HBI;A;55"
"2555";"1289168838048"
"2556";"1697;50050;3;3;hbu;580;1;2012;HBI;A;55"
"2557";"1289168838048"
"2558";"1698;50050;3;2;stk;750;1;2012;HBI;A;55"
"2559";"1289168838048"
"2560";"1699;50050;3;2;stk;750;1;2012;HBI;A;55"
"2561";"1289168838048"
