"";"plot_ID";"CCS_nr";"CCS_position";"CCS_dist";"CCS_RG_inv_status";"CCS_max_dist_cm";"inv_year";"inv"
"381";50096;3;"s";1000;2;-9;2012;"HBI"
"382";50096;2;"o";1000;2;-9;2012;"HBI"
"383";50096;1;"n";1000;2;-9;2012;"HBI"
"384";50096;4;"w";1000;2;-9;2012;"HBI"
"385";50097;2;"o";1000;1;29;2012;"HBI"
"386";50097;1;"n";1000;1;44;2012;"HBI"
"387";50097;3;"s";1000;1;97;2012;"HBI"
"388";50097;4;"w";1000;1;37;2012;"HBI"
"389";50098;3;"s";1000;1;265;2012;"HBI"
"390";50098;4;"w";1000;1;162;2012;"HBI"
"391";50098;2;"o";1000;1;200;2012;"HBI"
"392";50098;1;"n";1000;1;157;2012;"HBI"
"393";50099;2;"o";1000;2;-9;2012;"HBI"
"394";50099;1;"n";1000;2;-9;2012;"HBI"
"395";50099;3;"s";1000;2;-9;2012;"HBI"
"396";50099;4;"w";1000;2;-9;2012;"HBI"
"397";50100;4;"w";1000;2;-9;2012;"HBI"
"398";50100;3;"s";1000;1;431;2012;"HBI"
"399";50100;1;"n";1000;1;448;2012;"HBI"
"400";50100;2;"o";1000;1;358;2012;"HBI"
"401";50101;3;"s";1000;1;106;2012;"HBI"
"402";50101;1;"n";1000;2;-9;2012;"HBI"
"403";50101;2;"o";1000;1;490;2012;"HBI"
"404";50101;4;"w";1000;1;213;2012;"HBI"
"405";50102;4;"w";1000;1;40;2012;"HBI"
"406";50102;1;"n";1000;1;60;2012;"HBI"
"407";50102;2;"o";1000;1;110;2012;"HBI"
"408";50102;3;"s";1000;1;60;2012;"HBI"
"409";50103;1;"n";1000;2;-9;2012;"HBI"
"410";50103;4;"w";1000;2;-9;2012;"HBI"
"411";50103;2;"o";1000;2;-9;2012;"HBI"
"412";50103;3;"s";1000;2;-9;2012;"HBI"
"413";50104;4;"w";1000;2;-9;2012;"HBI"
"414";50104;3;"s";1000;2;-9;2012;"HBI"
"415";50104;1;"n";1000;2;-9;2012;"HBI"
"416";50104;2;"o";1000;2;-9;2012;"HBI"
"417";50105;4;"w";1000;1;353;2012;"HBI"
"418";50105;1;"n";1000;1;412;2012;"HBI"
"419";50105;2;"o";1000;1;450;2012;"HBI"
"420";50105;3;"s";1000;1;415;2012;"HBI"
"421";50106;4;"w";1000;2;-9;2012;"HBI"
"422";50106;1;"n";1000;2;-9;2012;"HBI"
"423";50106;2;"o";1000;2;-9;2012;"HBI"
"424";50106;3;"s";1000;1;410;2012;"HBI"
"425";50107;2;"o";1000;1;465;2012;"HBI"
"426";50107;1;"n";1000;1;270;2012;"HBI"
"427";50107;4;"w";1000;1;120;2012;"HBI"
"428";50107;3;"s";1000;1;455;2012;"HBI"
"429";50108;1;"n";1000;1;110;2012;"HBI"
"430";50108;3;"s";1000;1;95;2012;"HBI"
"431";50108;2;"o";1000;1;85;2012;"HBI"
"432";50108;4;"w";500;1;80;2012;"HBI"
"433";50109;1;"n";1000;1;399;2012;"HBI"
"434";50109;3;"s";500;1;462;2012;"HBI"
"435";50109;2;"o";1000;1;380;2012;"HBI"
"436";50109;4;"nw";1000;1;193;2012;"HBI"
"437";50110;3;"s";1000;1;300;2012;"HBI"
"438";50110;4;"w";1000;1;397;2012;"HBI"
"439";50110;2;"o";500;1;98;2012;"HBI"
"440";50110;1;"n";1000;1;150;2012;"HBI"
"441";50111;1;"n";1000;2;-9;2012;"HBI"
"442";50111;4;"w";1000;2;-9;2012;"HBI"
"443";50111;2;"o";1000;2;-9;2012;"HBI"
"444";50111;3;"s";1000;1;223;2012;"HBI"
"445";50112;4;"w";1000;1;440;2012;"HBI"
"446";50112;2;"o";1000;2;-9;2012;"HBI"
"447";50112;3;"s";1000;2;-9;2012;"HBI"
"448";50112;1;"n";1000;2;-9;2012;"HBI"
"449";50113;2;"o";1000;1;52;2012;"HBI"
"450";50113;4;"w";1000;1;18;2012;"HBI"
"451";50113;1;"n";1000;1;25;2012;"HBI"
"452";50113;3;"s";1000;1;67;2012;"HBI"
"453";50114;3;"s";1000;1;409;2012;"HBI"
"454";50114;4;"w";1000;1;301;2012;"HBI"
"455";50114;1;"n";1000;1;473;2012;"HBI"
"456";50114;2;"o";1000;1;175;2012;"HBI"
"457";50115;3;"s";1000;1;124;2012;"HBI"
"458";50115;2;"o";1000;1;190;2012;"HBI"
"459";50115;1;"n";1000;1;41;2012;"HBI"
"460";50115;4;"w";1000;1;105;2012;"HBI"
"461";50116;4;"w";1000;1;100;2012;"HBI"
"462";50116;3;"s";1000;1;80;2012;"HBI"
"463";50116;2;"o";1000;1;82;2012;"HBI"
"464";50116;1;"n";1000;1;36;2012;"HBI"
"465";50117;2;"o";1000;1;415;2012;"HBI"
"466";50117;4;"w";1000;2;-9;2012;"HBI"
"467";50117;3;"s";1000;2;-9;2012;"HBI"
"468";50117;1;"n";1000;1;450;2012;"HBI"
"469";50118;3;"s";1000;1;321;2012;"HBI"
"470";50118;1;"n";1000;1;143;2012;"HBI"
"471";50118;4;"w";1000;1;286;2012;"HBI"
"472";50118;2;"o";1000;1;205;2012;"HBI"
"473";50119;4;"w";1000;1;49;2012;"HBI"
"474";50119;1;"n";1000;1;205;2012;"HBI"
"475";50119;2;"o";1000;1;120;2012;"HBI"
"476";50119;3;"s";1000;1;177;2012;"HBI"
"477";50120;2;"o";1000;1;125;2012;"HBI"
"478";50120;1;"n";1000;1;500;2012;"HBI"
"479";50120;3;"s";1000;1;240;2012;"HBI"
"480";50120;4;"w";1000;1;145;2012;"HBI"
"481";50121;1;"n";1000;1;490;2012;"HBI"
"482";50121;4;"w";1000;1;410;2012;"HBI"
"483";50121;2;"o";1000;1;460;2012;"HBI"
"484";50121;3;"s";1000;1;400;2012;"HBI"
"485";50122;4;"w";500;1;437;2012;"HBI"
"486";50122;3;"s";1000;2;-9;2012;"HBI"
"487";50122;2;"o";1000;2;-9;2012;"HBI"
"488";50122;1;"n";1000;2;-9;2012;"HBI"
"489";50123;2;"o";1000;2;-9;2012;"HBI"
"490";50123;1;"n";1000;2;-9;2012;"HBI"
"491";50123;3;"s";1000;2;-9;2012;"HBI"
"492";50123;4;"w";1000;2;-9;2012;"HBI"
"493";50124;3;"s";1000;1;55;2012;"HBI"
"494";50124;4;"w";1000;1;497;2012;"HBI"
"495";50124;2;"o";1000;1;495;2012;"HBI"
"496";50124;1;"n";1000;1;447;2012;"HBI"
"497";50125;3;"s";1000;1;185;2012;"HBI"
"498";50125;4;"w";1000;1;347;2012;"HBI"
"499";50125;1;"n";1000;1;280;2012;"HBI"
"500";50125;2;"o";1000;1;180;2012;"HBI"
"501";50126;3;"s";1000;1;153;2012;"HBI"
"502";50126;1;"n";1000;1;243;2012;"HBI"
"503";50126;4;"w";1000;1;93;2012;"HBI"
"504";50126;2;"o";1000;1;212;2012;"HBI"
"505";50127;4;"w";1000;1;476;2012;"HBI"
"506";50127;3;"s";1000;1;485;2012;"HBI"
"507";50127;2;"o";1000;1;220;2012;"HBI"
"508";50127;1;"n";1000;1;429;2012;"HBI"
