bnr,bart,bund_nr,quirl,nadeljg,trieb,probe_nr,anmerkung
120041,gki,120041,7-15,0,-2,P169,
120041,gki,120041,7-15,+1,-2,P170,
120041,gki,120041,7-15,+2,-2,P171,
120042,gki,120042,7-15,0,-2,P76,
120042,gki,120042,7-15,+1,-2,P77,
120043,gki,120043,7-15,0,-2,P116,
120043,gki,120043,7-15,+1,-2,P117,
120043,gki,120043,7-15,+2,-2,P118,
120044,gki,120044,7-15,0,-2,P40,
120044,gki,120044,7-15,+1,-2,P41,
120044,gki,120044,7-15,+2,-2,P42,
120045,gki,120045,7-15,0,-2,P43,
120045,gki,120045,7-15,+1,-2,P44,
120046,gki,120046,7-15,0,-2,P133,
120046,gki,120046,7-15,+1,-2,P134,
120047,gki,120047,7-15,0,-2,P78,
120047,gki,120047,7-15,+1,-2,P79,
120048,gki,120048,7-15,0,-2,P104,
120048,gki,120048,7-15,+1,-2,P105,
120048,gki,120048,7-15,+2,-2,P106,
120049,ser,120049,-2,-2,1,P1083,
120050,gki,120050,7-15,0,-2,P135,
120050,gki,120050,7-15,+1,-2,P136,
120051,ei,120051,-2,-2,1,P1084,
120052,rbu,120052,-2,-2,1,P1085,
120054,gki,120054,7-15,0,-2,P229,
120054,gki,120054,7-15,+1,-2,P230,
120055,gki,120055,7-15,0,-2,P137,
120055,gki,120055,7-15,+1,-2,P138,
120056,rbu,120056,-2,-2,1,P1086,
120057,gki,120057,7-15,0,-2,P107,
120057,gki,120057,7-15,+1,-2,P108,
120057,gki,120057,7-15,+2,-2,P109,
120058,gki,120058,7-15,0,-2,P139,
120058,gki,120058,7-15,+1,-2,P140,
120059,gki,120059,7-15,0,-2,P141,
120059,gki,120059,7-15,+1,-2,P142,
120061,gki,120061,7-15,0,-2,P172,
120061,gki,120061,7-15,+1,-2,P173,
120061,gki,120061,7-15,+2,-2,P174,
120062,gki,120062,7-15,0,-2,P261,
120062,gki,120062,7-15,+1,-2,P262,
120066,gki,120066,7-15,0,-2,P263,
120066,gki,120066,7-15,+1,-2,P264,
120067,gki,120067,7-15,0,-2,P110,
120067,gki,120067,7-15,+1,-2,P111,
120067,gki,120067,7-15,+2,-2,P112,
120069,gki,120069,7-15,0,-2,P265,
120069,gki,120069,7-15,+1,-2,P266,
120070,gki,120070,7-15,0,-2,P96,
120070,gki,120070,7-15,+1,-2,P97,
120070,gki,120070,7-15,+2,-2,P98,
120072,ei,120072,-2,-2,1,P1087,
120073,gki,120073,7-15,0,-2,P99,
120073,gki,120073,7-15,+1,-2,P100,
120074,gki,120074,7-15,0,-2,P154,
120074,gki,120074,7-15,+1,-2,P155,
120074,gki,120074,7-15,+2,-2,P156,
120075,gki,120075,7-15,0,-2,P143,
120075,gki,120075,7-15,+1,-2,P144,
120076,gki,120076,7-15,0,-2,P269,
120076,gki,120076,7-15,+1,-2,P270,
120078,gki,120078,7-15,0,-2,P231,
120078,gki,120078,7-15,+1,-2,P232,
120079,gki,120079,7-15,0,-2,P210,
120079,gki,120079,7-15,+1,-2,P211,
120079,gki,120079,7-15,+2,-2,P212,
120080,ser,120080,-2,-2,1,P1088,
120081,gki,120081,7-15,0,-2,P163,
120081,gki,120081,7-15,+1,-2,P164,
120081,gki,120081,7-15,+2,-2,P165,
120083,gki,120083,7-15,0,-2,P70,
120083,gki,120083,7-15,+1,-2,P71,
120083,gki,120083,7-15,+2,-2,P72,
120084,rbu,120084,-2,-2,1,P1089,
120085,ei,120085,-2,-2,1,P1090,
120086,gki,120086,7-15,0,-2,P80,
120086,gki,120086,7-15,+1,-2,P81,
120088,gki,120088,7-15,0,-2,P245,
120088,gki,120088,7-15,+1,-2,P246,
120089,gki,120089,7-15,0,-2,P26,
120089,gki,120089,7-15,+1,-2,P27,
120089,gki,120089,7-15,+2,-2,P28,
120091,gki,120091,7-15,0,-2,P247,
120091,gki,120091,7-15,+1,-2,P248,
120092,gki,120092,7-15,0,-2,P17,
120092,gki,120092,7-15,+1,-2,P18,
120092,gki,120092,7-15,+2,-2,P19,
120093,gki,120093,7-15,0,-2,P119,
120093,gki,120093,7-15,+1,-2,P120,
120093,gki,120093,7-15,+2,-2,P121,
120094,ei,120094,-2,-2,1,P1091,
120095,gki,120095,7-15,0,-2,P249,
120095,gki,120095,7-15,+1,-2,P250,
120096,gki,120096,7-15,0,-2,P251,
120096,gki,120096,7-15,+1,-2,P252,
120097,ser,120097,-2,-2,1,P1092,
120098,ser,120098,-2,-2,1,P1093,
120100,gki,120100,7-15,0,-2,P253,
120100,gki,120100,7-15,+1,-2,P254,
120101,gki,120101,7-15,0,-2,P221,
120101,gki,120101,7-15,+1,-2,P222,
120102,gki,120102,7-15,0,-2,P223,
120102,gki,120102,7-15,+1,-2,P224,
120103,gki,120103,7-15,0,-2,P82,
120103,gki,120103,7-15,+1,-2,P83,
120103,gki,120103,7-15,+2,-2,P84,
120104,ei,120104,-2,-2,1,P1094,
120105,gki,120105,7-15,0,-2,P23,
120105,gki,120105,7-15,+1,-2,P24,
120105,gki,120105,7-15,+2,-2,P25,
120107,gki,120107,7-15,0,-2,P85,
120107,gki,120107,7-15,+1,-2,P86,
120107,gki,120107,7-15,+2,-2,P87,
120109,gki,120109,7-15,0,-2,P181,
120109,gki,120109,7-15,+1,-2,P182,
120111,gki,120111,7-15,0,-2,P157,
120111,gki,120111,7-15,+1,-2,P158,
120111,gki,120111,7-15,+2,-2,P159,
120112,gki,120112,7-15,0,-2,P235,
120112,gki,120112,7-15,+1,-2,P236,
120113,gki,120113,7-15,0,-2,P35,
120113,gki,120113,7-15,+1,-2,P36,
120114,gki,120114,7-15,0,-2,P20,
120114,gki,120114,7-15,+1,-2,P21,
120114,gki,120114,7-15,+2,-2,P22,
120115,gki,120115,7-15,0,-2,P183,
120115,gki,120115,7-15,+1,-2,P184,
120116,gki,120116,7-15,0,-2,P237,
120116,gki,120116,7-15,+1,-2,P238,
120118,gki,120118,7-15,0,-2,P255,
120118,gki,120118,7-15,+1,-2,P256,
120120,gki,120120,7-15,0,-2,P67,
120120,gki,120120,7-15,+1,-2,P68,
120120,gki,120120,7-15,+2,-2,P69,
120122,gki,120122,7-15,0,-2,P213,
120122,gki,120122,7-15,+1,-2,P214,
120122,gki,120122,7-15,+2,-2,P215,
120123,gki,120123,7-15,0,-2,P216,
120123,gki,120123,7-15,+1,-2,P217,
120123,gki,120123,7-15,+2,-2,P218,
120125,gki,120125,7-15,0,-2,P122,
120125,gki,120125,7-15,+1,-2,P123,
120125,gki,120125,7-15,+2,-2,P124,
120127,gki,120127,7-15,0,-2,P185,
120127,gki,120127,7-15,+1,-2,P186,
120128,gki,120128,7-15,0,-2,P8,
120128,gki,120128,7-15,+1,-2,P9,
120128,gki,120128,7-15,+2,-2,P10,
120129,gki,120129,7-15,0,-2,P11,
120129,gki,120129,7-15,+1,-2,P12,
120129,gki,120129,7-15,+2,-2,P13,
120130,gki,120130,7-15,0,-2,P88,
120130,gki,120130,7-15,+1,-2,P89,
120131,gki,120131,7-15,0,-2,P187,
120131,gki,120131,7-15,+1,-2,P188,
120133,gki,120133,7-15,0,-2,P145,
120133,gki,120133,7-15,+1,-2,P146,
120133,gki,120133,7-15,+2,-2,P147,
120134,gki,120134,7-15,0,-2,P178,
120134,gki,120134,7-15,+1,-2,P179,
120134,gki,120134,7-15,+2,-2,P180,
120135,gki,120135,7-15,0,-2,P225,
120135,gki,120135,7-15,+1,-2,P226,
120136,gki,120136,7-15,0,-2,P243,
120136,gki,120136,7-15,+1,-2,P244,
120137,gki,120137,7-15,0,-2,P45,
120137,gki,120137,7-15,+1,-2,P46,
120137,gki,120137,7-15,+2,-2,P47,
120138,gki,120138,7-15,0,-2,P48,
120138,gki,120138,7-15,+1,-2,P49,
120138,gki,120138,7-15,+2,-2,P50,
120140,gki,120140,7-15,0,-2,P125,
120140,gki,120140,7-15,+1,-2,P126,
120140,gki,120140,7-15,+2,-2,P127,
120141,gki,120141,7-15,0,-2,P189,
120141,gki,120141,7-15,+1,-2,P190,
120142,gki,120142,7-15,0,-2,P191,
120142,gki,120142,7-15,+1,-2,P192,
120143,gki,120143,7-15,0,-2,P148,
120143,gki,120143,7-15,+1,-2,P149,
120143,gki,120143,7-15,+2,-2,P150,
120144,gki,120144,7-15,0,-2,P257,
120144,gki,120144,7-15,+1,-2,P258,
120145,gki,120145,7-15,0,-2,P37,
120145,gki,120145,7-15,+1,-2,P38,
120145,gki,120145,7-15,+2,-2,P39,
120146,gki,120146,7-15,0,-2,P51,
120146,gki,120146,7-15,+1,-2,P52,
120146,gki,120146,7-15,+2,-2,P53,
120147,gki,120147,7-15,0,-2,P259,
120147,gki,120147,7-15,+1,-2,P260,
120149,gki,120149,7-15,0,-2,P128,
120149,gki,120149,7-15,+1,-2,P129,
120149,gki,120149,7-15,+2,-2,P130,
120150,gki,120150,7-15,0,-2,P175,
120150,gki,120150,7-15,+1,-2,P176,
120150,gki,120150,7-15,+2,-2,P177,
120151,gki,120151,7-15,0,-2,P271,
120151,gki,120151,7-15,+1,-2,P272,
120153,gki,120153,7-15,0,-2,P193,
120153,gki,120153,7-15,+1,-2,P194,
120153,gki,120153,7-15,+2,-2,P273,
120156,gki,120156,7-15,0,-2,P90,
120156,gki,120156,7-15,+1,-2,P91,
120159,ser,120159,-2,-2,1,P1095,
