bund_nr,othori,uthori,uz,farbe,humus,kalk,hydrooxid,hydrooxidanteil,hydrored,hydroredanteil,geform,aggroesse,pedogen,wurzelintfein,wurzelintgrob,wurzelverteil
120035,28,55,,10YR5/4,h1,c0,e0,-2,r0,-2,ein,-1,-1,wf3,wg3,g
120035,55,75,,10YR6/6,h1,c0,e0,-2,r0,-2,ein,-1,ko,wf3,wg2,u
120035,75,95,,10YR7/4,h0,c0,eh,f2,r0,-2,ein,-1,-9,wf2,wg2,u
120035,95,185,,10YR7/4,h0,c0,eo,f3,r0,-2,koh,-1,-9,wf2,wg1,u
120035,185,210,True,10YR7/3,h0,c0,e0,-2,r0,-2,ein,-1,-1,wf0,wg0,z
120036,0,7,,10YR3/2,h3,c0,e0,-2,r0,-2,ein,-1,-1,wf0,wg3,g
120036,7,30,,10YR5/4,h2,c0,e0,-2,r0,-2,ein,-1,ko,wf0,wg4,g
120036,30,55,,10YR5/6,h1,c0,e0,-2,r0,-2,ein,-1,ko,wf0,wg3,g
120036,55,80,,10YR6/6,h0,c0,eo,f2,rs,f2,ein,-1,ko,wf4,wg3,u
120036,80,120,,10YR7/6,h0,c0,eh,f4,r0,-2,ein,-1,-1,wf3,wg2,u
120036,120,180,,10YR7/1,h0,c0,eh,f2,r0,-2,ein,-1,hu,wf2,wg1,u
120036,180,200,True,10YR7/6,h0,c0,eh,f3,r0,-2,ein,-1,-1,wf1,wg1,u
120037,0,2,,10YR4/3,h2,c0,e0,-2,r0,-2,ein,-1,-1,wf3,wg1,g
120037,2,60,,10YR4/6,h1,c0,e0,-2,r0,-2,ein,-1,-1,wf3,wg3,u
120037,60,80,,10YR5/6,h0,c0,e0,-2,r0,-2,ein,-1,ko;hu,wf3,wg3,g
120037,80,100,,10YR6/4,h0,c0,eh,f2,r0,-2,ein,-1,-1,wf2,wg2,u
120037,100,140,True,10YR6/3,h0,c0,eo,f4,r0,-2,ein,-1,-1,wf0,wg0,z
120038,0,3,,10YR4/1,h2,c0,e0,-2,r0,-2,ein,-1,-1,wf0,wg0,z
120038,3,10,,10YR5/3,h1,c0,e0,-2,r0,-2,ein,-1,-1,wf4,wg3,g
120038,10,35,,10YR6/4,h1,c0,e0,-2,r0,-2,ein,-1,-1,wf3,wg2,g
120038,35,65,,10YR7/4,h0,c0,e0,-2,r0,-2,ein,-1,-9,wf3,wg2,g
120038,65,100,,10YR7/3,h0,c0,eo,f3,r0,-2,ein,-1,-9,wf1,wg1,u
120038,100,140,,10YR8/2,h0,c0,eo,f2,r0,-2,koh,-1,-9,wf1,wg2,u
120038,140,160,,10YR7/4,h0,c0,eh,f2,r0,-2,ein,-1,-9,wf1,wg2,u
120038,160,180,True,10YR5/4,h0,c0,eo,f4,r0,-2,ein,-1,-9,wf0,wg0,z
120039,0,4,,10YR4/3,h2,c0,e0,-2,r0,-2,ein,-1,-1,wf4,wg2,g
120039,4,25,,10YR3/4,h1,c0,e0,-2,r0,-2,koh,-1,ko,wf3,wg3,g
120039,25,55,,10YR6/6,h0,c0,e0,-2,r0,-2,ein,-1,-1,wf4,wg3,g
120039,55,90,,10YR7/4,h0,c0,e0,-2,r0,-2,ein,-1,-9,wf2,wg2,u
120039,90,130,,10YR7/3,h0,c0,eo,f2,r0,-2,ein,-1,-9,wf2,wg2,u
120039,130,170,,10YR6/4,h0,c0,eo,f4,r0,-2,ein,-1,-9,wf1,wg1,u
120039,170,210,True,10YR6/6,h0,c0,eh,f3,r0,-2,ein,-1,-1,wf1,wg1,u
120040,0,9,,10YR3/3,h3,c0,e0,-2,r0,-2,koh,-1,-1,wf4,wg3,g
120040,9,17,,10YR3/4,h1,c0,e0,-2,r0,-2,koh,-1,-1,wf4,wg3,g
120040,17,35,,10YR4/6,h0,c0,e0,-2,r0,-2,koh,-1,-1,wf3,wg3,g
