bund_nr,othori,uthori,uz,farbe,humus,kalk,hydrooxid,hydrooxidanteil,hydrored,hydroredanteil,geform,aggroesse,pedogen,wurzelintfein,wurzelintgrob,wurzelverteil
140009,20,55,,10YR6/4,h1,c0,-1,-1,-1,-1,ein,-1,-1,wf1,wg1,g
140009,55,110,,10YR7/3,h1,c0,-1,-1,-1,-1,ein,-1,-1,wf1,wg1,g
140009,110,130,,7.5YR5/8,h1,c0,eo,f7,rb,f4,koh,-1,-1,wf1,wg1,g
140009,130,180,True,10YR6/1,h1,c0,eh,f4,rb,f4,koh,-1,-1,wf0,wg1,g
140010,0,10,,10YR5/2,h2,c0,-1,-1,-1,-1,ein,-1,-1,wf3,wg2,g
140010,10,45,,10YR4/6,h1,c0,eo,f8,-1,-1,ein,-1,-1,wf3,wg2,g
140010,45,76,,10YR6/4,h1,c0,eo,f6,rb,f6,ein,-1,-1,wf2,wg2,l
140010,76,140,True,10YR7/3,h1,c0,-1,-1,rb,f8,ein,-1,-1,wf2,wg2,l
140011,0,5,,10YR5/2,h3,c0,-1,-1,-1,-1,ein,-1,-1,wf3,wg2,g
140011,5,40,,10YR7/1,h2,c0,-1,-1,-1,-1,ein,-1,-1,wf1,wg1,g
140011,40,47,,5YR3/3,h3,c0,-1,-1,-1,-1,ein,-1,-1,wf2,wg2,g
140011,47,110,True,7.5YR5/6,h1,c0,ed,f5,-1,-1,ein,-1,-1,wf0,wg0,z
140012,0,10,,10YR2/1,h6,c0,-1,-1,-1,-1,kru,gre3,oh,wf4,wg3,g
140012,10,45,,7.5YR3/3,h2,c0,eo,f4,-1,-1,kit,-1,-1,wf3,wg3,g
140012,45,130,True,2.5Y7/3,h1,c0,eo,f3,rb,f8,ein,-1,-1,wf2,wg2,g
140013,0,3,,10YR4/2,h3,c0,-1,-1,-1,-1,ein,-1,-1,wf4,wg3,g
140013,3,40,,10YR5/8,h1,c0,-1,-1,-1,-1,ein,-1,oh,wf4,wg2,g
140013,40,54,,10YR7/8,h1,c0,-1,-1,-1,-1,ein,-1,-1,wf2,wg0,g
140013,54,90,,10YR7/3,h0,c0,-1,-1,-1,-1,ein,-1,-1,wf2,wg0,g
140013,90,140,True,10YR7/3,h0,c0,-1,-1,-1,-1,ein,-1,-1,wf1,wg0,g
140014,0,4,,10YR4/3,h3,-1,-1,-1,-1,-1,ein,-1,oh,wf3,wg3,g
140014,4,46,,10YR6/4,h1,-1,-1,-1,-1,-1,ein,-1,oh,wf3,wg2,g
140014,46,65,,10YR6/4,h1,-1,-1,-1,-1,-1,ein,-1,-1,wf2,wg1,g
140014,65,140,True,5YR5/8,h0,-1,eo,f7,rb,f6,ein,-1,-1,wf1,wg0,g
140015,0,6,,7.5YR6/1,h2,c0,-1,-1,-1,-1,ein,-1,-1,wf3,wg2,g
140015,6,10,,7.5YR6/3,h2,c0,-1,-1,-1,-1,ein,-1,-1,wf3,wg3,g
140015,10,40,,5YR5/8,h1,c0,-1,-1,-1,-1,ein,-1,-1,wf2,wg2,g
140015,40,70,,7.5YR7/4,h1,c0,eh,f4,rb,f4,ein,-1,-1,wf1,wg1,g
140015,70,140,True,10YR8/1,h0,c0,eh,f4,rb,f8,ein,-1,-1,wf1,wg1,g
140016,0,7,,7.5YR4/2,h3,c0,-1,-1,-1,-1,ein,-1,-1,wf4,wg3,g
140016,7,20,,7.5YR5/4,h1,c0,-1,-1,-1,-1,ein,-1,-1,wf3,wg3,g
140016,20,60,,10YR7/4,h1,c0,-1,-1,-1,-1,ein,-1,-1,wf3,wg3,l
140016,60,90,True,10YR7/3,h1,c0,-1,-1,-1,-1,ein,-1,-1,wf2,wg2,g
140017,0,5,,7.5YR3/2,h3,c0,-1,-1,-1,-1,ein,-1,-1,wf4,wg2,g
140017,5,10,,7.5YR5/8,h1,c0,-1,-1,-1,-1,ein,-1,-1,wf3,wg2,g
140017,10,70,,7.5YR5/6,h1,c0,-1,-1,-1,-1,ein,-1,-1,wf3,wg2,g
140017,70,90,True,2.5YR5/4,h1,c0,-1,-1,-1,-1,ein,-1,-1,wf2,wg1,g
140018,0,5,,10YR4/3,h3,c0,-1,-1,-1,-1,ein,-1,-1,wf4,wg3,g
140018,5,45,,10YR5/6,h1,c0,-1,-1,-1,-1,ein,-1,-1,wf3,wg2,g
140018,45,90,,2.5Y5/4,h1,c0,-1,-1,-1,-1,ein,-1,-1,wf1,wg1,g
140019,0,6,,10YR3/2,h3,c0,-1,-1,-1,-1,ein,-1,-1,wf4,wg3,g
140019,6,20,,10YR3/3,h2,c0,-1,-1,-1,-1,ein,-1,-1,wf4,wg2,g
140019,20,55,,10YR5/8,h1,c0,-1,-1,-1,-1,ein,-1,-1,wf3,wg2,r
140019,55,85,,10YR6/6,h1,c0,-1,-1,-1,-1,ein,-1,-1,wf3,wg1,r
140019,85,140,True,10YR6/6,h1,c0,-1,-1,-1,-1,ein,-1,-1,wf1,wg1,r
140020,0,5,,10YR5/3,h2,c0,-1,-1,-1,-1,ein,-1,-1,wf2,wg3,g
140020,5,20,,10YR6/3,h1,c0,-1,-1,-1,-1,ein,-1,-1,wf2,wg2,g
140020,20,55,,10YR5/8,h1,c0,-1,-1,-1,-1,ein,-1,-1,wf3,wg2,n
140020,55,80,,10YR6/4,h1,c0,-1,-1,-1,-1,ein,-1,-1,wf2,wg2,n
140020,80,135,,10YR8/2,h1,c0,-1,-1,-1,-1,ein,-1,-1,wf1,wg1,g
140020,135,160,True,10YR4/1,h0,c0,ed,f4,rb,f6,koh,-1,-1,wf0,wg0,z
140021,0,2,,7.5YR4/3,h3,c0,-1,-1,-1,-1,ein,-1,-1,wf4,wg3,g
140021,2,33,,10YR4/6,h1,c0,-1,-1,-1,-1,ein,-1,-1,wf4,wg3,g
140021,33,145,True,10YR6/6,h1,c0,-1,-1,-1,-1,ein,-1,-1,wf2,wg1,g
140022,0,5,,10YR4/2,h3,c0,-1,-1,-1,-1,ein,-1,-1,wf4,wg2,u
140022,5,25,,10YR6/8,h1,c0,-1,-1,-1,-1,ein,-1,-1,wf4,wg2,u
140022,25,55,,2.5Y7/4,h1,c0,eh,f6,rb,f6,sub,gre3,-1,wf2,wg1,
140022,55,85,True,2.5Y6/3,h1,c0,ed,f5,rb,f7,pol,gre4,-1,wf2,wg1,
140023,0,10,,7.5YR3/2,h3,c0,-1,-1,-1,-1,kru,gre2,-1,wf6,wg2,g
140023,10,65,,5YR4/4,h1,c0,-1,-1,-1,-1,ein,-1,-1,wf3,wg3,l
140023,65,100,True,7.5YR7/3,h1,c0,-1,-1,-1,-1,ein,-1,-1,wf3,wg2,l
140024,0,10,,10YR4/2,h3,c0,-1,-1,-1,-1,ein,-1,oh,wf4,wg1,g
140024,10,35,,10YR4/6,h1,c0,-1,-1,-1,-1,ein,-1,-1,wf3,wg1,g
140024,35,66,,10YR6/4,h1,c0,-1,-1,-1,-1,ein,-1,-1,wf2,wg1,g
140024,66,90,True,10YR5/6,h1,c0,ed,f2,rb,f2,sub,gre2,-1,wf1,wg0,g
140025,0,10,,10YR5/2,h3,c0,-1,-1,-1,-1,ein,-1,oh,wf4,wg2,g
140025,10,40,,10YR6/6,h1,c0,-1,-1,-1,-1,ein,-1,-1,wf3,wg2,u
140025,40,90,,10YR7/3,h1,c0,-1,-1,-1,-1,ein,-1,-1,wf2,wg1,u
140025,90,140,True,10YR7/1,h1,c0,eo,f4,rb,f8,ein,-1,-1,wf0,wg0,z
140026,0,3,,10YR4/2,h3,-9,-1,-1,-1,-1,kru,gre2,-1,wf4,wg3,g
140026,3,30,,10YR4/6,h1,-9,-1,-1,-1,-1,sub,gre1,-1,wf4,wg2,g
140026,30,60,,2.5YR6/3,h1,-9,-1,-1,-1,-1,sub,gre1,-1,wf4,wg2,g
140026,60,90,True,10YR5/3,h1,-9,-1,-1,-1,-1,ein,-1,-1,wf2,wg1,g
140027,0,4,,10YR4/3,h3,c0,-1,-1,-1,-1,pla,-1,-1,wf4,wg3,g
140027,4,25,,10YR5/4,h1,c0,es,f3,-1,-1,pla,-1,-1,wf3,wg2,g
140027,25,50,,10YR6/3,h1,c0,ed,f6,rb,f7,pol,gre2,-1,wf1,wg1,g
140027,50,90,True,7.5YR5/6,h1,c0,ed,f7,rb,f6,pri,gre4,-1,wf1,wg1,g
140028,0,5,,7.5YR4/2,h3,c0,-1,-1,-1,-1,ein,-1,-1,wf2,wg2,g
140028,5,10,,7.5YR6/2,h2,c0,-1,-1,-1,-1,ein,-1,-1,wf2,wg2,g
140028,10,13,,7.5YR3/4,h2,c0,-1,-1,-1,-1,sub,gre2,-1,wf3,wg3,g
140028,13,30,,7.5YR5/6,h1,c0,-1,-1,-1,-1,sub,gre3,-1,wf3,wg3,g
140028,30,60,,10YR5/6,h1,c0,eh,f3,-1,-1,sub,gre3,-1,wf1,wg1,g
140028,60,90,True,10YR7/4,h1,c0,eh,f3,-1,-1,ein,-1,-1,wf0,wg0,z
140029,0,4,,7.5YR3/2,h4,c0,-1,-1,-1,-1,sub,gre1,-1,wf4,wg3,g
140029,4,12,,7.5YR4/6,h2,c0,-1,-1,-1,-1,sub,gre2,-1,wf3,wg3,g
140029,12,50,,10YR5/6,h1,c0,-1,-1,-1,-1,sub,gre2,-1,wf1,wg1,g
140029,50,70,,10YR5/6,h1,c0,-1,-1,-1,-1,sub,gre2,-1,wf0,wg1,g
140029,70,110,,2.5Y5/4,h1,c0,-1,-1,-1,-1,ein,-1,-1,wf1,wg1,g
140029,110,140,True,2.5Y5/4,h1,c0,-1,-1,-1,-1,ein,-1,-1,wf1,wg1,g
140030,0,20,,10YR4/1,h2,c0,-1,-1,-1,-1,ein,-1,-1,wf4,wg3,g
140030,20,40,,10YR6/2,h1,c0,-1,-1,-1,-1,ein,-1,-1,wf2,wg1,g
140030,40,60,,10YR5/3,h1,c0,-1,-1,-1,-1,ein,-1,-1,wf1,wg0,g
140031,0,10,,7.5YR2.5/1,h2,c0,-1,-1,-1,-1,ein,-1,-1,wf2,wg1,g
140031,10,16,,5YR3/3,h2,c0,-1,-1,-1,-1,ein,-1,-1,wf2,wg1,g
140031,16,30,,7.5YR4/6,h1,c0,-1,-1,-1,-1,ein,-1,-1,wf1,wg1,g
140031,30,75,,7.5YR5/8,h1,c0,-1,-1,-1,-1,ein,-1,-1,wf1,wg0,g
140031,75,90,True,10GY8/1,h1,c0,-1,-1,-1,-1,ein,-1,-1,wf1,wg0,g
140032,0,3,,10YR4/3,h3,c0,-1,-1,-1,-1,sub,gre1,-1,wf4,wg2,g
140032,3,40,,10YR5/4,h1,c0,-1,-1,-1,-1,sub,gre3,-1,wf3,wg2,g
140032,40,80,True,10YR5/4,h1,c0,-1,-1,-1,-1,sub,gre3,-1,wf1,wg1,g
140033,0,10,,10YR3/2,h4,c0,eo,f3,-1,-1,kru,gre3,-1,wf4,wg2,g
140033,10,65,,10YR6/2,h1,c0,eo,f6,rb,f7,koh,-1,-1,wf1,wg1,g
140033,65,80,True,10YR7/6,h1,c0,eo,f7,rb,f6,koh,-1,-1,wf1,wg1,g
140034,0,8,,7.5YR3/3,h3,c0,-1,-1,-1,-1,ein,-1,-1,wf4,wg2,g
140034,8,60,,7.5YR5/8,h1,c0,-1,-1,-1,-1,ein,-1,-1,wf3,wg2,g
140034,60,90,True,10YR5/6,h1,c0,-1,-1,-1,-1,ein,-1,-1,wf1,wg1,g
140035,0,8,,7.5YR4/3,h3,c0,-1,-1,-1,-1,sub,gre2,-1,wf2,wg1,g
140035,8,55,,7.5YR4/4,h1,c0,-1,-1,-1,-1,sub,gre2,-1,wf4,wg3,g
140035,55,90,True,10YR5/3,h1,c0,-1,-1,-1,-1,sub,gre2,-1,wf1,wg1,g
140036,0,8,,-1,h6,c0,-1,-1,-1,-1,-9,-1,-1,wf5,wg4,g
140036,8,68,,-1,h1,c0,-1,-1,-1,-1,-9,-1,-1,wf2,wg2,u
140037,0,5,,5YR4/3,h3,c0,-1,-1,-1,-1,sub,gre2,-1,wf2,wg2,g
140037,5,10,,5YR4/4,h2,c0,-1,-1,-1,-1,sub,gre2,-1,wf2,wg1,u
140037,10,60,,7.5YR4/4,h1,c0,-1,-1,-1,-1,sub,gre2,-1,wf1,wg1,g
140037,60,75,True,7.5YR7/6,h1,c0,-1,-1,-1,-1,sub,gre2,-1,wf1,wg1,g
140038,0,10,,7.5YR5/3,h3,c0,-1,-1,-1,-1,kru,gre2,-1,wf3,wg2,g
140038,10,30,,7.5YR5/8,h2,c0,-1,-1,-1,-1,kru,gre2,-1,wf2,wg2,n
140038,30,60,,7.5YR5/6,h1,c0,-1,-1,-1,-1,kru,gre2,-1,wf1,wg1,g
140038,60,90,,5YR6/6,h1,c0,-1,-1,-1,-1,sub,gre3,-1,wf0,wg0,z
140039,0,5,,10YR3/1,h3,-1,-1,-1,-1,-1,kru,gre2,-1,wf4,wg2,g
140039,5,20,,5YR5/2,h3,-1,-1,-1,-1,-1,kru,gre2,-1,wf3,wg2,g
140039,20,43,,7.5YR4/6,h3,-1,-1,-1,-1,-1,kru,gre2,-1,wf4,wg3,g
140039,43,70,,7.5YR4/6,h2,-1,-1,-1,-1,-1,sub,gre2,-1,wf3,wg3,g
140039,70,90,,7.5YR5/6,h1,-1,-1,-1,-1,-1,sub,gre2,-1,wf0,wg0,g
140039,90,95,,10YR5/6,h1,-1,-1,-1,-1,-1,-9,-1,-1,wf0,wg0,g
140040,0,5,,7.5YR4/2,h3,c0,-1,-1,-1,-1,kru,-1,-1,wf3,wg1,g
140040,5,10,,5YR4/4,h1,c0,-1,-1,-1,-1,sub,-1,-1,wf3,wg2,g
140040,10,60,,10YR4/6,h1,c0,-1,-1,-1,-1,sub,-1,-1,wf3,wg2,g
140040,60,80,,10YR4/6,h1,c0,-1,-1,-1,-1,sub,-1,-1,wf1,wg1,g
140040,80,81,True,-1,-1,-1,-1,-1,-1,-1,-9,-1,-1,wf0,wg0,g
140041,0,6,,7.5YR3/3,h3,c0,-1,-1,-1,-1,kru,gre2,-1,wf3,wg2,g
140041,6,60,,10YR5/8,h1,c0,-1,-1,-1,-1,sub,gre3,-1,wf2,wg1,g
140041,60,90,,10YR4/4,h1,c0,-1,-1,-1,-1,sub,gre3,-1,wf2,wg1,g
140041,90,91,True,-1,h0,c0,-1,-1,-1,-1,-9,-1,-1,wf0,-1,-1
140042,0,3,,10YR3/2,h4,c0,-1,-1,-1,-1,kru,gre2,-1,wf4,wg3,g
140042,3,16,,10YR4/3,h3,c0,-1,-1,-1,-1,kru,gre2,-1,wf3,wg1,g
140042,16,42,,10YR5/6,h1,c0,eh,f4,-1,-1,sub,gre2,-1,wf2,wg1,g
140042,42,60,,10YR5/4,h1,c0,eh,f5,rb,f5,sub,gre3,-1,wf1,wg0,g
140043,0,5,,7.5YR3/3,h3,c0,-1,-1,-1,-1,kru,gre1,-1,wf5,wg2,g
140043,5,45,,10YR5/4,h2,c0,-1,-1,-1,-1,kru,gre1,-1,wf4,wg3,g
140043,45,77,,10YR5/6,h1,c0,eo,f1,rb,f1,kru,gre1,-1,wf3,wg2,g
140043,77,140,,10YR5/8,h1,c0,eo,f1,rb,f4,kru,gre1,-1,wf3,wg2,g
140043,140,160,True,2.5Y5/3,h0,c0,-1,-1,-1,-1,-9,-1,-1,wf0,wg0,z
140044,0,6,,10YR3/2,h4,c0,-1,-1,-1,-1,sub,gre2,-1,wf3,wg1,g
140044,6,43,,10YR4/4,h1,c0,-1,-1,-1,-1,sub,gre2,-1,wf1,wg1,g
140044,43,80,,10YR4/2,h0,c0,-1,-1,-1,-1,sub,gre2,-1,wf1,wg1,g
140045,0,10,,7.5YR3/2,h4,c0,-1,-1,-1,-1,kru,gre2,-1,wf3,wg1,g
140045,10,23,,7.5YR3/3,h3,c0,-1,-1,-1,-1,sub,gre2,-1,wf3,wg1,g
140045,23,40,,5YR5/8,h1,c0,-1,-1,-1,-1,sub,gre3,-1,wf3,wg3,g
140045,40,60,True,10YR5/6,h1,c0,-1,-1,-1,-1,sub,gre3,-1,wf1,wg1,g
140046,0,8,,7.5YR5/2,h3,c0,-1,-1,-1,-1,kru,gre1,-1,wf3,wg2,g
140046,8,18,,7.5YR6/3,h1,c0,-1,-1,-1,-1,ein,-1,-1,wf2,wg2,g
140046,18,85,,10YR5/6,h1,c0,-1,-1,-1,-1,ein,-1,-1,wf3,wg1,g
140046,85,86,True,10YR5/6,h0,c0,-1,-1,-1,-1,-9,-1,-1,wf1,wg0,g
140047,0,6,,10YR3/2,h4,c0,-1,-1,-1,-1,sub,gre2,-1,wf2,wg2,g
140047,6,24,,7.5YR4/2,h1,c0,-1,-1,-1,-1,sub,gre3,-1,wf1,wg1,g
140047,24,40,,7.5YR3/3,h1,c0,-1,-1,-1,-1,sub,gre3,-1,wf1,wg1,g
140047,40,65,,10YR5/3,h0,c0,eh,f2,-1,-1,sub,gre3,-1,wf1,wg1,g
140047,65,80,,10YR6/4,h0,c0,eh,f6,rb,f2,sub,gre3,-1,wf0,wg0,g
140048,0,5,,10YR3/2,h4,c0,-1,-1,-1,-1,sub,gre1,-1,wf3,wg2,g
140048,5,10,,5YR3/2,h2,c0,-1,-1,-1,-1,kru,gre1,-1,wf2,wg1,g
140048,10,19,,5YR4/6,h1,c0,-1,-1,-1,-1,sub,gre1,-1,wf2,wg1,g
140048,19,50,,7.5YR3/3,h1,c0,-1,-1,-1,-1,sub,gre1,-1,wf2,wg1,g
140048,50,80,,5YR5/6,h1,c0,-1,-1,-1,-1,sub,gre1,-1,wf2,wg1,g
140048,80,100,True,7.5YR5/4,h1,c0,-1,-1,-1,-1,ein,-1,-1,wf1,wg0,g
140049,0,5,,7.5YR3/3,h4,c0,-1,-1,-1,-1,kru,gre2,-1,wf4,wg2,g
140049,5,10,,7.5YR4/4,h1,c0,-1,-1,-1,-1,kru,gre2,-1,wf4,wg2,g
140049,10,70,,10YR5/6,h1,c0,eh,f3,rb,f3,kru,gre2,-1,wf4,wg2,u
140049,70,85,True,10YR5/4,h1,c0,-1,-1,-1,-1,kru,gre1,-1,wf1,wg1,g
140050,0,5,,7.5YR3/3,h4,c0,-1,-1,-1,-1,sub,gre2,-1,wf4,wg2,g
140050,5,30,,7.5YR5/8,h1,c0,-1,-1,-1,-1,sub,gre2,-1,wf5,wg2,g
140050,30,80,,2.5Y5/4,h1,c0,-1,-1,-1,-1,sub,gre2,-1,wf3,wg1,n
140051,0,7,,7.5YR4/3,h3,c0,-1,-1,-1,-1,kru,gre2,-1,wf3,wg2,g
140051,7,15,,10YR5/6,h1,c0,-1,-1,-1,-1,ein,-1,-1,wf4,wg3,g
140051,15,60,,10YR6/6,h1,c0,-1,-1,-1,-1,ein,-1,-1,wf3,wg2,u
140051,60,100,True,7.5YR6/8,h1,c0,-1,-1,-1,-1,ein,-1,-1,wf2,wg1,g
140052,0,15,,10YR4/4,h3,c0,-1,-1,-1,-1,sub,gre2,-1,wf3,wg1,g
140052,15,35,,10YR5/4,h1,c0,-1,-1,-1,-1,sub,gre2,-1,wf2,wg1,g
140052,35,70,,7.5YR5/4,h1,c0,-1,-1,-1,-1,sub,gre2,-1,wf1,wg1,g
140052,70,77,,5Y5/3,h0,c0,eh,f4,rb,f4,-9,-1,-1,wf0,wg1,g
140053,0,8,,10YR3/3,h4,c0,-1,-1,-1,-1,kru,gre2,-1,wf4,wg2,g
140053,8,26,,10YR5/3,h1,c0,-1,-1,-1,-1,sub,gre2,-1,wf2,wg1,g
140053,26,65,,7.5YR5/6,h1,c0,-1,-1,-1,-1,sub,gre2,-1,wf3,wg2,g
140053,65,80,,10YR6/3,h1,c0,-1,-1,-1,-1,sub,gre2,-1,wf1,wg1,g
140054,0,4,,7.5YR5/3,h3,c0,-1,-1,-1,-1,kru,gre1,oh,wf2,wg1,g
140054,4,30,,10YR8/2,h1,c0,ed,f2,rb,f9,sub,gre2,-1,wf1,wg1,g
140054,30,90,True,7.5YR6/6,h1,c0,eh,f8,rb,f5,sub,gre3,-1,wf1,wg1,g
140055,0,5,,10YR4/3,h3,c0,-1,-1,-1,-1,kru,gre1,-1,wf3,wg2,g
140055,5,20,,10YR5/4,h2,c0,-1,-1,-1,-1,kru,gre1,-1,wf2,wg1,g
140055,20,35,,10YR5/6,h1,c0,eo,f3,-1,-1,sub,gre2,-1,wf2,wg1,g
140055,35,65,,10YR6/3,h1,c0,eo,f5,rb,f7,sub,gre3,-1,wf1,wg0,g
140055,65,90,True,7.5YR5/6,h1,c0,ed,f7,rb,f7,sub,gre3,-1,wf1,wg0,g
140056,0,2,,10YR4/3,h3,c0,-1,-1,-1,-1,kru,gre1,-1,wf3,wg2,g
140056,2,33,,7.5YR5/6,h1,c0,ed,f2,rb,f2,sub,gre2,-1,wf2,wg2,g
140056,33,70,,7.5YR6/6,h1,c0,eo,f5,rb,f5,sub,gre2,-9,wf1,wg1,g
140056,70,90,True,5YR5/6,h1,c0,eo,f6,rb,f5,pol,gre3,-1,wf1,wg0,g
140057,0,4,,10YR3/3,h4,c0,-1,-1,-1,-1,kru,gre1,-1,wf3,wg3,g
140057,4,40,,10YR5/8,h1,c0,-1,-1,-1,-1,kru,gre1,-1,wf2,wg2,g
140057,40,90,True,2.5Y5/4,h1,c0,-1,-1,-1,-1,kru,gre2,-1,wf1,wg1,g
140058,0,2,,7.5YR4/3,h2,c0,-1,-1,-1,-1,kru,gre1,-1,wf4,wg2,g
140058,2,35,,10Y7/1,h1,c0,ed,f1,rb,f1,sub,gre2,-1,wf3,wg2,g
140058,35,70,,10YR6/4,h1,c0,ed,f5,rb,f7,sub,gre3,-1,wf1,wg1,g
140058,70,90,True,7.5YR5/6,h1,c0,ed,f7,rb,f5,pol,gre3,-1,wf1,wg1,g
140059,0,3,,7.5YR4/3,h3,c0,-1,-1,-1,-1,kru,gre2,oh,wf5,wg2,g
140059,3,40,,10YR6/6,h1,c0,-1,-1,-1,-1,sub,gre3,-1,wf3,wg1,g
140059,40,85,True,10YR5/8,h1,c0,eo,f2,rb,f2,sub,gre4,-1,wf2,wg1,g
140060,0,3,,7.5YR3/2,h3,c0,-1,-1,-1,-1,kru,gre2,-1,wf4,wg3,g
140060,3,25,,7.5YR5/2,h2,c0,-1,-1,-1,-1,sub,gre3,-1,wf3,wg2,g
140060,25,55,,10YR8/2,h1,c0,eh,f5,rb,f8,sub,gre3,-1,wf2,wg1,g
140060,55,75,True,10YR6/3,h1,c0,ed,f7,rb,f7,sub,gre2,-1,wf1,wg1,g
140061,0,3,,10YR4/2,h3,c0,-1,-1,-1,-1,sub,gre2,-1,wf4,wg3,g
140061,3,40,,10YR5/6,h1,c0,-1,-1,-1,-1,sub,gre2,-1,wf3,wg3,g
140061,40,41,True,-1,h0,c0,-1,-1,-1,-1,-9,-1,-1,-1,-1,-1
140062,0,10,,10YR5/3,h3,c0,-1,-1,-1,-1,ein,-1,oh,wf4,wg2,l
140062,10,30,,10YR6/4,h2,c0,-1,-1,-1,-1,ein,-1,-1,wf3,wg2,g
140062,30,55,,10YR6/4,h1,c0,-1,-1,-1,-1,ein,-1,-1,wf2,wg1,g
140062,55,90,True,10YR7/3,h1,c0,-1,-1,-1,-1,ein,-1,-1,wf1,wg1,g
140063,0,5,,10YR5/3,h3,c0,-1,-1,-1,-1,ein,-1,-1,wf4,wg3,g
140063,5,25,,10YR6/4,h2,c0,-1,-1,-1,-1,ein,-1,-1,wf3,wg2,g
140063,25,60,,10YR6/6,h1,c0,-1,-1,-1,-1,ein,-1,-1,wf3,wg1,g
140063,60,90,True,10YR7/4,h1,c0,-1,-1,-1,-1,ein,-1,-1,wf2,wg1,g
140064,0,4,,10YR5/2,h3,c0,-1,-1,-1,-1,ein,-1,oh,wf2,wg1,g
140064,4,25,,10YR5/4,h2,c0,-1,-1,-1,-1,ein,-1,oh,wf2,wg1,g
140064,25,60,,10YR5/6,h1,c0,-1,-1,-1,-1,ein,-1,-1,wf1,wg1,g
