bund_nr,otprobe,utprobe,pr_art,probennr,lfd_nr
130080,5,10,ftg,130080; FTG; 5 - 10,2
130080,10,30,ftg,130080; FTG; 10 - 30,3
130080,30,60,ftg,130080; FTG; 30 - 60,4
130080,60,90,ftg,130080; FTG; 60 - 90,5
130081,0,5,ftg,130081; FTG; 0 - 5,1
130081,5,10,ftg,130081; FTG; 5 - 10,2
130081,10,30,ftg,130081; FTG; 10 - 30,3
130081,30,60,ftg,130081; FTG; 30 - 60,4
130081,60,90,ftg,130081; FTG; 60 - 90,5
130082,0,5,ftg,130082; FTG; 0 - 5,1
130082,5,10,ftg,130082; FTG; 5 - 10,2
130082,10,30,ftg,130082; FTG; 10 - 30,3
130082,30,60,ftg,130082; FTG; 30 - 60,4
130082,60,90,ftg,130082; FTG; 60 - 90,5
130083,0,5,ftg,130083; FTG; 0 - 5,1
130083,5,10,ftg,130083; FTG; 5 - 10,2
130083,10,30,ftg,130083; FTG; 10 - 30,3
130083,30,60,ftg,130083; FTG; 30 - 60,4
130083,60,90,ftg,130083; FTG; 60 - 90,5
130084,0,5,ftg,130084; FTG; 0 - 5,1
130084,5,10,ftg,130084; FTG; 5 - 10,2
130084,10,30,ftg,130084; FTG; 10 - 30,3
130084,30,60,ftg,130084; FTG; 30 - 60,4
130084,60,90,ftg,130084; FTG; 60 - 90,5
130088,0,5,ftg,130088; FTG; 0 - 5,1
130088,5,10,ftg,130088; FTG; 5 - 10,2
130088,10,30,ftg,130088; FTG; 10 - 30,3
130088,30,60,ftg,130088; FTG; 30 - 60,4
130088,60,90,ftg,130088; FTG; 60 - 90,5
