bund_nr,lfd_nr,zwiesel,bart,baumkennzahl,d_mess,bhd_hoehe,hoehe,kransatz,kraft,schi,hori,azi,alter,alter_methode
140006,17,,gki,-9,225,130,191,149,2,1,1234,283,77,1
140006,18,,gki,-9,259,130,-9,-9,2,1,979,304,77,1
140006,19,,gki,-9,311,130,-9,-9,2,1,1272,345,77,1
140006,20,,gki,-9,355,130,213,150,2,1,687,335,77,1
140006,21,,gki,-9,213,130,-9,-9,3,1,452,334,77,1
140006,22,,gki,-9,115,130,-9,-9,4,1,178,296,77,1
140006,23,,gki,-9,257,130,214,144,2,1,239,249,77,1
140006,24,,gki,-9,188,130,-9,-9,3,1,993,363,77,1
140006,25,,gki,-9,261,130,-9,-9,2,1,948,367,77,1
140006,26,,gki,-9,139,130,-9,-9,4,1,1190,362,77,1
140006,27,,gki,-9,188,130,-9,-9,3,1,1090,384,77,1
140006,28,,gki,-9,196,130,-9,-9,3,1,1030,397,77,1
140006,29,,gki,-9,115,130,-9,-9,4,1,723,385,77,1
140006,30,,gki,-9,303,130,-9,-9,2,1,644,3,77,1
140006,31,,gki,-9,274,130,-9,-9,2,1,999,22,77,1
140006,32,,gki,-9,199,130,-9,-9,2,1,1138,39,77,1
140006,33,,gki,-9,182,130,-9,-9,3,1,878,38,77,1
140006,34,,gki,-9,238,130,-9,-9,2,1,921,45,77,1
140006,35,,gki,-9,123,130,-9,-9,4,1,653,33,77,1
140006,36,,gki,-9,204,130,-9,-9,3,1,553,47,77,1
140006,37,,gki,-9,254,130,-9,-9,2,1,448,60,77,1
140006,38,,gki,-9,153,130,-9,-9,3,1,286,70,77,1
140006,39,,gki,-9,258,130,-9,-9,2,1,214,91,77,1
140006,40,,gki,-9,365,130,-9,-9,1,1,1022,74,77,1
140006,41,,gki,-9,143,130,-9,-9,4,1,1190,78,77,1
140006,42,,gki,-9,112,130,-9,-9,4,1,1193,99,77,1
140006,43,,gki,-9,225,130,-9,-9,2,1,1159,105,77,1
140006,44,,gki,-9,161,130,-9,-9,4,1,949,108,77,1
140006,45,,gki,-9,294,130,-9,-9,2,1,803,102,77,1
140006,46,,gki,-9,187,130,-9,-9,3,1,436,125,77,1
140006,47,,gki,-9,215,130,-9,-9,3,1,395,149,77,1
140006,48,,gki,-9,136,130,-9,-9,3,1,588,130,77,1
140006,49,,gki,-9,253,130,-9,-9,2,1,829,131,77,1
140006,50,,gki,-9,139,150,-9,-9,3,1,1164,124,77,1
140006,51,,gki,-9,196,130,-9,-9,2,1,1194,135,77,1
140006,52,,gki,-9,162,130,-9,-9,4,1,1239,147,77,1
140007,1,,gfi,-9,97,130,73,48,4,1,218,39,20,5
140007,2,,gfi,-9,308,130,251,137,2,1,587,4,113,1
140007,3,,gki,-9,396,130,285,230,2,1,956,14,112,1
140007,4,,as,-9,551,130,291,156,1,1,1498,393,63,1
140007,5,,gki,-9,351,170,262,178,3,1,1696,20,112,1
140007,6,,gki,-9,409,150,273,214,2,1,973,29,112,1
140007,7,,gki,-9,362,130,-9,-9,2,1,1375,56,112,1
140007,8,,sei,-9,307,130,249,162,2,1,1369,83,103,1
140007,9,,rei,-9,556,130,244,146,2,1,1578,90,53,1
140007,10,,gki,-9,427,130,-9,-9,2,1,487,97,112,1
140007,11,,rei,-9,73,130,72,32,4,1,501,147,15,5
140007,12,,rei,-9,312,150,230,133,2,1,1445,125,53,1
140007,13,,gki,-9,279,130,220,193,3,1,1251,153,112,1
140007,14,,rei,-9,317,130,247,166,2,1,1106,167,53,1
140007,15,,sei,-9,123,130,136,94,4,1,1233,173,40,5
140007,16,,gki,-9,321,150,-9,-9,2,1,955,176,112,1
140007,17,,gki,-9,410,130,-9,-9,2,1,1425,181,112,1
140007,18,,gki,-9,433,150,-9,-9,2,1,1098,195,112,1
140007,19,,gfi,-9,383,130,266,125,3,1,1204,209,113,1
140007,20,,rei,-9,138,150,-9,-9,4,1,1073,216,53,1
140007,21,,sei,-9,174,150,-2,-2,4,1,562,271,103,1
140007,22,,gki,-9,432,130,-9,-9,2,1,895,291,112,1
140007,23,,gfi,-9,108,130,81,20,4,1,995,297,20,5
140007,24,,gki,-9,282,130,-9,-9,3,1,1161,294,112,1
140007,25,,rei,-9,128,130,124,63,4,1,1197,33,53,1
140007,26,,gki,-9,377,130,-9,-9,2,1,1349,342,112,1
140007,27,,gki,-9,326,135,276,222,2,1,917,321,112,1
140007,29,,sbi,-9,134,130,139,93,4,1,606,351,40,5
140007,30,,sei,-9,133,130,127,68,4,1,1232,368,50,5
140008,1,,gki,-9,259,130,-9,-9,2,1,351,264,78,1
140008,2,,gki,-9,265,130,191,134,2,1,752,251,78,1
140008,3,,gki,-9,211,130,191,147,2,1,1032,243,78,1
140008,4,,gki,-9,194,130,166,133,3,1,1197,245,78,1
140008,5,,gki,-9,257,130,-9,-9,2,1,1099,260,78,1
140008,6,,gki,-9,301,130,-9,-9,2,1,1472,289,78,1
140008,7,,gki,-9,303,130,220,156,2,1,1348,298,78,1
140008,8,,gki,-9,234,130,-9,-9,2,1,1133,311,78,1
140008,9,,gki,-9,318,130,-9,-9,2,1,657,309,78,1
140008,10,,gki,-9,243,130,-9,-9,2,1,1057,324,78,1
140008,11,,gki,-9,196,130,-9,-9,3,1,1262,333,78,1
140008,12,,gki,-9,178,130,-9,-9,3,1,1053,349,78,1
140008,13,,gki,-9,207,130,-9,-9,2,1,688,362,78,1
140008,14,,gki,-9,142,130,162,127,3,1,880,369,78,1
140008,15,,gki,-9,260,130,-9,-9,2,1,1227,379,78,1
140008,16,,gki,-9,222,130,-9,-9,2,1,909,3,78,1
140008,17,,gki,-9,244,150,-9,-9,2,1,624,396,78,1
140008,18,,gki,-9,192,130,-9,-9,2,1,442,4,78,1
140008,19,,gki,-9,212,130,-9,-9,2,1,271,380,78,1
140008,20,,gki,-9,226,130,-9,-9,2,1,97,40,78,1
140008,21,,gki,-9,269,130,-9,-9,2,1,595,20,78,1
140008,22,,gki,-9,243,130,-9,-9,2,1,1065,29,78,1
140008,23,,gki,-9,264,150,-9,-9,2,1,1131,61,78,1
140008,24,,gki,-9,183,130,-9,-9,2,1,592,47,78,1
140008,25,,gki,-9,200,130,-9,-9,3,1,663,65,78,1
140008,26,,gki,-9,236,130,-9,-9,2,1,323,107,78,1
140008,27,,gki,-9,225,130,-9,-9,3,1,474,98,78,1
140008,28,,gki,-9,202,130,-9,-9,4,1,845,94,78,1
140008,29,,gki,-9,149,130,-9,-9,3,1,1195,90,78,1
140008,30,,gki,-9,134,150,-9,-9,3,1,1094,116,78,1
140008,31,,gki,-9,155,130,-9,-9,3,1,980,123,78,1
140008,32,,gki,-9,206,130,-9,-9,2,1,571,147,78,1
140008,33,,gki,-9,154,150,-9,-9,3,1,567,167,78,1
140008,34,,gki,-9,242,130,-9,-9,2,1,882,140,78,1
140008,35,,gki,-9,235,130,-9,-9,2,1,1157,158,78,1
140008,36,,gki,-9,224,130,-9,-9,2,1,1169,166,78,1
140008,37,,gki,-9,265,130,-9,-9,2,1,1037,191,78,1
140008,38,,gki,-9,205,130,-9,-9,2,1,844,191,78,1
140008,39,,gki,-9,206,130,-9,-9,2,1,668,199,78,1
140008,40,,gki,-9,240,130,-9,-9,2,1,993,219,78,1
140009,1,,gki,-9,409,130,268,171,1,1,293,289,59,1
140009,2,,gki,-9,168,130,179,145,3,1,659,287,59,1
140009,3,,gki,-9,238,130,241,196,2,1,858,281,59,1
140009,4,,sbi,-9,105,130,169,123,4,1,1212,299,35,5
140009,5,,gki,-9,258,130,232,174,2,1,1141,312,59,1
140009,6,,gki,-9,175,130,-9,-9,3,1,887,319,59,1
140009,7,,gki,-9,245,130,-9,-9,2,1,648,325,59,1
140009,8,,sbi,-9,84,130,-2,-2,4,1,402,334,35,5
140009,9,,sbi,-9,205,140,218,155,2,1,482,349,59,1
140009,10,,gki,-9,322,130,-9,-9,2,1,955,347,59,1
140009,11,,gki,-9,389,130,256,162,1,1,1259,337,59,1
140009,12,,gki,-9,343,130,253,175,2,1,1782,321,59,1
140009,13,,gki,-9,303,130,-9,-9,2,1,1657,364,59,1
140009,14,,gki,-9,189,130,-9,-9,3,1,1217,365,59,1
140009,15,,gki,-9,189,130,-9,-9,3,1,960,359,59,1
140009,16,,sbi,-9,118,130,201,153,3,1,666,366,59,1
140009,17,,gki,-9,123,130,-9,-9,4,1,626,378,59,1
140009,18,,gki,-9,145,130,176,138,4,1,529,384,59,1
140009,19,,gki,-9,137,130,-9,-9,4,1,709,400,59,1
140009,20,,gki,-9,333,130,-9,-9,2,1,840,397,59,1
140009,21,,gki,-9,110,130,-9,-9,4,1,1172,381,59,1
140009,22,,gki,-9,173,130,-9,-9,3,1,1180,386,59,1
140009,23,,gki,-9,417,130,-9,-9,1,1,1733,390,59,1
140009,24,,gki,-9,203,130,-9,-9,3,1,1156,3,59,1
140009,25,,gki,-9,338,130,-9,-9,2,1,1520,38,59,1
140009,26,,gki,-9,329,130,-9,-9,2,1,1183,42,59,1
140009,27,,gki,-9,391,130,-9,-9,2,1,1062,29,59,1
140009,28,,gki,-9,123,150,-9,-9,4,1,576,28,59,1
140009,29,,gki,-9,328,130,-9,-9,2,1,594,37,59,1
140009,30,,gki,-9,102,130,-9,-9,4,1,511,48,59,1
140009,31,,gki,-9,155,160,-9,-9,3,1,221,61,59,1
140009,32,,gki,-9,233,130,-9,-9,3,1,158,134,59,1
140009,33,,gki,-9,345,140,-9,-9,2,1,314,105,59,1
140009,34,,gki,-9,349,130,-9,-9,2,1,1001,79,59,1
140009,35,,gki,-9,134,130,-9,-9,4,1,1255,78,59,1
140009,36,,gki,-9,301,130,-9,-9,2,1,1687,59,59,1
140009,37,,gki,-9,392,130,-9,-9,2,1,1559,84,59,1
140009,38,,sbi,-9,169,130,214,153,3,1,1214,114,59,1
140009,39,,sbi,-9,162,150,221,155,3,1,1096,121,59,1
140009,40,,gki,-9,149,130,-9,-9,4,1,948,108,59,1
140009,41,,sbi,-9,151,150,-9,-9,3,1,720,112,59,1
140009,42,,gki,-9,178,130,-9,-9,3,1,423,164,59,1
140009,43,,rob,-9,130,130,140,115,4,1,931,134,30,5
140009,44,,rob,-9,138,130,129,116,4,1,958,146,30,5
140009,45,,sbi,-9,197,150,-9,-9,3,1,1153,131,59,1
140009,46,,gki,-9,360,130,-9,-9,2,1,1227,165,59,1
140009,47,,gki,-9,224,130,-9,-9,2,1,804,184,59,1
140009,48,,gki,-9,150,130,-9,-9,4,1,689,197,59,1
140009,49,,gki,-9,293,130,-9,-9,2,1,497,202,59,1
140009,50,,gki,-9,175,130,-9,-9,4,1,434,221,59,1
140009,51,,gki,-9,290,130,-9,-9,2,1,931,198,59,1
140009,52,,gki,-9,328,130,-9,-9,2,1,1612,211,59,1
140009,53,,gki,-9,214,130,-9,-9,2,1,1220,221,59,1
140009,54,,gki,-9,351,130,-9,-9,2,1,1055,225,59,1
140009,55,,gki,-9,260,130,-9,-9,2,1,828,239,59,1
140009,56,,gki,-9,255,130,-9,-9,2,1,1139,248,59,1
140009,57,,gki,-9,319,130,-9,-9,2,1,1660,232,59,1
140009,58,,gki,-9,146,130,-9,-9,4,1,1118,265,59,1
140009,59,,gki,-9,237,130,-9,-9,3,1,1091,273,59,1
140009,60,,gki,-9,338,130,-9,-9,2,1,1671,273,59,1
140010,1,,sbi,-9,357,130,200,89,1,1,175,317,28,1
140010,2,,sbi,-9,158,130,148,74,2,1,765,31,17,1
140010,3,,sbi,-9,110,130,127,74,3,1,1252,57,17,1
140010,4,,sbi,-9,126,130,-9,-9,3,1,684,66,17,1
140010,5,,sbi,-9,110,130,-9,-9,3,1,928,86,17,1
140010,6,,sbi,-9,156,120,-9,-9,2,1,1115,109,17,1
140010,7,,sbi,-9,119,130,-9,-9,2,1,1170,117,17,1
140010,8,,sbi,-9,153,130,-9,-9,2,1,724,108,17,1
140010,9,,sbi,-9,104,130,-9,-9,2,1,698,101,17,1
140010,10,,sbi,-9,94,150,110,65,3,1,407,101,17,1
140010,11,,sbi,-9,107,130,-9,-9,3,1,491,118,17,1
140010,12,,sbi,-9,254,200,170,103,1,1,795,186,28,1
140010,13,,gki,-9,340,130,166,81,1,1,1067,207,35,1
140010,14,,sbi,-9,91,130,-9,-9,3,1,520,210,17,1
140010,15,,sbi,-9,117,130,-9,-9,2,1,985,271,17,1
140010,16,,sbi,-9,102,130,-9,-9,3,1,1260,271,17,1
140010,17,,sbi,-9,112,130,-9,-9,3,1,1117,284,17,1
140010,18,,sbi,-9,136,130,-9,-9,2,1,885,275,17,1
140010,19,,sbi,-9,136,160,-9,-9,2,1,1020,311,17,1
140010,20,,sbi,-9,110,130,-9,-9,3,1,839,331,17,1
140010,21,,sbi,-9,124,130,-9,-9,2,1,1219,352,17,1
140010,22,,sbi,-9,120,130,-9,-9,2,1,1105,348,17,1
140010,23,,sbi,-9,138,130,-9,-9,2,1,1050,366,17,1
140010,24,,sbi,-9,130,130,-9,-9,2,1,926,367,17,1
140010,25,,gki,-9,362,130,139,36,1,1,670,362,35,1
140012,1,,gki,-9,350,130,220,135,2,1,280,176,81,1
140012,2,,gki,-9,333,130,245,159,2,1,899,169,81,1
140012,3,,gki,-9,363,130,237,173,2,1,1454,181,81,1
140012,4,,gki,-9,313,130,-9,-9,3,1,1106,198,81,1
140012,5,,gfi,-9,168,130,128,28,4,1,1198,219,19,1
140012,6,,gki,-9,359,130,-9,-9,2,1,948,280,81,1
140012,7,,gki,-9,294,130,203,155,3,1,1238,299,81,1
140012,8,,gki,-9,402,130,241,162,2,1,343,324,81,1
140012,9,,gki,-9,434,130,-9,-9,2,1,1188,331,81,1
140012,10,,gki,-9,395,130,-9,-9,2,1,1065,376,81,1
140012,11,,gki,-9,318,130,-9,-9,3,1,1231,389,81,1
140012,12,,gfi,-9,201,130,141,24,4,1,1067,397,19,1
140012,13,,gki,-9,303,130,-9,-9,3,1,219,22,81,1
140012,14,,gki,-9,401,130,-9,-9,2,1,678,40,81,1
140012,15,,gki,-9,329,130,-9,-9,2,1,1016,45,81,1
140012,16,,gki,-9,302,130,-9,-9,2,1,1323,100,81,1
140012,17,,gki,-9,328,130,-9,-9,2,1,1107,93,81,1
140012,18,,gki,-9,333,130,-9,-9,2,1,1056,147,81,1
140013,1,,gki,-9,234,130,177,110,2,1,713,289,57,1
140013,2,,gki,-9,231,130,-9,-9,2,1,868,281,57,1
140013,3,,gki,-9,117,130,152,114,3,1,919,263,57,1
140013,4,,gki,-9,177,130,168,112,2,1,1178,257,57,1
140013,5,,gki,-9,195,130,-9,-9,2,1,1233,280,57,1
140013,6,,gki,-9,168,130,-9,-9,3,1,1211,293,57,1
140013,7,,gki,-9,176,150,-9,-9,2,1,1160,300,57,1
140013,8,,gki,-9,134,130,-9,-9,3,1,765,311,57,1
140013,9,,gki,-9,207,130,-9,-9,2,1,1156,337,57,1
140013,10,,gki,-9,238,130,-9,-9,2,1,945,354,57,1
140013,11,,gki,-9,336,150,221,122,1,1,1255,365,57,1
140013,12,,gki,-9,252,130,184,118,2,1,1032,399,57,1
140013,13,,gki,-9,173,130,-9,-9,2,1,1126,11,57,1
140013,14,,gki,-9,206,130,-9,-9,2,1,1208,27,57,1
140013,15,,gki,-9,164,130,-9,-9,3,1,1248,42,57,1
140013,16,,gki,-9,245,130,-9,-9,2,1,652,391,57,1
140013,17,,gki,-9,311,130,-9,-9,1,1,528,384,57,1
140013,18,,gki,-9,104,130,-9,-9,4,1,494,395,57,1
140013,19,,gki,-9,95,130,-9,-9,4,1,363,388,57,1
140013,20,,gki,-9,157,150,-9,-9,3,1,213,365,57,1
140013,21,,gki,-9,95,130,122,94,4,1,365,9,57,1
140013,22,,gki,-9,131,130,-9,-9,3,1,472,22,57,1
140013,23,,gki,-9,199,130,-9,-9,2,1,702,39,57,1
140013,24,,gki,-9,128,130,-9,-9,3,1,816,52,57,1
140013,25,,gki,-9,211,140,-9,-9,2,1,643,62,57,1
140013,26,,gki,-9,94,130,-9,-9,4,1,549,75,57,1
140013,27,,gki,-9,216,130,-9,-9,2,1,399,62,57,1
140013,28,,gki,-9,92,130,-9,-9,4,1,141,46,57,1
140013,29,,gki,-9,116,140,-9,-9,3,1,263,115,57,1
140013,30,,gki,-9,186,130,-9,-9,2,1,465,110,57,1
