bund_nr,uthori,grus,kies,stein,bodenart,humifizierung,grobanteil,genese,gestein_1,gestein_2,gestein_3
50007,150,0,0,0,ms,-1,0,925,-1,-1,-1
50007,200,0,17,0,ss,-1,-9,925,-1,-1,-1
50008,5,1,0,0,lu,-1,-1,965,944,760,711
50008,20,6,0,6,lu,-1,-1,965,944,760,711
50008,40,17,0,17,lu,-1,-1,965,944,760,711
50008,60,17,0,37,lu,-1,-1,965,760,760,711
50008,100,44,0,44,tu4,-1,-1,965,711,760,-1
50009,9,17,0,17,lu,-1,-1,965,944,770,-1
50009,45,17,0,17,lu,-1,-1,965,944,770,-1
50009,70,0,0,37,lu,-1,-9,965,944,770,-1
50009,95,0,0,87,ut3,-1,-9,965,770,-1,-1
50009,100,0,0,87,ut3,-1,-9,770,-1,-1,-1
50010,5,17,0,17,lu,-1,-1,965,944,770,-1
50010,40,17,0,17,lu,-1,-1,965,944,770,-1
50010,90,17,0,15,lu,-1,-1,965,944,770,-1
50010,120,-1,-1,-1,-1,-1,-1,770,-1,-1,-1
50011,5,17,0,17,lu,-1,-1,965,944,700,-1
50011,40,17,0,17,lu,-1,-1,965,944,770,-1
50011,60,37,0,37,lu,-1,-1,965,770,-1,-1
50011,80,-1,-1,-1,-1,-1,-1,770,-1,-1,-1
50012,5,0,0,0,ut2,-1,0,963,944,-1,-1
50012,12,0,0,0,ut2,-1,0,963,944,-1,-1
50012,25,0,0,0,ut2,-1,0,963,944,-1,-1
50012,60,0,0,0,ut3,-1,0,963,944,-1,-1
50012,90,0,6,0,sl4,-1,-9,925,-1,-1,-1
50012,120,0,17,0,sl4,-1,-9,925,-1,-1,-1
50013,5,0,0,0,ut2,-1,0,944,-1,-1,-1
50013,12,0,0,0,ut2,-1,0,944,-1,-1,-1
50013,35,0,0,0,ut2,-1,0,944,-1,-1,-1
50013,70,0,0,0,ut4,-1,0,944,-1,-1,-1
50013,90,0,0,0,ut2,-1,0,944,-1,-1,-1
50013,140,0,6,0,st3,-1,-9,925,-1,-1,-1
50014,3,0,0,0,uls,-1,0,943,-1,-1,-1
50014,9,0,0,0,uls,-1,0,943,-1,-1,-1
50014,25,0,0,0,uls,-1,0,943,-1,-1,-1
50014,60,0,0,0,uls,-1,0,943,-1,-1,-1
50014,70,0,0,0,uls,-1,0,943,-1,-1,-1
50014,120,0,0,0,sl4,-1,0,965,-1,-1,-1
50014,130,0,0,0,sl2,-1,0,965,-1,-1,-1
50014,140,0,17,0,ls4,-1,-9,969,-1,-1,-1
50014,200,0,0,0,sl2,-1,0,931,-1,-1,-1
50015,10,37,0,17,lu,-1,-1,965,770,944,-1
50015,25,37,0,17,lu,-1,-1,965,770,944,-1
50015,50,0,0,87,lu,-1,-9,770,-1,-1,-1
50015,60,-1,-1,-1,-1,-1,-1,770,-1,-1,-1
50016,4,17,0,17,lu,-1,-1,965,944,760,-1
50016,40,17,0,17,lu,-1,-1,965,944,760,-1
50016,80,17,0,37,lu,-1,-1,965,760,944,-1
50016,90,44,0,44,lu,-1,-1,760,-1,-1,-1
50017,10,37,0,17,lu,-1,-1,965,944,770,-1
50017,30,37,0,17,lu,-1,-1,965,944,770,-1
50017,50,37,0,37,lu,-1,-1,965,770,-1,-1
50017,70,-1,-1,-1,-1,-1,-1,770,-1,-1,-1
50018,2,0,6,1,ut3,-1,-9,963,711,-1,
50018,12,0,6,1,ut3,-1,-9,963,711,-1,
50018,20,0,6,1,ut3,-1,-9,963,711,-1,
50018,35,0,6,0,lu,-1,-9,963,711,-1,
50018,50,0,6,1,ls2,-1,-9,963,711,770,-1
50018,65,0,6,1,lts,-1,-9,963,770,711,-1
50018,110,0,0,1,ls4,-1,-9,963,770,711,-1
50018,150,0,0,0,sl2,-1,0,963,711,770,-1
50019,2,6,0,0,lu,-1,-1,965,944,760,-1
50019,15,6,0,0,lu,-1,-1,965,944,760,-1
50019,30,6,0,6,lu,-1,-1,965,944,760,-1
50019,50,17,0,6,lu,-1,-1,965,760,-1,-1
50019,90,37,0,0,lt3,-1,-1,963,760,-1,-1
50020,30,17,0,17,lu,-1,-1,865,944,620,-1
50020,60,37,0,17,lu,-1,-1,865,944,620,-1
50020,100,37,0,87,lu,-1,-1,865,620,944,-1
50021,3,17,0,6,lu,-1,-1,863,843,620,-1
50021,30,17,0,17,lu,-1,-1,863,843,620,-1
50021,60,30,0,30,ls3,-1,-1,863,620,843,-1
50021,70,50,0,50,-1,-1,-1,620,-1,-1,-1
50022,5,0,0,0,uls,-1,0,965,944,711,-1
50022,18,0,17,0,uls,-1,-9,965,944,711,-1
50022,35,0,37,0,sl4,-1,-9,965,711,770,-1
50022,50,0,17,17,ls4,-1,-9,965,711,770,-1
50022,90,0,6,0,lts,-1,-9,971,770,-1,-1
50022,140,0,6,0,lts,-1,-1,971,770,-1,-1
50023,3,17,0,0,lu,-1,-1,965,944,760,-1
50023,30,17,0,6,lu,-1,-1,965,944,760,-1
50023,60,37,0,1,lu,-1,-1,965,760,-1,-1
50023,80,17,0,37,lu,-1,-1,965,760,-1,-1
50023,85,44,0,44,-1,-1,-1,760,-1,-1,-1
50024,20,0,0,0,sl2,-1,0,925,-1,-1,-1
50024,36,0,0,0,sl2,-1,0,925,-1,-1,-1
50024,60,0,0,0,sl2,-1,0,925,-1,-1,-1
50024,73,0,0,0,sl2,-1,0,925,-1,-1,-1
50024,130,0,6,0,sl2,-1,-9,925,-1,-1,-1
50024,132,0,6,0,sl2,-1,-9,925,-1,-1,-1
50024,170,0,6,0,sl2,-1,-9,925,-1,-1,-1
50025,15,0,6,0,sl2,-1,-9,925,-1,-1,-1
50025,30,0,6,0,sl2,-1,-9,925,-1,-1,-1
50025,60,0,6,0,msgs,-1,-9,925,-1,-1,-1
50025,75,0,6,0,ls4,-1,-9,925,-1,-1,-1
50025,140,0,0,0,tt,-1,0,910,-1,-1,-1
50025,200,0,0,0,tl,-1,0,910,-1,-1,-1
50026,20,0,6,0,ms,-1,-9,969,-1,-1,-1
50026,25,0,6,0,ms,-1,-9,969,-1,-1,-1
50026,70,0,6,0,sl2,-1,-9,969,-1,-1,-1
50026,90,0,6,0,ms,-1,-9,969,-1,-1,-1
50026,110,0,6,0,ms,-1,-9,969,-1,-1,-1
50026,200,0,17,0,lts,-1,-9,931,-1,-1,-1
50027,7,0,6,0,sl2,-1,-1,931,-1,-1,-1
50027,12,0,6,0,sl2,-1,-1,931,-1,-1,-1
50027,30,0,6,0,sl2,-1,-1,931,-1,-1,-1
50027,50,0,6,0,sl3,-1,-1,931,-1,-1,-1
50027,140,-1,-1,-1,lt2,-1,-1,913,-1,-1,-1
50027,280,-1,-1,-1,lt2,-1,-1,913,-1,-1,-1
50028,10,6,0,6,ut3,-1,-1,965,944,760,-1
50028,20,6,0,6,ut3,-1,-1,965,944,760,-1
50028,50,6,0,6,lu,-1,-1,965,944,760,-1
50028,65,6,0,17,lu,-1,-1,965,760,-1,-1
50028,90,37,0,17,lts,-1,-1,965,760,-1,-1
50029,1,0,17,0,sl4,-1,-9,899,997,-1,-1
50029,25,0,17,0,sl4,-1,-9,899,997,-1,-1
50029,90,0,17,0,ls4,-1,-9,899,997,-1,-1
50029,120,0,1,0,sl3,-1,-1,899,-1,-1,-1
50030,8,6,0,6,ut4,-1,-1,965,944,760,-1
50030,35,6,0,6,ut4,-1,-1,965,944,760,-1
50030,60,0,0,87,ut3,-1,-9,965,760,-1,-1
50030,100,0,0,100,-1,-1,-9,760,-1,-1,-1
50031,10,0,6,0,sl2,-1,-9,931,-1,-1,-1
50031,30,0,6,0,sl2,-1,-9,931,-1,-1,-1
50031,65,0,6,0,lts,-1,-9,931,-1,-1,-1
50031,90,0,6,0,lts,-1,-9,931,-1,-1,-1
50031,120,0,0,0,tu4,-1,0,635,-1,-1,-1
50031,160,0,0,0,tu4,-1,0,635,-1,-1,-1
50032,10,0,0,0,ut2,-1,0,944,-1,-1,-1
50032,20,0,0,0,ut2,-1,0,944,-1,-1,-1
50032,32,0,1,0,ut3,-1,-1,944,-1,-1,-1
50032,50,0,1,0,ut3,-1,-1,944,-1,-1,-1
50032,65,0,6,0,lu,-1,-9,944,-1,-1,-1
50032,85,0,6,0,lu,-1,-9,965,925,-1,-1
50032,105,0,62,0,lts,-1,-9,925,-1,-1,-1
50033,35,0,0,0,sl2,-1,0,820,-1,-1,-1
50033,55,0,0,0,sl2,-1,0,820,-1,-1,-1
50033,150,0,0,0,sl3,-1,0,820,-1,-1,-1
50033,180,0,0,0,sl3,-1,0,820,-1,-1,-1
50034,4,0,0,0,ut3,-1,0,965,944,-1,-1
50034,30,0,0,0,ut2,-1,0,965,944,-1,-1
50034,47,0,0,0,ut3,-1,0,965,944,-1,-1
50034,70,0,0,0,ut4,-1,0,965,944,-1,-1
50034,115,1,0,0,ut4,-1,-1,965,944,-1,-1
50034,140,17,17,17,ls2,-1,-1,925,-1,-1,-1
50034,170,37,17,17,ls4,-1,-1,925,-1,-1,-1
50035,10,-1,-1,-1,su3,-1,-1,941,-1,-1,-1
50035,30,-1,-1,-1,su3,-1,-1,941,-1,-1,-1
50035,45,-1,-1,-1,sl2,-1,-1,941,-1,-1,-1
50035,60,-1,-1,-1,su2,-1,-1,941,-1,-1,-1
50035,75,-1,-1,-1,sl2,-1,-1,941,-1,-1,-1
50035,150,0,1,0,st2,-1,-1,928,-1,-1,-1
50035,260,0,1,0,st2,-1,-1,928,-1,-1,-1
50035,310,0,0,1,sl3,-1,-1,633,-1,-1,-1
50036,10,0,1,0,sl2,-1,-1,941,-1,-1,-1
50036,20,0,1,0,sl2,-1,-1,941,-1,-1,-1
50036,35,0,1,0,su2,-1,-1,941,-1,-1,-1
50036,65,0,1,0,su2,-1,-1,941,-1,-1,-1
50036,70,0,1,0,su2,-1,-1,941,-1,-1,-1
50036,120,0,0,0,ss,-1,0,941,-1,-1,-1
50036,180,0,6,0,sl2,-1,-9,925,-1,-1,-1
50037,8,17,0,17,ut4,-1,-1,965,944,760,-1
50037,25,17,0,17,ut4,-1,-1,965,944,760,-1
50037,75,17,0,17,ut4,-1,-1,965,944,760,-1
50037,90,37,0,17,ut4,-1,-1,965,760,944,-1
50037,100,0,0,0,-1,-1,0,760,-1,-1,-1
50038,8,0,0,6,ut4,-1,-9,960,944,711,770
50038,13,0,0,6,ut4,-1,-9,965,944,711,770
50038,30,0,0,6,ut4,-1,-9,965,944,711,770
50038,80,0,0,17,ut4,-1,-9,965,944,711,-1
50038,100,0,0,6,ut4,-1,-9,965,944,711,-1
50038,120,87,0,0,ut3,-1,-1,770,-1,-1,-1
50038,160,50,0,50,-1,-1,-1,770,-1,-1,-1
50039,5,6,0,1,ut3,-1,-1,899,-1,-1,-1
50039,13,6,0,1,ut3,-1,-1,899,-1,-1,-1
50039,45,6,0,6,ut3,-1,-1,899,-1,-1,-1
50039,70,17,0,17,uls,-1,-1,891,-1,-1,-1
50039,90,37,0,17,uls,-1,-1,891,-1,-1,-1
50040,12,0,0,0,ls3,-1,0,931,-1,-1,-1
50040,20,0,0,0,lts,-1,0,931,-1,-1,-1
50040,30,0,0,0,lts,-1,0,931,-1,-1,-1
50040,45,0,0,0,tu4,-1,0,631,-1,-1,-1
50040,60,0,0,0,tu4,-1,0,631,-1,-1,-1
50040,140,-1,-1,-1,-1,-1,-1,631,-1,-1,-1
50041,7,17,0,17,ut4,-1,-1,965,944,760,-1
50041,35,37,0,37,ut4,-1,-1,965,944,760,-1
50041,45,0,0,87,ut4,-1,-9,965,760,-1,-1
50041,70,0,0,0,-1,-1,0,760,-1,-1,-1
50042,10,0,0,0,tu4,-1,0,927,-1,-1,-1
50042,50,0,0,0,tu4,-1,0,927,-1,-1,-1
50042,65,0,0,0,tu4,-1,0,927,-1,-1,-1
50042,80,0,0,0,lt3,-1,0,927,-1,-1,-1
50042,95,0,0,0,lt3,-1,0,927,-1,-1,-1
50042,110,17,0,87,lt3,-1,-1,920,-1,-1,-1
50042,130,0,87,0,lt3,-1,-9,920,-1,-1,-1
50043,5,17,0,1,ut4,-1,-1,965,944,770,-1
50043,30,17,0,1,ut4,-1,-1,965,944,770,-1
50043,45,37,0,6,ut4,-1,-1,965,944,770,-1
50043,75,44,0,44,ut4,-1,-1,970,770,-1,-1
50043,100,0,0,0,-1,-1,0,770,-1,-1,-1
50044,8,37,0,17,uls,-1,-1,965,944,711,-1
50044,75,37,0,17,uls,-1,-1,965,944,711,-1
50044,95,37,0,17,ls4,-1,-1,965,944,711,-1
50044,140,37,0,37,ls4,-1,-1,965,711,-1,-1
50044,150,-1,-1,-1,-1,-1,-1,711,-1,-1,-1
50045,3,0,0,0,uls,-1,0,843,-1,-1,-1
50045,8,0,0,0,uls,-1,0,843,-1,-1,-1
50045,12,0,0,0,ut3,-1,0,843,-1,-1,-1
50045,30,0,0,0,ut3,-1,0,843,-1,-1,-1
50045,35,0,0,0,ut3,-1,0,843,-1,-1,-1
50045,63,0,0,0,lu,-1,0,631,-1,-1,-1
50045,100,0,0,0,lu,-1,0,631,-1,-1,-1
50045,150,0,0,50,lu,-1,-9,631,-1,-1,-1
50046,10,17,0,17,lu,-1,-1,965,944,760,-1
50046,20,17,0,17,lu,-1,-1,965,944,760,-1
50046,35,17,0,17,lu,-1,-1,965,944,760,-1
50046,55,37,0,17,tu4,-1,-1,965,760,-1,-1
50046,80,37,0,17,tu4,-1,-1,965,760,-1,-1
50046,90,0,0,87,tu4,-1,-9,965,760,-1,-1
50047,7,6,0,17,ut3,-1,-1,965,944,711,-1
50047,40,6,0,17,ut3,-1,-1,965,944,711,-1
50047,70,17,0,37,uls,-1,-1,965,711,-1,-1
50047,90,33,0,55,us,-1,-1,965,711,-1,-1
50048,16,1,0,3,ut2,-1,-1,965,944,-1,-1
50048,45,1,0,3,ut2,-1,-1,965,944,-1,-1
50048,60,0,0,87,ut2,-1,-9,965,944,760,-1
50049,3,17,0,17,ut3,-1,-1,965,944,760,-1
50049,7,17,0,17,ut3,-1,-1,965,944,760,-1
50049,45,17,0,17,ut3,-1,-1,965,944,760,-1
50049,58,6,0,6,ut4,-1,-1,965,944,760,-1
50049,105,37,0,17,ut3,-1,-1,965,944,760,-1
50049,120,37,0,37,ut3,-1,-1,965,760,944,-1
50049,130,0,0,87,ut3,-1,-9,760,-1,-1,-1
50050,9,0,0,6,ut4,-1,-9,968,944,760,-1
50050,45,0,0,6,ut4,-1,-9,968,944,760,-1
50050,65,0,0,6,ut4,-1,-9,968,944,760,-1
50050,170,17,0,62,ut4,-1,-1,966,760,-1,-1
50051,10,0,1,0,sl3,-1,-1,931,-1,-1,-1
50051,30,0,1,0,sl3,-1,-1,931,-1,-1,-1
50051,75,0,0,0,lt3,-1,0,931,-1,-1,-1
50051,105,0,0,0,lts,-1,0,931,-1,-1,-1
50051,140,0,0,0,sl4,-1,0,633,-1,-1,-1
50052,5,17,0,0,ut3,-1,-1,965,944,760,-1
50052,10,17,0,0,ut3,-1,-1,965,944,760,-1
50052,40,17,0,6,ut3,-1,-1,965,944,760,-1
50052,85,17,0,17,ut3,-1,-1,965,944,760,-1
50052,100,17,0,17,ut4,-1,-1,965,944,760,-1
50052,120,17,0,17,lu,-1,-1,965,944,760,-1
50052,130,0,0,0,-1,-1,0,760,-1,-1,-1
50053,1,17,0,6,lu,-1,-1,965,944,760,-1
50053,15,17,0,6,lu,-1,-1,965,944,760,-1
50053,45,37,0,17,lu,-1,-1,965,944,760,-1
50053,60,37,0,37,uls,-1,-1,965,760,-1,-1
50053,70,50,0,50,-1,-1,-1,760,-1,-1,-1
50054,7,17,0,6,ut4,-1,-1,965,944,760,-1
50054,20,17,0,6,ut4,-1,-1,965,944,760,-1
50054,30,17,0,17,lu,-1,-1,965,944,760,-1
50054,40,17,0,17,lu,-1,-1,965,944,760,-1
50054,50,17,0,17,lu,-1,-1,965,944,760,-1
50054,65,0,0,87,lu,-1,-9,965,760,-1,-1
50055,5,17,0,17,lu,-1,-1,965,944,760,-1
50055,15,17,0,17,lu,-1,-1,965,944,760,-1
50055,50,17,0,37,lu,-1,-1,965,944,760,-1
50055,70,37,0,37,lu,-1,-1,965,760,944,-1
50055,80,-1,-1,-1,-1,-1,-1,760,-1,-1,-1
50056,10,17,0,17,ut3,-1,-1,965,944,760,-1
50056,30,17,0,17,ut4,-1,-1,965,944,760,-1
50056,80,17,0,17,lu,-1,-1,965,944,760,-1
50056,105,17,0,37,lu,-1,-1,965,760,-1,-1
50056,110,-1,-1,-1,-1,-1,-1,760,-1,-1,-1
50057,5,62,0,0,lu,-1,-1,965,944,770,-1
50057,45,62,0,0,lu,-1,-1,965,944,770,-1
50057,65,44,0,44,lu,-1,-1,770,-1,-1,-1
50057,80,0,0,87,lu,-1,-9,770,-1,-1,-1
50058,10,0,0,0,ls3,-1,0,920,-1,-1,-1
50058,40,17,0,0,lts,-1,-1,920,-1,-1,-1
50058,75,0,0,0,tu4,-1,0,870,635,-1,-1
50058,90,0,0,0,lu,-1,0,870,635,-1,-1
50058,115,-1,-1,-1,-1,-1,-1,635,-1,-1,-1
50058,140,-1,-1,-1,-1,-1,-1,635,-1,-1,-1
50059,10,6,0,17,ut4,-1,-1,968,944,711,713
50059,45,6,0,17,ut4,-1,-1,968,944,711,713
50059,100,55,0,33,ut2,-1,-1,966,760,770,-1
50060,5,17,0,17,ut3,-1,-1,965,944,760,-1
50060,12,17,0,17,ut3,-1,-1,965,944,760,-1
50060,45,17,0,37,ut3,-1,-1,965,944,760,-1
50060,80,17,0,62,ut3,-1,-1,965,760,-1,-1
50060,90,87,0,0,ut3,-1,-1,760,-1,-1,-1
50061,5,17,0,6,ut4,-1,-1,965,944,760,-1
50061,40,17,0,6,ut4,-1,-1,965,944,760,-1
50061,50,17,0,17,ut4,-1,-1,965,944,760,-1
50061,70,37,0,37,lu,-1,-1,965,760,944,-1
50061,80,-1,-1,-1,-1,-1,-1,760,-1,-1,-1
50062,4,17,0,17,ut4,-1,-1,963,944,-1,-1
50062,35,17,0,17,ut4,-1,-1,963,944,-1,-1
50062,50,17,0,17,lu,-1,-1,963,-1,-1,-1
50062,95,37,0,17,tu4,-1,-1,963,-1,-1,-1
50062,145,37,0,37,sl4,-1,-1,963,-1,-1,-1
50063,30,0,1,0,ut3,-1,-1,964,-1,-1,-1
50063,80,0,1,0,ut3,-1,-1,964,-1,-1,-1
50063,100,0,1,0,ut3,-1,-1,964,-1,-1,-1
50063,140,0,0,0,ut3,-1,0,964,-1,-1,-1
50063,250,0,0,0,ut3,-1,0,963,-1,-1,-1
50064,2,0,6,30,su2,-1,-9,965,944,-1,-1
50064,10,0,6,30,su2,-1,-9,965,944,-1,-1
50064,17,0,6,30,su2,-1,-9,965,944,-1,-1
50064,27,0,6,30,su4,-1,-9,965,944,-1,-1
50064,35,0,6,30,su4,-1,-9,965,944,-1,-1
50064,100,0,6,30,su4,-1,-9,965,944,-1,-1
50064,130,0,6,30,su2,-1,-9,711,944,-1,-1
50064,150,0,6,30,gs,-1,-9,711,-1,-1,-1
50065,10,17,0,17,lu,-1,-1,965,944,711,-1
50065,25,17,0,17,lu,-1,-1,965,944,711,-1
50065,60,17,0,37,lu,-1,-1,965,711,-1,-1
50065,75,37,0,37,lu,-1,-1,965,711,-1,-1
50065,80,44,0,44,lu,-1,-1,711,-1,-1,-1
50066,2,6,0,0,ut3,-1,-1,965,944,711,-1
50066,8,6,0,0,ut3,-1,-1,965,944,711,-1
50066,18,6,0,0,ut3,-1,-1,965,944,711,-1
50066,50,6,0,0,ut3,-1,-1,965,944,711,-1
50066,60,17,0,17,ut3,-1,-1,965,944,711,-1
50066,100,44,0,44,ls3,-1,-1,711,-1,-1,-1
50067,7,17,0,0,uls,-1,-1,965,944,711,-1
50067,12,17,0,6,uls,-1,-1,965,944,711,-1
50067,25,17,0,17,lu,-1,-1,965,944,711,-1
50067,60,17,0,17,lu,-1,-1,965,944,711,-1
50067,90,37,0,37,ls3,-1,-1,965,711,-1,-1
50067,100,44,0,44,ls3,-1,-1,711,-1,-1,-1
50068,6,17,0,17,lu,-1,-1,965,944,711,-1
50068,15,17,0,17,lu,-1,-1,965,944,711,-1
50068,45,17,0,17,lu,-1,-1,965,944,711,-1
50068,60,37,0,37,lu,-1,-1,965,711,-1,-1
50068,70,50,0,50,-1,-1,-1,711,-1,-1,-1
50069,30,0,6,0,sl2,-1,-9,925,-1,-1,-1
50069,50,0,6,0,ss,-1,-9,925,-1,-1,-1
50069,75,0,6,0,ss,-1,-9,925,-1,-1,-1
50069,100,0,6,0,sl3,-1,-9,925,-1,-1,-1
50069,115,0,6,0,ss,-1,-9,925,-1,-1,-1
50069,130,0,0,0,tl,-1,0,925,-1,-1,-1
50069,195,0,0,0,ss,-1,0,925,-1,-1,-1
50069,200,0,0,0,ss,-1,0,825,-1,-1,-1
50070,5,1,0,0,ls2,-1,-1,968,700,944,-1
50070,20,1,0,0,ls2,-1,-1,968,700,944,-1
50070,40,1,0,0,ls2,-1,-1,968,700,944,-1
50070,60,1,0,0,lt3,-1,-1,966,700,-1,-1
50070,90,0,0,0,tl,-1,0,971,-1,-1,-1
50070,120,0,0,0,tl,-1,0,971,-1,-1,-1
50070,200,0,0,0,tl,-1,0,971,-1,-1,-1
50071,10,17,0,6,lu,-1,-1,965,944,711,-1
50071,35,17,0,6,lu,-1,-1,965,944,711,-1
50071,60,17,0,17,lu,-1,-1,965,944,711,-1
50071,90,17,0,62,lu,-1,-1,965,711,944,-1
50071,100,44,0,44,lu,-1,-1,711,-1,-1,-1
50072,7,6,0,6,ut3,-1,-1,965,944,711,-1
50072,40,17,0,17,ut3,-1,-1,965,944,711,-1
50072,55,17,0,37,ut3,-1,-1,965,944,711,-1
50072,85,17,0,37,ut3,-1,-1,965,944,711,-1
50072,110,17,0,62,ut3,-1,-1,965,711,944,-1
50072,120,44,0,44,ut3,-1,-1,711,-1,-1,-1
50073,12,37,0,1,lu,-1,-1,965,944,511,-1
50073,30,37,0,1,lu,-1,-1,965,944,511,-1
50073,60,44,0,44,lu,-1,-1,511,-1,-1,-1
50074,18,37,0,17,lu,-1,-1,968,944,760,-1
50074,35,37,0,17,lu,-1,-1,968,944,760,-1
50074,60,0,0,87,ut3,-1,-9,966,760,-1,-1
50075,5,37,0,17,lu,-1,-1,965,944,760,-1
50075,20,37,0,17,lu,-1,-1,965,944,760,-1
50075,60,44,0,44,ut3,-1,-1,965,760,-1,-1
50076,3,6,0,6,ut3,-1,-1,964,944,711,770
50076,25,6,0,6,ut3,-1,-1,964,944,711,770
50076,32,6,0,6,ut3,-1,-1,964,944,711,770
50076,55,17,0,37,ut3,-1,-1,965,770,944,-1
50076,60,44,0,44,ut3,-1,-1,770,-1,-1,-1
50077,12,0,1,0,lu,-1,-1,831,-1,-1,-1
50077,22,0,1,0,tu4,-1,-1,831,-1,-1,-1
50077,33,0,1,0,tl,-1,-1,831,-1,-1,-1
50077,120,0,0,0,ut3,-1,0,631,-1,-1,-1
50078,30,0,0,0,fsms,-1,0,941,-1,-1,-1
50078,45,0,0,0,fsms,-1,0,941,-1,-1,-1
50078,80,0,0,0,fsms,-1,0,941,-1,-1,-1
50078,90,0,0,0,su2,-1,0,925,-1,-1,-1
50078,260,0,0,0,su2,-1,0,925,-1,-1,-1
50079,8,17,0,17,lu,-1,-1,965,944,711,-1
50079,30,17,0,17,lu,-1,-1,965,944,711,-1
50079,60,37,0,37,lu,-1,-1,965,711,944,-1
50079,70,44,0,44,lu,-1,-1,711,-1,-1,-1
50080,9,17,0,17,lu,-1,-1,965,944,760,-1
50080,65,17,0,17,lu,-1,-1,965,944,760,-1
50080,100,37,0,37,ut3,-1,-1,965,760,-1,-1
50081,5,0,6,6,ut3,-1,-9,963,944,-1,-1
50081,10,0,6,6,ut3,-1,-9,963,944,-1,-1
50081,22,0,6,6,ut3,-1,-9,963,944,-1,-1
50081,55,0,6,6,ut3,-1,-9,963,944,-1,-1
50081,85,0,17,17,ut3,-1,-9,963,944,-1,-1
50081,100,0,87,0,lu,-1,-9,925,-1,-1,-1
50082,5,0,0,0,uls,-1,0,965,944,770,-1
50082,6,17,0,0,ut3,-1,-1,965,944,770,-1
50082,8,17,0,6,ut3,-1,-1,965,944,770,-1
50082,22,17,0,17,ut3,-1,-1,965,944,770,-1
50082,40,17,0,17,lu,-1,-1,965,944,770,-1
50082,55,37,0,37,lu,-1,-1,965,770,-1,-1
50082,80,44,0,44,ut3,-1,-1,770,-1,-1,-1
50083,3,17,0,17,lu,-1,-1,965,944,760,-1
50083,14,37,0,17,lu,-1,-1,965,944,760,-1
50083,45,62,0,0,lu,-1,-1,965,944,760,-1
50083,55,37,0,37,lu,-1,-1,965,760,-1,-1
50083,60,50,0,50,-1,-1,-1,760,-1,-1,-1
50084,5,17,0,6,ut4,-1,-1,965,944,770,-1
50084,35,17,0,37,ut4,-1,-1,965,944,770,-1
50084,45,0,0,87,ut3,-1,-9,770,-1,-1,-1
50085,7,17,0,17,ut4,-1,-1,965,944,711,-1
50085,32,17,0,17,ut4,-1,-1,965,944,711,-1
50085,50,17,0,62,ut4,-1,-1,965,711,-1,-1
50085,65,-1,-1,-1,-1,-1,-1,711,-1,-1,-1
50086,5,17,0,17,lu,-1,-1,965,944,760,-1
50086,40,17,0,17,lu,-1,-1,965,944,760,-1
50086,50,17,0,17,lu,-1,-1,965,944,760,-1
50086,70,17,0,37,tu4,-1,-1,965,944,760,-1
50087,12,0,1,0,tu4,-1,-1,931,870,944,-1
