bund_nr,othori,uthori,uz,farbe,humus,kalk,hydrooxid,hydrooxidanteil,hydrored,hydroredanteil,geform,aggroesse,pedogen,wurzelintfein,wurzelintgrob,wurzelverteil
50101,0,6,,10YR3/2,h4,c0,e0,-2,r0,-2,sub,gre2,-1,wf5,wg0,g
50101,6,35,,10YR4/6,h3,c0,e0,-2,r0,-2,sub,gre2,-1,wf4,wg0,g
50101,35,45,,10YR5/6,h1,c0,eh,f5,rb,f5,sub,gre2,-1,wf1,wg0,g
50101,45,95,,10YR7/2,h1,c0,eh,f5,rb,f7,sub,gre2,-1,wf1,wg0,g
50101,95,100,True,-1,h0,c0,e0,-2,r0,-2,-1,-1,-1,wf0,wg0,z
50102,0,8,,10YR3/2,h3,c0,e0,-2,r0,-2,kru,gre2,-1,wf3,wg0,g
50102,8,25,,10YR5/4,h2,c0,e0,-2,r0,-2,pol,gre3,-1,wf3,wg0,g
50102,25,90,,10YR5/4,h1,c6,e0,-2,r0,-2,pol,gre3,t,wf2,wg0,g
50102,90,110,True,10YR6/1,h0,c6,e0,-2,r0,-2,pol,gre3,t,wf1,wg0,u
50103,0,11,,10YR4/3,h4,c0,e0,-2,r0,-2,sub,gre3,-1,wf5,wg0,g
50103,11,32,,10YR5/4,h2,c0,e0,-2,r0,-2,sub,gre3,-1,wf3,wg0,g
50103,32,55,True,-1,h0,c0,e0,-2,r0,-2,-1,-1,-1,wf1,wg0,k
50104,0,1,,7.5YR3/4,h4,c0,e0,-2,r0,-2,sub,gre2,-1,wf5,wg0,g
50104,1,10,,10YR4/4,h3,c0,e0,-2,r0,-2,sub,gre2,-1,wf5,wg0,g
50104,10,33,,10YR5/4,h2,c0,e0,-2,r0,-2,sub,gre2,-1,wf4,wg0,g
50104,33,62,,2.5Y4/4,h1,c0,e0,-2,r0,-2,shi,gra3,-1,wf3,wg0,g
50104,62,65,True,-1,h0,c0,e0,-2,r0,-2,-1,-1,-1,wf2,wg0,k
50105,0,10,,10YR4/4,h4,c0,e0,-2,r0,-2,sub,gre3,-1,wf4,wg0,g
50105,10,40,,10YR5/6,h2,c0,e0,-2,r0,-2,sub,gre3,-1,wf4,wg0,g
50105,40,60,True,10YR4/4,h1,c0,e0,-2,r0,-2,-1,-1,-1,wf2,wg0,g
50106,0,5,,5YR3/2,h4,c0,e0,-2,r0,-2,sub,gre3,-1,wf4,wg0,g
50106,5,60,,10YR4/6,h3,c0,e0,-2,r0,-2,sub,gre3,-1,wf4,wg0,g
50106,60,90,True,10YR4/3,h1,c0,e0,-2,r0,-2,sub,gre3,-1,wf1,wg0,g
50107,0,5,,7.5YR3/3,h4,c0,e0,-2,r0,-2,sub,gre3,-1,wf2,wg0,g
50107,5,25,,7.5YR4/4,h3,c0,e0,-2,r0,-2,sub,gre3,-1,wf3,wg0,g
50107,25,40,,10YR5/6,h2,c0,e0,-2,r0,-2,sub,gre3,-1,wf2,wg0,g
50107,40,65,,10YR5/6,h1,c0,e0,-2,r0,-2,sub,gre4,-1,wf2,wg0,g
50107,65,70,True,10YR5/6,h0,c0,e0,-2,r0,-2,sub,gre2,-1,wf2,wg0,k
50108,0,7,,10YR3/2,h4,c0,e0,-2,r0,-2,kru,gre2,-1,wf5,wg0,g
50108,7,40,,10YR5/4,h3,c0,e0,-2,r0,-2,sub,gre3,-1,wf5,wg0,g
50108,40,80,,10YR6/4,h1,c0,eh,f1,rb,f2,sub,gre3,-1,wf2,wg0,g
50108,80,85,True,-1,h1,c0,e0,-2,r0,-2,-1,-1,-1,wf1,wg0,k
50109,0,8,,7.5YR4/4,h2,c0,e0,-2,r0,-2,sub,gre2,-1,wf3,wg0,g
50109,8,30,,7.5YR5/4,h0,c0,e0,-2,r0,-2,sub,gre3,vw,wf3,wg0,g
50109,30,55,,7.5YR5/4,h0,c0,e,f3,r,f2,sub,gre3,-1,wf3,wg0,g
50109,55,90,,10YR5/4,h0,c0,e,f3,r,f2,sub,gre3,t,wf2,wg0,g
50109,90,120,True,7.5YR5/4,h0,c0,e,f2,r,f2,sub,gre2,-1,wf1,wg0,u
50110,0,30,,10YR3/2,h4,c0,eh,f1,r0,-2,sub,gre3,-1,wf0,wg0,g
50110,30,45,,5G6/1,h2,c0,eh,f2,rb,f9,shi,gra3,-1,wf2,wg0,g
50110,45,58,,7.5YR5/8,h1,c0,eh,f9,rb,f3,shi,gra3,-1,wf1,wg0,g
50110,58,65,True,-1,h0,c0,e0,-2,r0,-2,-1,-1,-1,wf0,wg0,z
50111,0,7,,10YR2/2,h4,c0,e0,-2,r0,-2,sub,gre3,-1,wf5,wg0,g
50111,7,45,,10YR4/4,h3,c0,e0,-2,r0,-2,sub,gre2,-1,wf4,wg0,g
50111,45,50,True,10YR4/1,h1,c0,e0,-2,r0,-2,sub,gre2,-1,wf1,wg0,k
50112,0,7,,5YR3/3,h4,c0,e0,-2,r0,-2,sub,gre2,-1,wf4,wg0,g
50112,7,32,,10YR5/6,h3,c0,e0,-2,r0,-2,sub,gre3,-1,wf4,wg0,g
50112,32,40,True,-1,h0,c0,e0,-2,r0,-2,-1,-1,-1,wf0,wg0,z
50113,0,6,,10YR3/2,h3,c0,e0,-2,r0,-2,kru,gre2,-1,wf3,wg0,g
50113,6,25,,10YR5/4,h1,c1,e0,-2,r0,-2,sub,gre3,-1,wf3,wg0,g
50113,25,33,,10YR4/3,h0,c5,e0,-2,r0,-2,pol,gre3,-1,wf2,wg0,g
50113,33,40,True,-1,h0,c6,e0,-2,r0,-2,-1,-1,-1,wf0,wg0,z
50114,0,1,,7.5YR3/2,h4,c0,e0,-2,r0,-2,sub,gre3,-1,wf4,wg0,g
50114,1,40,,10YR5/6,h3,c0,e0,-2,r0,-2,sub,gre3,-1,wf4,wg0,g
50114,40,50,True,10YR5/4,h1,c0,e0,-2,r0,-2,sub,gre3,-1,wf2,wg0,g
50115,0,5,,10YR3/2,h4,c0,e0,-2,r0,-2,kru,gre2,-1,wf5,wg0,g
50115,5,20,,10YR4/4,h3,c1,e0,-2,r0,-2,sub,gre3,-1,wf4,wg0,g
50115,20,35,,7.5YR4/4,h2,c1,e0,-2,r0,-2,pol,gre3,-1,wf3,wg0,g
50115,35,45,,7.5YR5/8,h1,c1,e0,-2,r0,-2,pol,gre4,-1,wf2,wg0,u
50115,45,48,True,-1,h0,c3,e0,-2,r0,-2,-1,-1,-1,wf0,wg0,z
50116,0,8,,10YR3/2,h3,c0,e0,-2,r0,-2,sub,gre3,-1,wf3,wg0,g
50116,8,22,,10YR6/4,h1,c0,e,f2,r,f1,sub,gre3,-1,wf3,wg0,g
50116,22,48,,10YR5/4,h0,c1,e,f2,r,f1,pol,gre3,-1,wf3,wg0,g
50116,48,55,True,10YR5/4,h0,c6,e0,-2,r0,-2,pol,gre2,-1,wf0,wg0,z
50117,0,5,,5YR2.5/1,h3,c0,e0,-2,r0,-2,sub,gre2,-1,wf3,wg0,g
50117,5,20,,10YR5/3,h1,c0,e,f2,r,f2,sub,gre2,vw,wf3,wg0,g
50117,20,45,,10YR6/2,h0,c0,e,f4,r,f6,sub,gre2,vw,wf2,wg0,g
50117,45,95,,10YR6/2,h0,c0,e,f4,r,f6,sub,gre2,vw,wf1,wg0,g
50117,95,135,,10YR5/3,h0,c0,e,f4,r,f2,sub,gre2,vw,wf1,wg0,g
50117,135,150,,10YR5/3,h0,c0,e,f4,r,f2,sub,gre2,vw,wf1,wg0,u
50117,150,170,True,10YR5/2,h0,c3,e,f4,r,f6,pol,gre3,vw,wf1,wg0,u
50118,0,20,,10YR3/2,h4,c0,e0,-2,r0,-2,sub,gre3,-1,wf4,wg0,g
50118,20,40,,10YR6/3,h1,c0,e0,-2,r0,-2,sub,gre3,-1,wf2,wg0,g
50118,40,100,,10YR6/3,h0,c2,e,f6,r0,-2,pol,gre3,-1,wf2,wg0,g
50118,100,210,,10YR6/2,h0,c3,e,f4,rs,f5,pol,gre3,-1,wf1,wg0,u
50118,210,220,True,10YR3/1,h0,c0,e,f1,r,f2,pol,gre3,-1,wf0,wg0,z
50119,0,17,,7.5YR2.5/3,h4,c2,e0,-2,r0,-2,sub,gre3,-1,wf5,wg0,g
50119,17,35,,5YR3/3,h2,c2,e0,-2,r0,-2,sub,gre3,-1,wf4,wg0,g
50119,35,70,,5YR4/4,h1,c3,e0,-2,r0,-2,sub,gre3,-1,wf3,wg0,g
50119,70,92,True,5YR3/4,h1,c4,e0,-2,r0,-2,sub,gre3,-1,wf2,wg0,k
50120,0,4,,5YR2.5/2,h4,c0,e0,-2,r0,-2,sub,gre2,-1,wf3,wg0,g
50120,4,35,,10YR5/6,h3,c0,e0,-2,r0,-2,sub,gre2,-1,wf2,wg0,g
50120,35,75,,10YR5/6,h1,c0,eh,f5,rb,f2,sub,gre2,-1,wf1,wg0,g
50120,75,80,True,-1,h0,c0,e0,-2,r0,-2,-1,-1,-1,wf0,wg0,z
50121,0,30,,10YR3/2,h4,c0,e0,-2,r0,-2,sub,gre3,-1,wf3,wg0,g
50121,30,45,,10YR4/4,h2,c0,e0,-2,r0,-2,sub,gre3,-1,wf2,wg0,g
50121,45,65,,10YR5/6,h1,c2,e0,-2,r0,-2,pol,gre2,-1,wf2,wg0,g
50121,65,70,True,-1,h0,c6,e0,-2,r0,-2,-1,-1,-1,wf1,wg0,k
50122,0,10,,10YR2/1,h4,c2,e0,-2,r0,-2,kru,gre3,-1,wf4,wg0,g
50122,10,20,,10YR3/2,h2,c4,e0,-2,r0,-2,kru,gre3,-1,wf3,wg0,g
50122,20,50,True,10YR3/2,h0,c6,e0,-2,r0,-2,pol,gre3,-1,wf2,wg0,k
50123,0,35,,5YR4/1,h4,c0,e0,-2,r0,-2,sub,gre2,ko,wf4,wg0,g
50123,35,75,,7.5YR4/4,h2,c0,e0,-2,r0,-2,kit,gre3,oe,wf2,wg0,u
50123,75,140,,10YR6/6,h0,c0,e,f2,r,f5,ein,-1,-1,wf1,wg0,g
50123,140,200,True,10YR6/6,h0,c0,e,f6,r,f2,ein,-1,-1,wf0,wg0,z
50124,0,12,,7.5YR2.5/1,h3,c0,e0,-2,r0,-2,sub,gre2,-1,wf3,wg0,g
50124,12,45,,5YR4/1,h1,c0,e0,-2,r0,-2,ein,gre2,-1,wf2,wg0,g
50124,45,65,,7.5YR2.5/1,h3,c0,e0,-2,r0,-2,kit,gre2,-1,wf1,wg0,g
50124,65,120,,5YR3/2,h2,c0,e0,-2,r0,-2,kit,gre2,-1,wf1,wg0,u
50124,120,145,,10YR6/6,h0,c0,e0,-2,r0,-2,ein,-1,-1,wf1,wg0,u
50124,145,180,,10YR5/6,h0,c1,e0,-2,r0,-2,kit,gre2,-1,wf0,wg0,z
50124,180,200,True,-1,h0,c6,e0,-2,r0,-2,-1,-1,-1,wf0,wg0,z
50125,0,12,,7.5YR3/2,h3,c0,e0,-2,r0,-2,ein,-1,-1,wf3,wg0,g
50125,12,22,,10YR6/2,h2,c0,e,f2,rb,f1,ein,-1,-1,wf2,wg0,g
50125,22,33,,10YR5/2,h1,c0,e,f5,rb,f5,ein,-1,-1,wf2,wg0,g
50125,33,80,,10YR6/2,h0,c3,e,f4,r,f6,sub,gre2,-1,wf1,wg0,g
50125,80,200,True,10YR6/2,h0,c4,e,f5,r,f6,sub,gre2,-1,wf1,wg0,g
50126,0,5,,10YR3/1,h3,c0,e0,-2,r0,-2,kru,gre3,vw,wf3,wg0,g
50126,5,16,,10YR4/3,h2,c2,e0,-2,r0,-2,sub,gre3,vw,wf4,wg0,g
50126,16,75,True,10YR4/3,h0,c6,e0,-2,r0,-2,sub,gre2,-1,wf3,wg0,k
50127,0,8,,10YR3/1,h3,c0,e0,-2,r0,-2,sub,gre2,vw,wf4,wg0,g
50127,8,45,,10YR4/3,h2,c0,e0,-2,r0,-2,sub,gre2,vw,wf3,wg0,g
50127,45,65,,10YR5/4,h0,c0,e,f3,r,f2,sub,gre3,vw,wf1,wg0,g
50127,65,95,,10YR5/6,h0,c0,e,f2,r,f2,pol,gre3,t,wf1,wg0,g
50127,95,130,,10YR5/6,h0,c0,e,f5,r,f3,pol,gre4,t,wf0,wg0,z
50127,130,150,True,10YR8/1,h0,c6,e0,-2,r0,-2,sub,gre3,-1,wf0,wg0,z
50128,0,8,,10YR2/1,h3,c0,e0,-2,r0,-2,sub,gre2,ko,wf4,wg0,g
50128,8,35,,7.5YR4/4,h1,c0,e0,-2,r0,-2,sub,gre2,vw,wf4,wg0,g
50128,35,80,,10YR4/3,h0,c0,e0,-2,r0,-2,pol,gre1,t,wf1,wg0,g
50128,80,100,True,5Y6/1,h0,c0,e0,-2,r0,-2,pol,gre1,t,wf0,wg0,z
50129,0,5,,10YR3/2,h4,c0,e0,-2,r0,-2,sub,gre2,-1,wf2,wg0,g
50129,5,70,,7.5YR5/4,h1,c0,e0,-2,r0,-2,ein,-1,-1,wf2,wg0,u
50129,70,80,,7.5YR4/2,h1,c0,e0,-2,r0,-2,kit,gre3,-1,wf1,wg0,u
50129,80,130,,7.5YR5/6,h1,c0,e,f3,r,f2,kit,gre3,-1,wf1,wg0,u
50129,130,140,,7.5YR5/4,h0,c0,e,f4,r,f4,kru,gre3,-1,wf0,wg0,z
50129,140,170,True,7.5YR6/4,h0,c0,e,f5,r,f4,sub,gre3,-1,wf0,wg0,z
50130,0,8,,10YR4/2,h3,c0,e0,-2,r0,-2,sub,gre3,-1,wf3,wg0,g
50130,8,26,,10YR5/3,h2,c0,e0,-2,r0,-2,sub,gre3,-1,wf3,wg0,g
50130,26,42,,10YR5/6,h1,c0,e0,-2,r0,-2,pol,gre2,-1,wf2,wg0,g
50130,42,60,True,10YR5/6,h0,c6,e0,-2,r0,-2,sub,gre2,-1,wf1,wg0,u
50131,0,18,,10YR3/3,h2,c1,e0,-2,r0,-2,sub,gre3,-1,wf4,wg0,g
50131,18,30,,10YR4/3,h0,c2,e0,-2,r0,-2,sub,gre3,-1,wf3,wg0,g
50131,30,50,,5YR4/2,h0,c2,e0,-2,r0,-2,pol,gre4,-1,wf2,wg0,g
50131,50,100,True,2.5YR4/2,h0,c5,e0,-2,r0,-2,pol,gre3,-1,wf1,wg0,u
50132,0,10,,5YR2.5/1,h4,c0,e0,-2,r0,-2,sub,gre3,-1,wf3,wg0,g
50132,10,22,,10YR5/1,h1,c0,eh,f3,rb,f7,sub,gre3,-1,wf2,wg0,g
50132,22,65,,10YR6/1,h0,c0,eh,f4,rb,f7,pol,gre3,-1,wf1,wg0,u
50132,65,100,True,7.5YR4/1,h0,c0,eh,f4,rb,f7,pol,gre4,-1,wf0,wg0,z
50133,0,5,,10YR3/2,h3,c0,e0,-2,r0,-2,sub,gre2,-1,wf3,wg0,g
50133,5,20,,10YR5/3,h1,c0,eh,f4,r,f6,sub,gre2,-1,wf3,wg0,g
50133,20,38,,10YR5/4,h0,c0,ed,f4,r,f4,sub,gre2,-1,wf2,wg0,g
50133,38,140,,10YR5/4,h0,c0,ed,f5,rb,f7,sub,gre2,-1,wf1,wg0,u
50133,140,170,True,10YR5/6,h0,c0,e0,-2,rb,f6,pol,gre3,-1,wf0,wg0,z
50134,0,3,,10YR4/2,h2,c0,e0,-2,r0,-2,sub,gre3,-1,wf5,wg0,g
50134,3,24,,10YR6/4,h1,c0,e,f1,rb,f3,sub,gre3,-1,wf4,wg0,g
50134,24,55,,7.5YR5/6,h1,c1,eo,f4,r,f1,pri,gra2,-1,wf4,wg0,g
50134,55,100,True,10YR7/4,h0,c3,eh,f4,rb,f6,pol,gre3,-1,wf1,wg0,g
50135,0,10,,10YR4/2,h4,c0,e0,-2,r0,-2,sub,gre2,-1,wf3,wg0,g
50135,10,35,,10YR5/3,h1,c0,e0,-2,r0,-2,sub,gre3,-1,wf2,wg0,g
50135,35,65,,10YR5/4,h0,c1,e,f2,r,f1,pol,gre3,-1,wf2,wg0,g
50135,65,75,,10YR5/4,h0,c3,e,f5,r,f2,pol,gre3,-1,wf1,wg0,u
50135,75,80,True,10YR5/4,h0,c5,e0,-2,r0,-2,sub,gre2,-1,wf0,wg0,z
50136,0,3,,10YR3/3,h3,c0,e0,-2,r0,-2,sub,gre2,-1,wf3,wg0,g
50136,3,20,,10YR5/6,h1,c2,e0,-2,r0,-2,sub,gre2,-1,wf3,wg0,g
50136,20,45,,10YR5/4,h0,c2,e0,-2,r0,-2,pol,gre3,-1,wf2,wg0,g
50136,45,65,True,10YR6/8,h0,c6,e0,-2,r0,-2,pol,gre3,t,wf1,wg0,u
50137,0,6,,2.5YR2.5/1,h2,c0,e0,-2,r0,-2,kru,gre2,-1,wf4,wg0,g
50137,6,20,,2.5YR4/4,h1,c0,e0,-2,r0,-2,sub,gre2,-1,wf3,wg0,g
50137,20,50,,2.5YR4/4,h0,c0,e0,-2,r0,-2,pol,gre3,-1,wf2,wg0,u
50137,50,80,True,2.5YR4/4,h0,c0,e0,-2,r0,-2,pol,gre3,-1,wf1,wg0,k
50138,0,5,,10YR4/2,h3,c1,e0,-2,r0,-2,sub,gre2,-1,wf4,wg0,g
50138,5,30,,10YR5/4,h1,c2,e0,-2,r0,-2,pol,gre3,-1,wf3,wg0,g
50138,30,48,True,10YR5/4,h0,c6,e0,-2,r0,-2,kru,gre2,t,wf2,wg0,g
50139,0,5,,10YR3/3,h3,c0,e0,-2,r0,-2,kru,gre2,ko;-9,wf3,wg0,g
50139,5,40,,10YR5/4,h2,c0,e0,-2,r0,-2,sub,gre3,ko;-9,wf3,wg0,g
50139,40,55,,10YR5/4,h1,c1,e0,-2,r0,-2,pol,gre4,t;vw,wf2,wg0,g
50139,55,70,True,10YR5/4,h0,c6,e0,-2,r0,-2,sub,gre2,-1,wf1,wg0,u
50140,0,6,,7.5YR3/2,h3,c0,e0,-2,r0,-2,sub,gre2,-1,wf3,wg0,g
50140,6,35,,7.5YR4/4,h1,c0,e0,-2,r0,-2,sub,gre3,-1,wf2,wg0,g
50140,35,120,True,7.5YR4/4,h0,c0,eh,f6,rb,f4,sub,gre3,-1,wf1,wg0,u
50141,0,8,,10YR3/3,h3,c0,e0,-2,r0,-2,ein,-1,-1,wf5,wg0,g
50141,8,155,True,10YR4/6,h1,c0,e0,-2,r0,-2,ein,-1,-1,wf3,wg0,g
50142,0,12,,10YR3/4,h4,c0,e0,-2,r0,-2,sub,gre3,-1,wf5,wg0,g
50142,12,22,,10YR2/2,h4,c0,e0,-2,r0,-2,sub,gre3,-1,wf5,wg0,g
50142,22,40,,10YR4/3,h1,c0,e0,-2,r0,-2,sub,gre2,-1,wf3,wg0,g
50142,40,85,,10YR5/8,h0,c0,e0,-2,r0,-2,sub,gre2,-1,wf3,wg0,g
50142,85,115,,7.5YR4/6,h0,c0,e0,-2,r0,-2,sub,gre2,-1,wf3,wg0,g
50142,115,185,,7.5YR4/6,h0,c0,e,f2,r,f3,sub,gre2,-1,wf0,wg0,g
50142,185,200,True,7.5YR4/6,h0,c0,e,f2,r,f4,sub,gre3,-1,wf0,wg0,g
50143,0,20,,10YR3/2,h4,c0,e0,-2,r0,-2,sub,gre2,-1,wf4,wg0,g
50143,20,30,,10YR3/2,h4,c0,e,f2,r0,-2,sub,gre2,-1,wf4,wg0,g
50143,30,75,,10YR5/6,h0,c0,eh,f5,r0,-2,sub,gre2,-1,wf1,wg0,g
50143,75,151,,7.5YR5/8,h0,c0,eh,f7,r,f5,sub,gre2,-1,wf0,wg0,z
50143,151,175,,10YR6/3,h0,c0,ed,f5,r,f7,koh,-1,-1,wf0,wg0,z
50143,175,220,True,10YR6/3,h0,c0,-1,-1,r,f9,koh,-1,-1,wf0,wg0,z
50144,0,4,,7.5YR2.5/3,h5,c0,e0,-2,r0,-2,sub,gre3,-1,wf5,wg0,g
50144,4,10,,10YR3/4,h4,c0,e0,-2,r0,-2,sub,gre3,-1,wf3,wg0,g
50144,10,35,,10YR5/6,h2,c2,e0,-2,r0,-2,sub,gre2,-1,wf3,wg0,g
50144,35,90,,10YR6/6,h1,c0,e0,-2,r0,-2,sub,gre2,-1,wf3,wg0,g
50144,90,120,,7.5YR5/6,h0,c0,e0,-2,r0,-2,sub,gre3,-1,wf2,wg0,g
50144,120,180,,10YR6/6,h0,c0,e0,-2,r0,-2,sub,gre3,-1,wf3,wg0,g
50144,180,200,True,10YR6/6,h0,c0,e0,-2,r0,-2,sub,gre2,-1,wf0,wg0,z
50145,0,6,,7.5YR4/2,h4,c0,e0,-2,r0,-2,kru,gre3,-1,wf4,wg0,g
50145,6,14,,7.5YR4/3,h2,c0,e0,-2,r0,-2,sub,gre2,-1,wf3,wg0,g
50145,14,47,,7.5YR4/4,h0,c0,e0,-2,r0,-2,sub,gre2,-1,wf3,wg0,g
50145,47,59,,10YR3/4,h0,c0,e0,-2,r0,-2,sub,gre2,-1,wf2,wg0,g
50145,59,76,,10YR4/4,h0,c3,e0,-2,r0,-2,pol,gre2,-1,wf1,wg0,k
50145,76,80,True,-1,h0,c0,e0,-2,r0,-2,-1,-1,-1,wf0,wg0,z
50146,0,5,,10YR3/1,h4,c0,e0,-2,r0,-2,sub,gre2,-1,wf3,wg0,g
50146,5,20,,10YR5/4,h1,c0,e0,-2,r0,-2,sub,gre2,-1,wf3,wg0,g
50146,20,40,,10YR5/3,h0,c0,e0,-2,r0,-2,sub,gre2,-1,wf2,wg0,g
50146,40,60,,10YR6/4,h0,c0,e0,-2,r0,-2,sub,gre2,-1,wf2,wg0,g
50146,60,100,True,10YR7/3,h0,c0,e0,-2,r0,-2,sub,gre2,-1,wf1,wg0,g
