"","plot_ID","loc_name","state","date","CCS_nr","t_ID","SP_dec_type","SP_group","DW_type","L_dm","D_cm","dec_type","dom_SP","tpS_SP_com_name","tpS_ID","LH_NH","N_SP_group","H_SP_group","L_m","D_m","D_h_cm","D_h_m","dec_type_BWI","SP_group_char","SP_dw_tps","S_L_DW_type","tapeS_wood","tapeS_bark","dw_tapes_b_ratio","V_dw_meth","V_dw_m3","B_dw_kg","C_dw_kg","iB_class","dw_tapes_swB_kg","dw_tapes_swbB_kg","dw_tapes_stwB_kg","dw_tapes_stwbB_kg","dw_tapes_fwB_kg","dw_tapes_fB_kg","dw_tapes_ag_kg","dw_swB_kg","dw_swbB_kg","dw_stwB_kg","dw_stwbB_kg","dw_fwB_kg","dw_ag_kg","N_dw_fw_kg","N_dw_sw_kg","N_dw_swb_kg","N_dw_stw_kg","N_dw_stwb_kg","ag_N_dw_kg"
"37",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","1",19,"2_2",2,4,2.4,10.5,3,"GFI","Picea abies",1,"NB","FI","fi",0.24,0.105,24,0.24,2,"BU",15,"S",2.87427613954435,0.191326254819662,0.0624106554624983,"V_DW_T1463",0.00207816354034965,0.640074370427692,0.320037185213846,"0.05",0,0,2.37977701876252,0.158409909904451,0,0,0.640074370427692,0.640074370427692,0,0.600126909424553,0.0399474610031382,0,0.640074370427692,0,0.000519740388787286,0,0.00290461424161484,0.000193345711255189,0.00361770034165731
"38",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","1",20,"2_1",2,4,2.1,26,1,"GFI","Picea abies",1,"NB","FI","fi",0.21,0.26,21,0.21,1,"BU",15,"S",5.42852893063322,0.343521873881454,0.0595147003232828,"V_DW_T1463",0.0111495123275902,4.14761858586355,2.07380929293177,"0.05",0,0,5.42852893063322,0.343521873881454,0,0,4.14761858586355,4.14761858586355,0,3.9007743086706,0.246844277192947,0,4.14761858586355,0,0.0033678662917212,0,0.0188797476539657,0.00119472630161386,0.0234423402473008
"39",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","1",21,"2_1",2,4,3.4,35,2,"GFI","Picea abies",1,"NB","FI","fi",0.34,0.35,34,0.34,1,"BU",15,"S",5.42852893063322,0.343521873881454,0.0595147003232828,"V_DW_T1463",0.0327118335055037,12.1688020640474,6.08440103202369,"0.05",0,0,2.37977701876252,0.158409909904451,0,0,12.1688020640474,12.1688020640474,0,11.4093391510368,0.759462913010598,0,12.1688020640474,0,0.00988106727600647,0,0.055221201491018,0.00367580049897129,0.0687780692659958
"40",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","1",22,"2_1",2,4,2.5,14,1,"GFI","Picea abies",1,"NB","FI","fi",0.25,0.14,25,0.25,1,"BU",15,"S",5.42852893063322,0.343521873881454,0.0595147003232828,"V_DW_T1463",0.0038484510006475,1.43162377224087,0.715811886120434,"0.05",0,0,2.37977701876252,0.158409909904451,0,0,1.43162377224087,1.43162377224087,0,1.34227519423962,0.0893485780012468,0,1.43162377224087,0,0.00116247850305959,0,0.00649661194011977,0.000432447117526035,0.00809153756070539
"41",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","1",23,"2_1",2,4,2,26.5,2,"GFI","Picea abies",1,"NB","FI","fi",0.2,0.265,20,0.2,1,"BU",15,"S",5.42852893063322,0.343521873881454,0.0595147003232828,"V_DW_T1463",0.0110309172049172,4.10350120022918,2.05175060011459,"0.05",0,0,5.42852893063322,0.343521873881454,0,0,4.10350120022918,4.10350120022918,0,3.85928255602131,0.244218644207871,0,4.10350120022918,0,0.0033320429745861,0,0.0186789275711432,0.0011820182379661,0.0231929887836954
"42",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","1",24,"2_2",2,4,3,20,3,"GFI","Picea abies",1,"NB","FI","fi",0.3,0.2,30,0.3,2,"BU",15,"S",2.87427613954435,0.191326254819662,0.0624106554624983,"V_DW_T1463",0.00942477796076938,2.90283161191697,1.45141580595848,"0.05",0,0,2.37977701876252,0.158409909904451,0,0,2.90283161191697,2.90283161191697,0,2.72166398831997,0.181167623596998,0,2.90283161191697,0,0.00235709926887658,0,0.0131728537034687,0.000876851298209472,0.0164068042705547
"43",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","1",25,"2_1",2,4,2.7,23,1,"GFI","Picea abies",1,"NB","FI","fi",0.27,0.23,27,0.27,1,"BU",15,"S",5.42852893063322,0.343521873881454,0.0595147003232828,"V_DW_T1463",0.0112178419678058,4.17303721202374,2.08651860601187,"0.05",0,0,2.37977701876252,0.158409909904451,0,0,4.17303721202374,4.17303721202374,0,3.91259522435194,0.260441987671798,0,4.17303721202374,0,0.00338850621616328,0,0.0189369608858634,0.0012605392203315,0.0235860063223582
"44",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","1",26,"2_1",2,4,2.6,28,2,"GFI","Picea abies",1,"NB","FI","fi",0.26,0.28,26,0.26,1,"BU",15,"S",5.42852893063322,0.343521873881454,0.0595147003232828,"V_DW_T1463",0.0160095561626936,5.95555489252201,2.97777744626101,"0.05",0,0,2.37977701876252,0.158409909904451,0,0,5.95555489252201,5.95555489252201,0,5.58386480803683,0.371690084485188,0,5.95555489252201,0,0.00483591057272788,0,0.0270259056708982,0.00179898000890831,0.0336607962525344
"45",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","1",27,"2_1",2,4,3,25,2,"GFI","Picea abies",1,"NB","FI","fi",0.3,0.25,30,0.3,1,"BU",15,"S",5.42852893063322,0.343521873881454,0.0595147003232828,"V_DW_T1463",0.0147262155637022,5.4781521896972,2.7390760948486,"0.05",0,0,5.42852893063322,0.343521873881454,0,0,5.4781521896972,5.4781521896972,0,5.15212160380204,0.326030585895165,0,5.4781521896972,0,0.00444825957803413,0,0.0249362685624019,0.0015779880357326,0.0309625161761686
"46",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","1",28,"2_4",2,4,2.1,45,5,"GFI","Picea abies",1,"NB","FI","fi",0.21,0.45,21,0.21,4,"BU",15,"S",NA,NA,NA,"V_DW_T1463",0.0333990568984765,4.10808399851261,2.0540419992563,"0.05",0,0,0,0,0,0,4.10808399851261,4.10808399851261,0,0,0,0,4.10808399851261,0,0.00333576420679224,0,0,0,0.00333576420679224
"47",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","1",29,"2_1",2,4,2,24.5,2,"GFI","Picea abies",1,"NB","FI","fi",0.2,0.245,20,0.2,1,"BU",15,"S",5.42852893063322,0.343521873881454,0.0595147003232828,"V_DW_T1463",0.00942870495158637,3.50747824199013,1.75373912099506,"0.05",0,0,5.42852893063322,0.343521873881454,0,0,3.50747824199013,3.50747824199013,0,3.29873172552765,0.208746516462477,0,3.50747824199013,0,0.00284807233249598,0,0.0159658615515538,0.00101033313967839,0.0198242670237282
"48",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","1",30,"2_2",2,4,2,11,3,"GFI","Picea abies",1,"NB","FI","fi",0.2,0.11,20,0.2,2,"BU",15,"S",2.87427613954435,0.191326254819662,0.0624106554624983,"V_DW_T1463",0.00190066355542182,0.585404375069922,0.292702187534961,"0.05",0,0,1.73414340868705,0.156700975742523,0,0,0.585404375069922,0.585404375069922,0,0.536889839694726,0.0485145353751958,0,0.585404375069922,0,0.000475348352556777,0,0.00259854682412247,0.000234810351215948,0.0033087055278952
"49",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","1",31,"2_3",2,4,2,17,4,"GFI","Picea abies",1,"NB","FI","fi",0.2,0.17,20,0.2,3,"BU",15,"S",NA,NA,NA,"V_DW_T1463",0.00453960138443725,0.640083795205653,0.320041897602826,"0.05",0,0,0,0,0,0,0.640083795205653,0.640083795205653,0,0,0,0,0.640083795205653,0,0.00051974804170699,0,0,0,0.00051974804170699
"50",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","1",32,"2_3",2,4,3.4,48,4,"GFI","Picea abies",1,"NB","FI","fi",0.34,0.48,34,0.34,3,"BU",15,"S",NA,NA,NA,"V_DW_T1463",0.0615249505279025,8.67501802443425,4.33750901221713,"0.1",0,0,0,0,0,0,8.67501802443425,8.67501802443425,0,0,0,0,8.67501802443425,0,0.00704411463584061,0,0,0,0.00704411463584061
"51",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","1",33,"2_1",2,4,2,26.5,2,"GFI","Picea abies",1,"NB","FI","fi",0.2,0.265,20,0.2,1,"BU",15,"S",5.42852893063322,0.343521873881454,0.0595147003232828,"V_DW_T1463",0.0110309172049172,4.10350120022918,2.05175060011459,"0.05",0,0,0.685040194987803,0.0614710005351971,0,0,4.10350120022918,4.10350120022918,0,3.76560094369151,0.337900256537678,0,4.10350120022918,0,0.0033320429745861,0,0.0182255085674669,0.00163543724164236,0.0231929887836954
"52",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","1",34,"2_2",2,4,2,13.5,3,"GFI","Picea abies",1,"NB","FI","fi",0.2,0.135,20,0.2,2,"BU",15,"S",2.87427613954435,0.191326254819662,0.0624106554624983,"V_DW_T1463",0.0028627763055837,0.881735102119779,0.44086755105989,"0.05",0,0,0.685040194987803,0.0614710005351971,0,0,0.881735102119779,0.881735102119779,0,0.809129173020037,0.0726059290997426,0,0.881735102119779,0,0.000715968902921261,0,0.00391618519741698,0.000351412696842754,0.00498356679718099
