bund_nr,pk_nr,pk_richtung,pk_dist,pk_aufnahme,pk_maxdist
140022,4,w,1000,-9,-9
140023,1,n,1000,-9,-9
140023,2,o,1000,-9,-9
140023,3,s,1000,-9,-9
140023,4,w,1000,-9,-9
140024,1,n,1000,-9,-9
140024,2,o,1000,-9,-9
140024,3,s,1000,-9,-9
140024,4,w,1000,-9,-9
140025,1,n,1000,-9,-9
140025,2,o,1000,-9,-9
140025,3,s,1000,-9,-9
140025,4,w,1000,-9,-9
140026,1,n,1000,-9,-9
140026,2,o,1000,-9,-9
140026,3,s,1000,-9,-9
140026,4,w,1000,-9,-9
140027,1,n,1000,-9,-9
140027,2,o,1000,-9,-9
140027,3,s,1000,-9,-9
140027,4,w,1000,-9,-9
140028,1,n,1000,-9,-9
140028,2,o,1000,-9,-9
140028,3,s,1000,-9,-9
140028,4,w,1000,-9,-9
140029,1,n,1000,-9,-9
140029,2,o,1000,-9,-9
140029,3,s,1000,-9,-9
140029,4,w,1000,-9,-9
140030,1,n,1000,-9,-9
140030,2,o,1000,-9,-9
140030,3,s,130,-9,-9
140030,4,w,1000,-9,-9
140031,1,n,1000,-9,-9
140031,2,o,1000,-9,-9
140031,3,s,1000,-9,-9
140031,4,w,1000,-9,-9
140032,1,n,1000,-9,-9
140032,2,o,1000,-9,-9
140032,3,s,1000,-9,-9
140032,4,w,1000,-9,-9
140033,1,n,1000,-9,-9
140033,2,o,1000,-9,-9
140033,3,s,1000,-9,-9
140033,4,w,1000,-9,-9
140034,1,n,1000,-9,-9
140034,2,o,1000,-9,-9
140034,3,s,1000,-9,-9
140034,4,w,1000,-9,-9
140035,1,n,1000,-9,-9
140035,2,o,1000,-9,-9
140035,3,s,1000,-9,-9
140035,4,w,1000,-9,-9
140036,1,n,1000,-9,-9
140036,2,o,1000,-9,-9
140036,3,s,1000,-9,-9
140036,4,w,1000,-9,-9
140037,1,n,1600,1,172
140037,2,o,1600,1,285
140037,3,s,1600,1,152
140037,4,w,1600,1,193
140038,1,n,1600,1,240
140038,2,o,1600,1,100
140038,3,s,1600,1,250
140038,4,w,1600,1,178
140039,1,n,1600,1,387
140039,2,o,1600,1,130
140039,3,s,1600,1,120
140039,4,w,1600,1,279
140040,1,n,1600,1,355
140040,2,o,1600,1,146
140040,3,s,1600,1,110
140040,4,w,1600,1,164
140041,1,n,1600,1,267
140041,2,o,1600,1,104
140041,3,s,1600,1,84
140041,4,w,1600,1,215
140042,1,n,1600,1,153
140042,2,o,1600,1,183
140042,3,s,1600,1,183
140042,4,w,1600,1,120
140043,1,n,1600,1,424
140043,2,o,1600,1,211
140043,3,s,1600,1,201
140043,4,w,1600,1,424
140044,1,n,1600,2,-2
140044,2,o,1600,1,440
140044,3,s,1600,1,498
140044,4,w,1600,1,439
140045,1,n,1600,1,56
140045,2,o,1600,1,63
140045,3,s,1600,1,189
140045,4,w,1600,1,71
140046,1,n,1600,1,160
140046,2,o,1600,1,212
140046,3,s,1600,1,138
140046,4,w,1600,1,129
140047,1,n,1600,1,261
140047,2,o,1600,1,79
140047,3,s,1600,2,-2
140047,4,w,1600,1,223
140048,1,n,1600,1,90
140048,2,o,1600,1,115
140048,3,s,1600,1,96
140048,4,w,1600,1,140
140049,1,n,1600,2,-2
140049,2,o,1600,2,-2
140049,3,s,1600,2,-2
140049,4,w,1600,2,-2
140050,1,n,1600,1,322
140050,2,o,1600,1,109
140050,3,s,1600,2,-2
140050,4,w,1600,1,339
140051,1,n,1600,1,253
140051,2,o,1600,1,344
140051,3,s,1600,1,225
140051,4,w,1600,1,132
140052,1,n,1600,1,63
140052,2,o,1600,1,254
140052,3,s,1600,1,479
140052,4,w,1600,1,367
140053,1,n,1600,1,317
140053,2,o,1600,1,218
140053,3,s,1600,1,97
140053,4,w,1600,1,318
140054,1,n,1600,2,-2
140054,2,o,1600,1,444
140054,3,s,1600,2,-2
140054,4,w,1600,2,-2
140055,1,n,1600,1,500
140055,2,o,1600,1,491
140055,3,s,1600,1,279
140055,4,w,1600,1,368
140056,1,n,1600,1,60
140056,2,o,1600,1,421
140056,3,s,1600,1,353
140056,4,w,1600,3,-1
140057,1,n,1600,1,465
140057,2,o,1600,1,492
140057,3,s,1600,1,223
140057,4,w,1600,1,399
140058,1,n,1600,2,-2
140058,2,o,1600,2,-2
140058,3,s,1600,1,500
140058,4,w,1600,1,500
140059,1,n,1600,1,83
140059,2,o,1600,1,342
140059,3,s,1600,1,204
140059,4,w,1600,1,135
140060,1,n,1600,1,176
140060,2,o,1600,1,80
140060,3,s,1600,1,221
140060,4,w,1600,1,151
140061,1,n,1600,1,173
140061,2,o,1600,1,438
140061,3,s,1600,1,328
140061,4,w,1600,1,183
140062,1,n,1600,1,493
140062,2,o,1600,1,489
140062,3,s,1600,1,135
140062,4,w,1600,1,426
140063,1,n,1600,1,478
140063,2,o,1600,1,403
140063,3,s,1600,1,201
140063,4,w,1600,1,296
140064,1,n,1600,1,200
140064,2,o,1600,1,427
140064,3,s,1600,1,427
140064,4,w,1600,1,422
140065,1,n,1600,1,230
140065,2,o,1600,1,183
140065,3,s,1600,1,128
140065,4,w,1600,1,162
140066,1,n,1600,-9,-2
140066,2,o,1600,-9,-9
140066,3,s,1600,-9,-9
140066,4,w,1600,-9,-9
140067,1,n,1600,1,101
140067,2,o,1600,1,212
140067,3,s,1600,1,421
140067,4,w,1600,1,222
140068,1,n,1600,1,254
140068,2,o,1600,1,307
140068,3,s,1600,1,236
140068,4,w,1600,2,-2
140089,1,n,1000,-9,-9
140089,2,o,1000,-9,-9
140089,3,s,1000,-9,-9
140089,4,w,1000,-9,-9
140102,1,n,1000,-9,-9
140102,2,o,1000,-9,-9
140102,3,s,1000,-9,-9
140102,4,w,1000,-9,-9
140175,1,n,1000,-9,-9
140175,2,o,1000,-9,-9
140175,3,s,1000,-9,-9
140175,4,w,1000,-9,-9
140187,1,n,1600,1,150
140187,2,o,1600,1,144
140187,3,s,1600,1,115
140187,4,w,1600,1,283
140234,1,n,1000,-9,-9
140234,2,o,1000,-9,-9
140234,3,s,1000,-9,-9
140234,4,w,1000,-9,-9
140252,1,n,1600,1,314
140252,2,o,1600,1,246
140252,3,s,1600,1,94
140252,4,w,1600,1,140
140254,1,n,1600,1,175
140254,2,o,1600,1,183
140254,3,sw,1600,3,-1
140254,4,w,1600,1,196
140315,1,n,1600,1,345
140315,2,o,1600,1,45
140315,3,s,1600,1,500
140315,4,w,1600,1,67
140316,1,n,1600,2,-2
140316,2,o,1600,1,301
140316,3,s,1600,1,387
140316,4,w,1600,2,-2
140317,1,-9,-9,-9,-9
140317,2,-9,-9,-9,-9
140317,3,-9,-9,-9,-9
140317,4,-9,-9,-9,-9
