bund_nr,lfd_nr,baumgruppe,typ,laenge,anzahl,durchmesser,zersetzung,anmerkung
140058,32,1,4,3,-9,42,1,
140058,33,1,4,2,-9,29,2,
140058,34,1,4,2,-9,48,3,
140054,1,1,1,4,-9,13,4,
140054,2,1,4,1,-9,25,5,
140054,3,1,4,1,-9,25,5,
140054,4,1,4,1,-9,11,5,
140054,5,1,4,1,-9,16,4,
140054,6,1,4,1,-9,31,5,
140054,7,1,4,1,-9,33,5,
140054,8,1,4,1,-9,12,4,
140054,9,1,1,30,-9,7,4,
140054,10,1,4,1,-9,30,5,
140054,11,1,4,2,-9,22,4,
140054,12,1,1,5,-9,5,4,
140054,13,1,4,1,-9,10,3,
140054,14,1,4,1,-9,26,4,
140054,15,1,4,1,-9,21,4,
140054,16,1,4,1,-9,35,5,
140054,17,1,4,1,-9,10,4,
140054,18,1,2,94,-9,11,1,
140054,19,1,2,141,-9,18,1,
140054,20,1,4,1,-9,24,4,
140054,21,1,1,1,-9,5,4,
140054,22,1,1,1,-9,1,3,
140054,23,-9,-9,-9,-9,-9,-9,
140056,1,1,1,42,-9,10,3,
140056,2,1,1,67,-9,7,4,
140056,3,1,2,108,-9,11,1,
140056,4,1,2,180,-9,12,1,
140056,5,2,1,21,-9,11,3,
140056,6,2,1,12,-9,11,3,
140056,7,2,3,32,-9,18,4,
140252,1,1,4,2,-9,41,4,
140252,2,1,4,2,-9,33,4,
140252,3,1,4,3,-9,22,5,
140252,4,1,4,1,-9,26,4,
140252,5,1,4,3,-9,34,4,
140252,6,1,4,2,-9,25,4,
140252,7,1,1,45,-9,8,3,
140252,8,1,1,9,-9,21,4,
140252,9,1,4,5,-9,40,4,
140252,10,1,4,2,-9,26,4,
140252,11,1,4,1,-9,15,5,
140252,12,1,4,4,-9,42,4,
140252,13,1,1,12,-9,8,2,
140252,14,1,4,1,-9,16,3,
140252,15,1,4,13,-9,38,3,
140252,16,1,4,3,-9,30,3,
140252,17,1,4,1,-9,40,3,
140252,18,1,4,2,-9,44,3,
140252,19,1,4,3,-9,37,4,
140252,20,1,4,4,-9,44,3,
140252,21,1,4,3,-9,42,4,
140252,22,1,4,3,-9,26,4,
140046,1,1,4,6,-9,55,2,
140046,2,1,1,14,-9,19,2,
140046,3,1,4,8,-9,32,2,
140046,4,1,1,4,-9,27,2,
140046,5,1,1,14,-9,27,3,
140046,6,1,4,3,-9,41,3,
140046,7,1,1,6,-9,24,3,
140046,8,1,4,2,-9,11,3,
140046,9,1,4,8,-9,27,3,
140046,10,1,4,2,-9,22,3,
140046,11,1,1,4,-9,20,4,
140046,12,1,4,6,-9,29,2,
140046,13,1,1,4,-9,13,2,
140046,14,1,1,1,-9,30,3,
140046,15,1,1,2,-9,10,3,
140046,16,1,1,5,-9,33,2,
140046,17,1,1,9,-9,14,2,
140046,18,1,1,3,-9,12,4,
140046,19,1,1,6,-9,11,3,
140046,20,1,1,4,-9,7,4,
140046,21,1,1,13,-9,36,3,
140046,22,1,1,7,-9,17,3,
140046,23,1,1,1,-9,23,3,
140046,24,1,4,2,-9,38,2,
140046,25,1,4,4,-9,20,3,
140046,26,1,1,1,-9,27,3,
140046,27,1,1,6,-9,24,3,
140046,28,1,4,4,-9,51,2,
140046,29,1,1,2,-9,33,3,
140046,30,1,4,3,-9,33,4,
140043,1,1,2,211,-9,20,1,
140043,2,1,2,162,-9,22,1,
140043,3,1,4,1,-9,25,5,
140043,4,1,4,1,-9,20,4,
140043,5,1,4,2,-9,26,3,
140043,6,2,1,63,-9,7,3,
140043,7,2,4,2,-9,37,3,
140043,8,2,4,2,-9,30,3,
140043,9,1,4,2,-9,15,4,
140043,10,1,4,2,-9,24,3,
140043,11,1,4,2,-9,26,4,
140043,12,2,1,33,-9,15,5,
140043,13,1,4,2,-9,20,4,
140043,14,1,4,3,-9,25,4,
140043,15,1,4,2,-9,24,3,
140055,1,1,4,4,-9,44,2,
140055,2,1,1,23,-9,8,2,
140055,3,1,4,1,-9,30,3,
140055,4,1,4,3,-9,55,2,
140055,5,1,1,29,-9,18,2,
140055,6,1,1,26,-9,34,3,
140055,7,1,4,2,-9,52,2,
140055,8,1,4,3,-9,75,2,
140055,9,1,1,16,-9,13,2,
140055,10,1,4,2,-9,33,2,
140055,11,1,4,3,-9,57,2,
140055,12,1,1,11,-9,26,2,
140055,13,1,1,11,-9,24,2,
140055,14,1,1,20,-9,69,2,
140055,15,1,4,2,-9,40,2,
140055,16,1,1,10,-9,11,2,
140055,17,1,4,2,-9,46,2,
140055,18,1,4,3,-9,45,2,
140055,19,1,1,18,-9,18,2,
140055,20,1,4,2,-9,39,2,
140055,21,1,1,25,-9,20,2,
140055,22,1,4,5,-9,75,2,
140055,23,1,1,6,-9,17,2,
140055,24,1,1,10,-9,73,2,
140055,25,1,4,2,-9,57,2,
140055,26,1,4,3,-9,32,4,
140055,27,1,4,3,-9,55,3,
140055,28,1,1,4,-9,43,2,
140055,29,1,1,17,-9,14,2,
140055,30,1,1,16,-9,14,2,
140055,31,1,1,5,-9,11,2,
140055,32,1,1,2,-9,25,2,
140055,33,1,4,5,-9,27,1,
140055,34,1,1,35,-9,10,2,
140048,1,1,4,1,-9,23,5,
140048,2,1,4,1,-9,36,5,
140048,3,1,4,2,-9,46,4,
140048,4,1,4,5,-9,43,1,
140048,5,1,4,3,-9,33,3,
140048,6,1,4,2,-9,60,3,
140048,7,1,4,5,-9,65,1,
140048,8,1,4,4,-9,42,2,
140048,9,1,1,90,-9,34,3,
140048,10,1,4,1,-9,40,4,
140048,11,1,4,4,-9,52,3,
140048,12,1,4,4,-9,58,3,
140048,13,1,4,5,-9,52,3,
140048,14,1,4,2,-9,56,4,
140048,15,1,4,4,-9,48,3,
140048,16,1,4,10,-9,37,3,
140048,17,1,4,3,-9,50,3,
140048,18,1,4,2,-9,41,4,
140048,19,1,4,2,-9,43,3,
140048,20,1,4,7,-9,30,3,
140048,21,1,1,20,-9,20,2,
140048,22,1,1,15,-9,14,3,
140048,23,1,1,12,-9,33,4,
140048,24,1,4,6,-9,55,2,
140048,25,1,4,5,-9,53,5,
140048,26,1,4,4,-9,20,5,
140048,27,1,4,5,-9,65,3,
140048,28,1,4,3,-9,50,3,
140038,1,1,1,12,-9,10,2,
140038,2,1,1,71,-9,9,2,
140038,3,1,1,42,-9,6,2,
140038,4,1,1,12,-9,24,3,
140038,5,1,1,20,-9,9,4,
140038,6,1,1,25,-9,11,3,
140038,7,1,1,13,-9,12,3,
140038,8,1,1,20,-9,12,3,
140038,9,1,1,11,-9,14,3,
140038,10,1,1,12,-9,13,3,
140038,11,1,4,4,-9,49,4,
140038,12,1,1,69,-9,10,3,
140038,13,1,4,7,-9,67,3,
140038,14,1,4,4,-9,37,4,
140038,15,1,4,2,-9,20,4,
140038,16,1,4,4,-9,45,4,
140038,17,1,1,32,-9,15,5,
140038,18,1,4,2,-9,29,5,
140038,19,1,1,9,-9,17,5,
140038,20,1,4,7,-9,42,4,
140038,21,1,4,3,-9,37,4,
140038,22,1,1,9,-9,24,4,
140038,23,1,4,2,-9,27,5,
140038,24,1,1,25,-9,11,4,
140187,1,1,4,6,-9,89,2,
140187,2,1,4,3,-9,30,2,
140187,3,1,4,3,-9,35,2,
140187,4,1,4,2,-9,53,4,
140187,5,1,4,3,-9,35,3,
140187,6,1,4,3,-9,36,2,
140187,7,1,4,4,-9,45,2,
140187,8,1,4,7,-9,83,2,
140187,9,1,4,4,-9,37,2,
140187,10,1,4,5,-9,52,2,
140187,11,2,1,38,-9,10,3,
140187,12,1,2,349,-9,52,2,
140187,13,1,2,309,-9,56,2,
140187,14,1,2,313,-9,39,2,
140187,15,1,2,332,-9,42,2,
140187,16,1,2,335,-9,50,2,
140187,17,1,-9,5,-9,79,2,
140037,1,1,4,3,-9,52,3,
140037,2,1,4,4,-9,49,3,
140037,3,1,1,10,-9,14,4,
140037,4,1,1,71,-9,9,3,
140037,5,1,4,4,-9,44,3,
140037,6,1,1,40,-9,5,3,
140037,7,1,1,86,-9,9,3,
140037,8,1,4,3,-9,54,2,
140037,9,1,4,3,-9,50,2,
140037,10,1,4,2,-9,15,4,
140037,11,1,4,3,-9,34,3,
140037,12,1,4,9,-9,42,3,
140037,13,1,4,2,-9,39,3,
140037,14,1,1,32,-9,23,3,
140037,15,1,1,3,-9,36,3,
140037,16,1,1,11,-9,21,2,
140037,17,1,1,9,-9,10,2,
140037,18,1,1,12,-9,20,2,
140037,19,1,1,20,-9,29,2,
140037,20,1,1,2,-9,37,3,
140037,21,1,4,1,-9,53,4,
140037,22,1,1,8,-9,17,2,
140037,23,1,1,2,-9,35,2,
140037,24,1,1,23,-9,8,2,
140037,25,1,1,18,-9,9,2,
140037,26,1,1,25,-9,24,2,
140037,27,1,4,2,-9,19,4,
140037,28,1,4,1,-9,23,5,
140037,29,1,1,17,-9,7,3,
140057,1,1,2,251,-9,24,1,
140057,2,1,2,155,-9,13,2,
140057,3,1,2,205,-9,23,2,
140057,4,1,4,3,-9,37,4,
140057,5,1,1,100,-9,9,3,
140057,6,1,4,3,-9,29,3,
140057,7,1,1,31,-9,17,3,
140057,8,1,1,4,-9,21,3,
140057,9,1,1,40,-9,8,3,
140057,10,1,4,2,-9,21,4,
140057,11,1,1,28,-9,10,3,
140057,12,1,4,2,-9,16,4,
140057,13,1,4,1,-9,12,2,
140057,14,1,4,1,-9,13,4,
140057,15,1,4,3,-9,13,4,
140057,16,1,1,53,-9,11,3,
140057,17,1,4,1,-9,24,5,
140057,18,1,1,6,-9,18,4,
140057,19,1,4,2,-9,15,4,
140057,20,1,4,1,-9,19,5,
140057,21,1,1,7,-9,10,3,
140057,22,1,4,1,-9,17,5,
140057,23,1,4,1,-9,20,5,
140057,24,1,1,69,-9,8,3,
140057,25,1,1,19,-9,13,3,
140057,26,1,4,1,-9,20,4,
140316,1,3,2,150,-9,19,2,
140316,2,3,2,193,-9,25,2,
140316,3,3,1,38,-9,11,3,
140316,4,3,4,2,-9,24,3,
140316,5,3,1,3,-9,20,3,
140316,6,3,1,40,-9,10,3,
140316,7,3,1,19,-9,9,3,
140316,8,3,1,38,-9,7,3,
140316,9,3,1,37,-9,10,3,
140316,10,2,4,1,-9,20,4,
140316,11,3,4,2,-9,16,3,
140316,12,2,4,2,-9,25,4,
140316,13,3,4,1,-9,19,3,
140316,14,3,1,1,-9,15,3,
140316,15,3,4,2,-9,25,3,
140316,16,3,1,12,-9,9,3,
140316,17,3,4,3,-9,25,3,
140316,18,3,1,65,-9,8,3,
140316,19,3,1,20,-9,10,3,
140316,20,3,1,18,-9,9,3,
140316,21,3,4,1,-9,12,3,
140316,22,3,4,2,-9,17,3,
140316,23,3,4,2,-9,37,2,
140316,24,3,1,60,-9,8,3,
140041,1,1,4,8,-9,47,3,
140041,2,1,4,5,-9,31,3,
140041,3,1,4,1,-9,21,4,
140041,4,1,4,4,-9,36,3,
140041,5,1,1,27,-9,6,3,
140041,6,1,4,3,-9,41,3,
140041,7,1,1,7,-9,11,4,
140041,8,1,4,3,-9,29,3,
140041,9,1,1,19,-9,13,3,
140041,10,1,4,4,-9,45,3,
140041,11,1,4,8,-9,20,4,
140041,12,1,1,27,-9,13,4,
140041,13,1,4,3,-9,33,4,
140041,14,1,4,3,-9,39,4,
140041,15,1,4,3,-9,34,4,
140041,16,1,4,2,-9,24,5,
140041,17,1,4,2,-9,14,4,
140041,18,1,4,2,-9,40,4,
140041,19,1,4,2,-9,22,5,
140041,20,2,1,22,-9,9,5,
140041,21,1,4,2,-9,14,4,
140041,22,1,3,16,-9,21,4,
140041,23,1,4,2,-9,21,5,
140041,24,1,4,2,-9,24,5,
140041,25,1,4,2,-9,30,4,
140041,26,1,4,2,-9,19,4,
140068,1,3,1,37,-9,11,3,
140068,2,3,1,38,-9,12,3,
140068,3,2,1,3,-9,12,4,
140068,4,2,1,35,-9,13,3,
140068,5,1,1,28,-9,15,3,
140068,6,3,4,3,-9,28,3,
140068,7,2,3,22,-9,41,2,
140068,8,2,4,4,-9,46,1,
140068,9,2,4,2,-9,56,4,
140068,10,2,3,18,-9,13,2,
140068,11,2,4,3,-9,38,3,
140068,12,2,4,3,-9,40,3,
140068,13,2,4,3,-9,30,4,
140068,14,2,4,3,-9,60,2,
140068,15,2,4,2,-9,12,2,
140068,16,2,4,5,-9,51,4,
140068,17,2,4,4,-9,34,2,
140068,18,2,4,2,-9,34,2,
140254,1,2,1,123,-9,7,3,
140254,2,2,1,108,-9,8,4,
140254,3,2,1,8,-9,10,4,
140254,4,2,4,2,-9,32,5,
140254,5,2,4,2,-9,12,3,
140254,6,2,1,52,-9,10,4,
140254,7,2,1,8,-9,10,5,
140254,8,2,1,70,-9,11,4,
140254,9,2,1,52,-9,11,4,
140254,10,2,4,2,-9,10,3,
140254,11,2,1,28,-9,7,4,
140254,12,2,4,2,-9,12,4,
140254,13,2,1,11,-9,10,4,
140254,14,2,4,38,-9,6,4,
140254,15,2,1,15,-9,12,4,
140254,16,2,4,2,-9,58,5,
140254,17,2,4,4,-9,12,3,
140254,18,2,1,16,-9,12,5,
140254,19,2,4,2,-9,30,5,
140254,20,2,4,3,-9,30,2,
140254,21,2,4,3,-9,20,2,
140254,22,2,4,2,-9,33,5,
140254,23,2,1,28,-9,7,4,
140254,24,2,4,2,-9,53,5,
140254,25,2,4,1,-9,37,4,
140254,26,2,1,11,-9,16,4,
140254,27,2,1,18,-9,11,4,
140254,28,2,1,32,-9,10,4,
140254,29,2,4,2,-9,50,5,
140059,1,2,2,150,-9,27,2,
140059,2,2,1,42,-9,15,4,
140059,3,2,1,87,-9,32,1,
140059,4,1,1,50,-9,10,3,
140059,5,1,4,4,-9,38,3,
140059,6,1,1,21,-9,8,4,
140059,7,1,1,48,-9,15,4,
140059,8,1,1,14,-9,15,4,
140059,9,1,4,3,-9,42,3,
140059,10,1,1,16,-9,23,4,
140059,11,2,4,2,-9,10,5,
140059,12,1,1,57,-9,10,4,
140059,13,1,4,3,-9,25,4,
140059,14,2,1,63,-9,15,3,
140059,15,2,1,59,-9,23,4,
140059,16,2,1,4,-9,22,2,
140059,17,2,1,64,-9,25,4,
140059,18,2,4,3,-9,30,4,
140059,19,1,1,53,-9,8,3,
140059,20,2,1,24,-9,16,4,
140059,21,1,1,46,-9,9,4,
140059,22,2,1,23,-9,17,4,
140059,23,2,4,2,-9,41,4,
140059,24,2,1,9,-9,12,4,
140059,25,2,1,2,-9,10,4,
140059,26,2,1,15,-9,10,4,
140059,27,2,1,13,-9,9,4,
140059,28,2,4,2,-9,28,4,
140059,29,2,1,93,-9,7,4,
140059,30,2,1,35,-9,10,4,
140059,31,2,1,35,-9,10,3,
