"";"bfhnr";"lfdnr";"ort";"bart";"schi";"bhd";"hori";"azi";"hoehe";"alter";"roid";"fadd"
"4026";50129;13;9;"Fi";1;19,25;NA;NA;NA;44;4026;2013-06-19 10:11:40
"4027";50129;14;9;"Fi";1;8,1;NA;NA;NA;44;4027;2013-06-19 10:11:40
"4028";50129;15;9;"Fi";1;16,4;NA;NA;NA;44;4028;2013-06-19 10:11:40
"4029";50129;16;9;"Fi";1;12,65;NA;NA;NA;44;4029;2013-06-19 10:11:40
"4030";50129;17;9;"Fi";1;16,65;NA;NA;NA;44;4030;2013-06-19 10:11:40
"4031";50129;18;9;"Fi";1;23,6;NA;NA;NA;44;4031;2013-06-19 10:11:40
"4032";50129;19;9;"Fi";1;20,05;NA;NA;18,5;44;4032;2013-06-19 10:11:40
"4033";50129;20;9;"Fi";1;25,55;NA;NA;NA;44;4033;2013-06-19 10:11:40
"4034";50130;1;9;"RBu";1;50,1;NA;NA;36,5;153;4034;2013-06-19 10:11:40
"4035";50130;2;9;"RBu";2;8,85;NA;NA;NA;30;4035;2013-06-19 10:11:40
"4036";50130;3;9;"RBu";2;18,5;NA;NA;15;30;4036;2013-06-19 10:11:40
"4037";50130;4;9;"RBu";2;7,7;NA;NA;NA;30;4037;2013-06-19 10:11:40
"4038";50130;5;9;"RBu";2;7,9;NA;NA;NA;30;4038;2013-06-19 10:11:40
"4039";50130;6;9;"RBu";1;54,5;NA;NA;36;153;4039;2013-06-19 10:11:40
"4040";50130;7;9;"RBu";2;7,35;NA;NA;NA;30;4040;2013-06-19 10:11:40
"4041";50130;8;9;"RBu";2;9,45;NA;NA;NA;30;4041;2013-06-19 10:11:40
"4042";50130;9;9;"RBu";2;8,9;NA;NA;NA;30;4042;2013-06-19 10:11:40
"4043";50130;10;9;"RBu";2;10,85;NA;NA;NA;30;4043;2013-06-19 10:11:40
"4044";50130;11;9;"RBu";2;9,45;NA;NA;NA;30;4044;2013-06-19 10:11:40
"4045";50130;12;9;"RBu";2;11,1;NA;NA;NA;30;4045;2013-06-19 10:11:40
"4046";50130;13;9;"RBu";2;8,8;NA;NA;NA;30;4046;2013-06-19 10:11:40
"4047";50130;14;9;"RBu";2;18,55;NA;NA;16;30;4047;2013-06-19 10:11:40
"4048";50130;15;9;"RBu";2;12,55;NA;NA;NA;30;4048;2013-06-19 10:11:40
"4049";50130;16;9;"RBu";2;8,25;NA;NA;NA;30;4049;2013-06-19 10:11:40
"4050";50130;17;9;"RBu";2;7,1;NA;NA;NA;30;4050;2013-06-19 10:11:40
"4051";50130;18;9;"RBu";2;10,15;NA;NA;NA;30;4051;2013-06-19 10:11:40
"4052";50130;19;9;"RBu";2;18;NA;NA;15,5;30;4052;2013-06-19 10:11:40
"4053";50130;20;9;"RBu";2;13;NA;NA;NA;30;4053;2013-06-19 10:11:40
"4054";50130;21;9;"RBu";2;10,3;NA;NA;NA;30;4054;2013-06-19 10:11:40
"4055";50130;22;9;"RBu";2;9,65;NA;NA;NA;30;4055;2013-06-19 10:11:40
"4056";50130;23;9;"RBu";2;9,65;NA;NA;NA;30;4056;2013-06-19 10:11:40
"4057";50130;24;9;"RBu";2;8,15;NA;NA;NA;30;4057;2013-06-19 10:11:40
"4058";50130;25;9;"RBu";2;16;NA;NA;16,5;30;4058;2013-06-19 10:11:40
"4059";50130;26;9;"RBu";2;9,59;NA;NA;NA;30;4059;2013-06-19 10:11:40
"4060";50130;27;9;"RBu";2;10,8;NA;NA;NA;30;4060;2013-06-19 10:11:40
"4061";50130;28;9;"RBu";2;7,75;NA;NA;NA;30;4061;2013-06-19 10:11:40
"4062";50130;29;9;"RBu";2;8,8;NA;NA;NA;30;4062;2013-06-19 10:11:40
"4063";50130;30;9;"RBu";2;11,5;NA;NA;NA;30;4063;2013-06-19 10:11:40
"4064";50130;31;9;"RBu";2;9,45;NA;NA;NA;30;4064;2013-06-19 10:11:40
"4065";50130;32;9;"RBu";2;14,35;NA;NA;16,5;30;4065;2013-06-19 10:11:40
"4066";50130;33;9;"RBu";2;8,8;NA;NA;NA;30;4066;2013-06-19 10:11:40
"4067";50130;34;9;"RBu";2;12,45;NA;NA;NA;30;4067;2013-06-19 10:11:40
"4068";50130;35;9;"RBu";2;10,5;NA;NA;NA;30;4068;2013-06-19 10:11:40
"4069";50130;36;9;"RBu";2;9,5;NA;NA;NA;30;4069;2013-06-19 10:11:40
"4070";50130;37;9;"RBu";2;11,6;NA;NA;NA;30;4070;2013-06-19 10:11:40
"4071";50130;38;9;"RBu";2;7,5;NA;NA;NA;30;4071;2013-06-19 10:11:40
"4072";50130;39;9;"RBu";2;11,4;NA;NA;NA;30;4072;2013-06-19 10:11:40
"4073";50130;40;9;"RBu";2;11,65;NA;NA;NA;30;4073;2013-06-19 10:11:40
"4074";50130;41;9;"RBu";2;7,3;NA;NA;NA;30;4074;2013-06-19 10:11:40
"4075";50130;42;9;"RBu";2;7,65;NA;NA;NA;30;4075;2013-06-19 10:11:40
"4076";50130;43;9;"RBu";2;9,65;NA;NA;NA;30;4076;2013-06-19 10:11:40
"4077";50130;44;9;"RBu";1;52,2;NA;NA;36;153;4077;2013-06-19 10:11:40
"4078";50130;45;9;"RBu";2;7,8;NA;NA;NA;30;4078;2013-06-19 10:11:40
"4079";50130;46;9;"RBu";2;7,65;NA;NA;NA;30;4079;2013-06-19 10:11:40
"4080";50130;47;9;"RBu";2;7;NA;NA;NA;30;4080;2013-06-19 10:11:40
"4081";50130;48;9;"RBu";2;8,65;NA;NA;NA;30;4081;2013-06-19 10:11:40
"4082";50130;49;9;"RBu";2;10,2;NA;NA;NA;30;4082;2013-06-19 10:11:40
"4083";50131;1;9;"RBu";1;31,8;NA;NA;20;19;4083;2013-06-19 10:11:40
"4084";50131;2;9;"RBu";1;20,8;NA;NA;NA;19;4084;2013-06-19 10:11:40
"4085";50131;3;9;"RBu";1;35,5;NA;NA;18,5;19;4085;2013-06-19 10:11:40
"4086";50131;4;9;"RBu";1;18,3;NA;NA;NA;19;4086;2013-06-19 10:11:40
"4087";50131;5;9;"RBu";1;22,3;NA;NA;NA;19;4087;2013-06-19 10:11:40
"4088";50131;6;9;"RBu";1;20,1;NA;NA;NA;19;4088;2013-06-19 10:11:40
"4089";50131;7;9;"RBu";1;34,5;NA;NA;17;19;4089;2013-06-19 10:11:40
"4090";50131;8;9;"RBu";1;22,7;NA;NA;13;19;4090;2013-06-19 10:11:40
"4091";50131;9;9;"RBu";1;30,3;NA;NA;16;19;4091;2013-06-19 10:11:40
"4092";50131;10;9;"SBi";1;30,9;NA;NA;17,5;19;4092;2013-06-19 10:11:40
"4093";50131;11;9;"SBi";1;29;NA;NA;18;19;4093;2013-06-19 10:11:40
"4094";50131;12;9;"BAh";2;7,35;NA;NA;NA;19;4094;2013-06-19 10:11:40
"4095";50131;13;9;"BAh";2;7,55;NA;NA;NA;19;4095;2013-06-19 10:11:40
"4096";50131;14;9;"BAh";2;7,45;NA;NA;NA;19;4096;2013-06-19 10:11:40
"4097";50131;15;9;"RBu";2;9;NA;NA;NA;19;4097;2013-06-19 10:11:40
"4098";50131;16;9;"RBu";2;17;NA;NA;NA;19;4098;2013-06-19 10:11:40
"4099";50131;17;9;"RBu";1;31,6;NA;NA;NA;19;4099;2013-06-19 10:11:40
"4100";50131;18;9;"RBu";1;33,2;NA;NA;NA;19;4100;2013-06-19 10:11:40
"4101";50132;1;9;"SEi";1;74,5;NA;NA;30;184;4101;2013-06-19 10:11:40
"4102";50132;2;9;"Hbu";2;26;NA;NA;NA;71;4102;2013-06-19 10:11:40
"4103";50132;3;9;"SEi";1;55,5;NA;NA;NA;184;4103;2013-06-19 10:11:40
"4104";50132;4;9;"RBu";2;23;NA;NA;NA;123;4104;2013-06-19 10:11:40
"4105";50132;5;9;"RBu";2;30,2;NA;NA;NA;123;4105;2013-06-19 10:11:40
"4106";50132;6;9;"RBu";2;16,4;NA;NA;NA;123;4106;2013-06-19 10:11:40
"4107";50132;7;9;"RBu";1;35,6;NA;NA;NA;123;4107;2013-06-19 10:11:40
"4108";50132;8;9;"RBu";2;22,45;NA;NA;NA;123;4108;2013-06-19 10:11:40
"4109";50132;9;9;"RBu";2;16,9;NA;NA;NA;123;4109;2013-06-19 10:11:40
"4110";50132;10;9;"RBu";2;16,9;NA;NA;NA;123;4110;2013-06-19 10:11:40
"4111";50132;11;9;"SEi";1;71,64;NA;NA;29,5;184;4111;2013-06-19 10:11:40
"4112";50132;12;9;"RBu";2;24,3;NA;NA;24,5;123;4112;2013-06-19 10:11:40
"4113";50132;13;9;"RBu";2;24,5;NA;NA;24,5;123;4113;2013-06-19 10:11:40
"4114";50132;14;9;"RBu";2;19;NA;NA;NA;123;4114;2013-06-19 10:11:40
"4115";50132;15;9;"RBu";2;20,45;NA;NA;NA;123;4115;2013-06-19 10:11:40
"4116";50132;16;9;"RBu";2;23,65;NA;NA;NA;123;4116;2013-06-19 10:11:40
"4117";50132;17;9;"RBu";2;21,4;NA;NA;NA;123;4117;2013-06-19 10:11:40
"4118";50132;18;9;"RBu";2;21,9;NA;NA;NA;123;4118;2013-06-19 10:11:40
"4119";50132;19;9;"RBu";2;28,4;NA;NA;25,5;123;4119;2013-06-19 10:11:40
"4120";50132;20;9;"RBu";2;33,2;NA;NA;25,5;123;4120;2013-06-19 10:11:40
"4121";50132;21;9;"RBu";1;61,5;NA;NA;31,5;123;4121;2013-06-19 10:11:40
"4122";50132;22;9;"RBu";2;30,5;NA;NA;NA;123;4122;2013-06-19 10:11:40
"4123";50132;23;9;"RBu";2;13,45;NA;NA;NA;123;4123;2013-06-19 10:11:40
"4124";50132;24;9;"RBu";1;15,2;NA;NA;NA;123;4124;2013-06-19 10:11:40
"4125";50132;25;9;"RBu";2;11;NA;NA;NA;123;4125;2013-06-19 10:11:40
"4126";50132;26;9;"RBu";2;22,25;NA;NA;NA;123;4126;2013-06-19 10:11:40
"4127";50132;27;9;"RBu";2;17,1;NA;NA;NA;123;4127;2013-06-19 10:11:40
"4128";50133;1;9;"RBu";1;47,8;NA;NA;35;89;4128;2013-06-19 10:11:40
"4129";50133;2;9;"RBu";2;25,6;NA;NA;25,5;89;4129;2013-06-19 10:11:40
"4130";50133;3;9;"RBu";1;43,35;NA;NA;NA;89;4130;2013-06-19 10:11:40
"4131";50133;4;9;"Sei";1;66;NA;NA;NA;185;4131;2013-06-19 10:11:40
"4132";50133;5;9;"RBu";1;37,75;NA;NA;34;89;4132;2013-06-19 10:11:40
"4133";50133;6;9;"SEi";1;40,7;NA;NA;NA;185;4133;2013-06-19 10:11:40
"4134";50133;7;9;"RBu";2;18,5;NA;NA;NA;89;4134;2013-06-19 10:11:40
"4135";50133;8;9;"RBu";1;38,3;NA;NA;NA;89;4135;2013-06-19 10:11:40
"4136";50133;9;9;"RBu";2;27,9;NA;NA;NA;89;4136;2013-06-19 10:11:40
"4137";50133;10;9;"SEi";1;58,5;NA;NA;35,5;185;4137;2013-06-19 10:11:40
"4138";50133;11;9;"RBu";1;36;NA;NA;NA;89;4138;2013-06-19 10:11:40
"4139";50133;12;9;"SEi";1;57,3;NA;NA;30;185;4139;2013-06-19 10:11:40
"4140";50133;13;9;"RBu";2;21,65;NA;NA;NA;89;4140;2013-06-19 10:11:40
"4141";50133;14;9;"RBu";1;48,1;NA;NA;35;89;4141;2013-06-19 10:11:40
"4142";50133;15;9;"RBu";1;32,5;NA;NA;NA;89;4142;2013-06-19 10:11:40
"4143";50133;16;9;"SEi";1;62,5;NA;NA;35,5;185;4143;2013-06-19 10:11:40
"4144";50133;17;9;"RBu";2;21,8;NA;NA;NA;89;4144;2013-06-19 10:11:40
"4145";50133;18;9;"RBu";1;31,5;NA;NA;NA;89;4145;2013-06-19 10:11:40
"4146";50133;19;9;"RBu";1;32,3;NA;NA;NA;89;4146;2013-06-19 10:11:40
"4147";50133;20;9;"RBu";1;54;NA;NA;NA;89;4147;2013-06-19 10:11:40
"4148";50133;21;9;"SEi";1;44,9;NA;NA;29,5;185;4148;2013-06-19 10:11:40
"4149";50133;22;9;"RBu";2;29,15;NA;NA;NA;89;4149;2013-06-19 10:11:40
"4150";50133;23;9;"RBu";2;20,3;NA;NA;NA;89;4150;2013-06-19 10:11:40
"4151";50133;24;9;"SEi";1;64,9;NA;NA;32,5;185;4151;2013-06-19 10:11:40
"4152";50133;25;9;"RBu";2;26,15;NA;NA;NA;89;4152;2013-06-19 10:11:40
"4153";50133;26;9;"RBu";1;42,8;NA;NA;NA;89;4153;2013-06-19 10:11:40
"4154";50133;27;9;"RBu";2;18,1;NA;NA;NA;89;4154;2013-06-19 10:11:40
"4155";50133;28;9;"RBu";1;71,4;NA;NA;35,5;89;4155;2013-06-19 10:11:40
"4156";50133;29;9;"RBu";2;18,1;NA;NA;NA;89;4156;2013-06-19 10:11:40
"4157";50133;30;9;"RBu";1;63,35;NA;NA;33,5;89;4157;2013-06-19 10:11:40
"4158";50133;31;9;"RBu";2;20,6;NA;NA;20;89;4158;2013-06-19 10:11:40
"4159";50133;32;9;"RBu";1;36,2;NA;NA;NA;89;4159;2013-06-19 10:11:40
"4160";50133;33;9;"RBu";1;35;NA;NA;NA;89;4160;2013-06-19 10:11:40
"4161";50134;1;9;"Fi";1;24,1;NA;NA;19,5;36;4161;2013-06-19 10:11:40
"4162";50134;2;9;"Fi";1;13;NA;NA;NA;36;4162;2013-06-19 10:11:40
"4163";50134;3;9;"Fi";1;20,5;NA;NA;18,5;36;4163;2013-06-19 10:11:40
"4164";50134;4;9;"Fi";1;19,4;NA;NA;NA;36;4164;2013-06-19 10:11:40
"4165";50134;5;9;"Fi";1;11,25;NA;NA;NA;36;4165;2013-06-19 10:11:40
"4166";50134;6;9;"Fi";1;18,75;NA;NA;NA;36;4166;2013-06-19 10:11:40
"4167";50134;7;9;"Fi";1;13,9;NA;NA;NA;36;4167;2013-06-19 10:11:40
"4168";50134;8;9;"Fi";1;12,85;NA;NA;NA;36;4168;2013-06-19 10:11:40
"4169";50134;9;9;"Fi";1;17,75;NA;NA;NA;36;4169;2013-06-19 10:11:40
"4170";50134;10;9;"Fi";1;19,05;NA;NA;NA;36;4170;2013-06-19 10:11:40
"4171";50134;11;9;"Fi";1;18,1;NA;NA;NA;36;4171;2013-06-19 10:11:40
"4172";50134;12;9;"Fi";1;18,15;NA;NA;NA;36;4172;2013-06-19 10:11:40
"4173";50134;13;9;"Fi";1;16,7;NA;NA;NA;36;4173;2013-06-19 10:11:40
"4174";50134;14;9;"Fi";1;7,35;NA;NA;NA;36;4174;2013-06-19 10:11:40
"4175";50134;15;9;"Fi";1;13,25;NA;NA;NA;36;4175;2013-06-19 10:11:40
"4176";50134;16;9;"Fi";1;22,05;NA;NA;20,1;36;4176;2013-06-19 10:11:40
"4177";50134;17;9;"Fi";1;22,5;NA;NA;19,75;36;4177;2013-06-19 10:11:40
"4178";50134;18;9;"Fi";1;8,6;NA;NA;NA;36;4178;2013-06-19 10:11:40
"4179";50134;19;9;"Fi";1;13,7;NA;NA;NA;36;4179;2013-06-19 10:11:40
"4180";50134;20;9;"Fi";1;7,25;NA;NA;NA;36;4180;2013-06-19 10:11:40
"4181";50134;21;9;"Fi";1;22,6;NA;NA;20,5;36;4181;2013-06-19 10:11:40
"4182";50135;1;9;"Fi";1;44;NA;NA;31;55;4182;2013-06-19 10:11:40
"4183";50135;2;9;"Fi";1;33,4;NA;NA;NA;55;4183;2013-06-19 10:11:40
"4184";50135;3;9;"Fi";1;33,05;NA;NA;NA;55;4184;2013-06-19 10:11:40
"4185";50135;4;9;"Fi";1;32,5;NA;NA;NA;55;4185;2013-06-19 10:11:40
"4186";50135;5;9;"Fi";1;25;NA;NA;NA;55;4186;2013-06-19 10:11:40
"4187";50135;6;9;"Fi";1;37,95;NA;NA;NA;55;4187;2013-06-19 10:11:40
"4188";50135;7;9;"Fi";1;42,5;NA;NA;29;55;4188;2013-06-19 10:11:40
"4189";50135;8;9;"Fi";1;34,25;NA;NA;NA;55;4189;2013-06-19 10:11:40
"4190";50135;9;9;"Fi";1;32,35;NA;NA;NA;55;4190;2013-06-19 10:11:40
"4191";50135;10;9;"Fi";1;30,1;NA;NA;NA;55;4191;2013-06-19 10:11:40
"4192";50135;11;9;"Fi";1;30,45;NA;NA;NA;55;4192;2013-06-19 10:11:40
"4193";50135;12;9;"Fi";1;29,25;NA;NA;NA;55;4193;2013-06-19 10:11:40
"4194";50135;13;9;"Fi";1;34,25;NA;NA;25,5;55;4194;2013-06-19 10:11:40
"4195";50135;14;9;"Fi";1;24,3;NA;NA;NA;55;4195;2013-06-19 10:11:40
"4196";50135;15;9;"Fi";1;27,15;NA;NA;NA;55;4196;2013-06-19 10:11:40
"4197";50135;16;9;"Fi";1;37,55;NA;NA;NA;55;4197;2013-06-19 10:11:40
"4198";50135;17;9;"Fi";1;24,9;NA;NA;NA;55;4198;2013-06-19 10:11:40
"4199";50135;18;9;"Fi";1;29,7;NA;NA;NA;55;4199;2013-06-19 10:11:40
"4200";50135;19;9;"Fi";1;26;NA;NA;NA;55;4200;2013-06-19 10:11:40
"4201";50135;20;9;"Fi";1;33,2;NA;NA;NA;55;4201;2013-06-19 10:11:40
"4202";50135;21;9;"Fi";1;25,8;NA;NA;NA;55;4202;2013-06-19 10:11:40
"4203";50135;22;9;"Fi";1;28,9;NA;NA;NA;55;4203;2013-06-19 10:11:40
"4204";50135;23;9;"Fi";1;34,7;NA;NA;NA;55;4204;2013-06-19 10:11:40
"4205";50135;24;9;"Fi";1;36,85;NA;NA;NA;55;4205;2013-06-19 10:11:40
"4206";50135;25;9;"Fi";1;36;NA;NA;NA;55;4206;2013-06-19 10:11:40
"4207";50135;26;9;"Fi";1;25,75;NA;NA;NA;55;4207;2013-06-19 10:11:40
"4208";50135;27;9;"Fi";1;42,85;NA;NA;30,65;55;4208;2013-06-19 10:11:40
"4209";50135;28;9;"Fi";1;27,1;NA;NA;NA;55;4209;2013-06-19 10:11:40
"4210";50135;29;9;"Fi";1;23,25;NA;NA;NA;55;4210;2013-06-19 10:11:40
"4211";50135;30;9;"Fi";1;33,85;NA;NA;NA;55;4211;2013-06-19 10:11:40
"4212";50135;31;9;"Fi";1;26,75;NA;NA;NA;55;4212;2013-06-19 10:11:40
"4213";50135;32;9;"Fi";1;18,55;NA;NA;NA;55;4213;2013-06-19 10:11:40
"4214";50135;33;9;"Fi";1;18,45;NA;NA;NA;55;4214;2013-06-19 10:11:40
"4215";50135;34;9;"Fi";1;30,05;NA;NA;NA;55;4215;2013-06-19 10:11:40
"4216";50135;35;9;"Fi";1;31;NA;NA;NA;55;4216;2013-06-19 10:11:40
"4217";50135;36;9;"Fi";1;42,25;NA;NA;30;55;4217;2013-06-19 10:11:40
"4218";50135;37;9;"Fi";1;42,85;NA;NA;31,15;55;4218;2013-06-19 10:11:40
"4219";50136;1;9;"RBu";1;58,15;NA;NA;38;121;4219;2013-06-19 10:11:40
"4220";50136;2;9;"RBu";1;41,55;NA;NA;NA;121;4220;2013-06-19 10:11:40
"4221";50136;3;9;"RBu";1;40,65;NA;NA;NA;121;4221;2013-06-19 10:11:40
"4222";50136;4;9;"RBu";1;59,25;NA;NA;31;121;4222;2013-06-19 10:11:40
"4223";50136;5;9;"RBu";1;66,4;NA;NA;35;121;4223;2013-06-19 10:11:40
"4224";50136;6;9;"RBu";1;56,85;NA;NA;NA;121;4224;2013-06-19 10:11:40
"4225";50136;7;9;"RBu";1;36,75;NA;NA;NA;121;4225;2013-06-19 10:11:40
"4226";50136;8;9;"RBu";1;53,05;NA;NA;NA;121;4226;2013-06-19 10:11:40
"4227";50136;9;9;"RBu";1;43,65;NA;NA;NA;121;4227;2013-06-19 10:11:40
"4228";50136;10;9;"RBu";1;40,15;NA;NA;NA;121;4228;2013-06-19 10:11:40
"4229";50136;11;9;"RBu";1;51,5;NA;NA;NA;121;4229;2013-06-19 10:11:40
"4230";50136;12;9;"RBu";1;49,15;NA;NA;NA;121;4230;2013-06-19 10:11:40
"4231";50136;13;9;"RBu";1;51,1;NA;NA;NA;121;4231;2013-06-19 10:11:40
"4232";50136;14;9;"RBu";1;54,75;NA;NA;29;121;4232;2013-06-19 10:11:40
"4233";50136;15;9;"RBu";1;51;NA;NA;NA;121;4233;2013-06-19 10:11:40
"4234";50136;16;9;"RBu";1;49,5;NA;NA;NA;121;4234;2013-06-19 10:11:40
"4235";50136;17;9;"RBu";1;51,3;NA;NA;NA;121;4235;2013-06-19 10:11:40
"4236";50136;18;9;"RBu";1;45,7;NA;NA;NA;121;4236;2013-06-19 10:11:40
"4237";50136;19;9;"RBu";1;35,9;NA;NA;NA;121;4237;2013-06-19 10:11:40
"4238";50136;20;9;"RBu";1;49,6;NA;NA;NA;121;4238;2013-06-19 10:11:40
"4239";50136;21;9;"RBu";1;37,7;NA;NA;NA;121;4239;2013-06-19 10:11:40
"4240";50136;22;9;"RBu";1;58,9;NA;NA;NA;121;4240;2013-06-19 10:11:40
"4241";50136;23;9;"RBu";1;48,5;NA;NA;NA;121;4241;2013-06-19 10:11:40
"4242";50136;24;9;"RBu";1;44,1;NA;NA;NA;121;4242;2013-06-19 10:11:40
"4243";50136;25;9;"RBu";1;55,9;NA;NA;37,5;121;4243;2013-06-19 10:11:40
"4244";50136;26;9;"RBu";1;39,5;NA;NA;NA;121;4244;2013-06-19 10:11:40
"4245";50136;27;9;"RBu";1;46;NA;NA;NA;121;4245;2013-06-19 10:11:40
"4246";50136;28;9;"RBu";1;60;NA;NA;NA;121;4246;2013-06-19 10:11:40
"4247";50136;29;9;"RBu";1;53,25;NA;NA;NA;121;4247;2013-06-19 10:11:40
"4248";50136;30;9;"RBu";1;32,2;NA;NA;NA;121;4248;2013-06-19 10:11:40
"4249";50137;1;9;"RBu";1;20,15;NA;NA;20,5;NA;4249;2013-06-19 10:11:40
"4250";50137;2;9;"RBu";1;30,15;NA;NA;22;NA;4250;2013-06-19 10:11:40
"4251";50137;3;9;"RBu";1;10,3;NA;NA;14;NA;4251;2013-06-19 10:11:40
"4252";50137;4;9;"RBu";1;31,65;NA;NA;24;NA;4252;2013-06-19 10:11:40
"4253";50137;5;9;"RBu";1;27,65;NA;NA;NA;NA;4253;2013-06-19 10:11:40
"4254";50137;6;9;"RBu";1;9,5;NA;NA;12,5;NA;4254;2013-06-19 10:11:40
"4255";50137;7;9;"RBu";1;13,15;NA;NA;13,5;NA;4255;2013-06-19 10:11:40
"4256";50137;8;9;"RBu";1;35;NA;NA;24,5;NA;4256;2013-06-19 10:11:40
"4257";50137;9;9;"RBu";1;33,3;NA;NA;24;NA;4257;2013-06-19 10:11:40
"4258";50137;10;9;"RBu";1;23,85;NA;NA;NA;NA;4258;2013-06-19 10:11:40
"4259";50137;11;9;"RBu";1;28,2;NA;NA;NA;NA;4259;2013-06-19 10:11:40
"4260";50137;12;9;"RBu";1;12,3;NA;NA;14,5;NA;4260;2013-06-19 10:11:40
"4261";50137;13;9;"RBu";1;22,8;NA;NA;NA;NA;4261;2013-06-19 10:11:40
"4262";50137;14;9;"RBu";1;20,6;NA;NA;NA;NA;4262;2013-06-19 10:11:40
"4263";50137;15;9;"RBu";1;32,3;NA;NA;24,5;NA;4263;2013-06-19 10:11:40
"4264";50137;16;9;"RBu";1;14,8;NA;NA;13;NA;4264;2013-06-19 10:11:40
"4265";50137;17;9;"RBu";1;17,35;NA;NA;NA;NA;4265;2013-06-19 10:11:40
"4266";50137;18;9;"RBu";1;18,7;NA;NA;NA;NA;4266;2013-06-19 10:11:40
"4267";50137;19;9;"RBu";1;13,25;NA;NA;NA;NA;4267;2013-06-19 10:11:40
"4268";50138;1;9;"RBu";1;64,95;NA;NA;NA;149;4268;2013-06-19 10:11:40
"4269";50138;2;9;"RBu";1;45,2;NA;NA;NA;149;4269;2013-06-19 10:11:40
"4270";50138;3;9;"RBu";1;43,4;NA;NA;NA;149;4270;2013-06-19 10:11:40
"4271";50138;4;9;"RBu";1;62;NA;NA;34,5;149;4271;2013-06-19 10:11:40
"4272";50138;5;9;"RBu";1;49,75;NA;NA;NA;149;4272;2013-06-19 10:11:40
"4273";50138;6;9;"RBu";1;55,45;NA;NA;NA;149;4273;2013-06-19 10:11:40
"4274";50138;7;9;"RBu";1;46,5;NA;NA;NA;149;4274;2013-06-19 10:11:40
"4275";50138;8;9;"RBu";1;58,85;NA;NA;NA;149;4275;2013-06-19 10:11:40
"4276";50138;9;9;"RBu";1;71;NA;NA;36,5;149;4276;2013-06-19 10:11:40
"4277";50138;10;9;"RBu";1;43,8;NA;NA;NA;149;4277;2013-06-19 10:11:40
"4278";50138;11;9;"ELa";1;58,5;NA;NA;36,7;149;4278;2013-06-19 10:11:40
"4279";50138;12;9;"RBu";1;53,55;NA;NA;NA;149;4279;2013-06-19 10:11:40
"4280";50138;13;9;"RBu";1;43,1;NA;NA;NA;149;4280;2013-06-19 10:11:40
"4281";50138;14;9;"RBu";1;63,4;NA;NA;34,8;149;4281;2013-06-19 10:11:40
"4282";50138;15;9;"ELa";1;61,2;NA;NA;37,5;149;4282;2013-06-19 10:11:40
"4283";50138;16;9;"ELa";1;50,6;NA;NA;35;149;4283;2013-06-19 10:11:40
"4284";50138;17;9;"RBu";1;46,75;NA;NA;NA;149;4284;2013-06-19 10:11:40
"4285";50138;18;9;"RBu";1;50,55;NA;NA;NA;149;4285;2013-06-19 10:11:40
"4286";50138;19;9;"RBu";1;68,15;NA;NA;30,6;149;4286;2013-06-19 10:11:40
"4287";50138;20;9;"RBu";1;51;NA;NA;NA;149;4287;2013-06-19 10:11:40
"4288";50138;21;9;"RBu";1;46,8;NA;NA;NA;149;4288;2013-06-19 10:11:40
"4289";50138;22;9;"RBu";1;66,2;NA;NA;30;149;4289;2013-06-19 10:11:40
"4290";50138;23;9;"RBu";1;48,45;NA;NA;NA;149;4290;2013-06-19 10:11:40
"4291";50138;24;9;"RBu";1;52,5;NA;NA;NA;149;4291;2013-06-19 10:11:40
"4292";50138;25;9;"RBu";1;46,85;NA;NA;NA;149;4292;2013-06-19 10:11:40
"4293";50138;26;9;"RBu";1;49,15;NA;NA;NA;149;4293;2013-06-19 10:11:40
"4294";50138;27;9;"RBu";1;43,55;NA;NA;NA;149;4294;2013-06-19 10:11:40
"4295";50138;28;9;"RBu";1;60;NA;NA;NA;149;4295;2013-06-19 10:11:40
"4296";50138;29;9;"RBu";1;55,2;NA;NA;NA;149;4296;2013-06-19 10:11:40
"4297";50138;30;9;"RBu";1;56,6;NA;NA;NA;149;4297;2013-06-19 10:11:40
"4298";50139;1;9;"RBu";1;64;NA;NA;35;130;4298;2013-06-19 10:11:40
"4299";50139;2;9;"RBu";1;45,1;NA;NA;NA;130;4299;2013-06-19 10:11:40
"4300";50139;3;9;"RBu";1;49;NA;NA;NA;130;4300;2013-06-19 10:11:40
"4301";50139;4;9;"RBu";1;52,3;NA;NA;NA;130;4301;2013-06-19 10:11:40
"4302";50139;5;9;"RBu";1;43,3;NA;NA;NA;130;4302;2013-06-19 10:11:40
"4303";50139;6;9;"RBu";1;42,3;NA;NA;NA;130;4303;2013-06-19 10:11:40
"4304";50139;7;9;"RBu";1;51,9;NA;NA;NA;130;4304;2013-06-19 10:11:40
"4305";50139;8;9;"RBu";1;54,8;NA;NA;33,5;130;4305;2013-06-19 10:11:40
"4306";50139;9;9;"RBu";1;52,1;NA;NA;NA;130;4306;2013-06-19 10:11:40
"4307";50139;10;9;"RBu";1;52;NA;NA;NA;130;4307;2013-06-19 10:11:40
"4308";50139;11;9;"RBu";1;42,7;NA;NA;NA;130;4308;2013-06-19 10:11:40
"4309";50139;12;9;"RBu";1;49,2;NA;NA;NA;130;4309;2013-06-19 10:11:40
"4310";50139;13;9;"RBu";1;49,5;NA;NA;NA;130;4310;2013-06-19 10:11:40
