"";"MoMoK_Nr";"Name";"Bundeland";"Datum";"Nr_VJ_PK";"Lage";"Distanz MB [cm]";"pk_maxdist [cm]";"LfdNr";"Baumart (Code)";"Baumart";"Hoehe [cm]";"grklasse"
"725";23170;"Holzurburg";"NS";2023-06-28;"W";"West";1000;499;5;108;"MBI";370;1
"726";23170;"Holzurburg";"NS";2023-06-28;"W";"West";1000;499;6;211;"GKI";450;1
"727";25100;"Ebbemoor";"NRW";2023-07-04;"N";"Nord";1000;499;1;207;"GFI";160;1
"728";25100;"Ebbemoor";"NRW";2023-07-04;"N";"Nord";1000;499;2;104;"SER";120;0
"729";25100;"Ebbemoor";"NRW";2023-07-04;"E";"Ost";1000;476;1;108;"MBI";50;0
"730";25100;"Ebbemoor";"NRW";2023-07-04;"E";"Ost";1000;476;2;104;"SER";90;0
"731";25100;"Ebbemoor";"NRW";2023-07-04;"E";"Ost";1000;476;3;104;"SER";130;1
"732";25100;"Ebbemoor";"NRW";2023-07-04;"E";"Ost";1000;476;4;104;"SER";140;1
"733";25100;"Ebbemoor";"NRW";2023-07-04;"E";"Ost";1000;476;5;104;"SER";120;0
"734";25100;"Ebbemoor";"NRW";2023-07-04;"S";"Süd";1000;469;1;104;"SER";450;3
"735";25100;"Ebbemoor";"NRW";2023-07-04;"S";"Süd";1000;469;2;104;"SER";150;1
"736";25100;"Ebbemoor";"NRW";2023-07-04;"W";"West";1000;432;1;207;"GFI";380;2
"737";25100;"Ebbemoor";"NRW";2023-07-04;"W";"West";1000;432;2;104;"SER";320;2
"738";25100;"Ebbemoor";"NRW";2023-07-04;"W";"West";1000;432;3;207;"GFI";180;1
"739";25100;"Ebbemoor";"NRW";2023-07-04;"W";"West";1000;432;4;207;"GFI";120;0
"740";25100;"Ebbemoor";"NRW";2023-07-04;"W";"West";1000;432;5;207;"GFI";140;1
"741";25100;"Ebbemoor";"NRW";2023-07-04;"W";"West";1000;432;6;207;"GFI";140;1
"742";25100;"Ebbemoor";"NRW";2023-07-04;"W";"West";1000;432;7;207;"GFI";160;1
"743";25100;"Ebbemoor";"NRW";2023-07-04;"W";"West";1000;432;8;207;"GFI";200;1
"744";25100;"Ebbemoor";"NRW";2023-07-04;"W";"West";1000;432;9;207;"GFI";170;1
"745";25100;"Ebbemoor";"NRW";2023-07-04;"W";"West";1000;432;10;207;"GFI";90;0
"746";25080;"Warstein 1";"NRW";2023-07-03;"N";"Nord";1000;137;1;207;"GFI";70;0
"747";25080;"Warstein 1";"NRW";2023-07-03;"N";"Nord";1000;137;2;207;"GFI";90;0
"748";25080;"Warstein 1";"NRW";2023-07-03;"N";"Nord";1000;137;3;207;"GFI";50;0
"749";25080;"Warstein 1";"NRW";2023-07-03;"N";"Nord";1000;137;4;207;"GFI";60;0
"750";25080;"Warstein 1";"NRW";2023-07-03;"N";"Nord";1000;137;5;207;"GFI";105;0
"751";25080;"Warstein 1";"NRW";2023-07-03;"N";"Nord";1000;137;6;207;"GFI";80;0
"752";25080;"Warstein 1";"NRW";2023-07-03;"N";"Nord";1000;137;7;207;"GFI";70;0
"753";25080;"Warstein 1";"NRW";2023-07-03;"N";"Nord";1000;137;8;207;"GFI";100;0
"754";25080;"Warstein 1";"NRW";2023-07-03;"N";"Nord";1000;137;9;207;"GFI";110;0
"755";25080;"Warstein 1";"NRW";2023-07-03;"N";"Nord";1000;137;10;107;"SBI";500;1
"756";25080;"Warstein 1";"NRW";2023-07-03;"E";"Ost";1000;200;1;207;"GFI";85;0
"757";25080;"Warstein 1";"NRW";2023-07-03;"E";"Ost";1000;200;2;207;"GFI";65;0
"758";25080;"Warstein 1";"NRW";2023-07-03;"E";"Ost";1000;200;3;107;"SBI";120;0
"759";25080;"Warstein 1";"NRW";2023-07-03;"E";"Ost";1000;200;4;107;"SBI";100;0
"760";25080;"Warstein 1";"NRW";2023-07-03;"E";"Ost";1000;200;5;207;"GFI";145;1
"761";25080;"Warstein 1";"NRW";2023-07-03;"E";"Ost";1000;200;6;107;"SBI";360;1
"762";25080;"Warstein 1";"NRW";2023-07-03;"E";"Ost";1000;200;7;207;"GFI";70;0
"763";25080;"Warstein 1";"NRW";2023-07-03;"E";"Ost";1000;200;8;107;"SBI";280;1
"764";25080;"Warstein 1";"NRW";2023-07-03;"E";"Ost";1000;200;9;207;"GFI";90;0
"765";25080;"Warstein 1";"NRW";2023-07-03;"E";"Ost";1000;200;10;107;"SBI";290;1
"766";25080;"Warstein 1";"NRW";2023-07-03;"S";"Süd";1000;313;1;207;"GFI";120;0
"767";25080;"Warstein 1";"NRW";2023-07-03;"S";"Süd";1000;313;2;207;"GFI";160;1
"768";25080;"Warstein 1";"NRW";2023-07-03;"S";"Süd";1000;313;3;207;"GFI";50;0
"769";25080;"Warstein 1";"NRW";2023-07-03;"S";"Süd";1000;313;4;107;"SBI";450;1
"770";25080;"Warstein 1";"NRW";2023-07-03;"S";"Süd";1000;313;5;107;"SBI";310;1
"771";25080;"Warstein 1";"NRW";2023-07-03;"S";"Süd";1000;313;6;107;"SBI";200;1
"772";25080;"Warstein 1";"NRW";2023-07-03;"S";"Süd";1000;313;7;107;"SBI";390;1
"773";25080;"Warstein 1";"NRW";2023-07-03;"S";"Süd";1000;313;8;207;"GFI";145;1
"774";25080;"Warstein 1";"NRW";2023-07-03;"S";"Süd";1000;313;9;207;"GFI";60;0
"775";25080;"Warstein 1";"NRW";2023-07-03;"S";"Süd";1000;313;10;207;"GFI";220;1
"776";25080;"Warstein 1";"NRW";2023-07-03;"W";"West";1000;297;1;207;"GFI";50;0
"777";25080;"Warstein 1";"NRW";2023-07-03;"W";"West";1000;297;2;207;"GFI";40;0
"778";25080;"Warstein 1";"NRW";2023-07-03;"W";"West";1000;297;3;207;"GFI";50;0
"779";25080;"Warstein 1";"NRW";2023-07-03;"W";"West";1000;297;4;207;"GFI";170;1
"780";25080;"Warstein 1";"NRW";2023-07-03;"W";"West";1000;297;5;107;"SBI";240;1
"781";25080;"Warstein 1";"NRW";2023-07-03;"W";"West";1000;297;6;207;"GFI";70;0
"782";25080;"Warstein 1";"NRW";2023-07-03;"W";"West";1000;297;7;207;"GFI";40;0
"783";25080;"Warstein 1";"NRW";2023-07-03;"W";"West";1000;297;8;207;"GFI";45;0
"784";25080;"Warstein 1";"NRW";2023-07-03;"W";"West";1000;297;9;111;"RBU";90;0
"785";25080;"Warstein 1";"NRW";2023-07-03;"W";"West";1000;297;10;121;"VBE";80;0
"786";33300;"Buchenhorst";"MV";NA;"N";"Nord";1000;359;1;104;"SER";160;1
"787";33300;"Buchenhorst";"MV";NA;"N";"Nord";1000;359;2;NA;"FLB";85;0
"788";33300;"Buchenhorst";"MV";NA;"N";"Nord";1000;359;3;134;"FLU";42;0
"789";33300;"Buchenhorst";"MV";NA;"N";"Nord";1000;359;4;134;"FLU";62;0
"790";33300;"Buchenhorst";"MV";NA;"N";"Nord";1000;359;5;134;"FLU";39;0
"791";33300;"Buchenhorst";"MV";NA;"E";"Ost";1000;380;1;104;"SER";500;1
"792";33300;"Buchenhorst";"MV";NA;"E";"Ost";1000;380;2;104;"SER";800;3
"793";33300;"Buchenhorst";"MV";NA;"E";"Ost";1000;380;3;104;"SER";420;1
"794";33300;"Buchenhorst";"MV";NA;"E";"Ost";1000;380;4;104;"SER";300;1
"795";33300;"Buchenhorst";"MV";NA;"E";"Ost";1000;380;5;104;"SER";200;1
"796";33300;"Buchenhorst";"MV";NA;"S";"Süd";1000;270;1;104;"SER";205;1
"797";33300;"Buchenhorst";"MV";NA;"S";"Süd";1000;270;2;104;"SER";900;2
"798";33300;"Buchenhorst";"MV";NA;"S";"Süd";1000;270;3;104;"SER";200;1
"799";33300;"Buchenhorst";"MV";NA;"S";"Süd";1000;270;4;134;"FLU";24;0
"800";33300;"Buchenhorst";"MV";NA;"S";"Süd";1000;270;5;134;"FLU";27;0
"801";33300;"Buchenhorst";"MV";NA;"S";"Süd";1000;270;6;108;"MBI";700;2
"802";33300;"Buchenhorst";"MV";NA;"W";"West";1000;330;1;134;"FLU";28;0
"803";33300;"Buchenhorst";"MV";NA;"W";"West";1000;330;2;104;"SER";500;3
"804";33300;"Buchenhorst";"MV";NA;"W";"West";1000;330;3;104;"SER";400;1
"805";33300;"Buchenhorst";"MV";NA;"W";"West";1000;330;4;104;"SER";800;3
"806";33300;"Buchenhorst";"MV";NA;"W";"West";1000;330;5;134;"FLU";160;0
"807";33300;"Buchenhorst";"MV";NA;"W";"West";1000;330;6;104;"SER";300;1
"808";33300;"Buchenhorst";"MV";NA;"W";"West";1000;330;7;112;"GES";500;2
"809";33300;"Buchenhorst";"MV";NA;"W";"West";1000;330;8;134;"FLU";78;0
"810";33300;"Buchenhorst";"MV";NA;"W";"West";1000;330;9;134;"FLU";80;0
"811";33300;"Buchenhorst";"MV";NA;"W";"West";1000;330;10;NA;"FLB";260;1
"812";33300;"Buchenhorst";"MV";NA;"N";"Nord";1000;400;1;104;"SER";250;1
"813";33300;"Buchenhorst";"MV";NA;"N";"Nord";1000;400;2;104;"SER";105;0
"814";33300;"Buchenhorst";"MV";NA;"N";"Nord";1000;400;3;104;"SER";85;0
"815";33300;"Buchenhorst";"MV";NA;"N";"Nord";1000;400;4;NA;"FLB";340;1
"816";33300;"Buchenhorst";"MV";NA;"N";"Nord";1000;400;5;134;"FLU";78;0
"817";33300;"Buchenhorst";"MV";NA;"N";"Nord";1000;400;6;134;"FLU";130;1
"818";33300;"Buchenhorst";"MV";NA;"N";"Nord";1000;400;7;104;"SER";95;0
"819";33300;"Buchenhorst";"MV";NA;"E";"Ost";1000;400;1;104;"SER";195;1
"820";33300;"Buchenhorst";"MV";NA;"E";"Ost";1000;400;2;104;"SER";400;1
"821";33300;"Buchenhorst";"MV";NA;"E";"Ost";1000;400;3;104;"SER";380;1
"822";33300;"Buchenhorst";"MV";NA;"E";"Ost";1000;400;4;104;"SER";400;3
"823";33300;"Buchenhorst";"MV";NA;"E";"Ost";1000;400;5;NA;"FLB";100;0
"824";33300;"Buchenhorst";"MV";NA;"E";"Ost";1000;400;6;104;"SER";75;0
"825";33300;"Buchenhorst";"MV";NA;"E";"Ost";1000;400;7;134;"FLU";105;0
"826";33300;"Buchenhorst";"MV";NA;"E";"Ost";1000;400;8;104;"SER";250;1
"827";33300;"Buchenhorst";"MV";NA;"S";"Süd";1000;400;1;111;"RBU";26;0
"828";33300;"Buchenhorst";"MV";NA;"S";"Süd";1000;400;2;111;"RBU";20;0
"829";33300;"Buchenhorst";"MV";NA;"S";"Süd";1000;400;3;104;"SER";700;2
"830";33300;"Buchenhorst";"MV";NA;"S";"Süd";1000;400;4;111;"RBU";21;0
"831";33300;"Buchenhorst";"MV";NA;"S";"Süd";1000;400;5;104;"SER";250;1
"832";33300;"Buchenhorst";"MV";NA;"S";"Süd";1000;400;6;NA;"WEI";80;0
"833";33300;"Buchenhorst";"MV";NA;"S";"Süd";1000;400;7;NA;"FLB";300;1
"834";33300;"Buchenhorst";"MV";NA;"S";"Süd";1000;400;8;104;"SER";60;0
"835";33300;"Buchenhorst";"MV";NA;"S";"Süd";1000;400;9;104;"SER";82;0
"836";33300;"Buchenhorst";"MV";NA;"S";"Süd";1000;400;10;104;"SER";84;0
"837";33300;"Buchenhorst";"MV";NA;"W";"West";1000;340;1;134;"FLU";135;1
"838";33300;"Buchenhorst";"MV";NA;"W";"West";1000;340;2;112;"GES";700;2
"839";33300;"Buchenhorst";"MV";NA;"W";"West";1000;340;3;117;"SEI";27;0
"840";28040;"Hockenheimer Rheinbogen";"BW";2023-08-09;"N";"Nord";1000;429;1;104;"SER";1050;3
"841";28040;"Hockenheimer Rheinbogen";"BW";2023-08-09;"E";"Ost";1000;491;1;104;"SER";200;1
"842";28040;"Hockenheimer Rheinbogen";"BW";2023-08-09;"E";"Ost";1000;491;2;104;"SER";340;1
"843";28040;"Hockenheimer Rheinbogen";"BW";2023-08-09;"E";"Ost";1000;491;3;123;"WLI";550;2
"844";28040;"Hockenheimer Rheinbogen";"BW";2023-08-09;"E";"Ost";1000;491;4;123;"WLI";410;1
"845";28040;"Hockenheimer Rheinbogen";"BW";2023-08-09;"E";"Ost";1000;491;5;123;"WLI";480;2
"846";28040;"Hockenheimer Rheinbogen";"BW";2023-08-09;"E";"Ost";1000;491;6;123;"WLI";270;1
"847";28040;"Hockenheimer Rheinbogen";"BW";2023-08-09;"E";"Ost";1000;491;7;123;"WLI";340;1
"848";28040;"Hockenheimer Rheinbogen";"BW";2023-08-09;"E";"Ost";1000;491;8;123;"WLI";220;1
"849";28040;"Hockenheimer Rheinbogen";"BW";2023-08-09;"E";"Ost";1000;491;9;123;"WLI";340;1
"850";28040;"Hockenheimer Rheinbogen";"BW";2023-08-09;"E";"Ost";1000;491;10;104;"SER";260;1
"851";28040;"Hockenheimer Rheinbogen";"BW";2023-08-09;"S";"Süd";1000;467;1;145;"SWE";230;1
"852";28040;"Hockenheimer Rheinbogen";"BW";2023-08-09;"S";"Süd";1000;467;2;104;"SER";810;3
"853";28040;"Hockenheimer Rheinbogen";"BW";2023-08-09;"S";"Süd";1000;467;3;104;"SER";450;2
"854";28040;"Hockenheimer Rheinbogen";"BW";2023-08-09;"S";"Süd";1000;467;4;104;"SER";180;1
"855";28040;"Hockenheimer Rheinbogen";"BW";2023-08-09;"W";"West";1000;319;1;104;"SER";450;3
"856";28040;"Hockenheimer Rheinbogen";"BW";2023-08-09;"W";"West";1000;319;2;104;"SER";190;1
"857";28040;"Hockenheimer Rheinbogen";"BW";2023-08-09;"W";"West";1000;319;3;104;"SER";700;3
"858";28040;"Hockenheimer Rheinbogen";"BW";2023-08-09;"W";"West";1000;319;4;104;"SER";840;3
"859";28040;"Hockenheimer Rheinbogen";"BW";2023-08-09;"W";"West";1000;319;5;104;"SER";720;1
"860";28040;"Hockenheimer Rheinbogen";"BW";2023-08-09;"W";"West";1000;319;6;104;"SER";520;2
"861";28040;"Hockenheimer Rheinbogen";"BW";2023-08-09;"W";"West";1000;319;7;104;"SER";520;1
"862";28040;"Hockenheimer Rheinbogen";"BW";2023-08-09;"W";"West";1000;319;8;104;"SER";730;1
"863";36041;"Sommerbachskopf 2";"TH";2023-08-22;"N";"Nord";1000;480;1;207;"GFI";120;0
"864";36041;"Sommerbachskopf 2";"TH";2023-08-22;"N";"Nord";1000;480;2;207;"GFI";100;0
"865";36041;"Sommerbachskopf 2";"TH";2023-08-22;"N";"Nord";1000;480;3;207;"GFI";95;0
"866";36041;"Sommerbachskopf 2";"TH";2023-08-22;"N";"Nord";1000;480;4;207;"GFI";70;0
"867";36041;"Sommerbachskopf 2";"TH";2023-08-22;"N";"Nord";1000;480;5;207;"GFI";390;3
"868";36041;"Sommerbachskopf 2";"TH";2023-08-22;"N";"Nord";1000;480;6;207;"GFI";360;3
"869";36041;"Sommerbachskopf 2";"TH";2023-08-22;"N";"Nord";1000;480;7;207;"GFI";85;0
"870";36041;"Sommerbachskopf 2";"TH";2023-08-22;"N";"Nord";1000;480;8;207;"GFI";70;0
"871";36041;"Sommerbachskopf 2";"TH";2023-08-22;"S";"Süd";1000;373;1;207;"GFI";45;0
"872";36041;"Sommerbachskopf 2";"TH";2023-08-22;"S";"Süd";1000;373;2;207;"GFI";20;0
"873";36041;"Sommerbachskopf 2";"TH";2023-08-22;"S";"Süd";1000;373;3;207;"GFI";20;0
"874";36041;"Sommerbachskopf 2";"TH";2023-08-22;"S";"Süd";1000;373;4;207;"GFI";30;0
"875";36041;"Sommerbachskopf 2";"TH";2023-08-22;"S";"Süd";1000;373;5;207;"GFI";20;0
"876";36041;"Sommerbachskopf 2";"TH";2023-08-22;"S";"Süd";1000;373;6;121;"VBE";20;0
"877";36041;"Sommerbachskopf 2";"TH";2023-08-22;"S";"Süd";1000;373;7;121;"VBE";20;0
"878";36041;"Sommerbachskopf 2";"TH";2023-08-22;"S";"Süd";1000;373;8;121;"VBE";25;0
"879";36041;"Sommerbachskopf 2";"TH";2023-08-22;"W";"West";1000;368;1;207;"GFI";30;0
"880";36041;"Sommerbachskopf 2";"TH";2023-08-22;"W";"West";1000;368;2;207;"GFI";35;0
"881";36041;"Sommerbachskopf 2";"TH";2023-08-22;"W";"West";1000;368;3;207;"GFI";20;0
"882";36041;"Sommerbachskopf 2";"TH";2023-08-22;"W";"West";1000;368;4;207;"GFI";200;1
"883";36041;"Sommerbachskopf 2";"TH";2023-08-22;"W";"West";1000;368;5;207;"GFI";230;1
"884";36041;"Sommerbachskopf 2";"TH";2023-08-22;"W";"West";1000;368;6;207;"GFI";205;1
"885";36041;"Sommerbachskopf 2";"TH";2023-08-22;"W";"West";1000;368;7;207;"GFI";35;0
"886";36041;"Sommerbachskopf 2";"TH";2023-08-22;"W";"West";1000;368;8;207;"GFI";25;0
"887";36041;"Sommerbachskopf 2";"TH";2023-08-22;"W";"West";1000;368;9;207;"GFI";30;0
"888";36041;"Sommerbachskopf 2";"TH";2023-08-22;"W";"West";1000;368;10;207;"GFI";30;0
"889";36010;"Siegmundsburg";"TH";2023-08-23;"N";"Nord";1000;230;1;207;"GFI";30;0
"890";36010;"Siegmundsburg";"TH";2023-08-23;"N";"Nord";1000;230;2;121;"VBE";40;0
"891";36010;"Siegmundsburg";"TH";2023-08-23;"N";"Nord";1000;230;3;207;"GFI";20;0
"892";36010;"Siegmundsburg";"TH";2023-08-23;"N";"Nord";1000;230;4;207;"GFI";40;0
"893";36010;"Siegmundsburg";"TH";2023-08-23;"N";"Nord";1000;230;5;207;"GFI";70;0
"894";36010;"Siegmundsburg";"TH";2023-08-23;"N";"Nord";1000;230;6;207;"GFI";65;0
"895";36010;"Siegmundsburg";"TH";2023-08-23;"N";"Nord";1000;230;7;207;"GFI";50;0
"896";36010;"Siegmundsburg";"TH";2023-08-23;"N";"Nord";1000;230;8;207;"GFI";70;0
"897";36010;"Siegmundsburg";"TH";2023-08-23;"N";"Nord";1000;230;9;207;"GFI";45;0
"898";36010;"Siegmundsburg";"TH";2023-08-23;"N";"Nord";1000;230;10;207;"GFI";35;0
"899";36010;"Siegmundsburg";"TH";2023-08-23;"E";"Ost";1000;212;1;121;"VBE";60;0
"900";36010;"Siegmundsburg";"TH";2023-08-23;"E";"Ost";1000;212;2;121;"VBE";60;0
"901";36010;"Siegmundsburg";"TH";2023-08-23;"E";"Ost";1000;212;3;121;"VBE";55;0
"902";36010;"Siegmundsburg";"TH";2023-08-23;"E";"Ost";1000;212;4;121;"VBE";35;0
"903";36010;"Siegmundsburg";"TH";2023-08-23;"E";"Ost";1000;212;5;121;"VBE";35;0
"904";36010;"Siegmundsburg";"TH";2023-08-23;"E";"Ost";1000;212;6;121;"VBE";55;0
"905";36010;"Siegmundsburg";"TH";2023-08-23;"E";"Ost";1000;212;7;121;"VBE";40;0
"906";36010;"Siegmundsburg";"TH";2023-08-23;"E";"Ost";1000;212;8;121;"VBE";40;0
"907";36010;"Siegmundsburg";"TH";2023-08-23;"E";"Ost";1000;212;9;121;"VBE";40;0
"908";36010;"Siegmundsburg";"TH";2023-08-23;"E";"Ost";1000;212;10;121;"VBE";40;0
"909";36010;"Siegmundsburg";"TH";2023-08-23;"S";"Süd";1000;205;1;207;"GFI";30;0
"910";36010;"Siegmundsburg";"TH";2023-08-23;"S";"Süd";1000;205;2;121;"VBE";30;0
"911";36010;"Siegmundsburg";"TH";2023-08-23;"S";"Süd";1000;205;3;121;"VBE";80;0
"912";36010;"Siegmundsburg";"TH";2023-08-23;"S";"Süd";1000;205;4;121;"VBE";80;0
"913";36010;"Siegmundsburg";"TH";2023-08-23;"S";"Süd";1000;205;5;207;"GFI";35;0
"914";36010;"Siegmundsburg";"TH";2023-08-23;"S";"Süd";1000;205;6;207;"GFI";60;0
"915";36010;"Siegmundsburg";"TH";2023-08-23;"S";"Süd";1000;205;7;207;"GFI";55;0
"916";36010;"Siegmundsburg";"TH";2023-08-23;"S";"Süd";1000;205;8;207;"GFI";50;0
"917";36010;"Siegmundsburg";"TH";2023-08-23;"S";"Süd";1000;205;9;207;"GFI";65;0
"918";36010;"Siegmundsburg";"TH";2023-08-23;"S";"Süd";1000;205;10;207;"GFI";30;0
"919";36010;"Siegmundsburg";"TH";2023-08-23;"W";"West";1000;175;1;207;"GFI";40;0
"920";36010;"Siegmundsburg";"TH";2023-08-23;"W";"West";1000;175;2;207;"GFI";45;0
"921";36010;"Siegmundsburg";"TH";2023-08-23;"W";"West";1000;175;3;207;"GFI";50;0
"922";36010;"Siegmundsburg";"TH";2023-08-23;"W";"West";1000;175;4;207;"GFI";30;0
"923";36010;"Siegmundsburg";"TH";2023-08-23;"W";"West";1000;175;5;207;"GFI";55;0
"924";36010;"Siegmundsburg";"TH";2023-08-23;"W";"West";1000;175;6;207;"GFI";35;0
"925";36010;"Siegmundsburg";"TH";2023-08-23;"W";"West";1000;175;7;207;"GFI";40;0
"926";36010;"Siegmundsburg";"TH";2023-08-23;"W";"West";1000;175;8;207;"GFI";45;0
"927";36010;"Siegmundsburg";"TH";2023-08-23;"W";"West";1000;175;9;207;"GFI";50;0
"928";36010;"Siegmundsburg";"TH";2023-08-23;"W";"West";1000;175;10;121;"VBE";55;0
"929";23110;"Brambosteler Moor";"NS";2023-09-12;"N";"Nord";1000;275;1;207;"GFI";50;0
"930";23110;"Brambosteler Moor";"NS";2023-09-12;"N";"Nord";1000;275;2;207;"GFI";110;0
"931";23110;"Brambosteler Moor";"NS";2023-09-12;"N";"Nord";1000;275;3;121;"VBE";80;0
"932";23110;"Brambosteler Moor";"NS";2023-09-12;"N";"Nord";1000;275;4;153;"STK";105;0
"933";23110;"Brambosteler Moor";"NS";2023-09-12;"N";"Nord";1000;275;5;153;"STK";85;0
"934";23110;"Brambosteler Moor";"NS";2023-09-12;"N";"Nord";1000;275;6;153;"STK";60;0
"935";23110;"Brambosteler Moor";"NS";2023-09-12;"N";"Nord";1000;275;7;108;"MBI";115;0
"936";23110;"Brambosteler Moor";"NS";2023-09-12;"N";"Nord";1000;275;8;108;"MBI";90;0
"937";23110;"Brambosteler Moor";"NS";2023-09-12;"N";"Nord";1000;275;9;117;"SEI";65;0
"938";23110;"Brambosteler Moor";"NS";2023-09-12;"N";"Nord";1000;275;10;207;"GFI";50;0
"939";23110;"Brambosteler Moor";"NS";2023-09-12;"E";"Ost";1000;450;1;108;"MBI";50;0
"940";23110;"Brambosteler Moor";"NS";2023-09-12;"E";"Ost";1000;450;2;108;"MBI";50;0
"941";23110;"Brambosteler Moor";"NS";2023-09-12;"E";"Ost";1000;450;3;108;"MBI";100;0
"942";23110;"Brambosteler Moor";"NS";2023-09-12;"E";"Ost";1000;450;4;108;"MBI";95;0
"943";23110;"Brambosteler Moor";"NS";2023-09-12;"E";"Ost";1000;450;5;108;"MBI";100;0
"944";23110;"Brambosteler Moor";"NS";2023-09-12;"E";"Ost";1000;450;6;207;"GFI";95;0
"945";23110;"Brambosteler Moor";"NS";2023-09-12;"E";"Ost";1000;450;7;108;"MBI";160;1
"946";23110;"Brambosteler Moor";"NS";2023-09-12;"E";"Ost";1000;450;8;108;"MBI";420;1
"947";23110;"Brambosteler Moor";"NS";2023-09-12;"E";"Ost";1000;450;9;108;"MBI";270;1
"948";23110;"Brambosteler Moor";"NS";2023-09-12;"E";"Ost";1000;450;10;108;"MBI";160;1
"949";23110;"Brambosteler Moor";"NS";2023-09-12;"S";"Süd";1000;350;1;108;"MBI";450;1
"950";23110;"Brambosteler Moor";"NS";2023-09-12;"S";"Süd";1000;350;2;108;"MBI";130;1
"951";23110;"Brambosteler Moor";"NS";2023-09-12;"S";"Süd";1000;350;3;108;"MBI";150;1
"952";23110;"Brambosteler Moor";"NS";2023-09-12;"S";"Süd";1000;350;4;207;"GFI";20;0
"953";23110;"Brambosteler Moor";"NS";2023-09-12;"S";"Süd";1000;350;5;108;"MBI";400;1
"954";23110;"Brambosteler Moor";"NS";2023-09-12;"S";"Süd";1000;350;6;108;"MBI";320;1
"955";23110;"Brambosteler Moor";"NS";2023-09-12;"S";"Süd";1000;350;7;108;"MBI";140;1
"956";23110;"Brambosteler Moor";"NS";2023-09-12;"S";"Süd";1000;350;8;108;"MBI";150;1
"957";23110;"Brambosteler Moor";"NS";2023-09-12;"S";"Süd";1000;350;9;108;"MBI";130;1
"958";23110;"Brambosteler Moor";"NS";2023-09-12;"S";"Süd";1000;350;10;108;"MBI";160;1
"959";23110;"Brambosteler Moor";"NS";2023-09-12;"W";"West";1000;493;1;NA;"FLB";90;0
"960";23110;"Brambosteler Moor";"NS";2023-09-12;"W";"West";1000;493;2;108;"MBI";100;0
"961";23110;"Brambosteler Moor";"NS";2023-09-12;"W";"West";1000;493;3;121;"VBE";50;0
"962";23110;"Brambosteler Moor";"NS";2023-09-12;"W";"West";1000;493;4;108;"MBI";85;0
"963";23110;"Brambosteler Moor";"NS";2023-09-12;"W";"West";1000;493;5;108;"MBI";190;1
"964";23110;"Brambosteler Moor";"NS";2023-09-12;"W";"West";1000;493;6;108;"MBI";90;0
"965";23110;"Brambosteler Moor";"NS";2023-09-12;"W";"West";1000;493;7;207;"GFI";110;0
"966";23110;"Brambosteler Moor";"NS";2023-09-12;"W";"West";1000;493;8;207;"GFI";40;0
"967";23110;"Brambosteler Moor";"NS";2023-09-12;"W";"West";1000;493;9;153;"STK";110;0
