"";"MoMoK_Nr";"Name";"Bundesland";"Datum";"Nr_PK";"Nr";"Baumartengruppe";"TYP";"Hoehe/Laenge [dm]";"Durchmesser [cm]";"Zersetzungsgrad"
"497";33040;"Drewensee/Priepert";"MV";2022-09-07;"MB";15;1;1;96;"12";2
"498";33040;"Drewensee/Priepert";"MV";2022-09-07;"MB";16;1;1;72;"9";2
"499";33040;"Drewensee/Priepert";"MV";2022-09-07;"MB";17;1;3;58;"19";2
"500";33040;"Drewensee/Priepert";"MV";2022-09-07;"MB";18;1;2;202;"17";2
"501";33040;"Drewensee/Priepert";"MV";2022-09-07;"MB";19;1;3;33;"10";2
"502";33040;"Drewensee/Priepert";"MV";2022-09-07;"MB";20;1;3;45;"18";2
"503";33040;"Drewensee/Priepert";"MV";2022-09-07;"MB";21;1;3;38;"11";2
"504";33040;"Drewensee/Priepert";"MV";2022-09-07;"MB";22;1;3;43;"15";2
"505";33040;"Drewensee/Priepert";"MV";2022-09-07;"MB";23;1;1;21;"9";2
"506";33040;"Drewensee/Priepert";"MV";2022-09-07;"MB";24;1;1;24;"9";4
"507";33040;"Drewensee/Priepert";"MV";2022-09-07;"MB";25;1;1;14;"14";3
"508";33040;"Drewensee/Priepert";"MV";2022-09-07;"MB";26;1;1;12;"12";4
"509";33040;"Drewensee/Priepert";"MV";2022-09-07;"MB";27;1;4;6;"12";2
"510";33040;"Drewensee/Priepert";"MV";2022-09-07;"MB";28;1;1;52;"11";3
"511";33040;"Drewensee/Priepert";"MV";2022-09-07;"MB";29;1;1;58;"8";3
"512";33040;"Drewensee/Priepert";"MV";2022-09-07;"MB";30;1;1;95;"12";2
"513";33040;"Drewensee/Priepert";"MV";2022-09-07;"MB";31;1;1;49;"14";2
"514";33040;"Drewensee/Priepert";"MV";2022-09-07;"MB";32;1;1;34;"15";3
"515";33040;"Drewensee/Priepert";"MV";2022-09-07;"MB";33;1;1;90;"11";2
"516";33040;"Drewensee/Priepert";"MV";2022-09-07;"MB";34;1;1;42;"11";2
"517";33040;"Drewensee/Priepert";"MV";2022-09-07;"MB";35;1;1;71;"10";3
"518";33040;"Drewensee/Priepert";"MV";2022-09-07;"MB";36;1;3;60;"19";2
"519";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"MB";1;2;3;95;"12";1
"520";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"MB";2;2;2;85;"13";1
"521";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"MB";3;2;3;14;"21";4
"522";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"MB";4;2;3;24;"23";3
"523";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"MB";5;2;3;25;"27";3
"524";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"MB";6;2;3;34;"27";3
"525";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"MB";7;2;4;13;"15";3
"526";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"MB";8;2;3;26;"27";3
"527";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"MB";9;2;3;20;"26";4
"528";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"MB";10;2;2;100;"13";2
"529";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"MB";11;2;3;16;"19";4
"530";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"MB";12;2;3;17;"20";3
"531";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"MB";13;2;1;110;"13";2
"532";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"MB";14;2;1;140;"12";2
"533";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"MB";15;2;3;111;"17";2
"534";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"MB";16;2;1;94;"12";3
"535";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"MB";17;2;1;210;"18";2
"536";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"MB";18;2;1;95;"13";4
"537";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"MB";19;2;1;56;"15";3
"538";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"MB";20;2;1;80;"15";2
"539";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"MB";21;2;1;148;"14";4
"540";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"MB";22;2;1;65;"20";3
"541";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"MB";23;2;1;113;"18";4
"542";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"MB";24;2;4;10;"15";4
"543";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"MB";25;2;4;3;"13";4
"544";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"MB";26;2;1;90;"8";3
"545";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"MB";27;2;4;6;"13";4
"546";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"MB";28;2;3;69;"15";3
"547";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"MB";29;2;2;69;"10";1
"548";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"MB";30;2;1;75;"11";3
"549";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"MB";31;2;1;48;"20";4
"550";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"MB";32;2;1;68;"16";2
"551";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"MB";33;2;1;20;"28";3
"552";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"MB";34;2;1;14;"20";4
"553";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"MB";35;2;1;9;"17";4
"554";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"MB";36;2;1;50;"21";4
"555";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"MB";37;2;4;5;"13";5
"556";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"MB";38;2;1;5;"9";4
"557";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"MB";39;2;1;104;"12";4
"558";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"MB";40;2;1;110;"10";2
"559";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"MB";41;2;4;3;"10";5
"560";29080;"Filzwald/Klingbrunn Bhf";"BY";2022-10-12;"MB";42;2;4;4;"11";4
"561";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"MB";1;2;3;69;"16";3
"562";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"MB";2;2;3;77;"13";3
"563";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"MB";3;2;3;77;"10";3
"564";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"MB";4;2;2;84;"20";1
"565";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"MB";5;2;2;73;"13";1
"566";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"MB";6;2;2;53;"10";1
"567";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"MB";7;2;3;57;"16";2
"568";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"MB";8;2;2;80;"16";1
"569";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"MB";9;2;2;91;"16";1
"570";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"MB";10;2;2;71;"13";1
"571";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"MB";11;2;2;60;"13";1
"572";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"MB";12;2;2;82;"12";1
"573";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"MB";13;2;2;72;"11";1
"574";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"MB";14;2;2;91;"17";1
"575";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"MB";15;2;3;50;"10";1
"576";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"MB";16;2;3;30;"12";2
"577";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"MB";17;2;3;52;"12";2
"578";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"MB";18;2;1;54;"8";3
"579";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"MB";19;2;1;77;"12";4
"580";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"MB";20;2;1;27;"11";4
"581";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"MB";21;2;1;15;"8";5
"582";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"MB";22;2;3;19;"11";4
"583";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"MB";23;2;1;31;"10";4
"584";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"MB";24;2;1;61;"10";4
"585";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"MB";25;2;1;60;"12";4
"586";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"MB";26;2;1;37;"12";4
"587";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"MB";27;2;3;42;"10";2
"588";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"MB";28;2;1;59;"9";3
"589";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"MB";29;2;1;23;"11";4
"590";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"MB";30;2;3;60;"12";2
"591";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"MB";31;2;3;44;"9";2
"592";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"MB";32;2;3;37;"9";2
"593";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"MB";33;2;4;3;"27";5
"594";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"MB";34;2;1;30;"10";4
"595";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"MB";35;2;1;45;"11";3
"596";29090;"Klosterfilz/Skt. Oswald";"BY";2022-10-11;"MB";36;2;1;43;"9";2
"597";35500;"J‰venitzer Moor/Gardelegen";"ST";2022-10-19;"MB";1;1;4;6;"27";5
"598";35500;"J‰venitzer Moor/Gardelegen";"ST";2022-10-19;"MB";2;1;4;2;"18";5
"599";35500;"J‰venitzer Moor/Gardelegen";"ST";2022-10-19;"MB";3;1;4;2;"32";5
"600";35500;"J‰venitzer Moor/Gardelegen";"ST";2022-10-19;"MB";4;1;4;2;"28";5
"601";35500;"J‰venitzer Moor/Gardelegen";"ST";2022-10-19;"MB";5;1;4;3;"46";5
"602";35500;"J‰venitzer Moor/Gardelegen";"ST";2022-10-19;"MB";6;1;1;11;"10";5
"603";35500;"J‰venitzer Moor/Gardelegen";"ST";2022-10-19;"MB";7;1;4;7;"21";5
"604";35500;"J‰venitzer Moor/Gardelegen";"ST";2022-10-19;"MB";8;1;1;4;"9";4
"605";35500;"J‰venitzer Moor/Gardelegen";"ST";2022-10-19;"MB";9;1;4;7;"12";4
"606";35500;"J‰venitzer Moor/Gardelegen";"ST";2022-10-19;"MB";10;1;4;6;"42";5
"607";35500;"J‰venitzer Moor/Gardelegen";"ST";2022-10-19;"MB";11;1;1;22;"9";4
"608";35500;"J‰venitzer Moor/Gardelegen";"ST";2022-10-19;"MB";12;1;1;29;"14";4
"609";35500;"J‰venitzer Moor/Gardelegen";"ST";2022-10-19;"MB";13;1;1;23;"9";5
"610";35500;"J‰venitzer Moor/Gardelegen";"ST";2022-10-19;"MB";14;1;4;8;"35";5
"611";35500;"J‰venitzer Moor/Gardelegen";"ST";2022-10-19;"MB";15;1;4;3;"20";5
"612";35500;"J‰venitzer Moor/Gardelegen";"ST";2022-10-19;"MB";16;1;4;5;"26";5
"613";27040;"Palmbruch/Morbach";"RP";2023-02-13;"MB";1;1;4;2;"27";5
"614";27040;"Palmbruch/Morbach";"RP";2023-02-13;"MB";2;1;4;2;"17";5
"615";27040;"Palmbruch/Morbach";"RP";2023-02-13;"MB";3;1;4;2;"27";5
"616";27040;"Palmbruch/Morbach";"RP";2023-02-13;"MB";4;1;4;2;"30";5
"617";27040;"Palmbruch/Morbach";"RP";2023-02-13;"MB";5;1;4;2;"15";5
"618";27040;"Palmbruch/Morbach";"RP";2023-02-13;"MB";6;1;4;2;"40";5
"619";27040;"Palmbruch/Morbach";"RP";2023-02-13;"MB";7;1;4;7;"15";5
"620";27040;"Palmbruch/Morbach";"RP";2023-02-13;"MB";8;1;4;4;"75";5
"621";27040;"Palmbruch/Morbach";"RP";2023-02-13;"MB";9;1;4;2;"24";5
"622";27040;"Palmbruch/Morbach";"RP";2023-02-13;"MB";10;1;4;3;"30";5
"623";27040;"Palmbruch/Morbach";"RP";2023-02-13;"MB";11;1;4;3;"30";5
"624";27040;"Palmbruch/Morbach";"RP";2023-02-13;"MB";12;1;4;2;"23";5
"625";27040;"Palmbruch/Morbach";"RP";2023-02-13;"MB";13;1;4;2;"31";5
"626";27011;"Landstuhler Bruch";"RP";2023-02-08;"MB";1;2;3;19;"28";3
"627";27011;"Landstuhler Bruch";"RP";2023-02-08;"MB";2;2;4;8;"20";4
"628";27011;"Landstuhler Bruch";"RP";2023-02-08;"MB";3;2;4;6;"32";4
"629";27011;"Landstuhler Bruch";"RP";2023-02-08;"MB";4;2;4;11;"11";4
"630";27011;"Landstuhler Bruch";"RP";2023-02-08;"MB";5;2;2;12;"12";1
"631";27011;"Landstuhler Bruch";"RP";2023-02-08;"MB";6;2;3;34;"25";4
"632";27011;"Landstuhler Bruch";"RP";2023-02-08;"MB";7;2;2;23;"23";2
"633";27011;"Landstuhler Bruch";"RP";2023-02-08;"MB";8;2;2;10;"10";1
"634";27011;"Landstuhler Bruch";"RP";2023-02-08;"MB";9;2;2;15;"13";1
"635";27011;"Landstuhler Bruch";"RP";2023-02-08;"MB";10;2;2;16;"14";1
"636";27011;"Landstuhler Bruch";"RP";2023-02-08;"MB";11;2;3;30;"22";3
"637";27011;"Landstuhler Bruch";"RP";2023-02-08;"MB";12;2;1;110;"11";2
"638";27011;"Landstuhler Bruch";"RP";2023-02-08;"MB";13;2;1;68;"13";4
"639";27011;"Landstuhler Bruch";"RP";2023-02-08;"MB";14;2;1;70;"11";2
"640";27011;"Landstuhler Bruch";"RP";2023-02-08;"MB";15;2;1;102;"28";3
"641";27011;"Landstuhler Bruch";"RP";2023-02-08;"MB";16;2;1;180;"17";3
"642";27011;"Landstuhler Bruch";"RP";2023-02-08;"MB";17;2;1;130;"20";3
"643";27011;"Landstuhler Bruch";"RP";2023-02-08;"MB";18;2;4;8;"30";4
"644";27011;"Landstuhler Bruch";"RP";2023-02-08;"MB";19;2;1;127;"10";3
"645";27011;"Landstuhler Bruch";"RP";2023-02-08;"MB";20;2;1;130;"21";4
"646";27011;"Landstuhler Bruch";"RP";2023-02-08;"MB";21;2;1;120;"20";2
"647";27011;"Landstuhler Bruch";"RP";2023-02-08;"MB";22;2;4;3;"15";4
"648";27011;"Landstuhler Bruch";"RP";2023-02-08;"MB";23;2;4;8;"24";4
"649";27011;"Landstuhler Bruch";"RP";2023-02-08;"MB";24;2;4;6;"15";4
"650";27011;"Landstuhler Bruch";"RP";2023-02-08;"MB";25;2;1;6;"16";4
"651";27011;"Landstuhler Bruch";"RP";2023-02-08;"MB";26;2;1;102;"16";4
"652";27011;"Landstuhler Bruch";"RP";2023-02-08;"MB";27;2;1;62;"12";4
"653";27011;"Landstuhler Bruch";"RP";2023-02-08;"MB";28;2;4;4;"17";4
"654";27011;"Landstuhler Bruch";"RP";2023-02-08;"MB";29;2;1;143;"18";2
"655";27011;"Landstuhler Bruch";"RP";2023-02-08;"MB";30;2;1;96;"11";4
"656";27011;"Landstuhler Bruch";"RP";2023-02-08;"MB";31;2;1;70;"23";4
"657";27011;"Landstuhler Bruch";"RP";2023-02-08;"MB";32;2;1;47;"15";3
"658";27011;"Landstuhler Bruch";"RP";2023-02-08;"MB";33;2;4;7;"29";4
"659";27011;"Landstuhler Bruch";"RP";2023-02-08;"MB";34;2;1;9;"22";4
"660";27011;"Landstuhler Bruch";"RP";2023-02-08;"MB";35;2;1;32;"11";4
"661";27011;"Landstuhler Bruch";"RP";2023-02-08;"MB";36;2;1;9;"27";4
"662";27011;"Landstuhler Bruch";"RP";2023-02-08;"MB";37;2;1;24;"11";3
"663";27011;"Landstuhler Bruch";"RP";2023-02-08;"MB";38;2;4;5;"37";4
"664";27011;"Landstuhler Bruch";"RP";2023-02-08;"MB";39;2;4;11;"24";3
"665";27011;"Landstuhler Bruch";"RP";2023-02-08;"MB";40;2;1;122;"9";2
"666";27011;"Landstuhler Bruch";"RP";2023-02-08;"MB";41;2;1;79;"20";4
"667";27011;"Landstuhler Bruch";"RP";2023-02-08;"MB";42;2;4;8;"15";4
"668";27011;"Landstuhler Bruch";"RP";2023-02-08;"MB";43;2;1;38;"13";4
"669";27011;"Landstuhler Bruch";"RP";2023-02-08;"MB";44;2;1;143;"29";3
"670";27011;"Landstuhler Bruch";"RP";2023-02-08;"MB";45;2;3;15;"23";3
"671";27011;"Landstuhler Bruch";"RP";2023-02-08;"MB";46;2;1;60;"28";3
"672";27011;"Landstuhler Bruch";"RP";2023-02-08;"MB";47;2;1;74;"29";4
"673";27011;"Landstuhler Bruch";"RP";2023-02-08;"MB";48;2;1;50;"23";2
"674";27011;"Landstuhler Bruch";"RP";2023-02-08;"MB";49;2;1;20;"11";3
"675";27011;"Landstuhler Bruch";"RP";2023-02-08;"MB";50;2;1;80;"9";4
"676";27011;"Landstuhler Bruch";"RP";2023-02-08;"MB";51;2;1;60;"15";2
"677";27011;"Landstuhler Bruch";"RP";2023-02-08;"MB";52;2;1;150;"12";2
"678";27011;"Landstuhler Bruch";"RP";2023-02-08;"MB";53;2;1;15;"10";4
"679";27011;"Landstuhler Bruch";"RP";2023-02-08;"MB";54;2;1;40;"11";4
"680";27011;"Landstuhler Bruch";"RP";2023-02-08;"MB";55;2;1;90;"16";5
"681";27011;"Landstuhler Bruch";"RP";2023-02-08;"MB";56;2;4;2;"42";5
"682";27011;"Landstuhler Bruch";"RP";2023-02-08;"MB";57;2;4;2;"23";4
"683";26010;"Brander Bruch/M¸nden";"RP";2023-02-06;"MB";1;1;3;45;"13";2
"684";26010;"Brander Bruch/M¸nden";"RP";2023-02-06;"MB";2;1;3;46;"13";2
"685";26010;"Brander Bruch/M¸nden";"RP";2023-02-06;"MB";3;1;3;71;"16";4
"686";26010;"Brander Bruch/M¸nden";"RP";2023-02-06;"MB";4;1;3;54;"14";4
"687";26010;"Brander Bruch/M¸nden";"RP";2023-02-06;"MB";5;1;4;8;"11";4
"688";26010;"Brander Bruch/M¸nden";"RP";2023-02-06;"MB";6;1;1;18;"10";3
"689";26010;"Brander Bruch/M¸nden";"RP";2023-02-06;"MB";7;1;1;57;"7";3
"690";26010;"Brander Bruch/M¸nden";"RP";2023-02-06;"MB";8;1;1;39;"6";3
"691";26010;"Brander Bruch/M¸nden";"RP";2023-02-06;"MB";9;1;4;2;"11";4
"692";26010;"Brander Bruch/M¸nden";"RP";2023-02-06;"MB";10;1;4;2;"20";5
"693";26010;"Brander Bruch/M¸nden";"RP";2023-02-06;"MB";11;1;1;11;"7";2
"694";26010;"Brander Bruch/M¸nden";"RP";2023-02-06;"MB";12;1;1;42;"13";4
"695";26010;"Brander Bruch/M¸nden";"RP";2023-02-06;"MB";13;1;4;60;"21";5
"696";26010;"Brander Bruch/M¸nden";"RP";2023-02-06;"MB";14;1;1;11;"19";2
"697";26010;"Brander Bruch/M¸nden";"RP";2023-02-06;"MB";15;1;1;21;"8";3
"698";26010;"Brander Bruch/M¸nden";"RP";2023-02-06;"MB";16;1;1;22;"11";2
"699";26020;"Ellerhorst/M¸nden";"HE";2023-02-06;"MB";1;1;4;6;"10";4
"700";26020;"Ellerhorst/M¸nden";"HE";2023-02-06;"MB";2;1;3;73;"10";3
"701";26020;"Ellerhorst/M¸nden";"HE";2023-02-06;"MB";3;1;4;3;"13";4
"702";26020;"Ellerhorst/M¸nden";"HE";2023-02-06;"MB";4;1;3;17;"10";3
"703";26020;"Ellerhorst/M¸nden";"HE";2023-02-06;"MB";5;1;3;106;"18";2
"704";26020;"Ellerhorst/M¸nden";"HE";2023-02-06;"MB";6;1;3;16;"10";2
"705";26020;"Ellerhorst/M¸nden";"HE";2023-02-06;"MB";7;1;4;6;"14";4
"706";26020;"Ellerhorst/M¸nden";"HE";2023-02-06;"MB";8;1;4;2;"22";5
"707";26020;"Ellerhorst/M¸nden";"HE";2023-02-06;"MB";9;1;4;11;"10";3
"708";26020;"Ellerhorst/M¸nden";"HE";2023-02-06;"MB";10;1;3;30;"13";3
"709";26020;"Ellerhorst/M¸nden";"HE";2023-02-06;"MB";11;1;3;39;"10";3
"710";26020;"Ellerhorst/M¸nden";"HE";2023-02-06;"MB";12;1;2;120;"16";1
"711";26020;"Ellerhorst/M¸nden";"HE";2023-02-06;"MB";13;1;1;21;"11";2
"712";26020;"Ellerhorst/M¸nden";"HE";2023-02-06;"MB";14;1;4;2;"22";5
"713";26020;"Ellerhorst/M¸nden";"HE";2023-02-06;"MB";15;1;4;55;"11";3
"714";26020;"Ellerhorst/M¸nden";"HE";2023-02-06;"MB";16;1;4;105;"11";3
"715";26020;"Ellerhorst/M¸nden";"HE";2023-02-06;"MB";17;1;1;140;"24";1
"716";26020;"Ellerhorst/M¸nden";"HE";2023-02-06;"MB";18;1;1;100;"14";2
"717";26020;"Ellerhorst/M¸nden";"HE";2023-02-06;"MB";19;1;4;3;"23";5
"718";26020;"Ellerhorst/M¸nden";"HE";2023-02-06;"MB";20;1;4;3;"25";5
"719";26020;"Ellerhorst/M¸nden";"HE";2023-02-06;"MB";21;1;4;2;"22";5
"720";26020;"Ellerhorst/M¸nden";"HE";2023-02-06;"MB";22;1;4;4;"27";5
"721";26020;"Ellerhorst/M¸nden";"HE";2023-02-06;"MB";23;1;4;4;"35";4
"722";26020;"Ellerhorst/M¸nden";"HE";2023-02-06;"MB";24;1;4;4;"11";4
"723";26020;"Ellerhorst/M¸nden";"HE";2023-02-06;"MB";25;1;1;75;"8";2
"724";26020;"Ellerhorst/M¸nden";"HE";2023-02-06;"MB";26;1;4;5;"11";4
"725";26020;"Ellerhorst/M¸nden";"HE";2023-02-06;"MB";27;1;4;3;"12";4
"726";26020;"Ellerhorst/M¸nden";"HE";2023-02-06;"MB";28;1;1;57;"9";2
"727";26020;"Ellerhorst/M¸nden";"HE";2023-02-06;"MB";29;1;1;11;"10";3
"728";26020;"Ellerhorst/M¸nden";"HE";2023-02-06;"MB";30;1;4;2;"37";5
"729";26020;"Ellerhorst/M¸nden";"HE";2023-02-06;"MB";31;1;4;2;"36";5
"730";26020;"Ellerhorst/M¸nden";"HE";2023-02-06;"MB";32;1;1;12;"10";4
"731";26020;"Ellerhorst/M¸nden";"HE";2023-02-06;"MB";33;1;4;2;"25";5
"732";26020;"Ellerhorst/M¸nden";"HE";2023-02-06;"MB";34;1;1;26;"9";3
"733";26020;"Ellerhorst/M¸nden";"HE";2023-02-06;"MB";35;1;4;2;"30";5
"734";26020;"Ellerhorst/M¸nden";"HE";2023-02-06;"MB";36;1;4;2;"17";5
"735";26020;"Ellerhorst/M¸nden";"HE";2023-02-06;"MB";37;1;4;2;"16";5
"736";26020;"Ellerhorst/M¸nden";"HE";2023-02-06;"MB";38;1;4;42;"7";3
"737";26030;"Kr‰mersgrund/Wetter";"HE";2023-02-14;"MB";1;1;3;105;"14";3
"738";26030;"Kr‰mersgrund/Wetter";"HE";2023-02-14;"MB";2;1;3;110;"13";3
"739";26030;"Kr‰mersgrund/Wetter";"HE";2023-02-14;"MB";3;1;4;2;"20";5
"740";26030;"Kr‰mersgrund/Wetter";"HE";2023-02-14;"MB";4;1;4;3;"31";5
"741";26030;"Kr‰mersgrund/Wetter";"HE";2023-02-14;"MB";5;1;4;1;"20";5
"742";26030;"Kr‰mersgrund/Wetter";"HE";2023-02-14;"MB";6;1;4;6;"11";4
"743";26030;"Kr‰mersgrund/Wetter";"HE";2023-02-14;"MB";7;1;1;63;"10";4
"744";26030;"Kr‰mersgrund/Wetter";"HE";2023-02-14;"MB";8;1;4;3;"10";5
"745";26030;"Kr‰mersgrund/Wetter";"HE";2023-02-14;"MB";9;1;1;31;"9";4
"746";26030;"Kr‰mersgrund/Wetter";"HE";2023-02-14;"MB";10;1;4;2;"15";5
"747";26030;"Kr‰mersgrund/Wetter";"HE";2023-02-14;"MB";11;1;4;2;"14";5
"748";26030;"Kr‰mersgrund/Wetter";"HE";2023-02-14;"MB";12;1;4;2;"26";5
"749";26030;"Kr‰mersgrund/Wetter";"HE";2023-02-14;"MB";13;1;4;2;"38";5
"750";26030;"Kr‰mersgrund/Wetter";"HE";2023-02-14;"MB";14;1;4;2;"27";5
"751";26030;"Kr‰mersgrund/Wetter";"HE";2023-02-14;"MB";15;1;4;2;"31";5
"752";26030;"Kr‰mersgrund/Wetter";"HE";2023-02-14;"MB";16;1;4;2;"25";5
"753";26030;"Kr‰mersgrund/Wetter";"HE";2023-02-14;"MB";17;1;4;2;"13";5
"754";26030;"Kr‰mersgrund/Wetter";"HE";2023-02-14;"MB";18;1;4;2;"32";5
"755";26030;"Kr‰mersgrund/Wetter";"HE";2023-02-14;"MB";19;1;4;2;"16";5
"756";26030;"Kr‰mersgrund/Wetter";"HE";2023-02-14;"MB";20;1;4;2;"20";5
"757";26030;"Kr‰mersgrund/Wetter";"HE";2023-02-14;"MB";21;1;4;2;"20";5
"758";26030;"Kr‰mersgrund/Wetter";"HE";2023-02-14;"MB";22;1;1;14;"10";4
"759";26030;"Kr‰mersgrund/Wetter";"HE";2023-02-14;"MB";23;1;4;4;"17";4
"760";26030;"Kr‰mersgrund/Wetter";"HE";2023-02-14;"MB";24;1;4;3;"14";5
"761";26030;"Kr‰mersgrund/Wetter";"HE";2023-02-14;"MB";25;1;4;2;"20";4
"762";21030;"Schwonau";"SH";2023-05-01;"MB";1;1;1;97;"13";2
"763";21030;"Schwonau";"SH";2023-05-01;"MB";2;1;1;22;"10";5
"764";21030;"Schwonau";"SH";2023-05-01;"MB";3;1;1;55;"15";5
"765";21030;"Schwonau";"SH";2023-05-01;"MB";4;1;4;5;"17";5
"766";21030;"Schwonau";"SH";2023-05-01;"MB";5;1;1;58;"12";3
"767";21030;"Schwonau";"SH";2023-05-01;"MB";6;1;2;169;"25";1
"768";21020;"Krummsee";"SH";2023-05-04;"MB";1;1;2;153;"31";1
"769";21020;"Krummsee";"SH";2023-05-04;"MB";2;1;3;67;"21";2
"770";21020;"Krummsee";"SH";2023-05-04;"MB";3;1;2;141;"22";2
"771";21020;"Krummsee";"SH";2023-05-04;"MB";4;1;3;85;"23";2
"772";21020;"Krummsee";"SH";2023-05-04;"MB";5;1;4;13;"14";4
"773";21020;"Krummsee";"SH";2023-05-04;"MB";6;1;1;36;"16";4
"774";21020;"Krummsee";"SH";2023-05-04;"MB";7;1;1;27;"13";5
"775";21020;"Krummsee";"SH";2023-05-04;"MB";8;1;1;21;"14";4
"776";21020;"Krummsee";"SH";2023-05-04;"MB";9;1;1;16;"10";5
"777";21020;"Krummsee";"SH";2023-05-04;"MB";10;1;3;18;"17";5
"778";21020;"Krummsee";"SH";2023-05-04;"MB";11;1;1;18;"15";5
"779";21020;"Krummsee";"SH";2023-05-04;"MB";12;1;1;42;"10";3
"780";21020;"Krummsee";"SH";2023-05-04;"MB";13;1;1;105;"16";3
