ToTraktId;ToEckId;K2_RW;K2_HW;K3_RW;K3_HW;RW_MED;HW_MED;LAT_MED;LON_MED;LAT_MEAN;LON_MEAN;AnzahlMessungen;HDOP;MaxHDOP;NumSat;MinNumSat;RTCMAlter;Hilfspunkt;UTCStartzeit;UTCStopzeit;STDDEV
50125;1;;;3484956,167;5806978,01;3484956,393;5806978,582;52,39588967;8,777922167;52,39588452;8,777918857;111;2,931531;5,4;4,918919;4;99;FALSCH;9302500;9320800;1,803193731
50126;1;;;3492993,696;5735052,62;3492993,663;5735052,422;51,74963583;8,897481;51,74963761;8,897481475;105;1,513333;1,7;6,657143;6;99;FALSCH;6102200;6120200;0,196532455
50127;1;;;3492820,114;5742982,792;3492820,281;5742982,27;51,82090442;8,894805333;51,8209091;8,89480286;107;4,500935;12,8;4,75701;4;99;FALSCH;12233000;12251200;1,477666925
50129;1;;;3500995,094;5719271,427;3500994,963;5719271,307;51,60784133;9,0132975;51,60784242;9,013299402;105;1,686667;2,3;6,085714;5;99;FALSCH;7462600;7480700;0,276113899
50130;1;;;3501207,208;5735026,337;3501207,448;5735025,016;51,74943275;9,016416833;51,74944462;9,016413361;109;2,465137;4,9;5,146789;4;99;FALSCH;12221000;12235400;1,258410562
50131;1;;;3500875,156;5743392,982;3500875,206;5743392,55;51,824638;9,011625833;51,82464188;9,011625108;105;1,395238;6,8;5,552381;4;99;FALSCH;6250500;6264600;0,715939751
50132;1;;;3500899,487;5750993,718;3500899,626;5750993,715;51,89295392;9,011998667;51,89295394;9,011996649;129;3,172093;5;5,868217;5;99;FALSCH;14562700;14582100;0,610592299
50133;1;;;3501024,736;5767042,527;3501025,033;5767041,713;52,0371835;9,013865833;52,03719081;9,01386149;105;2,024762;8,7;6,92381;5;99;FALSCH;16231500;16245600;0,84587661
50134;1;;;3508969,125;5702968,667;3508969,013;5702968,745;51,4612435;9,127989167;51,46124279;9,12799077;110;2,312727;5;4,981818;4;5767,254;FALSCH;11253100;11271200;0,293069192
50135;1;;;3508846,849;5726920,974;3508846,833;5726921,321;51,67653083;9,126830333;51,67652772;9,126830543;105;2,869524;9,3;5,561905;4;99;FALSCH;11284700;11302800;2,114391362
50136;1;;;3508989,543;5734990,445;3508989,697;5734990,43;51,74905183;9,1291025;51,74905197;9,129100268;105;1,691429;2,2;6,552381;6;99;FALSCH;15482500;15500500;0,129174843
50137;1;;;3508867,556;5758943,977;3508869,24;5758941,555;51,96431567;9,127969;51,96433734;9,127944622;104;2,945192;5,7;4,567307;4;99;FALSCH;7342200;7363300;2,521662022
50138;1;;;3516882,194;5727093,964;3516882,222;5727093,908;51,67789883;9,243003083;51,67789933;9,243002679;106;1,777359;3,5;6,603774;5;99;FALSCH;9105200;9123400;0,307603926
50139;1;;;3517152,049;5735167,764;3517152,01;5735167,967;51,75045792;9,247299333;51,75045609;9,247299953;106;1,410377;2,2;6,254717;5;99;FALSCH;6255400;6273600;0,479093929
50140;1;;;3516985,273;5750992,076;3516985,346;5750992,049;51,8926825;9,24565925;51,89268276;9,245658333;118;2,970339;10,8;5,279661;4;99;FALSCH;9575800;9594700;1,099589875
50141;1;;;2540842,787;5655142,863;2540842,841;5655142,827;51,02996833;6,5816015;51,02996864;6,58160062;104;1,236538;1,7;7,384615;6;141,5769;FALSCH;9184600;9202700;0,424823152
50142;1;;;2580962,218;5647019,237;2580962,16;5647018,705;50,95270967;7,15158775;50,95271443;7,151588651;105;3,860952;5,2;4,733333;4;97,93333;FALSCH;11104300;11122300;0,905423334
50143;1;;;2589010,987;5719011,601;2589010,979;5719011,61;51,59846883;7,284018667;51,59846873;7,28401878;109;1,324771;1,4;7,394495;7;99;FALSCH;12042600;12060700;0,066685408
50144;1;;;3428889,219;5695065,655;3428889,199;5695065,768;51,38582117;7,977425833;51,38582016;7,977426189;106;1,550943;3,3;6,226415;4;214,2547;FALSCH;12300000;12314100;0,543545529
50145;1;;;3476973,169;5694996,477;3476973,032;5694996,544;51,38918875;8,668133583;51,38918815;8,668135558;106;1,987736;6,2;5,792453;4;99;FALSCH;9260300;9274500;0,481980617
50146;1;;;2569028,383;5602950,596;2569028,373;5602950,815;50,55818108;6,973529417;50,55817912;6,973529615;106;2,404717;3,2;5,933962;5;144,2453;FALSCH;5214200;5232400;0,380688496
51026;1;;;2504379,576;5736471,818;2504379,988;5736471,84;51,76240758;6,062835083;51,76240739;6,062829122;105;1,342857;1,6;6,409524;5;99;FALSCH;8034100;8052100;0,512005498
51027;1;;;2511869,372;5732737,77;2511869,483;5732737,671;51,72873767;6,171186333;51,72873856;6,171184741;106;1,5;1,7;5,59434;5;99;FALSCH;14312700;14330700;0,55056734
51028;1;;;2586888,6;5728791,06;2586887,841;5728789,186;51,6866585;7,255811333;51,68667546;7,255822348;113;8,336283;13,5;4,40708;4;9012,902;FALSCH;15411700;15425800;5,270464388
51029;1;;;3496589,813;5744406,668;3496591,277;5744411,343;51,83378442;8,94948125;51,83374239;8,949460074;124;5,210484;13,6;4,58871;4;99;FALSCH;9135000;9162600;8,219724522
51030;1;;;3477509,691;5676365,289;3477509,896;5676365,154;51,22174633;8,6770225;51,22174754;8,677019545;108;1,588889;2,1;6,851852;6;8797;FALSCH;10380900;10395200;0,157786727
51031;1;;;3442755,571;5653888,108;3442756,358;5653889,29;51,01730967;8,1831735;51,01729891;8,183162633;105;2,929524;4,4;4,771429;4;128,2762;FALSCH;15191600;15205700;1,881569242
51032;1;;;2518130,598;5615961,648;2518130,606;5615961,703;50,67893217;6,255914;50,67893167;6,25591388;107;1,200935;1,5;7,542056;6;187,5888;FALSCH;6142200;6160500;0,213097315
51033;1;;;3499371,151;5730141,388;3499370,84;5730141,429;51,705541;8,989832333;51,70554063;8,989836844;109;4,720183;58,6;5,12844;4;99;FALSCH;9172500;9191000;1,241000688
60001;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;105;2,503809;12,8;6,342857;4;11804,1;FALSCH;7384100;7403000;2,673323792
60002;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;108;2,273148;4,7;5,768518;5;99;FALSCH;11370900;11384800;2,316565967
60003;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;108;3,986111;4,2;4,833333;4;2413,148;FALSCH;13275200;13294100;0,643293259
60004;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;240;3,499167;45,9;5,583333;4;168,6167;FALSCH;6390700;6435600;2,162052624
60005;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;120;1,508333;3,4;6,916667;5;1723,083;FALSCH;6493700;6512700;0,232762233
60006;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;110;2,715455;6,4;4,009091;4;116,0182;FALSCH;12275600;12295100;1,475576557
60007;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;104;3,033654;8,3;5,096154;4;4104,75;FALSCH;13385100;13410000;1,430992619
60008;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;119;1,867227;2,4;4,596639;4;3109,798;FALSCH;8334700;8354300;1,291976444
60009;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;103;2,104854;4,2;6,563107;5;143,9417;FALSCH;13201400;13220100;0,270061248
60010;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;118;2,976271;3,3;4,669491;4;99;FALSCH;11224800;11245300;0,308672176
60011;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;164;1,852439;4,3;5,237805;4;1978,902;FALSCH;12373400;12403100;0,679887908
60012;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;129;2,875194;17,6;5,488372;4;99;FALSCH;11495000;11521000;1,466819438
60013;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;118;2,706779;8,4;5,457627;4;99;FALSCH;8212500;8233400;4,02123462
60014;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;120;1,9925;22,4;5,8;4;99;FALSCH;15582800;16003800;0,514320678
60015;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;104;1,411538;2,1;6,971154;5;99;FALSCH;8350500;8365300;0,313517801
60016;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;122;2,662295;7,8;5,467213;4;50,09016;FALSCH;13112700;13133200;1,408104045
60017;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;102;1,398039;2,2;6,715686;5;177,5686;FALSCH;10294800;10313400;0,292530328
60018;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;103;1,666019;5,6;5,456311;4;391,8835;FALSCH;17062500;17081200;0,306728827
60019;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;106;3,774528;9,8;4,14151;4;181,1887;FALSCH;16241500;16261800;2,496319579
60020;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;121;1,303306;1,5;5,983471;5;169,8182;FALSCH;13075000;13095400;0,164211838
60021;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;125;2,0272;2,6;6,344;5;142,752;FALSCH;15204300;15233900;0,095500099
60022;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;105;1,304762;2,1;6,190476;5;47,90476;FALSCH;12192100;12210900;0,111041362
60023;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;109;2,3;2,7;4,293578;4;47,70642;FALSCH;14592000;15020200;2,900462831
60024;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;145;1,973793;3;4,951724;4;96,91035;FALSCH;7580700;8022900;0,772136888
60025;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;103;1,692233;2,2;5,310679;4;3512,155;FALSCH;13191900;13224600;0,969376769
60026;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;105;2,435238;4,6;4,876191;4;2946,286;FALSCH;7461200;7480500;2,722444649
60027;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;108;2,257407;3,1;4,555555;4;1146;FALSCH;17440800;17455600;0,523711006
60028;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;122;2,012295;18,7;5,663934;4;1594,344;FALSCH;12204200;12224800;0,330894123
60029;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;103;1,4;1,4;6,708738;6;43,86408;FALSCH;10373600;10392200;0,254055882
60030;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;135;1,623704;2,4;6,318519;5;286,9333;FALSCH;7123800;7150100;0,251640605
60031;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;108;2,559259;4,4;4,814815;4;150,8148;FALSCH;9133400;9152600;1,219759687
60032;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;105;1,7;3;6,485714;5;3370,286;FALSCH;12250800;12265600;1,079863891
60033;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;103;4,052427;9,1;4,951457;4;154,9126;FALSCH;14123100;14142000;5,96193098
60034;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;148;2,507432;3,2;6,540541;6;157,1892;FALSCH;15461900;15485000;0,104591351
60035;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;111;1,727928;2,2;6,45045;5;191,3513;FALSCH;9533100;9552700;0,210506414
60036;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;106;2,596226;22;4,896226;4;1887,094;FALSCH;15165700;15184500;3,001660231
60037;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;103;1,654369;2,5;5,097087;4;845,3593;FALSCH;9434200;9453000;0,285486021
60038;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;122;2,603279;3,7;4,598361;4;1859,508;FALSCH;11425900;11450000;0,495378086
60039;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;106;1,475472;1,5;6,132075;6;45,84906;FALSCH;15230400;15245500;0,054610527
60040;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;103;1,1;1,1;7;7;2968,641;FALSCH;11214600;11233200;0,048245727
60041;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;103;1,414563;2,7;5,349514;4;324,8155;FALSCH;6293300;6311800;0,317527434
60042;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;107;2,480374;2,9;4,654206;4;3687,944;FALSCH;7323500;7342700;0,913980303
60043;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;120;2,56;2,7;4,233333;4;2619,5;FALSCH;11390900;11423900;0,284722811
60044;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;128;1,400781;1,6;6,226563;5;380,7188;FALSCH;12180900;12202600;0,165529174
60045;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;102;2,196079;8,9;5,754902;4;99;FALSCH;13504600;13523400;0,867824875
60046;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;104;2,322115;3,2;5,798077;5;205,25;FALSCH;7043900;7063100;0,074364161
60048;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;103;1,771845;4,9;5,213592;4;99;FALSCH;15320100;15334800;0,99102504
60049;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;103;1,4;1,4;7;7;42,71844;FALSCH;16103700;16122300;0,087841305
60050;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;103;1,603884;1,8;6,475728;6;47,76699;FALSCH;12300600;12320500;0,058678555
60051;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;104;1,582692;3,4;6,163462;5;892,3077;FALSCH;8055800;8075100;0,407540747
60052;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;117;2,273504;3,9;5,435897;4;99;FALSCH;8291500;8311000;0,320263479
60053;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;103;1,713592;3;5,757282;4;129,4175;FALSCH;9172700;9191400;0,738348917
60054;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;103;2,162136;2,2;5;5;99;FALSCH;8353100;8371000;0,31949076
60055;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;104;3,345192;16,4;4,673077;4;262,3365;FALSCH;10011600;10030400;2,404598604
60056;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;106;2,519811;23,4;6,566038;4;99;FALSCH;10313400;10332700;0,590252946
60057;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;102;1,10098;1,2;8;8;47,45098;FALSCH;8535900;8554400;0,065750638
60058;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;103;2,468932;5,3;5,281553;4;2289,146;FALSCH;9352300;9371100;0,441995612
60059;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;302;1,921523;4,9;6,039735;4;62,64569;FALSCH;10552900;11005200;0,800264209
60060;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;174;1,047126;1,2;7,764368;7;47,52874;FALSCH;12422700;12452400;0,132325455
60061;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;110;1,815455;2,2;6,290909;6;51;FALSCH;13494000;13513600;0,312433657
60062;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;104;1,732692;1,9;7,259615;7;1551,077;FALSCH;13144400;13163400;0,133194501
60063;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;107;2,071963;3;4,747663;4;7735,477;FALSCH;10454700;10474100;1,634547397
60064;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;108;2,509259;3,7;4,796296;4;10531,07;FALSCH;9380800;9400700;1,46720286
60065;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;113;2,563717;10,9;5,964602;4;65,74336;FALSCH;9305900;9325700;1,677755424
60066;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;117;3,219658;5,4;5,08547;4;47,52137;FALSCH;13584800;14005000;0,111795864
60067;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;105;2,734286;5,9;4,180953;4;99;FALSCH;8582000;9001600;2,179884286
60068;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;104;4,258654;4,7;4,173077;4;2812,596;FALSCH;9384900;9412400;1,570681289
60069;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;110;3,112727;12,4;4,572727;4;63,9;FALSCH;12070800;12090100;1,074065279
60070;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;174;3,145402;4,6;5,063219;4;47,29885;FALSCH;9043900;9065600;0,242934291
60071;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;110;2,082727;3,4;5,081818;4;1761,091;FALSCH;8222400;8241800;1,220376898
60072;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;105;2,040952;3;5,866667;4;3026,095;FALSCH;12502900;12521800;0,161005602
60073;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;116;1,681034;3,1;6,008621;4;217,3276;FALSCH;8254800;8273400;0,816536609
60074;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;110;1,751818;2,6;6,390909;5;1829,727;FALSCH;13221900;13242000;0,639390374
60075;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;106;3,183019;5,6;4,584906;4;8529,358;FALSCH;9033400;9053700;1,222376337
60076;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;103;3,070874;10;5,582524;4;2699,262;FALSCH;14510800;14530900;1,178893225
60077;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;105;2,049524;6,4;5,533333;4;99;FALSCH;7370400;7390300;0,933957776
60078;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;113;4,777876;6,2;4,911504;4;99;FALSCH;11264600;11283300;1,759063906
60079;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;103;1,494175;1,8;6,932039;5;47,47573;FALSCH;11552000;11571300;0,106876131
60080;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;170;0,9529412;1,1;9,735294;9;47,52941;FALSCH;11284900;11304100;0,068302371
60081;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;136;1,919853;9,9;6,125;4;42,42647;FALSCH;13090300;13112000;0,892303264
60082;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;122;2,009836;6,8;5,581967;4;47,77869;FALSCH;10533200;10553500;0,51661509
60083;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;134;1,562687;2,3;5,873134;4;49,8806;FALSCH;8350900;8372900;2,036393543
60084;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;106;2,30566;3,4;5,292453;4;1900,717;FALSCH;7365200;7384000;0,537368464
60085;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;103;1,434951;1,6;6,679612;6;87,47573;FALSCH;10125300;10145800;0,094572401
60086;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;104;1,614423;6,3;5,778846;4;42,69231;FALSCH;7421900;7442200;0,49508182
60087;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;103;2,215534;4,9;5,514563;4;220;FALSCH;13433000;13451600;1,953604033
60088;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;104;2,966346;4,4;4,682693;4;47,59615;FALSCH;14354200;14372600;1,657596234
60089;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;109;2,398165;36,7;6,981651;5;99;FALSCH;8454900;8472800;0,42256287
60090;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;76;3,732895;7,6;4,447369;4;99;FALSCH;10402100;10414400;1,464184782
60091;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;111;3,323423;60,7;4,594594;4;99;FALSCH;11454200;11480300;5,833175845
60092;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;121;1,387603;2,1;5,876033;5;2869,521;FALSCH;8430800;8445800;0,061846099
60093;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;139;2,784892;11;5,582734;4;99;FALSCH;14362700;14385400;1,781783037
60094;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;122;2,743443;9,6;5,737705;4;99;FALSCH;13243800;13311100;4,519019758
60095;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;103;1,628155;4,8;5,941748;4;4086,252;FALSCH;9045600;9064400;0,420304961
60096;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;104;1,693269;2,3;6,759615;6;1863,173;FALSCH;9322500;9340900;0,168541421
60097;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;105;2,165714;4,9;5,92381;5;174,1333;FALSCH;11560400;11575200;0,104726787
60098;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;186;1,377419;1,7;6,860215;6;43,70968;FALSCH;14255500;14290100;0,254695492
60099;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;112;2,884821;7,2;5,401786;4;99;FALSCH;12205400;12225000;0,948425376
60100;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;117;1,596581;2,2;5,820513;4;99;FALSCH;13301600;13321800;0,704190259
60101;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;114;1,107018;1,2;8;8;2654,018;FALSCH;8380300;8395200;0,032888777
60102;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;106;1,468868;1,9;6,283019;5;3421,755;FALSCH;8240000;8254800;0,544403857
60103;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;109;2,168807;4;4,816514;4;1150,844;FALSCH;11443100;11462400;0,30076007
60104;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;102;2,379412;3,4;4,490196;4;4688,608;FALSCH;12370800;12391200;0,770853825
60105;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;103;2,732039;4,1;5,330097;4;139,2233;FALSCH;8090900;8110200;0,944747181
60106;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;103;1,48932;1,7;6,514563;6;44,84466;FALSCH;10595900;11014700;0,194372491
60107;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;106;2,549057;3,8;6,603774;5;197,0755;FALSCH;16590100;17004700;4,193551026
60108;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;108;2,005556;2,5;5,37963;4;38,24074;FALSCH;13330800;13350000;0,221204937
60109;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;124;1,378226;4,8;7,274194;5;839,2742;FALSCH;13430000;13450700;0,445166375
60110;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;152;3,555263;4,6;4,414474;4;62,84211;FALSCH;11490200;11504800;4,382475177
60111;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;104;2,661539;3,1;6,740385;6;99;FALSCH;8064500;8083400;0,184618367
60112;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;109;2,088991;2,4;5,559633;5;204,5872;FALSCH;13535300;13554500;0,189389025
60113;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;103;1,339806;1,9;5,456311;4;1367,184;FALSCH;10503100;10521600;0,628903346
60114;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;104;1,1;1,1;8;8;47,5;FALSCH;11400900;11415600;0,048427573
60115;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;113;1,452212;2,1;6,238938;5;47,43363;FALSCH;15414700;15434100;0,122562791
