ToTraktId;ToEckId;K2_RW;K2_HW;K3_RW;K3_HW;RW_MED;HW_MED;LAT_MED;LON_MED;LAT_MEAN;LON_MEAN;AnzahlMessungen;HDOP;MaxHDOP;NumSat;MinNumSat;RTCMAlter;Hilfspunkt;UTCStartzeit;UTCStopzeit;STDDEV
130064;1;;;4491793,682;5906120,862;4491793,622;5906121,116;53,28695917;11,87537983;53,28695688;11,87538075;104;2,117308;3,7;4,932693;4;95,59615;FALSCH;6334200;6352200;0,297653131
130068;1;;;4459164,593;5891186,601;4459164,397;5891186,502;53,15125867;11,38805517;53,15125957;11,38805808;103;1,957281;3;6,485437;5;93,39806;FALSCH;9014600;9032500;0,37525575
130069;1;;;4535831,329;6032840,191;4535831,512;6032840,116;54,42427942;12,55044125;54,42428011;12,55043844;116;23,02586;633,3;5,491379;4;97,94827;FALSCH;5585400;6003400;1,339841601
130070;1;;;4535292,416;6016894,776;4535292,319;6016894,735;54,2810735;12,54025092;54,28107385;12,54025243;114;2,016667;2,7;5,736842;4;93,54386;FALSCH;7431400;7451000;0,213531474
130071;1;;;5418557,247;5997584,171;5418557,239;5997583,837;54,10237433;13,75287167;54,10237732;13,75287155;110;3,297273;11,2;5,254546;4;92,58182;FALSCH;6273900;6293600;1,562108105
130072;1;;;4518795,789;6001351,635;4518795,624;6001350,73;54,14229725;12,28601142;54,14230539;12,28601382;105;4,501904;29,7;4,67619;4;92,22857;FALSCH;13202300;13221900;1,369511363
130073;1;;;4566214,661;5983908,854;4566214,653;5983908,844;53,98170817;13,00772517;53,98170826;13,0077253;106;1,2;1,2;8;8;92,28302;FALSCH;7421100;7435100;0,108250126
130074;1;;;4501840,369;5969790,539;4501840,277;5969789,564;53,85907933;12,02638225;53,85908809;12,02638365;105;5,083809;33,5;5,161905;4;93,65714;FALSCH;10163200;10184900;1,09670661
130075;1;;;4533290,412;5952930,72;4533290,34;5952931,21;53,70656067;12,50254283;53,70655625;12,50254389;121;2,691736;61,2;6,115703;4;99,86777;FALSCH;8583900;9004500;0,620181532
130076;1;;;4532774,484;5936875,603;4532774,67;5936874,173;53,56232842;12,49304783;53,56234109;12,4930455;105;2,113333;2,5;4,485714;4;94,47619;FALSCH;8343400;8363600;1,785301854
130077;1;;;4516835,277;5937360,138;4516834,782;5937360,519;53,56744833;12,25251767;53,56744487;12,25252515;106;4,804717;77,6;5,745283;4;93,35849;FALSCH;10311500;10330300;1,038363959
130078;1;;;4500366,537;5921910,794;4500366,11;5921911,583;53,42890567;12,00393383;53,42889858;12,00394026;145;12,45035;715,2;5,158621;4;97,10345;FALSCH;5574400;6001500;1,066371767
130079;1;;;4420418,933;5924454,326;4420418,599;5924454,372;53,4457365;10,80067533;53,44573604;10,80068028;103;2,3;2,9;4,446602;4;88,64078;FALSCH;7322700;7344000;0,405784885
130080;1;;;4563815,656;5903899,368;4563816,761;5903900,329;53,26324367;12,9548115;53,26323516;12,95479475;104;2,500962;7,7;4,701923;4;88,76923;FALSCH;6491300;6510800;1,526612695
130081;1;;;4547711,462;5904188,167;4547711,493;5904188,071;53,267518;12,71351933;53,26751886;12,71351881;107;2,76729;3,4;4,794393;4;94,42991;FALSCH;10034500;10052800;0,405562155
130082;1;;;4531784,851;5904921,539;4531787,107;5904917,383;53,27526083;12,47493233;53,27529834;12,47489882;111;3,281081;5,8;4,657658;4;88,05405;FALSCH;11420800;11434700;3,680229141
130083;1;;;4467979,313;5906878,187;4467979,766;5906878,607;53,29285867;11,51823633;53,29285488;11,51822933;104;1,800961;5,3;5,586538;4;93,46154;FALSCH;5330300;5344200;0,849549879
130084;1;;;4564245,719;5919936,05;4564245,172;5919935,696;53,40725467;12,96447667;53,40725766;12,96448498;103;3,275728;3,8;4,194175;4;95,78641;FALSCH;7424500;7453700;2,714126172
130088;1;;;5420781,178;5973366,089;5420781,134;5973366,105;53,88519017;13,79316683;53,88519001;13,79316747;105;1,614286;8;6,228571;4;91,82858;FALSCH;8055300;8073400;0,18420899
140001;1;;;5480208,04;5632583,455;5480207,848;5632582,594;50,82835533;14,71713467;50,82836309;14,71713736;106;1,364151;4,1;6,330189;5;6561,915;FALSCH;8391450;8401000;0,80155009
140002;1;;;5489330,661;5648178,307;5489330,603;5648178,387;50,96878783;14,8461545;50,96878711;14,84615533;111;1,414414;2,6;5,846847;4;99;FALSCH;11380350;11390300;0,271972794
140003;1;;;5481897,354;5656515,956;5481896,592;5656516,317;51,04354867;14,73990717;51,04354545;14,73991806;111;2,755856;3,6;5,045045;4;555,4234;FALSCH;14204850;14215600;1,526854047
140004;1;;;5466479,371;5665612,179;5466482,986;5665612,664;51,12461558;14,51928742;51,124611;14,51923587;111;4,184685;39,5;4,522522;4;2118,252;FALSCH;8234400;8255700;4,410042994
140005;1;;;5451631,029;5682781,396;5451631,001;5682780,72;51,27785683;14,304841;51,27786297;14,30484148;111;1,907207;5,4;5,63964;4;487,6847;FALSCH;15154150;15165600;1,155075647
140006;1;;;5476305,024;5688997,72;5476304,975;5688999,394;51,33531633;14,6580265;51,33530137;14,65802728;110;4,077273;32,9;5,372727;4;608,8546;FALSCH;11290950;11300900;2,107550769
140007;1;;;5483509,246;5680407,999;5483509,039;5680408,037;51,25835017;14,761797;51,2583498;14,76179995;108;1,743518;4,8;6,148148;4;198,8889;FALSCH;14175950;14190000;0,261879611
140008;1;;;5492065,017;5687862,187;5492064,924;5687862,282;51,32553692;14,88419317;51,32553606;14,8841945;113;2,000885;2,3;6,00885;5;1877,611;FALSCH;9184750;9195300;0,223568541
140009;1;;;5477859,651;5712781,886;5477859,656;5712781,831;51,5491375;14,67884008;51,54913799;14,67884002;109;1,905505;2,5;4,990826;4;99;FALSCH;10014000;10024000;0,224454682
140010;1;;;5477375,093;5704951,042;5477374,756;5704950,953;51,47873467;14,67235467;51,47873545;14,67235943;114;1,791228;16,7;6,508772;4;99;FALSCH;12442950;12453200;0,849528986
140012;1;;;5460328,867;5690158,576;5460328,859;5690158,338;51,34484;14,428663;51,34484215;14,42866308;112;2,196429;2,9;5,205357;4;5191,348;FALSCH;7451350;7461700;0,843697342
140013;1;;;5461275,178;5705925,668;5461275,182;5705924,904;51,4866125;14,44051767;51,48661937;14,44051769;110;2,710909;7,5;5,481818;4;3281,564;FALSCH;7425750;7435900;1,149261187
140014;1;;;5452899,213;5698593,984;5452899,182;5698594,016;51,42008883;14,32091783;51,42008856;14,32091826;111;1,979279;2,6;5,144144;4;2618,748;FALSCH;10064450;10074200;0,174068363
140015;1;;;5436929,344;5699666,023;5436929,026;5699667,378;51,42818108;14,09117133;51,42816901;14,09117558;112;2,938393;4,7;4,607143;4;2081,518;FALSCH;12330250;12335850;1,674178222
140016;1;;;5440910,602;5643467,602;5440912,123;5643469,531;50,92352483;14,15768492;50,92350769;14,15766372;118;2,225424;4,6;4,508474;4;2365,559;FALSCH;7163100;7213900;4,037143757
140017;1;;;5419213,201;5676930,479;5419213,375;5676930,751;51,22160683;13,841657;51,2216044;13,84165465;113;2,854867;8,5;5,309734;4;2343,965;FALSCH;6464450;6474700;0,471115795
140018;1;;;5427223,242;5676461,414;5427223,197;5676461,525;51,21846817;13,95638333;51,21846712;13,9563839;107;2,076636;35,4;5,439252;4;702,5234;FALSCH;12463450;12480200;0,47054241
140019;1;;;5435714,237;5683838,111;5435714,317;5683839,328;51,28579517;14,07657117;51,2857842;14,07657047;110;3,921818;15;5,336364;4;518,3909;FALSCH;14173750;14183400;1,861177153
140020;1;;;5444286,899;5691265,522;5444286,924;5691265,334;51,35344083;14,19827317;51,35344239;14,19827326;106;1,872642;3,9;4,54717;4;1632,774;FALSCH;12283350;12294700;0,891433116
140021;1;;;5418000,846;5661184,357;5418001,111;5661181,258;51,07989683;13,8278975;51,07992464;13,82789459;111;2,138739;3,7;5,144144;4;473,2252;FALSCH;7322500;7340700;3,355169839
140022;1;;;5426119,041;5660442,453;5426118,949;5660442,325;51,0743595;13,943871;51,07436066;13,94387244;115;1,847826;7,6;5,878261;4;110,3304;FALSCH;10124800;10151400;0,734573231
140023;1;;;5402088,56;5662141,408;5402088,394;5662140,835;51,0860235;13,60062783;51,08602865;13,60063018;112;4,547321;19,8;5,678571;4;78,09821;FALSCH;7284050;7294300;1,284362972
140024;1;;;5402670,844;5670130,301;5402670,834;5670130,447;51,15791767;13,60678017;51,15791636;13,60678036;108;1,844444;2,1;6,777778;6;1087,093;FALSCH;10472450;10482500;0,070358336
140025;1;;;5396451,057;5694706,289;5396451,113;5694706,247;51,37765;13,51078417;51,3776505;13,51078332;106;6,514151;184,7;6,056604;4;541,6793;FALSCH;13294650;13304200;0,286054626
140026;1;;;5416997,675;5645095,637;5416997,832;5645095,451;50,93519;13,8172675;50,93519167;13,81726469;114;2,501754;18,1;4,157895;4;103,0702;FALSCH;6273200;6301200;2,790350046
140027;1;;;5433032,08;5643890,91;5433032,608;5643889,75;50,92644017;14,04555942;50,9264506;14,04555163;106;3,103774;6,3;5,150943;4;1552,755;FALSCH;11244400;11263500;1,227458153
140028;1;;;5440290,374;5635443,39;5440291,544;5635441,793;50,85130733;14,1501735;50,85132155;14,15015661;106;1,39434;1,4;6,537736;6;855;FALSCH;10420400;10441400;1,084438335
140029;1;;;5449965,475;5658714,23;5449965,875;5658713,602;51,0613995;14,28433483;51,06140504;14,2843285;108;4,140741;17,6;5,101852;4;88,22222;FALSCH;10590400;11004900;3,903000767
140030;1;;;5448838,156;5642832,055;5448838,08;5642832,017;50,91855342;14,27048867;50,91855377;14,27048972;113;1,554867;3,2;6,787611;4;583,646;FALSCH;12062200;12081500;0,394106191
140031;1;;;5456852,212;5642292,743;5456852,029;5642293,746;50,91437133;14,384508;50,91436224;14,38451114;106;4,207547;25;5,264151;4;482,3396;FALSCH;8120100;8141800;3,685503695
140032;1;;;5433526,096;5651900,144;5433520,723;5651883,116;50,99833883;14,05103883;50,99847858;-0,946655919;108;2,4;2,4;4;4;79,64815;WAHR;7135700;7172800;0,799530853
140033;1;;;4603785,355;5646701,681;4603785,56;5646702,109;50,94625958;13,4752945;50,94625574;13,47529157;144;5,015972;26,7;5,263889;4;94,65278;FALSCH;12063700;12083200;1,913341263
140034;1;;;5400433,888;5638234,958;5400434,842;5638235,972;50,87092558;13,58358608;50,87091645;13,58357304;130;4,312308;10;4,507692;4;103,2308;FALSCH;8310600;8332600;5,608379132
140035;1;;;5407306,061;5621741,849;5407305,967;5621741,584;50,72383683;13,6853365;50,72383923;13,68533794;107;1,997196;14,2;4,579439;4;539,0374;FALSCH;6060900;6082400;0,601306559
140036;1;;;5407909,678;5629704,489;5407909,694;5629704,241;50,79549283;13,69189058;50,79549488;13,69189056;105;2,010476;6;4,361905;4;1105,571;FALSCH;6185500;6223400;1,859333422
140037;1;;;5399322,328;5622226,839;5399322,238;5622226,726;50,7268675;13,57217633;50,72686848;13,57217735;109;1,989908;3,6;5,87156;4;94,93578;FALSCH;10163100;10185200;0,78112659
140038;1;;;4586740,956;5607184,914;4586740,843;5607184,398;50,5939195;13,2235215;50,59392409;13,22352322;108;2,37963;3,1;4,75;4;544,037;FALSCH;6391300;6422700;0,688476843
140039;1;;;4578859,392;5607409,912;4578859,02;5607409,653;50,59706017;13,1122795;50,59706246;13,11228503;185;2,248108;3,6;5,091892;4;546,9514;FALSCH;9582600;10002100;1,022693902
140040;1;;;4570277,542;5591761,773;4570277,832;5591761,431;50,45750408;12,98815933;50,4575072;12,98815528;105;1,276191;5,9;7,885714;4;521,5238;FALSCH;10315400;10334800;1,315364222
140041;1;;;4578478,837;5599777,214;4578479,284;5599777,644;50,52851567;13,10531117;50,52851186;13,10530478;107;2,364486;4;5,084112;4;910,3925;FALSCH;6334400;6353300;1,658840294
140042;1;;;4562874,937;5608031,366;4562874,807;5608031,55;50,60458733;12,88666183;50,60458566;12,88666364;106;1,7;1,8;4,924528;4;530,9056;FALSCH;6511700;6530200;0,580192388
140043;1;;;4554767,742;5608243,39;4554766,905;5608242,669;50,6073005;12,77217383;50,60730707;12,77218581;112;5,546429;7,7;5,1875;4;525,9286;FALSCH;10112200;10132700;1,314339861
140044;1;;;4562243,748;5592024,067;4562244,052;5592024,294;50,46077275;12,87508608;50,46077071;12,87508174;112;6,250893;7;4,651786;4;1277,018;FALSCH;12534900;12554300;0,584157427
140045;1;;;4554275,456;5592261,861;4554275,479;5592261,807;50,46369767;12,76291075;50,46369815;12,76291042;107;1,328037;2,1;6,401869;5;4116,953;FALSCH;7185100;7204900;0,591379554
140046;1;;;4546503,88;5600595,909;4546504,347;5600595,414;50,53927525;12,65450683;50,53927976;12,65450043;105;3,054286;9,7;5,038095;4;2053,829;FALSCH;13031400;13051600;1,802158781
140047;1;;;4546181,993;5592510,7;4546181,592;5592510,517;50,466625;12,6489575;50,46662664;12,64896281;107;5,883178;6,6;4,028038;4;5308,084;FALSCH;10254700;10273200;1,237816781
140048;1;;;4538240,045;5592840,549;4538240,115;5592840,54;50,47016192;12,53714367;50,470162;12,53714265;105;3,203809;3,4;5,485714;5;8017,2;FALSCH;14322500;14341200;0,304194854
140049;1;;;4529993,715;5584980,553;4529993,747;5584980,424;50,39998167;12,42036508;50,39998283;12,42036462;106;2,634906;14,3;5,754717;4;1381,113;FALSCH;9441100;9460100;1,034299814
140050;1;;;4529714,253;5577011,188;4529714,084;5577011,224;50,32835567;12,41580483;50,32835532;12,41580721;110;4,25;5,1;4,727273;4;99;FALSCH;10570800;10585800;0,437932501
140051;1;;;4521402,564;5561316,272;4521402,84;5561316,623;50,18762167;12,29820333;50,18761852;12,29819933;106;3,095283;5,5;5,415094;4;100,9717;FALSCH;14583600;15002200;1,845405495
140052;1;;;4521696,127;5577256,63;4521694,193;5577260,379;50,330944;12,30319217;50,33091022;12,30321909;106;2,5;2,5;4;4;265,6981;FALSCH;7111200;7151300;4,389638456
140053;1;;;4514326,865;5593413,977;4514326,994;5593411,987;50,476367;12,20033683;50,4763849;12,20033509;110;2,202727;3;4,845455;4;99;FALSCH;11095350;11105300;0,994167833
140054;1;;;4588001,045;5655154,633;4588010,319;5655150,027;51,02479942;13,252929;51,02482153;1,25458654;111;2,174775;3,1;4,621622;4;91,67567;WAHR;6033600;6061800;1,528015041
140055;1;;;4587728,927;5639207,204;4587730,039;5639204,79;50,88154633;13,24509817;50,88156672;13,24508305;127;3,284252;8,7;4,220472;4;320,2047;FALSCH;9410400;9443900;6,349887585
140056;1;;;4555191,899;5624194,393;4555191,893;5624194,189;50,75064167;12,78055267;50,75064356;12,78055283;106;1,481132;1,8;7,40566;7;93,85849;FALSCH;15223750;15233400;0,43729327
140057;1;;;4555541,004;5632177,577;4555541,044;5632177,656;50,82236683;12,7867035;50,82236613;12,78670292;110;1,847273;2,4;6,690909;6;547,5455;FALSCH;10281850;10292900;0,272819289
140058;1;;;4547533,334;5632475,972;4547534,151;5632476,16;50,825761;12,673122;50,8257594;12,67311033;109;2,456881;2,8;4,458715;4;304,7615;FALSCH;11124250;11150800;1,41300765
140059;1;;;4556741,676;5672134,9;4556741,479;5672134,787;51,181385;12,80997;51,18138599;12,80997263;124;2,237097;4;4,451613;4;974,3145;FALSCH;13340050;13351000;2,83424127
140060;1;;;4541025,156;5680908,428;4541025,524;5680908,523;51,26158467;12,58622617;51,26158383;12,58622085;108;2,233333;5;5,574074;5;2455,111;FALSCH;10320450;10330000;0,813571804
140061;1;;;4549225,774;5688477,366;4549225,273;5688476,845;51,32895942;12,70473;51,32896404;12,70473725;107;1,735514;3;5,719626;4;1092,411;FALSCH;13082050;13092100;0,796307237
140062;1;;;4557862,087;5712100,219;4557862,364;5712099,834;51,54045417;12,83248717;51,5404577;12,83248321;114;2,864035;8;5,736842;4;760,9912;FALSCH;8501750;8512100;0,861824719
140063;1;;;4550115,285;5720305,109;4550115,336;5720305,029;51,614936;12,72200233;51,61493673;12,7220017;114;1,439474;1,6;5,964912;5;99;FALSCH;10180900;10193000;0,185035728
140064;1;;;4542102,729;5720497,887;4542102,872;5720497,517;51,61732067;12,60635542;51,61732399;12,6063534;107;4,488785;5,3;4,28972;4;1316,972;FALSCH;14384150;14395900;0,756159484
140065;1;;;4573610,319;5703714,669;4573610,314;5703714,652;51,46326967;13,05768908;51,46326982;13,05768915;111;1,571171;1,6;6,108108;6;3957,054;FALSCH;14171650;14184000;0,156829372
140066;1;;;4564984,869;5687955,892;4564984,922;5687955,901;51,3226985;12,93071425;51,32269841;12,93071354;109;1,76789;6,5;4,899083;4;758,1835;FALSCH;11312050;11322000;0,437376023
140067;1;;;4572994,262;5687579,908;4572994,307;5687579,927;51,31835008;13,04551533;51,31834993;13,04551467;107;1,759813;2,5;5,420561;4;541,5981;FALSCH;8252150;8262000;0,352557905
140068;1;;;4572354,129;5663600,277;4572354,344;5663600,111;51,10292283;13,03150917;51,10292432;13,03150623;115;2,666956;3,1;4,782609;4;1130,617;FALSCH;9373400;9382500;0,39609897
140089;1;;;5468131,406;5689208,385;5468131,44;5689209,033;51,33679983;14,540728;51,33679407;14,5407274;130;5,773846;95,8;4,446154;4;6489,639;FALSCH;9242750;9253200;0,557889621
140102;1;;;5484252,008;5688362,843;5484252,147;5688362,548;51,32986933;14,77208883;51,32987198;14,77208682;109;3,995413;11,8;4,311927;4;2469,385;FALSCH;12455750;12470000;0,775250641
140175;1;;;5415506,994;5629126,67;5415506,988;5629126,929;50,7914625;13,79975333;50,79145999;13,79975335;112;2,735714;3,7;4,741071;4;131,2857;FALSCH;11031400;11054900;0,671140827
140187;1;;;4586942,59;5615189,704;4586942,639;5615189,473;50,66583425;13,22824458;50,66583633;13,22824396;108;1,542593;3,2;6,305555;5;841,8889;FALSCH;6212500;6232100;0,41257164
140234;1;;;4522122,92;5585238,811;4522122,812;5585238,183;50,40264658;12,30967892;50,40265212;12,30968019;108;2,030555;4,9;4,648148;4;933,1296;FALSCH;6551600;6582900;1,02385842
140252;1;;;4530872,798;5609060,594;4530873,521;5609062,452;50,61641908;12,43472325;50,61640231;12,4347129;113;6,148673;30,8;4,309734;4;3816,035;FALSCH;9040650;9055500;2,558776161
140254;1;;;4548474,845;5664383,364;4548474,101;5664381,239;51,11245517;12,69070333;51,1124742;12,69071422;110;5,2;12,8;4,9;4;5730,864;FALSCH;7422900;7432800;1,864973923
140315;1;;;4522301,169;5593245,126;4522301,211;5593244,869;50,47461683;12,31266217;50,47461914;12,31266158;110;1,350909;2,2;7,236363;6;99;FALSCH;13180650;13190600;0,558172453
140316;1;;;4556203,215;5656239,845;4556201,389;5656239,656;51,03857517;12,79977617;51,03857692;12,79980188;110;2,721818;6,5;5,7;4;738,5364;FALSCH;7431350;7440500;1,981128778
141401;1;;;4538025,135;5587644,066;4538025,292;5587644,409;50,423466;12,533592;50,42346293;12,53358974;114;1,526316;1,8;6,912281;6;99;FALSCH;14133300;14152900;0,871318066
141402;1;;;4592097,814;5612025,388;4592097,383;5612025,773;50,6366105;13,30035033;50,63660696;13,30035596;108;1,55;3,4;6,203704;4;6134,778;FALSCH;11043800;11063300;1,284558475
141403;1;;;5436355,289;5633218,564;5436355,186;5633218,523;50,83090433;14,09467017;50,83090468;14,09467164;107;1,817757;2,9;6,028038;4;506,8598;FALSCH;6420700;6440500;0,211855237
141404;1;;;5468677,225;5664983,185;5468676,088;5664983,676;51,11908675;14,55066708;51,11908208;14,55068331;108;1,762037;26,2;7,212963;4;925,3148;FALSCH;10071300;10093000;1,038390378
141405;1;;;5417630,125;5679227,489;5417630,013;5679227,802;51,24202317;13,81846917;51,24202037;13,8184712;116;4,399138;92;6,12931;4;3299,914;FALSCH;9210450;9220700;3,710137174
141406;1;;;4557712,248;5672458,717;4557712,046;5672460,671;51,184217;12,82390092;51,18419941;12,82390353;107;3,585047;24,8;5,299066;4;1858,224;FALSCH;17141250;17151800;2,676124597
150000;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;110;6,041818;21,5;5;4;530,4727;FALSCH;12382200;12403900;1,999776707
150002;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;106;1,30283;1,4;7,754717;7;363,7736;FALSCH;13445200;13464100;0,061344229
150003;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;105;3,56;8;4,733333;4;46;FALSCH;10233200;10252000;0,98197225
150004;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;106;1,358491;1,6;4,59434;4;95,20755;FALSCH;15011200;15032300;0,749815667
150005;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;111;1,607207;2,5;4,702703;4;388,991;FALSCH;9090300;9105500;1,32917024
150006;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;106;1,416981;3,2;6,179245;6;42,45283;FALSCH;9165300;9184400;0,313051253
150007;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;103;2,638835;2,7;5,427185;5;43,49514;FALSCH;10314800;10333600;0,102946357
150008;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;109;2,624771;6,7;4,449541;4;386,8991;FALSCH;9181300;9200000;3,977281125
150009;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;123;5,676423;20,3;4,439024;4;126,4634;FALSCH;15084200;15110800;3,389320134
150010;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;110;2,130909;2,6;5,527273;4;135,3818;FALSCH;16004400;16024100;0,963680937
150011;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;103;2,71068;7,1;5,495146;4;51,5534;FALSCH;14562200;14583600;1,813121805
150012;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;104;2,378846;2,7;5,807693;5;903,2692;FALSCH;11504900;11523700;0,306922526
150013;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;142;2,12676;2,6;4,788733;4;47,53521;FALSCH;9061600;9080500;0,084540549
150014;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;122;1,42623;2,4;6,811475;6;235,9836;FALSCH;9524000;9543100;0,149917603
150015;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;115;6,444348;17,8;4,208696;4;119,8174;FALSCH;9442100;9462500;2,378811915
150016;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;114;1,740351;3,8;5,956141;4;94;FALSCH;11071100;11090400;0,443348321
150017;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;109;2,09266;5;5,862385;4;141,7798;FALSCH;7405500;7424900;0,517253451
150019;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;103;1,446602;2,5;6,46602;6;43,68932;FALSCH;7372900;7391700;0,16924465
150020;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;103;2,317476;9,9;5,514563;4;52,71844;FALSCH;7512900;7531600;0,378970113
150021;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;110;3,297273;25,2;5,118182;4;163,9273;FALSCH;10314900;10343400;3,57985918
150022;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;107;3,717757;4,5;4,71028;4;88,76636;FALSCH;11243000;11244100;0,738271709
150023;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;105;2,32;7,9;5,07619;4;72,6;FALSCH;7273700;7293300;3,598503916
150024;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;114;2,657017;4,1;5,087719;4;47,54386;FALSCH;12415200;12435000;1,002372661
150025;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;106;2,592453;6,4;6,386793;5;46,79245;FALSCH;15255400;15274400;2,741671498
150026;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;383;1,666057;6;5,78329;4;60,07311;FALSCH;11111400;11175100;0,414911861
150029;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;103;2,760194;6,6;6,310679;5;958,2524;FALSCH;11195400;11214200;0,559365965
150030;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;150;2,374667;13,7;5,186666;4;661,1334;FALSCH;11314800;11341000;0,45068526
150032;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;104;3,1125;3,7;4,951923;4;94,61539;FALSCH;10200100;10214900;1,096446468
150033;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;144;1,475694;1,8;5,625;5;1103,194;FALSCH;9405900;9433100;0,534740813
150034;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;103;2,394175;11,1;5,669903;4;1080,369;FALSCH;15340000;15355800;1,356002887
150036;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;109;1,591743;2;5,733945;4;89,39449;FALSCH;13464000;13483400;0,279316986
150037;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;109;3,886239;35,7;5,53211;4;92,36697;FALSCH;9115800;9135300;9,572441817
150040;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;111;3,306306;5,8;5,135135;4;107,8018;FALSCH;12345300;12365700;0,917447289
150041;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;121;2,826446;3,6;5,628099;5;94,54546;FALSCH;16340300;16361700;0,885787342
150042;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;113;1,830088;2,4;5,380531;5;159,6106;FALSCH;13304600;13324600;0,16014044
150043;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;104;1,429808;1,7;6,730769;5;51,82692;FALSCH;14440800;14455400;0,258137128
150044;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;132;4,500758;29,3;4,840909;4;192,9015;FALSCH;10302000;10325200;3,60385562
150045;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;106;2,277359;4,9;4,660378;4;51,68868;FALSCH;8493400;8512000;1,389220583
150047;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;121;2,168595;3,4;5,694215;4;170,9422;FALSCH;7071700;7092700;0,156257647
150049;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;109;4,106422;8,7;4,743119;4;169,3211;FALSCH;12433300;12453300;0,878831438
150050;1;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;-9999999;105;3,825714;16,1;6,085714;4;95,00952;FALSCH;12221700;12240600;1,230797164
