"","plot_ID","loc_name","state","date","CCS_nr","t_ID","SP_group","DW_type","L_dm","D_cm","dec_type","dom_SP","tpS_SP_com_name","tpS_ID","LH_NH","L_m","D_m","D_h_m","dec_type_BWI"
"317",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",62,1,2,150,13,2,"SER","Alnus spp.",28,"LB",15,0.13,1.3,1
"318",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",63,1,1,50,11,2,"SER","Alnus spp.",28,"LB",5,0.11,1.3,1
"319",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",64,1,4,6,18,2,"SER","Alnus spp.",28,"LB",0.6,0.18,1.3,1
"320",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",65,1,1,80,13,2,"SER","Alnus spp.",28,"LB",8,0.13,1.3,1
"321",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",66,1,1,65,13,2,"SER","Alnus spp.",28,"LB",6.5,0.13,1.3,1
"322",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",1,1,4,11,10,5,"MBI","Betula spp.",26,"LB",1.1,0.1,1.3,4
"323",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",2,1,1,12,10,5,"MBI","Betula spp.",26,"LB",1.2,0.1,1.3,4
"324",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",3,1,4,3,13,5,"MBI","Betula spp.",26,"LB",0.3,0.13,1.3,4
"325",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",4,1,1,5,8,5,"MBI","Betula spp.",26,"LB",0.5,0.08,1.3,4
"326",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",5,1,1,10,16,5,"MBI","Betula spp.",26,"LB",1,0.16,1.3,4
"327",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",6,1,1,3,10,5,"MBI","Betula spp.",26,"LB",0.3,0.1,1.3,4
"328",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",7,1,1,10,13,5,"MBI","Betula spp.",26,"LB",1,0.13,1.3,4
"329",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",8,1,1,8,8,5,"MBI","Betula spp.",26,"LB",0.8,0.08,1.3,4
"330",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",9,1,1,6,10,5,"MBI","Betula spp.",26,"LB",0.6,0.1,1.3,4
"331",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",10,1,4,3,13,5,"MBI","Betula spp.",26,"LB",0.3,0.13,1.3,4
"332",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",11,1,1,6,10,5,"MBI","Betula spp.",26,"LB",0.6,0.1,1.3,4
"333",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",12,1,1,32,10,3,"MBI","Betula spp.",26,"LB",3.2,0.1,1.3,2
"334",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",13,1,1,100,8,2,"MBI","Betula spp.",26,"LB",10,0.08,1.3,1
"335",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",14,1,4,4,12,4,"MBI","Betula spp.",26,"LB",0.4,0.12,1.3,3
"336",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",15,1,1,26,9,3,"MBI","Betula spp.",26,"LB",2.6,0.09,1.3,2
"337",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",16,1,1,7,9,5,"MBI","Betula spp.",26,"LB",0.7,0.09,1.3,4
"338",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",17,1,1,140,8,2,"MBI","Betula spp.",26,"LB",14,0.08,1.3,1
"339",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",18,4,1,2,23,5,"MBI","Betula spp.",26,"LB",0.2,0.23,1.3,4
"340",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",19,1,1,10,13,5,"MBI","Betula spp.",26,"LB",1,0.13,1.3,4
"341",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",20,1,1,14,8,5,"MBI","Betula spp.",26,"LB",1.4,0.08,1.3,4
"342",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",21,1,4,4,45,5,"MBI","Betula spp.",26,"LB",0.4,0.45,1.3,4
"343",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",22,4,4,8,16,5,"MBI","Betula spp.",26,"LB",0.8,0.16,1.3,4
"344",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",23,1,1,19,12,5,"MBI","Betula spp.",26,"LB",1.9,0.12,1.3,4
"345",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",24,1,1,13,13,5,"MBI","Betula spp.",26,"LB",1.3,0.13,1.3,4
"346",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",25,1,1,20,10,5,"MBI","Betula spp.",26,"LB",2,0.1,1.3,4
"347",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",26,1,1,6,12,5,"MBI","Betula spp.",26,"LB",0.6,0.12,1.3,4
"348",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",27,1,4,9,11,5,"MBI","Betula spp.",26,"LB",0.9,0.11,1.3,4
"349",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",28,1,1,11,11,5,"MBI","Betula spp.",26,"LB",1.1,0.11,1.3,4
"350",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",29,1,4,3,10,5,"MBI","Betula spp.",26,"LB",0.3,0.1,1.3,4
"351",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",30,1,4,6,11,5,"MBI","Betula spp.",26,"LB",0.6,0.11,1.3,4
"352",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",31,1,1,7,15,5,"MBI","Betula spp.",26,"LB",0.7,0.15,1.3,4
"353",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",32,1,1,22,11,5,"MBI","Betula spp.",26,"LB",2.2,0.11,1.3,4
"354",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",33,1,1,15,9,5,"MBI","Betula spp.",26,"LB",1.5,0.09,1.3,4
"355",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",34,1,1,13,11,5,"MBI","Betula spp.",26,"LB",1.3,0.11,1.3,4
"356",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",35,1,1,130,7,1,"MBI","Betula spp.",26,"LB",13,0.07,1.3,1
"357",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",36,1,4,2,14,5,"MBI","Betula spp.",26,"LB",0.2,0.14,1.3,4
"358",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",37,1,1,14,10,4,"MBI","Betula spp.",26,"LB",1.4,0.1,1.3,3
"359",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",38,1,1,19,9,3,"MBI","Betula spp.",26,"LB",1.9,0.09,1.3,2
"360",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",39,1,1,37,8,2,"MBI","Betula spp.",26,"LB",3.7,0.08,1.3,1
"361",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",40,1,1,32,6,2,"MBI","Betula spp.",26,"LB",3.2,0.06,1.3,1
"362",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",41,1,1,15,8,3,"MBI","Betula spp.",26,"LB",1.5,0.08,1.3,2
"363",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",42,1,1,27,8,4,"MBI","Betula spp.",26,"LB",2.7,0.08,1.3,3
"364",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",43,1,4,4,26,3,"MBI","Betula spp.",26,"LB",0.4,0.26,1.3,2
"365",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",44,1,1,103,8,2,"MBI","Betula spp.",26,"LB",10.3,0.08,1.3,1
"366",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",45,1,1,32,9,2,"MBI","Betula spp.",26,"LB",3.2,0.09,1.3,1
"367",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",46,1,1,7,14,5,"MBI","Betula spp.",26,"LB",0.7,0.14,1.3,4
"368",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",47,1,4,3,20,5,"MBI","Betula spp.",26,"LB",0.3,0.2,1.3,4
"369",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",48,1,4,2,20,5,"MBI","Betula spp.",26,"LB",0.2,0.2,1.3,4
"370",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",49,1,1,25,8,4,"MBI","Betula spp.",26,"LB",2.5,0.08,1.3,3
"371",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",50,1,4,9,22,5,"MBI","Betula spp.",26,"LB",0.9,0.22,1.3,4
"372",33050,"Rätzsee/Fleeth","MV","08.08.2022","MB",1,1,1,16,12,5,"SER","Alnus spp.",28,"LB",1.6,0.12,1.3,4
"373",33050,"Rätzsee/Fleeth","MV","08.08.2022","MB",2,1,1,9,9,2,"SER","Alnus spp.",28,"LB",0.9,0.09,1.3,1
"374",33050,"Rätzsee/Fleeth","MV","08.08.2022","MB",3,1,1,59,10,2,"SER","Alnus spp.",28,"LB",5.9,0.1,1.3,1
"375",33050,"Rätzsee/Fleeth","MV","08.08.2022","MB",4,1,1,20,13,2,"SER","Alnus spp.",28,"LB",2,0.13,1.3,1
"376",33050,"Rätzsee/Fleeth","MV","08.08.2022","MB",5,1,4,9,14,4,"SER","Alnus spp.",28,"LB",0.9,0.14,1.3,3
"377",33050,"Rätzsee/Fleeth","MV","08.08.2022","MB",6,1,3,70,18,2,"SER","Alnus spp.",28,"LB",7,0.18,1.3,1
"378",33050,"Rätzsee/Fleeth","MV","08.08.2022","MB",7,1,3,87,17,2,"SER","Alnus spp.",28,"LB",8.7,0.17,1.3,1
"379",33050,"Rätzsee/Fleeth","MV","08.08.2022","MB",8,2,2,91,18,2,"SER","Alnus spp.",28,"LB",9.1,0.18,1.3,1
"380",33050,"Rätzsee/Fleeth","MV","08.08.2022","MB",9,2,2,142,20,2,"SER","Alnus spp.",28,"LB",14.2,0.2,1.3,1
"381",33050,"Rätzsee/Fleeth","MV","08.08.2022","MB",10,2,3,73,13,2,"SER","Alnus spp.",28,"LB",7.3,0.13,1.3,1
"382",33050,"Rätzsee/Fleeth","MV","08.08.2022","MB",11,2,2,158,18,2,"SER","Alnus spp.",28,"LB",15.8,0.18,1.3,1
"383",33050,"Rätzsee/Fleeth","MV","08.08.2022","MB",12,2,3,35,18,3,"SER","Alnus spp.",28,"LB",3.5,0.18,1.3,2
"384",33050,"Rätzsee/Fleeth","MV","08.08.2022","MB",13,1,1,40,13,4,"SER","Alnus spp.",28,"LB",4,0.13,1.3,3
"385",33050,"Rätzsee/Fleeth","MV","08.08.2022","MB",14,1,4,5,12,5,"SER","Alnus spp.",28,"LB",0.5,0.12,1.3,4
"386",33050,"Rätzsee/Fleeth","MV","08.08.2022","MB",15,1,1,60,16,5,"SER","Alnus spp.",28,"LB",6,0.16,1.3,4
"387",33050,"Rätzsee/Fleeth","MV","08.08.2022","MB",16,1,4,12,30,5,"SER","Alnus spp.",28,"LB",1.2,0.3,1.3,4
"388",33050,"Rätzsee/Fleeth","MV","08.08.2022","MB",17,1,1,50,18,4,"SER","Alnus spp.",28,"LB",5,0.18,1.3,3
"389",33050,"Rätzsee/Fleeth","MV","08.08.2022","MB",18,1,1,30,28,5,"SER","Alnus spp.",28,"LB",3,0.28,1.3,4
"390",33050,"Rätzsee/Fleeth","MV","08.08.2022","MB",19,1,1,60,11,4,"SER","Alnus spp.",28,"LB",6,0.11,1.3,3
"391",33050,"Rätzsee/Fleeth","MV","08.08.2022","MB",20,2,4,10,32,5,"SER","Alnus spp.",28,"LB",1,0.32,1.3,4
"392",33050,"Rätzsee/Fleeth","MV","08.08.2022","MB",21,2,1,75,10,2,"SER","Alnus spp.",28,"LB",7.5,0.1,1.3,1
"393",33050,"Rätzsee/Fleeth","MV","08.08.2022","MB",22,2,1,54,10,2,"SER","Alnus spp.",28,"LB",5.4,0.1,1.3,1
"394",33050,"Rätzsee/Fleeth","MV","08.08.2022","MB",23,2,2,105,18,2,"SER","Alnus spp.",28,"LB",10.5,0.18,1.3,1
"395",33050,"Rätzsee/Fleeth","MV","08.08.2022","MB",24,2,3,18,10,4,"SER","Alnus spp.",28,"LB",1.8,0.1,1.3,3
"396",33050,"Rätzsee/Fleeth","MV","08.08.2022","MB",25,1,1,36,10,3,"SER","Alnus spp.",28,"LB",3.6,0.1,1.3,2
"397",33050,"Rätzsee/Fleeth","MV","08.08.2022","MB",26,1,4,6,30,5,"SER","Alnus spp.",28,"LB",0.6,0.3,1.3,4
"398",33050,"Rätzsee/Fleeth","MV","08.08.2022","MB",27,2,3,42,16,3,"SER","Alnus spp.",28,"LB",4.2,0.16,1.3,2
"399",33050,"Rätzsee/Fleeth","MV","08.08.2022","MB",28,1,1,25,11,3,"SER","Alnus spp.",28,"LB",2.5,0.11,1.3,2
"400",33010,"Pälitzsee/Pelzkuhl","MV","10.08.2022","MB",1,1,1,33,10,2,"SER","Alnus spp.",28,"LB",3.3,0.1,1.3,1
"401",33010,"Pälitzsee/Pelzkuhl","MV","10.08.2022","MB",2,1,2,72,11,2,"SER","Alnus spp.",28,"LB",7.2,0.11,1.3,1
"402",33010,"Pälitzsee/Pelzkuhl","MV","10.08.2022","MB",3,1,2,70,12,2,"SER","Alnus spp.",28,"LB",7,0.12,1.3,1
"403",33010,"Pälitzsee/Pelzkuhl","MV","10.08.2022","MB",4,1,2,109,13,2,"SER","Alnus spp.",28,"LB",10.9,0.13,1.3,1
"404",33010,"Pälitzsee/Pelzkuhl","MV","10.08.2022","MB",5,1,1,33,7,2,"SER","Alnus spp.",28,"LB",3.3,0.07,1.3,1
"405",33010,"Pälitzsee/Pelzkuhl","MV","10.08.2022","MB",6,1,1,46,6,2,"SER","Alnus spp.",28,"LB",4.6,0.06,1.3,1
"406",34030,"Steinbach/Steinbach","SN","24.08.2022","MB",1,2,1,48,6,1,"GFI","Picea abies",1,"NB",4.8,0.06,1.3,1
"407",34030,"Steinbach/Steinbach","SN","24.08.2022","MB",2,2,1,129,13,1,"GFI","Picea abies",1,"NB",12.9,0.13,1.3,1
"408",34030,"Steinbach/Steinbach","SN","24.08.2022","MB",3,1,2,103,13,1,"GFI","Picea abies",1,"NB",10.3,0.13,1.3,1
"409",34030,"Steinbach/Steinbach","SN","24.08.2022","MB",4,2,3,27,18,1,"GFI","Picea abies",1,"NB",2.7,0.18,1.3,1
"410",34030,"Steinbach/Steinbach","SN","24.08.2022","MB",5,2,3,15,10,1,"GFI","Picea abies",1,"NB",1.5,0.1,1.3,1
"411",34030,"Steinbach/Steinbach","SN","24.08.2022","MB",6,2,1,83,8,1,"GFI","Picea abies",1,"NB",8.3,0.08,1.3,1
"412",34030,"Steinbach/Steinbach","SN","24.08.2022","MB",7,2,4,2,28,5,"GFI","Picea abies",1,"NB",0.2,0.28,1.3,4
"413",34030,"Steinbach/Steinbach","SN","24.08.2022","MB",8,2,4,1,20,5,"GFI","Picea abies",1,"NB",0.1,0.2,1.3,4
"414",34030,"Steinbach/Steinbach","SN","24.08.2022","MB",9,2,4,3,35,5,"GFI","Picea abies",1,"NB",0.3,0.35,1.3,4
"415",34030,"Steinbach/Steinbach","SN","24.08.2022","MB",10,2,4,2,20,5,"GFI","Picea abies",1,"NB",0.2,0.2,1.3,4
"416",34030,"Steinbach/Steinbach","SN","24.08.2022","MB",11,2,4,2,20,5,"GFI","Picea abies",1,"NB",0.2,0.2,1.3,4
"417",34030,"Steinbach/Steinbach","SN","24.08.2022","MB",12,2,4,3,50,5,"GFI","Picea abies",1,"NB",0.3,0.5,1.3,4
"418",34030,"Steinbach/Steinbach","SN","24.08.2022","MB",13,2,4,3,47,5,"GFI","Picea abies",1,"NB",0.3,0.47,1.3,4
"419",34030,"Steinbach/Steinbach","SN","24.08.2022","MB",14,2,4,3,31,3,"GFI","Picea abies",1,"NB",0.3,0.31,1.3,2
"420",34030,"Steinbach/Steinbach","SN","24.08.2022","MB",15,2,4,2,20,4,"GFI","Picea abies",1,"NB",0.2,0.2,1.3,3
"421",34030,"Steinbach/Steinbach","SN","24.08.2022","MB",16,2,1,15,10,5,"GFI","Picea abies",1,"NB",1.5,0.1,1.3,4
"422",34030,"Steinbach/Steinbach","SN","24.08.2022","MB",17,2,4,2,22,5,"GFI","Picea abies",1,"NB",0.2,0.22,1.3,4
"423",34030,"Steinbach/Steinbach","SN","24.08.2022","MB",18,2,4,2,30,5,"GFI","Picea abies",1,"NB",0.2,0.3,1.3,4
"424",34030,"Steinbach/Steinbach","SN","24.08.2022","MB",19,2,4,2,20,5,"GFI","Picea abies",1,"NB",0.2,0.2,1.3,4
"425",34030,"Steinbach/Steinbach","SN","24.08.2022","MB",20,2,4,2,38,5,"GFI","Picea abies",1,"NB",0.2,0.38,1.3,4
"426",34030,"Steinbach/Steinbach","SN","24.08.2022","MB",21,2,4,2,47,4,"GFI","Picea abies",1,"NB",0.2,0.47,1.3,3
"427",34030,"Steinbach/Steinbach","SN","24.08.2022","MB",22,2,3,12,10,4,"GFI","Picea abies",1,"NB",1.2,0.1,1.3,3
"428",34030,"Steinbach/Steinbach","SN","24.08.2022","MB",23,2,1,40,8,5,"GFI","Picea abies",1,"NB",4,0.08,1.3,4
"429",34030,"Steinbach/Steinbach","SN","24.08.2022","MB",24,2,4,2,51,5,"GFI","Picea abies",1,"NB",0.2,0.51,1.3,4
"430",34030,"Steinbach/Steinbach","SN","24.08.2022","MB",25,2,1,80,8,1,"GFI","Picea abies",1,"NB",8,0.08,1.3,1
"431",34030,"Steinbach/Steinbach","SN","24.08.2022","MB",26,2,4,2,30,3,"GFI","Picea abies",1,"NB",0.2,0.3,1.3,2
"432",34030,"Steinbach/Steinbach","SN","24.08.2022","MB",27,2,4,3,38,4,"GFI","Picea abies",1,"NB",0.3,0.38,1.3,3
"433",34030,"Steinbach/Steinbach","SN","24.08.2022","MB",28,2,4,2,27,4,"GFI","Picea abies",1,"NB",0.2,0.27,1.3,3
"434",34030,"Steinbach/Steinbach","SN","24.08.2022","MB",29,2,4,2,27,4,"GFI","Picea abies",1,"NB",0.2,0.27,1.3,3
"435",34030,"Steinbach/Steinbach","SN","24.08.2022","MB",30,2,4,2,24,4,"GFI","Picea abies",1,"NB",0.2,0.24,1.3,3
"436",34030,"Steinbach/Steinbach","SN","24.08.2022","MB",31,2,4,2,30,4,"GFI","Picea abies",1,"NB",0.2,0.3,1.3,3
"437",34040,"Milchbach/Erlabrunn","SN","14.09.2022","MB",1,2,3,14,11,5,"GFI","Picea abies",1,"NB",1.4,0.11,1.3,4
"438",34040,"Milchbach/Erlabrunn","SN","14.09.2022","MB",2,2,3,15,15,5,"GFI","Picea abies",1,"NB",1.5,0.15,1.3,4
"439",34040,"Milchbach/Erlabrunn","SN","14.09.2022","MB",3,2,1,39,10,2,"GFI","Picea abies",1,"NB",3.9,0.1,1.3,1
"440",34040,"Milchbach/Erlabrunn","SN","14.09.2022","MB",4,2,1,16,12,5,"GFI","Picea abies",1,"NB",1.6,0.12,1.3,4
"441",34040,"Milchbach/Erlabrunn","SN","14.09.2022","MB",5,2,1,76,12,5,"GFI","Picea abies",1,"NB",7.6,0.12,1.3,4
"442",34040,"Milchbach/Erlabrunn","SN","14.09.2022","MB",6,2,1,14,12,5,"GFI","Picea abies",1,"NB",1.4,0.12,1.3,4
"443",34040,"Milchbach/Erlabrunn","SN","14.09.2022","MB",7,2,1,25,8,5,"GFI","Picea abies",1,"NB",2.5,0.08,1.3,4
"444",34040,"Milchbach/Erlabrunn","SN","14.09.2022","MB",8,2,1,12,12,5,"GFI","Picea abies",1,"NB",1.2,0.12,1.3,4
"445",34040,"Milchbach/Erlabrunn","SN","14.09.2022","MB",9,2,1,54,11,2,"GFI","Picea abies",1,"NB",5.4,0.11,1.3,1
"446",34040,"Milchbach/Erlabrunn","SN","14.09.2022","MB",10,2,1,14,15,5,"GFI","Picea abies",1,"NB",1.4,0.15,1.3,4
"447",34040,"Milchbach/Erlabrunn","SN","14.09.2022","MB",11,2,1,66,10,5,"GFI","Picea abies",1,"NB",6.6,0.1,1.3,4
"448",34040,"Milchbach/Erlabrunn","SN","14.09.2022","MB",12,2,4,3,70,5,"GFI","Picea abies",1,"NB",0.3,0.7,1.3,4
"449",34040,"Milchbach/Erlabrunn","SN","14.09.2022","MB",13,2,4,1,18,2,"GFI","Picea abies",1,"NB",0.1,0.18,1.3,1
"450",34040,"Milchbach/Erlabrunn","SN","14.09.2022","MB",14,2,4,2,35,2,"GFI","Picea abies",1,"NB",0.2,0.35,1.3,1
"451",34040,"Milchbach/Erlabrunn","SN","14.09.2022","MB",15,2,4,4,40,2,"GFI","Picea abies",1,"NB",0.4,0.4,1.3,1
"452",34040,"Milchbach/Erlabrunn","SN","14.09.2022","MB",16,2,4,2,30,2,"GFI","Picea abies",1,"NB",0.2,0.3,1.3,1
"453",34040,"Milchbach/Erlabrunn","SN","14.09.2022","MB",17,2,1,13,11,2,"GFI","Picea abies",1,"NB",1.3,0.11,1.3,1
"454",34040,"Milchbach/Erlabrunn","SN","14.09.2022","MB",18,2,4,1,16,2,"GFI","Picea abies",1,"NB",0.1,0.16,1.3,1
"455",34040,"Milchbach/Erlabrunn","SN","14.09.2022","MB",19,2,4,3,30,2,"GFI","Picea abies",1,"NB",0.3,0.3,1.3,1
"456",34040,"Milchbach/Erlabrunn","SN","14.09.2022","MB",20,2,4,3,30,2,"GFI","Picea abies",1,"NB",0.3,0.3,1.3,1
"457",34040,"Milchbach/Erlabrunn","SN","14.09.2022","MB",21,2,4,3,31,2,"GFI","Picea abies",1,"NB",0.3,0.31,1.3,1
"458",34040,"Milchbach/Erlabrunn","SN","14.09.2022","MB",22,2,4,2,12,3,"GFI","Picea abies",1,"NB",0.2,0.12,1.3,2
"459",34040,"Milchbach/Erlabrunn","SN","14.09.2022","MB",23,2,4,2,10,3,"GFI","Picea abies",1,"NB",0.2,0.1,1.3,2
"460",34040,"Milchbach/Erlabrunn","SN","14.09.2022","MB",24,2,4,1,16,3,"GFI","Picea abies",1,"NB",0.1,0.16,1.3,2
"461",34040,"Milchbach/Erlabrunn","SN","14.09.2022","MB",25,2,4,4,32,2,"GFI","Picea abies",1,"NB",0.4,0.32,1.3,1
"462",34040,"Milchbach/Erlabrunn","SN","14.09.2022","MB",26,2,4,2,21,2,"GFI","Picea abies",1,"NB",0.2,0.21,1.3,1
"463",34040,"Milchbach/Erlabrunn","SN","14.09.2022","MB",27,2,4,1,22,4,"GFI","Picea abies",1,"NB",0.1,0.22,1.3,3
"464",34040,"Milchbach/Erlabrunn","SN","14.09.2022","MB",28,2,4,4,40,3,"GFI","Picea abies",1,"NB",0.4,0.4,1.3,2
"465",34040,"Milchbach/Erlabrunn","SN","14.09.2022","MB",29,2,4,3,32,2,"GFI","Picea abies",1,"NB",0.3,0.32,1.3,1
"466",34040,"Milchbach/Erlabrunn","SN","14.09.2022","MB",30,2,4,4,36,2,"GFI","Picea abies",1,"NB",0.4,0.36,1.3,1
"467",34040,"Milchbach/Erlabrunn","SN","14.09.2022","MB",31,2,4,2,30,4,"GFI","Picea abies",1,"NB",0.2,0.3,1.3,3
"468",34040,"Milchbach/Erlabrunn","SN","14.09.2022","MB",32,2,4,4,33,2,"GFI","Picea abies",1,"NB",0.4,0.33,1.3,1
"469",34040,"Milchbach/Erlabrunn","SN","14.09.2022","MB",33,2,4,2,25,3,"GFI","Picea abies",1,"NB",0.2,0.25,1.3,2
"470",34040,"Milchbach/Erlabrunn","SN","14.09.2022","MB",34,2,4,4,40,2,"GFI","Picea abies",1,"NB",0.4,0.4,1.3,1
"471",34040,"Milchbach/Erlabrunn","SN","14.09.2022","MB",35,2,4,2,32,5,"GFI","Picea abies",1,"NB",0.2,0.32,1.3,4
"472",34040,"Milchbach/Erlabrunn","SN","14.09.2022","MB",36,2,4,4,40,2,"GFI","Picea abies",1,"NB",0.4,0.4,1.3,1
"473",34040,"Milchbach/Erlabrunn","SN","14.09.2022","MB",37,2,4,3,39,2,"GFI","Picea abies",1,"NB",0.3,0.39,1.3,1
"474",34040,"Milchbach/Erlabrunn","SN","14.09.2022","MB",38,2,4,5,14,3,"GFI","Picea abies",1,"NB",0.5,0.14,1.3,2
"475",34040,"Milchbach/Erlabrunn","SN","14.09.2022","MB",39,2,4,3,43,3,"GFI","Picea abies",1,"NB",0.3,0.43,1.3,2
"476",34040,"Milchbach/Erlabrunn","SN","14.09.2022","MB",40,2,4,2,30,2,"GFI","Picea abies",1,"NB",0.2,0.3,1.3,1
"477",34040,"Milchbach/Erlabrunn","SN","14.09.2022","MB",41,2,4,1,27,4,"GFI","Picea abies",1,"NB",0.1,0.27,1.3,3
"478",34040,"Milchbach/Erlabrunn","SN","14.09.2022","MB",42,2,4,4,13,5,"GFI","Picea abies",1,"NB",0.4,0.13,1.3,4
"479",34040,"Milchbach/Erlabrunn","SN","14.09.2022","MB",43,2,4,3,34,2,"GFI","Picea abies",1,"NB",0.3,0.34,1.3,1
"480",34040,"Milchbach/Erlabrunn","SN","14.09.2022","MB",44,2,4,1,22,3,"GFI","Picea abies",1,"NB",0.1,0.22,1.3,2
"481",34040,"Milchbach/Erlabrunn","SN","14.09.2022","MB",45,2,3,64,18,3,"GFI","Picea abies",1,"NB",6.4,0.18,1.3,2
"482",34040,"Milchbach/Erlabrunn","SN","14.09.2022","MB",46,2,3,61,14,3,"GFI","Picea abies",1,"NB",6.1,0.14,1.3,2
"483",33040,"Drewensee/Priepert","MV","07.09.2022","MB",1,1,4,3,20,5,"SER","Alnus spp.",28,"LB",0.3,0.2,1.3,4
"484",33040,"Drewensee/Priepert","MV","07.09.2022","MB",2,1,3,14,11,3,"SER","Alnus spp.",28,"LB",1.4,0.11,1.3,2
"485",33040,"Drewensee/Priepert","MV","07.09.2022","MB",3,1,1,80,10,2,"SER","Alnus spp.",28,"LB",8,0.1,1.3,1
"486",33040,"Drewensee/Priepert","MV","07.09.2022","MB",4,1,1,31,9,2,"SER","Alnus spp.",28,"LB",3.1,0.09,1.3,1
"487",33040,"Drewensee/Priepert","MV","07.09.2022","MB",5,1,1,48,9,2,"SER","Alnus spp.",28,"LB",4.8,0.09,1.3,1
"488",33040,"Drewensee/Priepert","MV","07.09.2022","MB",6,1,3,15,12,1,"SER","Alnus spp.",28,"LB",1.5,0.12,1.3,1
"489",33040,"Drewensee/Priepert","MV","07.09.2022","MB",7,1,1,160,10,1,"SER","Alnus spp.",28,"LB",16,0.1,1.3,1
"490",33040,"Drewensee/Priepert","MV","07.09.2022","MB",8,1,3,18,12,2,"SER","Alnus spp.",28,"LB",1.8,0.12,1.3,1
"491",33040,"Drewensee/Priepert","MV","07.09.2022","MB",9,1,3,38,16,2,"SER","Alnus spp.",28,"LB",3.8,0.16,1.3,1
"492",33040,"Drewensee/Priepert","MV","07.09.2022","MB",10,1,1,24,10,2,"SER","Alnus spp.",28,"LB",2.4,0.1,1.3,1
"493",33040,"Drewensee/Priepert","MV","07.09.2022","MB",12,1,3,38,12,2,"SER","Alnus spp.",28,"LB",3.8,0.12,1.3,1
"494",33040,"Drewensee/Priepert","MV","07.09.2022","MB",13,1,1,60,9,2,"SER","Alnus spp.",28,"LB",6,0.09,1.3,1
"495",33040,"Drewensee/Priepert","MV","07.09.2022","MB",14,1,4,8,10,2,"SER","Alnus spp.",28,"LB",0.8,0.1,1.3,1
"496",33040,"Drewensee/Priepert","MV","07.09.2022","MB",15,1,1,96,12,2,"SER","Alnus spp.",28,"LB",9.6,0.12,1.3,1
"497",33040,"Drewensee/Priepert","MV","07.09.2022","MB",16,1,1,72,9,2,"SER","Alnus spp.",28,"LB",7.2,0.09,1.3,1
