bund_nr,labor,labornr,pnr,anzteile
50004,200,109016,7,1
50004,200,109012,3,1
50004,200,109016,7,1
50004,200,109015,6,1
50004,200,109011,2,1
50004,200,109010,1,1
50004,200,109010,1,1
50004,200,109016,7,1
50004,200,109018,9,1
50004,200,109018,9,1
50004,200,109017,8,1
50004,200,109014,5,1
50004,200,109014,5,1
50004,200,109017,8,1
50004,200,109017,8,1
50004,200,109015,6,1
50004,200,109015,6,1
50004,200,109015,6,1
50004,200,109017,8,1
50004,200,109018,9,1
50004,200,109015,6,1
50004,200,109016,7,1
50004,200,109016,7,1
50004,200,109016,7,1
50004,200,109013,4,1
50004,200,109013,4,1
50004,200,109012,3,1
50004,200,109017,8,1
50004,200,109012,3,1
50004,200,109010,1,1
50004,200,109011,2,1
50004,200,109011,2,1
50004,200,109013,4,1
50004,200,109011,2,1
50004,200,109011,2,1
50004,200,109010,1,1
50004,200,109010,1,1
50004,200,109010,1,1
50004,200,109011,2,1
50004,200,109012,3,1
50004,200,109010,1,1
50004,200,109018,9,1
50004,200,109017,8,1
50004,200,109013,4,1
50004,200,109013,4,1
50004,200,109014,5,1
50004,200,109017,8,1
50005,200,108008,2,1
50005,200,108008,2,1
50005,200,108009,3,1
50005,200,108009,3,1
50005,200,108008,2,1
50005,200,108009,3,1
50005,200,108007,1,1
50005,200,108007,1,1
50005,200,108009,3,1
50005,200,108009,3,1
50005,200,108009,3,1
50005,200,108008,2,1
50005,200,108007,1,1
50005,200,108007,1,1
50005,200,108009,3,1
50005,200,108007,1,1
50005,200,108007,1,1
50005,200,108008,2,1
50005,200,108008,2,1
50005,200,108007,1,1
50005,200,108007,1,1
50005,200,108007,1,1
50005,200,108007,1,1
50005,200,108007,1,1
50005,200,108008,2,1
50005,200,108007,1,1
50005,200,108007,1,1
50005,200,108008,2,1
50005,200,108008,2,1
50005,200,108008,2,1
50005,200,108008,2,1
50005,200,108009,3,1
50005,200,108007,1,1
50005,200,108008,2,1
50005,200,108008,2,1
50005,200,108009,3,1
50005,200,108008,2,1
50005,200,108008,2,1
50005,200,108009,3,1
50005,200,108009,3,1
50005,200,108009,3,1
50005,200,108009,3,1
50005,200,108007,1,1
50005,200,108009,3,1
50005,200,108009,3,1
50006,200,107011,2,1
50006,200,107011,2,1
50006,200,107012,3,1
50006,200,107012,3,1
50006,200,107010,1,1
50006,200,107010,1,1
50006,200,107012,3,1
50006,200,107010,1,1
50006,200,107010,1,1
50006,200,107012,3,1
50006,200,107012,3,1
50006,200,107011,2,1
50006,200,107011,2,1
50006,200,107010,1,1
50006,200,107010,1,1
50006,200,107011,2,1
50006,200,107011,2,1
50006,200,107010,1,1
50006,200,107012,3,1
50006,200,107012,3,1
50006,200,107012,3,1
50006,200,107012,3,1
50006,200,107011,2,1
50006,200,107010,1,1
50006,200,107011,2,1
50006,200,107012,3,1
50006,200,107011,2,1
50006,200,107012,3,1
50006,200,107012,3,1
50006,200,107011,2,1
50006,200,107011,2,1
50006,200,107010,1,1
50006,200,107010,1,1
50006,200,107011,2,1
50006,200,107011,2,1
50006,200,107010,1,1
50006,200,107011,2,1
50006,200,107012,3,1
50006,200,107012,3,1
50006,200,107010,1,1
50006,200,107010,1,1
50006,200,107010,1,1
50006,200,107010,1,1
50006,200,107011,2,1
50006,200,107012,3,1
50007,200,107018,3,1
50007,200,107018,3,1
50007,200,107017,2,1
50007,200,107016,1,1
50007,200,107018,3,1
50007,200,107016,1,1
50007,200,107016,1,1
50007,200,107016,1,1
50007,200,107018,3,1
50007,200,107018,3,1
50007,200,107016,1,1
50007,200,107017,2,1
50007,200,107017,2,1
50007,200,107018,3,1
50007,200,107016,1,1
50007,200,107017,2,1
50007,200,107017,2,1
50007,200,107017,2,1
50007,200,107017,2,1
50007,200,107018,3,1
50007,200,107018,3,1
50007,200,107016,1,1
50007,200,107016,1,1
50007,200,107017,2,1
50007,200,107016,1,1
50007,200,107017,2,1
50007,200,107018,3,1
50007,200,107017,2,1
50007,200,107017,2,1
50007,200,107018,3,1
50007,200,107018,3,1
50007,200,107016,1,1
50007,200,107017,2,1
50007,200,107017,2,1
50007,200,107018,3,1
50007,200,107017,2,1
50007,200,107016,1,1
50007,200,107016,1,1
50007,200,107016,1,1
50007,200,107016,1,1
50007,200,107017,2,1
50007,200,107018,3,1
50007,200,107016,1,1
50007,200,107018,3,1
50007,200,107018,3,1
50008,200,109029,2,1
50008,200,109033,6,1
50008,200,109033,6,1
50008,200,109033,6,1
50008,200,109034,7,1
50008,200,109028,1,1
50008,200,109028,1,1
50008,200,109029,2,1
50008,200,109036,9,1
50008,200,109030,3,1
50008,200,109036,9,1
50008,200,109028,1,1
50008,200,109034,7,1
50008,200,109034,7,1
50008,200,109032,5,1
50008,200,109031,4,1
50008,200,109031,4,1
50008,200,109034,7,1
50008,200,109034,7,1
50008,200,109033,6,1
50008,200,109032,5,1
50008,200,109035,8,1
50008,200,109035,8,1
50008,200,109036,9,1
50008,200,109033,6,1
50008,200,109033,6,1
50008,200,109034,7,1
50008,200,109032,5,1
50008,200,109034,7,1
50008,200,109030,3,1
50008,200,109035,8,1
50008,200,109035,8,1
50008,200,109035,8,1
50008,200,109036,9,1
50008,200,109029,2,1
50008,200,109030,3,1
50008,200,109030,3,1
50008,200,109028,1,1
50008,200,109028,1,1
50008,200,109028,1,1
50008,200,109029,2,1
50008,200,109030,3,1
50008,200,109030,3,1
50008,200,109032,5,1
50008,200,109030,3,1
50008,200,109028,1,1
50008,200,109028,1,1
50008,200,109032,5,1
50008,200,109031,4,1
50008,200,109034,7,1
50008,200,109036,9,1
50008,200,109033,6,1
50008,200,109033,6,1
50008,200,109034,7,1
50008,200,109031,4,1
50008,200,109029,2,1
50008,200,109029,2,1
50008,200,109028,1,1
50008,200,109036,9,1
50008,200,109030,3,1
50008,200,109031,4,1
50008,200,109033,6,1
50008,200,109032,5,1
50008,200,109032,5,1
50008,200,109035,8,1
50008,200,109031,4,1
50008,200,109031,4,1
50008,200,109032,5,1
50008,200,109032,5,1
50008,200,109033,6,1
50008,200,109036,9,1
50008,200,109034,7,1
50008,200,109034,7,1
50008,200,109028,1,1
50008,200,109029,2,1
50008,200,109029,2,1
50008,200,109035,8,1
50008,200,109035,8,1
50008,200,109035,8,1
50008,200,109035,8,1
50008,200,109036,9,1
50008,200,109031,4,1
50008,200,109031,4,1
50008,200,109032,5,1
50008,200,109032,5,1
50008,200,109031,4,1
50008,200,109033,6,1
50008,200,109031,4,1
50008,200,109034,7,1
50008,200,109036,9,1
50008,200,109036,9,1
50008,200,109035,8,1
50008,200,109031,4,1
50008,200,109031,4,1
50008,200,109032,5,1
50008,200,109033,6,1
50008,200,109028,1,1
50008,200,109036,9,1
50008,200,109030,3,1
50008,200,109035,8,1
50008,200,109029,2,1
50008,200,109033,6,1
50008,200,109036,9,1
50008,200,109030,3,1
50008,200,109029,2,1
50008,200,109029,2,1
50008,200,109031,4,1
50008,200,109032,5,1
50008,200,109033,6,1
50008,200,109033,6,1
50008,200,109028,1,1
50008,200,109030,3,1
50008,200,109030,3,1
50008,200,109029,2,1
50008,200,109029,2,1
50008,200,109030,3,1
50008,200,109032,5,1
50008,200,109034,7,1
50008,200,109034,7,1
50008,200,109034,7,1
50008,200,109031,4,1
50008,200,109035,8,1
50008,200,109032,5,1
50008,200,109028,1,1
50008,200,109028,1,1
50008,200,109035,8,1
50008,200,109035,8,1
50008,200,109030,3,1
50008,200,109029,2,1
50008,200,109029,2,1
50008,200,109028,1,1
50008,200,109030,3,1
50008,200,109036,9,1
50008,200,109036,9,1
50008,200,109036,9,1
50009,200,109052,7,1
50009,200,109052,7,1
50009,200,109046,1,1
50009,200,109054,9,1
50009,200,109052,7,1
50009,200,109049,4,1
50009,200,109047,2,1
50009,200,109049,4,1
50009,200,109050,5,1
50009,200,109046,1,1
50009,200,109053,8,1
50009,200,109050,5,1
50009,200,109050,5,1
50009,200,109051,6,1
50009,200,109052,7,1
50009,200,109049,4,1
50009,200,109048,3,1
50009,200,109048,3,1
50009,200,109048,3,1
50009,200,109046,1,1
50009,200,109050,5,1
50009,200,109046,1,1
50009,200,109054,9,1
50009,200,109052,7,1
50009,200,109046,1,1
50009,200,109054,9,1
50009,200,109048,3,1
50009,200,109054,9,1
50009,200,109053,8,1
50009,200,109053,8,1
50009,200,109053,8,1
50009,200,109052,7,1
50009,200,109052,7,1
50009,200,109048,3,1
50009,200,109054,9,1
50009,200,109048,3,1
50009,200,109054,9,1
50009,200,109048,3,1
50009,200,109048,3,1
50009,200,109052,7,1
50009,200,109048,3,1
50009,200,109049,4,1
50009,200,109051,6,1
50009,200,109053,8,1
50009,200,109053,8,1
50009,200,109051,6,1
50009,200,109054,9,1
50009,200,109049,4,1
50009,200,109051,6,1
50009,200,109051,6,1
50009,200,109049,4,1
50009,200,109050,5,1
50009,200,109053,8,1
50009,200,109046,1,1
50009,200,109048,3,1
50009,200,109049,4,1
50009,200,109050,5,1
50009,200,109053,8,1
50009,200,109052,7,1
50009,200,109052,7,1
50009,200,109050,5,1
50009,200,109049,4,1
50009,200,109048,3,1
50009,200,109052,7,1
50009,200,109050,5,1
50009,200,109047,2,1
50009,200,109047,2,1
50009,200,109047,2,1
50009,200,109053,8,1
50009,200,109054,9,1
50009,200,109046,1,1
50009,200,109047,2,1
50009,200,109046,1,1
50009,200,109046,1,1
50009,200,109047,2,1
50009,200,109051,6,1
50009,200,109052,7,1
50009,200,109051,6,1
50009,200,109051,6,1
50009,200,109051,6,1
50009,200,109053,8,1
50009,200,109051,6,1
50009,200,109047,2,1
50009,200,109050,5,1
50009,200,109049,4,1
50009,200,109049,4,1
50009,200,109051,6,1
50009,200,109048,3,1
50009,200,109052,7,1
50009,200,109052,7,1
50009,200,109049,4,1
50009,200,109054,9,1
50009,200,109051,6,1
50009,200,109049,4,1
50009,200,109046,1,1
50009,200,109047,2,1
50009,200,109047,2,1
50009,200,109047,2,1
50009,200,109047,2,1
50009,200,109054,9,1
50009,200,109054,9,1
50009,200,109053,8,1
50009,200,109054,9,1
50009,200,109047,2,1
50009,200,109049,4,1
50009,200,109050,5,1
50009,200,109050,5,1
50009,200,109046,1,1
50009,200,109046,1,1
50009,200,109050,5,1
50009,200,109051,6,1
50009,200,109052,7,1
50009,200,109046,1,1
50009,200,109047,2,1
50009,200,109050,5,1
50009,200,109053,8,1
50009,200,109051,6,1
50009,200,109049,4,1
50009,200,109049,4,1
50009,200,109050,5,1
50009,200,109050,5,1
50009,200,109047,2,1
50009,200,109054,9,1
50009,200,109047,2,1
50009,200,109051,6,1
50009,200,109048,3,1
50009,200,109048,3,1
50009,200,109048,3,1
50009,200,109054,9,1
50009,200,109053,8,1
50009,200,109053,8,1
50009,200,109054,9,1
50009,200,109053,8,1
50009,200,109046,1,1
50009,200,109046,1,1
50010,200,109066,3,1
50010,200,109068,5,1
50010,200,109068,5,1
50010,200,109069,6,1
50010,200,109069,6,1
50010,200,109066,3,1
50010,200,109066,3,1
50010,200,109067,4,1
50010,200,109067,4,1
50010,200,109072,9,1
50010,200,109072,9,1
50010,200,109064,1,1
50010,200,109065,2,1
50010,200,109065,2,1
50010,200,109071,8,1
50010,200,109070,7,1
50010,200,109070,7,1
50010,200,109070,7,1
50010,200,109070,7,1
50010,200,109070,7,1
50010,200,109071,8,1
50010,200,109072,9,1
50010,200,109071,8,1
50010,200,109071,8,1
50010,200,109072,9,1
50010,200,109067,4,1
50010,200,109067,4,1
50010,200,109066,3,1
50010,200,109065,2,1
50010,200,109069,6,1
50010,200,109065,2,1
50010,200,109066,3,1
50010,200,109068,5,1
50010,200,109068,5,1
50010,200,109068,5,1
50010,200,109069,6,1
50010,200,109064,1,1
50010,200,109064,1,1
50010,200,109064,1,1
50010,200,109064,1,1
50010,200,109072,9,1
50010,200,109069,6,1
50010,200,109069,6,1
50010,200,109065,2,1
50010,200,109064,1,1
50010,200,109065,2,1
50010,200,109065,2,1
50010,200,109067,4,1
50010,200,109068,5,1
50010,200,109072,9,1
50010,200,109072,9,1
50010,200,109066,3,1
50010,200,109066,3,1
50010,200,109069,6,1
50010,200,109069,6,1
50010,200,109069,6,1
50010,200,109069,6,1
50010,200,109066,3,1
50010,200,109066,3,1
50010,200,109072,9,1
50010,200,109071,8,1
50010,200,109071,8,1
50010,200,109071,8,1
50010,200,109070,7,1
50010,200,109070,7,1
50010,200,109064,1,1
50010,200,109064,1,1
50010,200,109068,5,1
50010,200,109067,4,1
50010,200,109067,4,1
50010,200,109065,2,1
50010,200,109070,7,1
50010,200,109070,7,1
50010,200,109065,2,1
50010,200,109064,1,1
50010,200,109064,1,1
50010,200,109065,2,1
50010,200,109065,2,1
50010,200,109070,7,1
50010,200,109070,7,1
50010,200,109070,7,1
50010,200,109069,6,1
50010,200,109066,3,1
50010,200,109066,3,1
50010,200,109067,4,1
50010,200,109068,5,1
50010,200,109068,5,1
50010,200,109069,6,1
50010,200,109071,8,1
50010,200,109072,9,1
50010,200,109072,9,1
50010,200,109072,9,1
50010,200,109069,6,1
50010,200,109072,9,1
50010,200,109064,1,1
50010,200,109064,1,1
50010,200,109068,5,1
50010,200,109067,4,1
50010,200,109066,3,1
50010,200,109072,9,1
50010,200,109072,9,1
50010,200,109071,8,1
50010,200,109071,8,1
50010,200,109067,4,1
50010,200,109067,4,1
50010,200,109067,4,1
50010,200,109068,5,1
50010,200,109068,5,1
50010,200,109065,2,1
50010,200,109065,2,1
50010,200,109072,9,1
50010,200,109071,8,1
50010,200,109071,8,1
50010,200,109068,5,1
50010,200,109068,5,1
50010,200,109067,4,1
50010,200,109066,3,1
50010,200,109066,3,1
50010,200,109069,6,1
50010,200,109064,1,1
50010,200,109064,1,1
50010,200,109064,1,1
50010,200,109065,2,1
50010,200,109071,8,1
50010,200,109070,7,1
50010,200,109070,7,1
50010,200,109069,6,1
50010,200,109070,7,1
50010,200,109071,8,1
50010,200,109071,8,1
50010,200,109068,5,1
50010,200,109067,4,1
50010,200,109067,4,1
50010,200,109066,3,1
50010,200,109065,2,1
50011,200,107025,1,1
50011,200,107027,3,1
50011,200,107027,3,1
50011,200,107027,3,1
50011,200,107026,2,1
50011,200,107026,2,1
50011,200,107025,1,1
50011,200,107026,2,1
50011,200,107027,3,1
50011,200,107025,1,1
50011,200,107026,2,1
50011,200,107026,2,1
50011,200,107026,2,1
50011,200,107027,3,1
50011,200,107026,2,1
50011,200,107026,2,1
50011,200,107025,1,1
50011,200,107025,1,1
50011,200,107025,1,1
50011,200,107026,2,1
50011,200,107025,1,1
50011,200,107027,3,1
50011,200,107027,3,1
50011,200,107026,2,1
50011,200,107027,3,1
50011,200,107027,3,1
50011,200,107025,1,1
50011,200,107027,3,1
50011,200,107025,1,1
50011,200,107025,1,1
50011,200,107025,1,1
50011,200,107025,1,1
50011,200,107026,2,1
50011,200,107026,2,1
50011,200,107025,1,1
50011,200,107027,3,1
50011,200,107027,3,1
50011,200,107025,1,1
50011,200,107025,1,1
50011,200,107027,3,1
50011,200,107027,3,1
50011,200,107026,2,1
50011,200,107027,3,1
50011,200,107026,2,1
50011,200,107026,2,1
50012,200,107028,1,1
50012,200,107382,4,1
50012,200,107383,5,1
50012,200,107383,5,1
50012,200,107384,6,1
50012,200,107382,4,1
50012,200,107384,6,1
50012,200,107383,5,1
50012,200,107382,4,1
50012,200,107384,6,1
50012,200,107030,3,1
50012,200,107029,2,1
50012,200,107030,3,1
50012,200,107030,3,1
50012,200,107028,1,1
50012,200,107028,1,1
50012,200,107383,5,1
50012,200,107382,4,1
50012,200,107028,1,1
50012,200,107030,3,1
50012,200,107029,2,1
50012,200,107029,2,1
50012,200,107382,4,1
50012,200,107383,5,1
50012,200,107029,2,1
50012,200,107029,2,1
50012,200,107384,6,1
50012,200,107382,4,1
50012,200,107030,3,1
50012,200,107029,2,1
50012,200,107383,5,1
50012,200,107382,4,1
50012,200,107030,3,1
50012,200,107383,5,1
50012,200,107383,5,1
50012,200,107384,6,1
50012,200,107382,4,1
50012,200,107028,1,1
50012,200,107030,3,1
50012,200,107384,6,1
50012,200,107028,1,1
50012,200,107030,3,1
50012,200,107030,3,1
50012,200,107030,3,1
50012,200,107029,2,1
50012,200,107029,2,1
50012,200,107029,2,1
50012,200,107030,3,1
50012,200,107384,6,1
50012,200,107384,6,1
50012,200,107028,1,1
50012,200,107382,4,1
50012,200,107030,3,1
50012,200,107030,3,1
50012,200,107382,4,1
50012,200,107028,1,1
50012,200,107028,1,1
50012,200,107028,1,1
50012,200,107384,6,1
50012,200,107384,6,1
50012,200,107028,1,1
50012,200,107382,4,1
50012,200,107028,1,1
50012,200,107030,3,1
50012,200,107030,3,1
50012,200,107029,2,1
50012,200,107029,2,1
50012,200,107382,4,1
50012,200,107382,4,1
50012,200,107383,5,1
50012,200,107029,2,1
50012,200,107029,2,1
50012,200,107383,5,1
50012,200,107382,4,1
50012,200,107029,2,1
50012,200,107029,2,1
50012,200,107383,5,1
50012,200,107384,6,1
50012,200,107384,6,1
50012,200,107382,4,1
50012,200,107028,1,1
50012,200,107028,1,1
50012,200,107383,5,1
50012,200,107383,5,1
50012,200,107384,6,1
50012,200,107028,1,1
50012,200,107384,6,1
50012,200,107384,6,1
50012,200,107383,5,1
50012,200,107383,5,1
50013,200,107392,4,1
50013,200,107392,4,1
50013,200,107033,3,1
50013,200,107032,2,1
50013,200,107031,1,1
50013,200,107392,4,1
50013,200,107033,3,1
50013,200,107033,3,1
50013,200,107031,1,1
50013,200,107031,1,1
50013,200,107031,1,1
50013,200,107032,2,1
50013,200,107033,3,1
50013,200,107393,5,1
50013,200,107393,5,1
50013,200,107033,3,1
50013,200,107393,5,1
50013,200,107033,3,1
50013,200,107033,3,1
50013,200,107031,1,1
50013,200,107393,5,1
50013,200,107393,5,1
50013,200,107393,5,1
50013,200,107393,5,1
50013,200,107392,4,1
50013,200,107033,3,1
50013,200,107033,3,1
50013,200,107392,4,1
50013,200,107392,4,1
50013,200,107033,3,1
50013,200,107033,3,1
50013,200,107033,3,1
50013,200,107393,5,1
50013,200,107032,2,1
50013,200,107032,2,1
50013,200,107393,5,1
50013,200,107393,5,1
50013,200,107392,4,1
