zwiesel,d_mess,stufe,bhd_hoehe,hoehe,azi,bart,lfd_nr,bund_nr,baumkennzahl,bhd,alter,schi,kransatz,kraft,hori,alter_methode
,334,,130,211,7,gfi,2,50122,-9,,94,1,101,1,494,6
,527,,130,,12,gfi,3,50122,-9,,94,1,,1,1626,6
,546,,130,,26,gfi,4,50122,-9,,94,1,,1,1332,6
,239,,130,,28,gfi,5,50122,-9,,94,1,,4,297,6
,356,,130,,31,gfi,6,50122,-9,,94,1,,2,1092,6
,193,,130,,42,gfi,7,50122,-9,,94,1,,4,703,6
,198,,130,182,43,gfi,8,50122,-9,,94,1,91,4,434,6
,218,,130,160,44,gfi,9,50122,-9,,94,1,57,4,1138,6
,506,,130,218,60,gfi,10,50122,-9,,94,1,64,1,1104,6
,270,,130,,67,gfi,11,50122,-9,,94,1,,4,1099,6
,238,,130,,76,gfi,12,50122,-9,,94,1,,3,415,6
,431,,130,,101,gfi,13,50122,-9,,94,1,,2,1407,6
,495,,130,,101,gfi,14,50122,-9,,94,1,,1,1195,6
,354,,130,,140,gfi,15,50122,-9,,94,1,,2,885,6
,350,,150,,147,gfi,16,50122,-9,,94,1,,2,1230,6
,347,,130,,168,gfi,17,50122,-9,,94,1,,2,1470,6
,281,,130,,199,gfi,18,50122,-9,,94,1,,2,1095,6
,455,,130,216,204,gfi,19,50122,-9,,94,1,82,1,1156,6
,424,,130,,216,gfi,20,50122,-9,,94,1,,1,1178,6
,262,,130,161,229,gfi,21,50122,-9,,94,1,58,3,365,6
,158,,130,,266,gfi,22,50122,-9,,94,1,,4,491,6
,397,,130,203,290,gfi,23,50122,-9,,94,1,45,2,736,6
,388,,130,,301,gfi,24,50122,-9,,94,1,,1,634,6
,427,,130,,319,gfi,25,50122,-9,,94,1,,1,963,6
,426,,130,207,330,gfi,26,50122,-9,,94,1,53,1,1128,6
,431,,130,,347,gfi,27,50122,-9,,94,1,,1,817,6
,410,,130,,351,gfi,28,50122,-9,,94,1,,1,1738,6
,335,,130,,356,gfi,29,50122,-9,,94,1,,2,888,6
,198,,130,,330,gki,1,50123,-9,,65,1,,3,231,6
,182,,130,,337,gki,2,50123,-9,,65,1,,2,1164,6
,172,,130,,355,gki,3,50123,-9,,65,1,,3,1241,6
,264,,130,,370,gki,4,50123,-9,,65,1,,2,845,6
,157,,130,,157,gki,5,50123,-9,,65,1,,2,1133,6
,133,,130,,380,gki,6,50123,-9,,65,1,,3,912,6
,192,,130,,385,gki,7,50123,-9,,65,1,,2,1224,6
,162,,130,,0,gki,8,50123,-9,,65,1,,3,921,6
,195,,130,,12,gki,9,50123,-9,,65,1,,2,837,6
,241,,130,171,11,gki,10,50123,-9,,65,1,96,1,429,6
,138,,130,,18,gki,11,50123,-9,,65,1,,4,1113,6
,127,,130,,25,gki,12,50123,-9,,65,1,,4,737,6
,113,,130,,31,gki,13,50123,-9,,65,1,,4,928,6
,261,,130,162,34,gki,14,50123,-9,,65,1,84,1,1186,6
,116,,130,123,35,gki,15,50123,-9,,65,1,94,4,373,6
,111,,130,,38,gki,16,50123,-9,,65,1,,4,755,6
,152,,130,153,40,gki,17,50123,-9,,65,1,109,3,592,6
,78,,130,117,44,gki,18,50123,-9,,65,1,99,4,519,6
,136,,130,,48,gki,19,50123,-9,,65,1,,2,868,6
,196,,130,,51,gki,20,50123,-9,,65,1,,1,1056,6
,146,,140,,61,gki,21,50123,-9,,65,1,,3,1200,6
,136,,130,,68,gki,22,50123,-9,,65,1,,2,474,6
,156,,190,,75,gki,23,50123,-9,,65,1,,2,686,6
,405,,130,183,93,gki,24,50123,-9,,94,3,116,0,1710,6
,101,,180,,96,gki,25,50123,-9,,65,1,,4,640,6
,209,,130,,100,gki,26,50123,-9,,65,1,,1,385,6
,417,,130,,117,gki,27,50123,-9,,94,3,,0,1546,6
,155,,130,,126,gki,28,50123,-9,,65,1,,4,684,6
,132,,130,,130,gki,29,50123,-9,,65,1,,4,1230,6
,210,,130,,135,gki,30,50123,-9,,65,1,,3,525,6
,446,,130,,146,gki,31,50123,-9,,94,3,,0,1528,6
,112,,160,,149,gki,32,50123,-9,,65,1,,4,637,6
,529,,130,217,156,gki,33,50123,-9,,65,3,107,0,966,6
,200,,130,,167,gki,34,50123,-9,,65,1,,3,785,6
,168,,130,,180,gki,35,50123,-9,,65,1,,3,1157,6
,169,,130,,183,gki,36,50123,-9,,65,1,,2,1043,6
,217,,140,,190,gki,37,50123,-9,,65,1,,2,828,6
,242,,130,,196,gki,38,50123,-9,,65,1,,2,436,6
,163,,130,,228,gki,39,50123,-9,,65,1,,3,1003,6
,287,,130,,233,gki,40,50123,-9,,65,1,,1,1197,6
,225,,130,,249,gki,41,50123,-9,,65,1,,3,906,6
,465,,130,251,250,gki,42,50123,-9,,94,3,145,0,1754,6
,246,,130,,272,gki,43,50123,-9,,65,1,,2,845,6
,145,,130,,294,gki,44,50123,-9,,65,1,,4,1025,6
,256,,130,,295,gki,45,50123,-9,,65,1,,2,791,6
,120,,130,,300,gki,46,50123,-9,,65,1,,4,657,6
,171,,130,,300,gki,47,50123,-9,,65,1,,2,1121,6
,111,,130,,285,gki,48,50123,-9,,65,1,,4,1185,6
,226,,130,,308,gki,49,50123,-9,,65,1,,2,844,6
,167,,130,,321,gki,50,50123,-9,,65,1,,2,1087,6
,116,,130,,324,gki,51,50123,-9,,65,1,,4,980,6
,156,,130,,330,gki,52,50123,-9,,65,1,,2,1247,6
,173,,160,149,197,gfi,1,50124,-9,,36,2,28,0,226,2
,155,,130,173,208,ela,2,50124,-9,,36,2,64,0,365,2
,130,,200,,210,gfi,3,50124,-9,,36,2,,0,479,2
,138,,130,135,208,gfi,4,50124,-9,,36,2,75,0,853,2
,124,,145,,219,gfi,6,50124,-9,,36,2,,0,1146,2
,139,,160,,229,gfi,7,50124,-9,,36,2,,0,779,2
,106,,155,,228,gfi,8,50124,-9,,36,2,,0,1062,2
,133,,170,,236,gfi,9,50124,-9,,36,2,,0,1201,2
,106,,140,,240,gfi,10,50124,-9,,36,2,,0,920,2
,234,,130,199,251,ela,11,50124,-9,,36,2,71,0,1190,5
,419,,130,,261,gki,12,50124,-9,,69,1,,2,1741,6
,105,,130,,260,gfi,13,50124,-9,,36,2,,0,992,2
,215,,130,197,257,ela,14,50124,-9,,36,2,72,0,731,5
,155,,150,,262,ela,15,50124,-9,,36,2,,0,1013,5
,166,,130,191,266,ela,16,50124,-9,,36,2,85,0,1204,5
,163,,130,146,283,ela,17,50124,-9,,36,2,62,0,1175,5
,143,,145,,302,gfi,18,50124,-9,,36,2,,0,1100,2
,133,,195,,305,gfi,19,50124,-9,,36,2,,0,764,2
,354,,130,,316,gki,20,50124,-9,,69,1,,2,1332,6
,396,,130,,327,gki,21,50124,-9,,69,1,,2,938,6
,380,,130,257,341,gki,22,50124,-9,,69,1,135,2,402,6
,108,,130,,341,gfi,23,50124,-9,,36,2,,0,995,2
,193,,145,,342,gfi,24,50124,-9,,36,2,,0,1133,2
,416,,130,,347,gki,25,50124,-9,,69,1,,2,1766,6
,161,,170,,357,gfi,26,50124,-9,,36,2,,0,699,2
,166,,175,,368,gfi,27,50124,-9,,36,2,,0,758,2
,196,,150,,384,gfi,28,50124,-9,,36,2,,0,612,2
,400,,130,,386,gki,29,50124,-9,,69,1,,2,743,6
,185,,130,,398,gfi,30,50124,-9,,36,2,,0,1188,2
,401,,130,,1,gki,31,50124,-9,,69,1,,2,1469,6
,210,,90,,9,gfi,32,50124,-9,,36,2,,0,1145,2
,130,,130,116,19,rbu,33,50124,-9,,36,2,34,0,908,5
,234,,170,,18,gfi,34,50124,-9,,36,2,,0,294,2
,336,,130,165,32,gfi,35,50124,-9,,36,2,25,0,1137,2
,379,,130,,50,gki,36,50124,-9,,69,1,,2,1557,6
,167,,170,,54,gfi,37,50124,-9,,36,2,,0,554,2
,246,,130,,62,gfi,38,50124,-9,,36,2,,0,1223,2
,232,,150,,74,gfi,39,50124,-9,,36,2,,0,662,2
,427,,130,225,90,gki,40,50124,-9,,69,1,146,2,993,6
,120,,145,,99,gfi,41,50124,-9,,36,2,,0,1028,2
,140,,140,,105,gfi,42,50124,-9,,36,2,,0,851,2
,111,,130,,111,gfi,43,50124,-9,,36,2,,0,930,2
,420,,130,252,112,gki,44,50124,-9,,69,1,129,2,641,6
,145,,180,,114,gfi,45,50124,-9,,36,2,,0,1066,2
,143,,130,,124,gfi,46,50124,-9,,36,2,,0,1201,2
,331,,130,211,126,gki,47,50124,-9,,69,1,128,2,1129,6
,378,,130,255,168,gki,48,50124,-9,,69,1,160,2,1421,6
,190,,190,,168,gfi,49,50124,-9,,36,2,,0,1162,2
,203,,150,143,165,gfi,50,50124,-9,,36,2,34,0,381,2
,81,,130,68,181,gfi,51,50124,-9,,36,2,54,0,404,2
,145,,180,,180,gfi,52,50124,-9,,36,2,,0,932,2
,160,,115,,190,gfi,53,50124,-9,,36,2,,0,972,2
,149,,185,,193,gfi,54,50124,-9,,36,2,,0,759,2
,372,,130,,192,gki,55,50124,-9,,69,1,,2,1701,6
,330,,130,,166,gki,1,50125,-9,,72,1,,2,188,6
,389,,130,,170,gki,2,50125,-9,,72,1,,2,764,6
,396,,130,266,200,gki,3,50125,-9,,72,1,170,2,868,6
,107,,130,81,221,gfi,4,50125,-9,,36,2,15,0,985,2
,302,,130,,222,gki,5,50125,-9,,72,1,,2,635,6
,356,,130,,249,gki,6,50125,-9,,72,1,,2,1232,6
,290,,130,,260,gki,7,50125,-9,,72,1,,2,638,6
,350,,130,,278,gki,8,50125,-9,,72,1,,2,1548,6
,334,,130,,281,gki,9,50125,-9,,72,1,,3,1149,6
,317,,130,,295,gki,10,50125,-9,,72,1,,3,1290,6
,214,,130,96,308,rbu,11,50125,-9,,72,2,22,0,765,5
,258,,130,250,317,gki,12,50125,-9,,72,1,165,2,829,6
,356,,130,251,337,ela,13,50125,-9,,72,1,143,2,900,6
,338,,130,,345,gki,14,50125,-9,,72,1,,2,1455,6
,306,,130,238,354,ela,15,50125,-9,,72,1,133,2,1470,6
,208,,130,217,356,gki,16,50125,-9,,72,1,139,3,745,6
,329,,130,253,370,ela,17,50125,-9,,72,1,108,2,337,6
,145,,130,121,377,gfi,18,50125,-9,,56,2,46,0,714,5
,135,,130,114,383,sei,19,50125,-9,,51,2,22,0,484,5
,328,,130,,399,gki,20,50125,-9,,72,1,,2,1501,6
,427,,130,240,9,ela,21,50125,-9,,72,1,122,2,965,6
,340,,130,,25,gki,22,50125,-9,,72,1,,2,1159,6
,279,,130,,49,gki,23,50125,-9,,72,1,,2,797,6
,325,,130,,61,gki,24,50125,-9,,72,1,,2,1752,6
,305,,130,227,69,gki,25,50125,-9,,72,1,167,2,1219,6
,217,,130,155,76,gfi,26,50125,-9,,61,1,54,4,1047,5
,313,,130,,86,gki,27,50125,-9,,72,1,,2,618,6
,338,,130,,98,gki,28,50125,-9,,72,1,,2,911,6
,407,,130,240,122,gki,29,50125,-9,,72,1,152,2,1489,6
,391,,130,,111,rbu,1,50126,-9,,85,1,,2,319,6
,227,,130,192,113,rbu,2,50126,-9,,85,1,82,3,1101,6
,355,,130,243,123,rbu,3,50126,-9,,85,1,135,2,1287,6
,346,,130,,146,rbu,4,50126,-9,,85,1,,2,1764,6
,440,,130,265,166,rbu,5,50126,-9,,85,1,116,1,508,6
,451,,130,255,186,rbu,6,50126,-9,,85,1,113,2,1605,6
,443,,130,,188,rbu,7,50126,-9,,85,1,,2,1126,6
,308,,130,267,192,rbu,8,50126,-9,,85,1,172,3,401,6
,274,,130,,195,rbu,9,50126,-9,,85,1,,3,701,6
,203,,130,,218,rbu,10,50126,-9,,85,1,,4,741,6
,375,,130,,231,rbu,11,50126,-9,,85,1,,2,1578,6
,357,,130,,238,rbu,12,50126,-9,,85,1,,2,1149,6
,379,,130,,243,rbu,13,50126,-9,,85,1,,2,1594,6
,204,,130,,250,rbu,14,50126,-9,,85,1,,4,414,6
,147,,130,,276,rbu,15,50126,-9,,85,1,,4,709,6
,336,,130,,296,rbu,16,50126,-9,,85,1,,2,1655,6
,358,,130,,300,rbu,17,50126,-9,,85,1,,2,316,6
,407,,130,,323,rbu,18,50126,-9,,85,1,,2,1656,6
,206,,130,,348,rbu,19,50126,-9,,85,1,,3,688,6
,442,,130,,378,rbu,20,50126,-9,,85,1,,2,1052,6
,146,,130,,383,rbu,21,50126,-9,,85,1,,4,816,6
,146,,130,,385,rbu,22,50126,-9,,85,1,,4,276,6
,309,,130,222,18,rbu,23,50126,-9,,85,1,115,2,795,6
,350,,130,,22,rbu,24,50126,-9,,85,1,,2,1039,6
,299,,130,244,34,rbu,25,50126,-9,,85,1,153,2,1158,6
,187,,130,223,38,rbu,26,50126,-9,,85,1,154,4,1097,6
,133,,130,,55,rbu,27,50126,-9,,85,1,,4,1124,6
,345,,125,,70,rbu,28,50126,-9,,85,1,,2,1603,6
,368,,110,,72,rbu,29,50126,-9,,85,1,,2,1033,6
,130,,130,132,104,rbu,30,50126,-9,,85,1,36,4,1158,6
,257,,130,,231,bah,1,50127,-9,,63,1,,2,202,6
,274,,130,,235,bah,2,50127,-9,,63,1,,2,532,6
,294,,130,,235,bah,3,50127,-9,,63,1,,2,748,6
,320,,130,,266,bah,4,50127,-9,,63,1,,2,1532,6
,320,,130,,280,bah,5,50127,-9,,63,1,,2,960,6
,362,,130,,293,bah,6,50127,-9,,63,1,,2,1324,6
,237,,130,,294,bah,7,50127,-9,,63,1,,3,1249,6
,244,,130,,297,bah,8,50127,-9,,63,1,,2,932,6
,288,,130,,310,bah,9,50127,-9,,63,1,,3,797,6
,416,,135,275,314,bah,10,50127,-9,,63,1,46,2,544,6
,306,,130,,324,bah,11,50127,-9,,63,1,,2,240,6
,327,,175,,324,bah,12,50127,-9,,63,1,,3,570,6
,380,,130,,318,bah,13,50127,-9,,63,1,,1,1697,6
,245,,130,227,390,bah,14,50127,-9,,63,1,114,3,1144,6
,349,,130,230,394,rbu,15,50127,-9,,72,1,138,2,1175,6
,355,,130,237,393,rbu,16,50127,-9,,72,1,112,2,1737,6
,351,,130,,14,bah,17,50127,-9,,63,1,,2,495,6
,389,,130,249,17,rbu,18,50127,-9,,72,1,61,2,1651,6
,293,,130,,22,bah,19,50127,-9,,63,1,,2,1194,6
,238,,130,,37,bah,20,50127,-9,,63,1,,3,656,6
,306,,130,253,43,bah,21,50127,-9,,63,1,165,2,1510,6
,256,,130,248,55,bah,22,50127,-9,,63,1,175,2,620,6
,292,,130,,68,bah,23,50127,-9,,63,1,,2,532,6
,318,,130,,77,bah,24,50127,-9,,63,1,,2,899,6
,306,,130,,100,bah,25,50127,-9,,63,1,,2,1137,6
,295,,130,,105,bah,26,50127,-9,,63,1,,3,977,6
,258,,130,,126,bah,27,50127,-9,,63,1,,2,413,6
,398,,130,269,132,bah,28,50127,-9,,63,1,79,1,783,6
,270,,130,,160,bah,29,50127,-9,,63,1,,3,946,6
,290,,130,,171,bah,30,50127,-9,,63,1,,3,849,6
,303,,130,,182,bah,31,50127,-9,,63,1,,2,1508,6
,301,,130,,182,bah,32,50127,-9,,63,1,,2,1615,6
,325,,130,,196,bah,33,50127,-9,,63,1,,1,1635,6
,345,,130,,196,bah,34,50127,-9,,63,1,,1,589,6
,319,,130,,216,bah,35,50127,-9,,63,1,,2,1206,6
,299,,130,,223,bah,36,50127,-9,,63,1,,2,565,6
,206,,130,,109,gfi,1,50128,-9,,46,1,,2,158,6
,198,,130,,110,gfi,2,50128,-9,,46,1,,2,919,6
,201,,130,,113,gfi,3,50128,-9,,46,1,,2,1119,6
,196,,130,,134,gfi,4,50128,-9,,46,1,,2,634,6
,210,,130,,135,gfi,5,50128,-9,,46,1,,2,880,6
,190,,130,,149,gfi,6,50128,-9,,46,1,,2,1044,6
,235,,130,,166,gfi,7,50128,-9,,46,1,,2,1134,6
,205,,130,,166,gfi,8,50128,-9,,46,1,,2,682,6
,251,,130,,166,gfi,9,50128,-9,,46,1,,2,348,6
,139,,130,,179,gfi,10,50128,-9,,46,1,,3,1149,6
,186,,140,,182,gfi,11,50128,-9,,46,1,,4,593,6
,240,,130,,187,gfi,12,50128,-9,,46,1,,2,841,6
,169,,130,,200,gfi,13,50128,-9,,46,1,,3,935,6
,244,,130,,210,gfi,14,50128,-9,,46,1,,2,1075,6
,179,,130,,219,gfi,15,50128,-9,,46,1,,3,681,6
,242,,130,,226,gfi,16,50128,-9,,46,1,,2,892,6
,249,,130,,228,gfi,17,50128,-9,,46,1,,2,559,6
,161,,130,,242,gfi,18,50128,-9,,46,1,,3,330,6
,205,,130,,232,gfi,19,50128,-9,,46,1,,2,1146,6
,261,,130,,245,gfi,20,50128,-9,,46,1,,2,1157,6
,207,,130,,255,gfi,21,50128,-9,,46,1,,2,972,6
,184,,130,,264,gfi,22,50128,-9,,46,1,,2,1100,6
,226,,130,,276,gfi,23,50128,-9,,46,1,,2,1013,6
,265,,130,,280,gfi,24,50128,-9,,46,1,,2,808,6
,184,,130,,285,gfi,25,50128,-9,,46,1,,3,605,6
,231,,130,,289,gfi,26,50128,-9,,46,1,,2,205,6
,202,,130,196,295,gfi,27,50128,-9,,46,1,120,2,940,6
,238,,130,,303,gfi,28,50128,-9,,46,1,,2,1118,6
,141,,130,148,307,gfi,29,50128,-9,,46,1,122,4,613,6
,169,,130,158,311,gfi,30,50128,-9,,46,1,118,3,777,6
,133,,130,,319,gfi,31,50128,-9,,46,1,,4,984,6
,228,,130,,324,gfi,32,50128,-9,,46,1,,2,1207,6
,253,,130,209,337,gfi,33,50128,-9,,46,1,112,2,460,6
,198,,130,,350,gfi,34,50128,-9,,46,1,,3,840,6
,236,,130,,363,gfi,35,50128,-9,,46,1,,2,1159,6
,294,,130,,391,gfi,36,50128,-9,,46,1,,2,258,6
,241,,130,,396,gfi,37,50128,-9,,46,1,,2,768,6
,245,,130,,6,gfi,38,50128,-9,,46,1,,2,1071,6
,233,,130,,25,gfi,39,50128,-9,,46,1,,2,365,6
,296,,130,,41,gfi,40,50128,-9,,46,1,,2,821,6
,229,,130,,55,gfi,41,50128,-9,,46,1,,2,924,6
,139,,130,,61,gfi,42,50128,-9,,46,1,,4,398,6
,190,,130,,66,gfi,43,50128,-9,,46,1,,2,1168,6
,267,,130,,80,gfi,44,50128,-9,,46,1,,2,739,6
,246,,130,,101,gfi,45,50128,-9,,46,1,,2,526,6
,169,,130,,102,gfi,46,50128,-9,,46,1,,2,731,6
,311,,130,220,337,gfi,47,50128,-9,,46,1,125,2,1358,6
,105,,130,96,157,gfi,1,50129,-9,,60,1,63,4,157,6
,275,,130,,157,gfi,2,50129,-9,,60,1,,2,912,6
,163,,130,179,158,gfi,3,50129,-9,,60,1,96,3,623,6
,281,,130,,165,gfi,4,50129,-9,,60,1,,1,1233,6
,174,,130,,176,gfi,5,50129,-9,,60,1,,3,834,6
,108,,130,,183,gfi,6,50129,-9,,60,1,,4,1180,6
,204,,130,,193,gfi,7,50129,-9,,60,1,,2,1228,6
,131,,130,,193,gfi,8,50129,-9,,60,1,,4,1011,6
,210,,130,202,209,gfi,9,50129,-9,,60,1,76,2,507,6
,111,,130,,216,gfi,10,50129,-9,,60,1,,4,1156,6
,343,,130,,218,gfi,11,50129,-9,,60,1,,2,1588,6
,176,,130,,218,gfi,12,50129,-9,,60,1,,3,900,6
,183,,170,,225,gfi,13,50129,-9,,60,1,,3,1224,6
,197,,140,,228,gfi,14,50129,-9,,60,1,,3,1020,6
,133,,130,,234,gfi,15,50129,-9,,60,1,,4,571,6
,270,,130,249,243,gfi,16,50129,-9,,60,1,131,2,945,6
,300,,130,,247,gfi,17,50129,-9,,60,1,,2,1596,6
,145,,130,,249,gfi,18,50129,-9,,60,1,,4,1095,6
,134,,130,,250,gfi,19,50129,-9,,60,1,,4,257,6
,356,,130,,255,gfi,20,50129,-9,,60,1,,1,1394,6
,140,,130,,266,gfi,21,50129,-9,,60,1,,4,984,6
,449,,140,275,270,gfi,22,50129,-9,,60,1,55,1,1610,6
,393,,150,278,271,gfi,23,50129,-9,,60,1,130,1,705,6
,143,,130,,278,gfi,24,50129,-9,,60,1,,4,571,6
,305,,130,258,280,as,25,50129,-9,,60,1,130,2,1162,6
,334,,150,,287,gfi,26,50129,-9,,60,1,,2,1397,6
,335,,130,281,296,gfi,27,50129,-9,,60,1,120,1,868,6
,305,,130,,298,gfi,28,50129,-9,,60,1,,2,1783,6
,174,,130,,302,gfi,29,50129,-9,,60,1,,4,294,6
,382,,130,,306,gfi,30,50129,-9,,60,1,,1,1583,6
,260,,130,,307,gfi,31,50129,-9,,60,1,,2,620,6
,386,,140,,311,gfi,32,50129,-9,,60,1,,1,1377,6
,433,,130,272,322,as,33,50129,-9,,60,1,132,1,572,6
,375,,170,303,327,gfi,34,50129,-9,,60,1,130,1,1001,6
,360,,140,,341,gfi,35,50129,-9,,60,1,,2,1492,6
,309,,130,,343,gfi,36,50129,-9,,60,1,,2,1763,6
,303,,130,,354,gfi,37,50129,-9,,60,1,,2,1203,6
,310,,130,,356,gfi,38,50129,-9,,60,1,,2,1577,6
,343,,130,,362,gfi,39,50129,-9,,60,1,,2,847,6
,300,,130,,362,gfi,40,50129,-9,,60,1,,2,196,6
,125,,130,,362,gfi,41,50129,-9,,60,1,,4,321,6
,389,,130,,382,gfi,42,50129,-9,,60,1,,2,1454,6
,347,,130,,390,gfi,43,50129,-9,,60,1,,2,1089,6
,314,,130,,7,gfi,44,50129,-9,,60,1,,2,770,6
,377,,130,,7,gfi,45,50129,-9,,60,1,,1,1296,6
,304,,160,,27,gfi,46,50129,-9,,60,1,,2,1062,6
,235,,130,,34,gfi,47,50129,-9,,60,1,,3,524,6
,392,,130,,35,gfi,48,50129,-9,,60,1,,1,1742,6
,352,,130,,36,gfi,49,50129,-9,,60,1,,2,1358,6
,290,,130,,47,gfi,50,50129,-9,,60,1,,2,786,6
,245,,130,,50,gfi,51,50129,-9,,60,1,,2,947,6
,128,,130,,69,gfi,52,50129,-9,,60,1,,4,820,6
,153,,130,,71,gfi,53,50129,-9,,60,1,,4,996,6
,248,,130,,77,gfi,54,50129,-9,,60,1,,2,1212,6
,182,,130,,83,gfi,55,50129,-9,,60,1,,3,542,6
,240,,130,,84,gfi,56,50129,-9,,60,1,,2,1133,6
,217,,130,,96,gfi,57,50129,-9,,60,1,,2,1009,6
,217,,130,,109,gfi,58,50129,-9,,60,1,,3,681,6
,321,,130,,117,gfi,59,50129,-9,,60,1,,1,823,6
,117,,130,,123,gfi,60,50129,-9,,60,1,,4,1186,6
,270,,130,,140,gfi,61,50129,-9,,60,1,,2,1216,6
,121,,130,,252,rbu,1,50130,-9,,45,1,,0,289,6
,102,,130,152,255,rbu,2,50130,-9,,45,1,99,0,402,6
,112,,130,,263,rbu,3,50130,-9,,45,1,,0,482,6
,102,,130,,273,rbu,4,50130,-9,,45,1,,0,1056,6
,702,,130,375,274,rbu,5,50130,-9,,169,3,215,2,1367,6
,134,,130,,283,rbu,6,50130,-9,,45,1,,0,1011,6
,96,,130,,283,rbu,7,50130,-9,,45,1,,0,379,6
,126,,130,,287,rbu,8,50130,-9,,45,1,,0,1084,6
,216,,130,188,299,rbu,9,50130,-9,,45,1,95,0,580,6
,177,,130,,299,rbu,10,50130,-9,,45,1,,0,1195,6
,103,,130,,325,rbu,11,50130,-9,,45,1,,0,791,6
,204,,130,,327,rbu,12,50130,-9,,45,1,,0,661,6
,112,,130,,344,rbu,13,50130,-9,,45,1,,0,511,6
,153,,130,152,345,rbu,14,50130,-9,,45,1,105,0,468,6
,144,,130,,352,rbu,15,50130,-9,,45,1,,0,1057,6
,154,,130,196,361,ges,16,50130,-9,,45,1,147,0,1082,6
,204,,130,200,371,ges,17,50130,-9,,45,1,116,0,1039,6
,106,,130,,386,rbu,18,50130,-9,,45,1,,0,700,6
,181,,130,,396,rbu,19,50130,-9,,45,1,,0,693,6
,145,,130,179,6,ges,20,50130,-9,,45,1,67,0,912,6
,142,,130,,6,ges,21,50130,-9,,45,1,,0,948,6
,137,,130,,21,rbu,22,50130,-9,,45,1,,0,428,6
,85,,130,130,25,rbu,23,50130,-9,,45,1,77,0,351,6
,142,,130,,34,rbu,24,50130,-9,,45,1,,0,985,6
,207,,130,191,37,ges,25,50130,-9,,45,1,105,0,1086,6
,165,,130,,39,rbu,26,50130,-9,,45,1,,0,593,6
,133,,130,,44,rbu,27,50130,-9,,45,1,,0,851,6
,171,,130,,45,ges,28,50130,-9,,45,1,,0,1017,6
,221,,130,,60,ges,29,50130,-9,,45,1,,0,978,6
,120,,130,,60,rbu,30,50130,-9,,45,1,,0,355,6
,140,,130,,64,rbu,31,50130,-9,,45,1,,0,977,6
,109,,130,,66,rbu,32,50130,-9,,45,1,,0,833,6
,105,,130,,67,rbu,33,50130,-9,,45,1,,0,526,6
,124,,130,,90,rbu,34,50130,-9,,45,1,,0,690,6
,119,,130,,92,rbu,35,50130,-9,,45,1,,0,1168,6
,128,,130,,100,rbu,36,50130,-9,,45,1,,0,400,6
,179,,130,,103,rbu,37,50130,-9,,45,1,,0,1261,6
,128,,130,,117,ges,38,50130,-9,,45,1,,0,1240,6
,119,,130,,130,ges,39,50130,-9,,45,1,,0,1122,6
,125,,130,,137,rbu,40,50130,-9,,45,1,,0,325,6
,100,,130,163,141,ges,41,50130,-9,,45,1,123,0,1204,6
,109,,130,,145,rbu,42,50130,-9,,45,1,,0,850,6
,643,,130,366,148,rbu,43,50130,-9,,169,3,164,2,781,6
,100,,130,,182,rbu,44,50130,-9,,45,1,,0,876,6
,114,,130,,203,rbu,45,50130,-9,,45,1,,0,1021,6
,532,,130,321,208,rbu,46,50130,-9,,169,3,187,2,1024,6
,211,,130,,209,rbu,47,50130,-9,,45,1,,0,560,6
,561,,130,338,229,rbu,48,50130,-9,,169,3,202,2,943,6
,101,,130,,226,rbu,49,50130,-9,,45,1,,0,1185,6
,140,,130,,246,rbu,50,50130,-9,,45,1,,0,1199,6
,226,,130,,337,ges,51,50130,-9,,45,1,,0,1162,6
,231,,130,154,348,rbu,1,50131,-9,,71,3,68,0,132,5
,358,,130,,375,rbu,2,50131,-9,,71,3,,0,1164,5
,369,,130,,21,rbu,3,50131,-9,,71,3,,0,759,5
,222,,130,,26,rbu,4,50131,-9,,71,3,,0,821,5
,257,,130,170,38,rbu,5,50131,-9,,71,3,45,0,989,5
,397,,130,186,110,rbu,6,50131,-9,,71,3,60,0,863,5
,210,,130,,132,rbu,7,50131,-9,,71,3,,0,712,5
,348,,140,,112,rbu,8,50131,-9,,101,3,,0,1668,5
,369,,130,,140,rbu,9,50131,-9,,91,3,,0,1499,5
,378,,130,178,165,rbu,10,50131,-9,,71,3,27,0,229,5
,246,,130,,169,rbu,11,50131,-9,,71,3,,0,559,5
,338,,130,160,179,rbu,12,50131,-9,,71,3,24,0,949,5
,339,,130,183,225,bah,13,50131,-9,,35,1,17,1,1552,6
,350,,130,178,232,sbi,14,50131,-9,,71,3,64,0,645,5
,363,,120,184,261,bah,15,50131,-9,,35,1,30,1,1477,6
,307,,160,191,291,sbi,16,50131,-9,,71,3,54,0,1055,5
,113,,130,103,307,bah,17,50131,-9,,35,1,50,2,1079,6
,106,,130,115,325,bah,18,50131,-9,,35,1,41,2,896,6
,357,,130,,332,rbu,19,50131,-9,,71,3,,0,595,5
,111,,150,113,343,rbu,20,50131,-9,,35,1,13,1,1179,6
,104,,130,99,345,bah,21,50131,-9,,35,1,49,2,758,6
,172,,130,,271,rbu,1,50132,-9,,86,2,,0,331,5
,320,,130,,282,rbu,2,50132,-9,,139,1,,3,1345,6
,413,,130,306,291,rbu,3,50132,-9,,139,1,119,2,1674,6
,763,,130,330,292,sei,4,50132,-9,,200,1,176,1,1498,6
,385,,130,274,298,rbu,5,50132,-9,,139,1,157,2,646,6
