bund_nr,pk_nr,lfd_nr,bart,hoehe,grklasse
120019,2,8,slb,80,0
120019,2,7,slb,20,0
120019,2,6,slb,70,0
120019,2,5,slb,60,0
120019,2,4,vbe,20,0
120019,2,3,slb,30,0
120019,2,1,slb,40,0
120019,1,10,slb,30,0
120019,1,9,slb,70,0
120019,1,8,slb,70,0
120019,1,7,slb,80,0
120019,1,6,slb,110,0
120019,1,5,slb,100,0
120019,1,4,slb,40,0
120019,1,3,slb,50,0
120019,1,2,vbe,20,0
120019,1,1,slb,90,0
120020,2,1,sah,40,0
120020,1,7,vbe,120,0
120020,1,6,rob,80,0
120020,1,5,rob,60,0
120020,1,4,rob,100,0
120020,1,3,ul,20,0
120020,1,2,ul,60,0
120020,1,1,rob,160,1
120020,4,2,rob,110,0
120020,4,1,rob,80,0
120021,1,9,bi,210,1
120021,1,7,sei,30,0
120021,1,6,stk,80,0
120021,1,5,stk,60,0
120021,1,4,sei,20,0
120021,1,3,gki,40,0
120021,1,2,stk,70,0
120021,1,1,stk,80,0
120021,4,10,stk,40,0
120021,3,8,stk,30,0
120021,3,7,stk,30,0
120021,3,6,stk,30,0
120021,3,5,stk,40,0
120021,3,4,sei,30,0
120021,3,3,bi,20,0
120021,3,2,sei,20,0
120021,3,1,sei,20,0
120021,2,10,stk,210,1
120021,2,9,stk,100,0
120021,2,8,stk,40,0
120021,2,7,stk,30,0
120021,2,6,stk,40,0
120021,2,5,stk,50,0
120021,4,3,sei,50,0
120021,4,2,bi,200,1
120021,4,1,bi,180,1
120021,3,10,stk,20,0
120021,3,9,sei,20,0
120021,4,4,sei,20,0
120021,4,5,sei,40,0
120021,2,4,stk,60,0
120021,4,6,sei,30,0
120021,4,7,stk,30,0
120021,4,8,stk,40,0
120021,4,9,bi,20,0
120021,2,3,stk,50,0
120021,2,2,sei,30,0
120021,2,1,stk,50,0
120021,1,10,sei,50,0
120021,1,8,bi,50,0
120022,1,5,stk,150,1
120022,1,4,stk,190,1
120022,1,3,stk,30,0
120022,1,2,stk,250,1
120022,2,4,stk,330,1
120022,1,7,gki,30,0
120022,2,3,stk,330,1
120022,2,2,gki,20,0
120022,2,10,stk,380,1
120022,3,1,tei,40,0
120022,3,2,vbe,200,1
120022,3,3,stk,20,0
120022,3,4,vbe,20,0
120022,3,5,gki,20,0
120022,3,6,bah,170,1
120022,3,7,stk,50,0
120022,3,8,stk,400,1
120022,3,9,stk,300,1
120022,3,10,stk,410,1
120022,4,1,gki,20,0
120022,4,2,tei,20,0
120022,4,3,tei,50,0
120022,4,4,gki,20,0
120022,4,5,tei,20,0
120022,4,6,tei,20,0
120022,4,7,tei,20,0
120022,4,8,tei,40,0
120022,4,9,tei,20,0
120022,4,10,gki,30,0
120022,1,1,stk,130,1
120022,2,1,tei,60,0
120022,1,9,bah,30,0
120022,1,8,gki,30,0
120022,1,10,gki,30,0
120022,2,9,gki,30,0
120022,2,8,tei,30,0
120022,2,7,vbe,140,1
120022,2,6,gki,30,0
120022,2,5,stk,320,1
120022,1,6,gki,40,0
120024,4,6,stk,180,1
120024,1,1,sei,30,0
120024,1,2,sei,20,0
120024,1,3,vbe,20,0
120024,1,4,vbe,40,0
120024,1,5,vbe,40,0
120024,1,6,stk,140,1
120024,1,7,stk,200,1
120024,1,8,rbu,30,0
120024,1,9,sei,60,0
120024,1,10,stk,430,1
120024,2,1,stk,130,1
120024,2,2,sei,20,0
120024,2,3,stk,70,0
120024,2,4,stk,100,0
120024,2,5,stk,120,0
120024,2,6,stk,30,0
120024,2,7,sei,20,0
120024,2,8,stk,90,0
120024,2,9,sei,20,0
120024,2,10,stk,180,1
120024,3,1,stk,350,1
120024,3,2,stk,260,1
120024,3,3,stk,170,1
120024,3,4,stk,180,1
120024,3,5,stk,140,1
120024,3,6,stk,120,0
120024,3,7,slb,220,1
120024,3,8,vbe,40,0
120024,3,9,sei,700,3
120024,3,10,sei,350,2
120024,4,1,sei,20,0
120024,4,2,stk,100,0
120024,4,3,sei,30,0
120024,4,4,sei,40,0
120024,4,5,bi,50,0
120024,4,7,stk,240,1
120024,4,8,stk,160,1
120024,4,9,stk,80,0
120024,4,10,stk,560,1
120025,2,6,vbe,40,0
120025,2,7,vbe,30,0
120025,2,8,vbe,30,0
120025,2,9,vbe,40,0
120025,2,10,vbe,30,0
120025,3,1,gki,20,0
120025,3,2,stk,40,0
120025,3,3,sei,40,0
120025,3,4,sei,40,0
120025,3,5,bi,50,0
120025,3,6,sei,30,0
120025,1,5,slb,190,1
120025,1,4,slb,220,1
120025,1,3,slb,140,1
120025,1,2,slb,50,0
120025,1,1,gki,30,0
120025,3,7,sei,30,0
120025,3,8,sei,30,0
120025,4,1,gki,20,0
120025,4,2,gki,40,0
120025,4,3,gki,20,0
120025,4,4,bi,120,0
120025,4,5,sei,20,0
120025,4,6,sei,20,0
120025,4,7,gki,40,0
120025,4,8,slb,40,0
120025,4,9,slb,50,0
120025,4,10,gki,30,0
120025,1,6,slb,90,0
120025,1,7,slb,280,1
120025,1,8,slb,270,1
120025,1,9,slb,120,0
120025,1,10,slb,240,1
120025,2,1,vbe,30,0
120025,2,2,vbe,20,0
120025,2,3,vbe,30,0
120025,2,4,vbe,30,0
120025,2,5,vbe,30,0
120026,2,8,hbu,520,1
120026,2,7,hbu,490,1
120026,2,6,slb,50,0
120026,2,5,slb,30,0
120026,2,4,slb,30,0
120026,2,3,slb,30,0
120026,2,2,hbu,210,1
120026,2,1,slb,150,1
120026,1,10,slb,170,1
120026,1,9,slb,80,0
120026,1,8,bah,50,0
120026,1,7,bah,60,0
120026,1,6,bah,140,1
120026,2,9,hbu,530,1
120026,1,5,bah,30,0
120026,1,4,slb,90,0
120026,1,3,bah,140,1
120026,1,2,bah,20,0
120026,1,1,bah,30,0
120026,4,10,slb,240,1
120026,4,9,bah,70,0
120026,4,8,bah,20,0
120026,4,7,bah,100,0
120026,4,6,bah,120,0
120026,4,5,slb,30,0
120026,4,4,bah,50,0
120026,4,3,bah,60,0
120026,4,2,bah,20,0
120026,4,1,slb,50,0
120026,2,10,hbu,600,1
120027,4,6,rob,230,1
120027,4,7,rob,290,1
120027,4,9,rob,150,1
120027,4,8,rob,160,1
120027,4,10,rob,90,0
120027,1,1,-9,-9,-9
120027,4,1,vbe,20,0
120027,4,2,vbe,20,0
120027,4,3,vbe,20,0
120027,4,4,vbe,40,0
120027,4,5,vbe,60,0
120027,3,2,rob,320,1
120027,3,1,rob,200,1
120029,4,10,vbe,30,0
120029,4,5,sei,50,0
120029,4,6,vbe,50,0
120029,4,7,vbe,30,0
120029,4,8,vbe,60,0
120029,4,9,vbe,50,0
120029,4,1,slb,40,0
120029,4,2,sei,20,0
120029,3,10,vbe,80,0
120029,3,9,vbe,70,0
120029,3,8,vbe,60,0
120029,3,7,sei,20,0
120029,3,6,sei,20,0
120029,3,5,sei,20,0
120029,3,4,sei,20,0
120029,3,3,sei,20,0
120029,3,2,sei,30,0
120029,3,1,sei,20,0
120029,2,10,slb,80,0
120029,2,9,slb,140,1
120029,2,8,slb,50,0
120029,2,7,slb,150,1
120029,2,6,slb,110,0
120029,2,5,slb,70,0
120029,1,1,vbe,40,0
120029,1,2,vbe,30,0
120029,1,3,sei,30,0
120029,1,4,sei,60,0
120029,1,5,sei,20,0
120029,1,6,sei,20,0
120029,1,7,sei,30,0
120029,1,8,vbe,20,0
120029,1,9,sei,30,0
120029,1,10,sei,20,0
120029,2,1,vbe,70,0
120029,2,2,vbe,50,0
120029,2,3,sei,20,0
120029,2,4,sei,50,0
120029,4,3,sei,40,0
120029,4,4,sei,30,0
120030,4,8,gki,20,0
120030,4,9,gki,20,0
120030,4,3,sei,20,0
120030,4,2,sei,20,0
120030,4,1,gki,20,0
120030,3,6,sei,20,0
120030,3,5,sei,30,0
120030,3,4,stk,20,0
120030,3,3,gki,30,0
120030,3,2,sei,30,0
120030,3,1,sei,20,0
120030,2,10,gki,600,3
120030,2,9,gki,20,0
120030,2,8,sei,20,0
120030,2,7,sei,30,0
120030,2,6,sei,30,0
120030,2,5,sei,20,0
120030,2,4,gki,20,0
120030,2,3,sei,20,0
120030,2,2,sei,50,0
120030,2,1,sei,30,0
120030,1,10,sei,20,0
120030,4,4,sei,20,0
120030,1,9,sei,30,0
120030,1,8,bi,30,0
120030,1,7,sei,20,0
120030,1,6,gki,20,0
120030,1,5,vbe,20,0
120030,1,4,bi,20,0
120030,1,3,vbe,30,0
120030,1,2,gki,20,0
120030,1,1,gki,20,0
120030,4,7,gki,20,0
120030,4,10,gki,20,0
120030,4,5,gki,20,0
120030,4,6,gki,20,0
120031,4,2,rob,50,0
120031,4,10,rob,90,0
120031,4,9,rob,80,0
120031,4,8,rob,140,1
120031,4,7,vbe,50,0
120031,4,6,rob,130,1
120031,4,5,rob,100,0
120031,4,4,rob,60,0
120031,4,3,rob,30,0
120031,4,1,rob,100,0
120031,3,2,sei,20,0
120031,3,1,bi,20,0
120031,2,4,bi,20,0
120031,2,3,sei,20,0
120031,2,2,vbe,30,0
120031,2,1,bi,50,0
120031,1,10,rob,30,0
120031,1,9,rob,30,0
120031,1,8,rob,30,0
120031,1,7,rob,30,0
120031,1,6,rob,40,0
120031,1,5,rob,20,0
120031,1,4,rob,50,0
120031,1,3,rob,30,0
120031,1,2,rob,50,0
120031,1,1,rob,130,1
120032,2,3,gki,40,0
120032,2,10,gki,60,0
120032,2,9,gki,40,0
120032,2,8,gki,80,0
120032,2,7,gki,70,0
120032,1,4,gki,140,1
120032,1,5,gki,80,0
120032,1,6,gki,60,0
120032,1,7,gki,300,1
120032,1,8,gki,180,1
120032,1,9,gki,30,0
120032,1,10,gki,40,0
120032,2,1,gki,160,1
120032,2,2,gki,140,1
120032,3,1,gki,140,1
120032,2,4,gki,20,0
120032,1,1,gki,210,1
120032,1,2,gki,210,1
120032,1,3,gki,190,1
120032,4,2,gki,160,1
120032,4,1,dgl,490,3
120032,4,10,gki,130,1
120032,2,5,gki,60,0
120032,2,6,gki,60,0
120032,3,10,gki,200,1
120032,3,9,gki,240,1
120032,3,8,gki,100,0
120032,3,7,gki,70,0
120032,3,6,gki,60,0
120032,3,5,gki,90,0
120032,3,4,gki,230,1
120032,3,3,gki,30,0
120032,3,2,gki,40,0
120032,4,8,gki,50,0
120032,4,7,gki,20,0
120032,4,6,gki,160,1
120032,4,5,gki,80,0
120032,4,4,gki,190,1
120032,4,3,gki,200,1
120032,4,9,gki,200,1
120034,1,3,bi,640,1
120034,1,1,bi,170,1
120034,1,4,bi,850,1
120034,2,1,bi,410,1
120034,2,2,bi,280,1
120034,1,2,bi,450,1
120036,3,1,bi,140,1
120037,2,1,sei,20,0
120037,1,1,bi,50,0
120037,1,2,sei,30,0
120037,3,1,sei,30,0
120037,4,1,sei,20,0
120037,4,2,sei,30,0
120037,4,3,rbu,20,0
120038,2,2,sei,20,0
120038,3,1,sei,20,0
120038,2,1,sei,20,0
120039,3,4,bi,290,1
120039,3,5,gki,530,2
120039,3,3,gki,470,2
120039,3,2,bi,210,1
120039,3,1,gki,190,1
120040,3,2,bi,200,1
120040,4,1,bi,260,1
120040,1,1,bi,40,0
120040,3,1,bi,170,1
120042,3,1,vbe,20,0
120044,3,1,gki,20,0
120044,2,1,ei,30,0
120044,4,3,gki,20,0
120044,3,2,gki,20,0
120044,4,2,gki,30,0
120044,4,1,gki,20,0
120045,3,7,gki,20,0
120045,3,8,gki,20,0
120045,3,9,gki,20,0
120045,3,10,gki,20,0
120045,4,1,gki,20,0
120045,4,2,gki,20,0
120045,4,4,gki,20,0
120045,4,5,gki,20,0
120045,2,5,gki,30,0
120045,2,4,gki,20,0
120045,2,3,gki,20,0
120045,2,2,gki,20,0
120045,2,1,gki,20,0
120045,1,10,gki,20,0
120045,1,9,gki,20,0
120045,4,3,ei,20,0
120045,2,6,gki,20,0
120045,2,7,gki,20,0
120045,2,8,gki,20,0
120045,2,9,gki,20,0
120045,3,1,gki,20,0
120045,3,2,gki,20,0
120045,3,3,gki,20,0
120045,3,4,gki,20,0
120045,3,5,gki,20,0
120045,3,6,gki,20,0
120045,1,8,gki,30,0
120045,1,7,gki,20,0
120045,1,6,gki,20,0
120045,1,5,gki,20,0
120045,1,4,gki,20,0
120045,1,1,gki,20,0
120045,1,2,gki,20,0
120045,1,3,gki,20,0
120046,1,1,bi,320,1
120047,4,10,ah,20,0
120047,4,9,ei,20,0
120047,4,8,stk,50,0
120047,4,7,stk,100,0
120047,4,6,stk,120,0
120047,4,5,vbe,30,0
120047,1,6,stk,160,1
120047,1,5,stk,130,1
120047,1,4,ei,20,0
120047,1,3,ei,30,0
120047,4,3,vbe,30,0
120047,1,1,stk,40,0
120047,1,2,stk,110,0
120047,3,10,stk,380,1
120047,4,4,vbe,40,0
120047,4,1,stk,40,0
120047,4,2,ah,20,0
120047,1,10,stk,230,1
120047,2,1,vbe,20,0
120047,2,2,ah,20,0
120047,2,3,vbe,20,0
120047,2,4,ah,20,0
120047,2,5,ah,20,0
120047,2,6,vbe,40,0
120047,2,7,vbe,20,0
120047,2,8,vbe,20,0
120047,2,9,bi,630,3
120047,2,10,gki,470,3
120047,3,1,ah,90,0
120047,3,2,ei,30,0
120047,3,3,ei,20,0
120047,3,4,stk,80,0
120047,1,9,stk,210,1
120047,1,8,stk,180,1
120047,1,7,stk,130,1
120047,3,6,ah,30,0
120047,3,7,stk,20,0
120047,3,8,stk,370,1
120047,3,9,gki,470,1
120047,3,5,stk,30,0
120049,4,1,rbu,210,1
120049,3,10,rbu,130,1
120049,3,9,rbu,30,0
120049,3,8,rbu,50,0
120049,3,7,rbu,120,0
120049,3,6,rbu,220,1
120049,3,5,rbu,280,1
120049,3,4,rbu,20,0
120049,3,3,rbu,20,0
120049,3,2,rbu,30,0
120049,3,1,rbu,20,0
120049,2,10,rbu,340,1
120049,2,9,rbu,330,1
120049,2,8,rbu,440,1
120049,2,7,rbu,470,1
120049,2,6,rbu,290,1
120049,2,5,rbu,20,0
120049,2,4,rbu,40,0
120049,2,3,rbu,70,0
120049,2,2,rbu,20,0
120049,2,1,rbu,60,0
120049,1,10,rbu,410,1
120049,1,9,rbu,350,1
120049,1,8,rbu,410,1
120049,1,7,rbu,350,1
120049,1,6,rbu,420,1
120049,1,5,rbu,210,1
120049,1,4,rbu,460,1
120049,1,3,rbu,270,1
120049,1,2,rbu,250,1
120049,1,1,rbu,350,1
120049,4,10,rbu,50,0
120049,4,9,rbu,30,0
120049,4,8,rbu,70,0
120049,4,7,rbu,60,0
120049,4,6,rbu,20,0
120049,4,5,rbu,50,0
120049,4,4,rbu,160,1
120049,4,3,rbu,130,1
120049,4,2,rbu,180,1
120052,4,2,rbu,50,0
120052,3,2,rbu,50,0
120052,4,10,rbu,30,0
120052,2,9,rbu,30,0
120052,2,8,rbu,20,0
120052,2,7,rbu,20,0
120052,2,6,rbu,40,0
120052,2,5,rbu,30,0
120052,2,4,rbu,30,0
120052,2,3,rbu,30,0
120052,2,2,rbu,20,0
120052,2,1,rbu,30,0
120052,1,10,rbu,50,0
120052,1,9,rbu,40,0
120052,4,3,rbu,20,0
120052,4,4,rbu,100,0
120052,4,5,rbu,30,0
120052,4,6,rbu,30,0
120052,4,7,rbu,50,0
120052,4,8,rbu,40,0
120052,4,9,rbu,40,0
120052,1,8,rbu,40,0
120052,1,7,rbu,50,0
120052,1,6,rbu,60,0
120052,1,5,rbu,80,0
120052,1,4,rbu,70,0
120052,1,3,rbu,30,0
120052,1,2,rbu,120,0
120052,1,1,rbu,30,0
120052,3,1,rbu,70,0
120052,2,10,rbu,20,0
120052,3,3,rbu,20,0
120052,3,4,rbu,30,0
120052,3,5,rbu,70,0
