bfhnr;bart;N-Gehalt [g/kg];Moor oder nicht;;;;;;;;
120046;Gewoehnliche Kiefer;15,9;nicht Moor;;;;;;;;
120047;Gewoehnliche Kiefer;19,2;nicht Moor;;;;;;;;
120047;Gewoehnliche Kiefer;18,7;nicht Moor;;;;;;;;
120048;Gewoehnliche Kiefer;18,8;nicht Moor;;;;;;;;
120048;Gewoehnliche Kiefer;17,7;nicht Moor;;;;;;;;
120048;Gewoehnliche Kiefer;17,8;nicht Moor;;;;;;;;
120050;Gewoehnliche Kiefer;14,4;nicht Moor;;;;;;;;
120050;Gewoehnliche Kiefer;14,9;nicht Moor;;;;;;;;
120054;Gewoehnliche Kiefer;16,6;nicht Moor;;;;;;;;
120054;Gewoehnliche Kiefer;16,3;nicht Moor;;;;;;;;
120055;Gewoehnliche Kiefer;14,8;nicht Moor;;;;;;;;
120055;Gewoehnliche Kiefer;13,6;nicht Moor;;;;;;;;
120057;Gewoehnliche Kiefer;17,9;nicht Moor;;;;;;;;
120057;Gewoehnliche Kiefer;17,4;nicht Moor;;;;;;;;
120057;Gewoehnliche Kiefer;16;nicht Moor;;;;;;;;
120058;Gewoehnliche Kiefer;18,2;nicht Moor;;;;;;;;
120058;Gewoehnliche Kiefer;18,8;nicht Moor;;;;;;;;
120059;Gewoehnliche Kiefer;17,8;nicht Moor;;;;;;;;
120059;Gewoehnliche Kiefer;18;nicht Moor;;;;;;;;
120061;Gewoehnliche Kiefer;15;nicht Moor;;;;;;;;
120061;Gewoehnliche Kiefer;14,5;nicht Moor;;;;;;;;
120061;Gewoehnliche Kiefer;14,1;nicht Moor;;;;;;;;
120062;Gewoehnliche Kiefer;17,2;nicht Moor;;;;;;;;
120062;Gewoehnliche Kiefer;16,6;nicht Moor;;;;;;;;
120066;Gewoehnliche Kiefer;15,4;nicht Moor;;;;;;;;
120066;Gewoehnliche Kiefer;15,8;nicht Moor;;;;;;;;
120067;Gewoehnliche Kiefer;16,5;nicht Moor;;;;;;;;
120067;Gewoehnliche Kiefer;16,1;nicht Moor;;;;;;;;
120067;Gewoehnliche Kiefer;14,2;nicht Moor;;;;;;;;
120069;Gewoehnliche Kiefer;17,8;nicht Moor;;;;;;;;
120069;Gewoehnliche Kiefer;17;nicht Moor;;;;;;;;
120070;Gewoehnliche Kiefer;15,1;nicht Moor;;;;;;;;
120070;Gewoehnliche Kiefer;15,1;nicht Moor;;;;;;;;
120070;Gewoehnliche Kiefer;13,9;nicht Moor;;;;;;;;
120073;Gewoehnliche Kiefer;15,1;nicht Moor;;;;;;;;
120073;Gewoehnliche Kiefer;16,1;nicht Moor;;;;;;;;
120074;Gewoehnliche Kiefer;15,5;nicht Moor;;;;;;;;
120074;Gewoehnliche Kiefer;15,3;nicht Moor;;;;;;;;
120074;Gewoehnliche Kiefer;14,5;nicht Moor;;;;;;;;
120075;Gewoehnliche Kiefer;15,8;nicht Moor;;;;;;;;
120075;Gewoehnliche Kiefer;14,8;nicht Moor;;;;;;;;
120076;Gewoehnliche Kiefer;15,6;nicht Moor;;;;;;;;
120076;Gewoehnliche Kiefer;15,4;nicht Moor;;;;;;;;
120078;Gewoehnliche Kiefer;15,5;nicht Moor;;;;;;;;
120078;Gewoehnliche Kiefer;14,9;nicht Moor;;;;;;;;
120079;Gewoehnliche Kiefer;15,9;nicht Moor;;;;;;;;
120079;Gewoehnliche Kiefer;15,4;nicht Moor;;;;;;;;
120079;Gewoehnliche Kiefer;13,7;nicht Moor;;;;;;;;
120081;Gewoehnliche Kiefer;14,8;nicht Moor;;;;;;;;
120081;Gewoehnliche Kiefer;16,2;nicht Moor;;;;;;;;
120081;Gewoehnliche Kiefer;14,7;nicht Moor;;;;;;;;
120083;Gewoehnliche Kiefer;18,4;nicht Moor;;;;;;;;
120083;Gewoehnliche Kiefer;18,1;nicht Moor;;;;;;;;
120083;Gewoehnliche Kiefer;16,3;nicht Moor;;;;;;;;
120086;Gewoehnliche Kiefer;15,5;nicht Moor;;;;;;;;
120086;Gewoehnliche Kiefer;16,4;nicht Moor;;;;;;;;
120088;Gewoehnliche Kiefer;15;nicht Moor;;;;;;;;
120088;Gewoehnliche Kiefer;14,6;nicht Moor;;;;;;;;
120089;Gewoehnliche Kiefer;16,7;nicht Moor;;;;;;;;
120089;Gewoehnliche Kiefer;16,1;nicht Moor;;;;;;;;
120089;Gewoehnliche Kiefer;14,1;nicht Moor;;;;;;;;
120091;Gewoehnliche Kiefer;18,6;nicht Moor;;;;;;;;
120091;Gewoehnliche Kiefer;17,6;nicht Moor;;;;;;;;
120092;Gewoehnliche Kiefer;16,3;nicht Moor;;;;;;;;
120092;Gewoehnliche Kiefer;16,2;nicht Moor;;;;;;;;
120092;Gewoehnliche Kiefer;14,3;nicht Moor;;;;;;;;
120093;Gewoehnliche Kiefer;16,5;nicht Moor;;;;;;;;
120093;Gewoehnliche Kiefer;15,2;nicht Moor;;;;;;;;
120093;Gewoehnliche Kiefer;13,4;nicht Moor;;;;;;;;
120095;Gewoehnliche Kiefer;17,1;nicht Moor;;;;;;;;
120095;Gewoehnliche Kiefer;15,9;nicht Moor;;;;;;;;
120096;Gewoehnliche Kiefer;15,2;nicht Moor;;;;;;;;
120096;Gewoehnliche Kiefer;15,4;nicht Moor;;;;;;;;
120100;Gewoehnliche Kiefer;14,8;nicht Moor;;;;;;;;
120100;Gewoehnliche Kiefer;13,5;nicht Moor;;;;;;;;
120101;Gewoehnliche Kiefer;16,6;nicht Moor;;;;;;;;
120101;Gewoehnliche Kiefer;15,8;nicht Moor;;;;;;;;
120102;Gewoehnliche Kiefer;12,4;nicht Moor;;;;;;;;
120102;Gewoehnliche Kiefer;12,1;nicht Moor;;;;;;;;
120103;Gewoehnliche Kiefer;13,5;nicht Moor;;;;;;;;
120103;Gewoehnliche Kiefer;14,6;nicht Moor;;;;;;;;
120103;Gewoehnliche Kiefer;12,7;nicht Moor;;;;;;;;
120105;Gewoehnliche Kiefer;14,3;nicht Moor;;;;;;;;
120105;Gewoehnliche Kiefer;16,4;nicht Moor;;;;;;;;
120105;Gewoehnliche Kiefer;14,2;nicht Moor;;;;;;;;
120107;Gewoehnliche Kiefer;14,7;nicht Moor;;;;;;;;
120107;Gewoehnliche Kiefer;15,2;nicht Moor;;;;;;;;
120107;Gewoehnliche Kiefer;13,2;nicht Moor;;;;;;;;
120109;Gewoehnliche Kiefer;14,7;nicht Moor;;;;;;;;
120109;Gewoehnliche Kiefer;14,2;nicht Moor;;;;;;;;
120111;Gewoehnliche Kiefer;16,1;nicht Moor;;;;;;;;
120111;Gewoehnliche Kiefer;15,7;nicht Moor;;;;;;;;
120111;Gewoehnliche Kiefer;12,3;nicht Moor;;;;;;;;
120112;Gewoehnliche Kiefer;16,4;nicht Moor;;;;;;;;
120112;Gewoehnliche Kiefer;15,2;nicht Moor;;;;;;;;
120113;Gewoehnliche Kiefer;17,7;nicht Moor;;;;;;;;
120113;Gewoehnliche Kiefer;17,1;nicht Moor;;;;;;;;
120114;Gewoehnliche Kiefer;14,7;nicht Moor;;;;;;;;
120114;Gewoehnliche Kiefer;15,9;nicht Moor;;;;;;;;
120114;Gewoehnliche Kiefer;14,7;nicht Moor;;;;;;;;
120115;Gewoehnliche Kiefer;17,6;nicht Moor;;;;;;;;
120115;Gewoehnliche Kiefer;17,2;nicht Moor;;;;;;;;
120116;Gewoehnliche Kiefer;14,7;nicht Moor;;;;;;;;
120116;Gewoehnliche Kiefer;15;nicht Moor;;;;;;;;
120118;Gewoehnliche Kiefer;15,8;nicht Moor;;;;;;;;
120118;Gewoehnliche Kiefer;15,5;nicht Moor;;;;;;;;
120120;Gewoehnliche Kiefer;15,2;nicht Moor;;;;;;;;
120120;Gewoehnliche Kiefer;15,9;nicht Moor;;;;;;;;
120120;Gewoehnliche Kiefer;13,7;nicht Moor;;;;;;;;
120122;Gewoehnliche Kiefer;16,2;nicht Moor;;;;;;;;
120122;Gewoehnliche Kiefer;14,9;nicht Moor;;;;;;;;
120122;Gewoehnliche Kiefer;13,3;nicht Moor;;;;;;;;
120123;Gewoehnliche Kiefer;14,8;nicht Moor;;;;;;;;
120123;Gewoehnliche Kiefer;14,7;nicht Moor;;;;;;;;
120123;Gewoehnliche Kiefer;13,1;nicht Moor;;;;;;;;
120125;Gewoehnliche Kiefer;14,2;nicht Moor;;;;;;;;
120125;Gewoehnliche Kiefer;14;nicht Moor;;;;;;;;
120125;Gewoehnliche Kiefer;12,8;nicht Moor;;;;;;;;
120127;Gewoehnliche Kiefer;13,4;nicht Moor;;;;;;;;
120127;Gewoehnliche Kiefer;13,5;nicht Moor;;;;;;;;
120128;Gewoehnliche Kiefer;18,1;nicht Moor;;;;;;;;
120128;Gewoehnliche Kiefer;18;nicht Moor;;;;;;;;
120128;Gewoehnliche Kiefer;16,2;nicht Moor;;;;;;;;
120129;Gewoehnliche Kiefer;16;nicht Moor;;;;;;;;
120129;Gewoehnliche Kiefer;15,7;nicht Moor;;;;;;;;
120129;Gewoehnliche Kiefer;13,6;nicht Moor;;;;;;;;
120130;Gewoehnliche Kiefer;12;nicht Moor;;;;;;;;
120130;Gewoehnliche Kiefer;12,1;nicht Moor;;;;;;;;
120131;Gewoehnliche Kiefer;15,6;nicht Moor;;;;;;;;
120131;Gewoehnliche Kiefer;15,4;nicht Moor;;;;;;;;
120133;Gewoehnliche Kiefer;15,8;nicht Moor;;;;;;;;
120133;Gewoehnliche Kiefer;15,7;nicht Moor;;;;;;;;
120133;Gewoehnliche Kiefer;14,3;nicht Moor;;;;;;;;
120134;Gewoehnliche Kiefer;15,3;nicht Moor;;;;;;;;
120134;Gewoehnliche Kiefer;15,1;nicht Moor;;;;;;;;
120134;Gewoehnliche Kiefer;12,1;nicht Moor;;;;;;;;
120135;Gewoehnliche Kiefer;16,8;nicht Moor;;;;;;;;
120135;Gewoehnliche Kiefer;17,6;nicht Moor;;;;;;;;
120136;Gewoehnliche Kiefer;18,8;nicht Moor;;;;;;;;
120136;Gewoehnliche Kiefer;18,9;nicht Moor;;;;;;;;
120137;Gewoehnliche Kiefer;15,3;nicht Moor;;;;;;;;
120137;Gewoehnliche Kiefer;15,3;nicht Moor;;;;;;;;
120137;Gewoehnliche Kiefer;13,3;nicht Moor;;;;;;;;
120138;Gewoehnliche Kiefer;14,6;nicht Moor;;;;;;;;
120138;Gewoehnliche Kiefer;13,6;nicht Moor;;;;;;;;
120138;Gewoehnliche Kiefer;13,1;nicht Moor;;;;;;;;
120140;Gewoehnliche Kiefer;16,9;nicht Moor;;;;;;;;
120140;Gewoehnliche Kiefer;15,5;nicht Moor;;;;;;;;
120140;Gewoehnliche Kiefer;13,5;nicht Moor;;;;;;;;
120141;Gewoehnliche Kiefer;15,3;nicht Moor;;;;;;;;
120141;Gewoehnliche Kiefer;15,1;nicht Moor;;;;;;;;
120142;Gewoehnliche Kiefer;16,1;nicht Moor;;;;;;;;
120142;Gewoehnliche Kiefer;16,3;nicht Moor;;;;;;;;
120143;Gewoehnliche Kiefer;14,9;nicht Moor;;;;;;;;
120143;Gewoehnliche Kiefer;14,4;nicht Moor;;;;;;;;
120143;Gewoehnliche Kiefer;14;nicht Moor;;;;;;;;
120144;Gewoehnliche Kiefer;15,6;nicht Moor;;;;;;;;
120144;Gewoehnliche Kiefer;14,7;nicht Moor;;;;;;;;
120145;Gewoehnliche Kiefer;13,6;nicht Moor;;;;;;;;
120145;Gewoehnliche Kiefer;15,1;nicht Moor;;;;;;;;
120145;Gewoehnliche Kiefer;14,6;nicht Moor;;;;;;;;
120146;Gewoehnliche Kiefer;14,3;nicht Moor;;;;;;;;
120146;Gewoehnliche Kiefer;13,7;nicht Moor;;;;;;;;
120146;Gewoehnliche Kiefer;11,9;nicht Moor;;;;;;;;
120147;Gewoehnliche Kiefer;13,8;nicht Moor;;;;;;;;
120147;Gewoehnliche Kiefer;13,4;nicht Moor;;;;;;;;
120149;Gewoehnliche Kiefer;18,6;nicht Moor;;;;;;;;
120149;Gewoehnliche Kiefer;19,6;nicht Moor;;;;;;;;
120149;Gewoehnliche Kiefer;18;nicht Moor;;;;;;;;
120150;Gewoehnliche Kiefer;16,6;nicht Moor;;;;;;;;
120150;Gewoehnliche Kiefer;17,1;nicht Moor;;;;;;;;
120150;Gewoehnliche Kiefer;14,4;nicht Moor;;;;;;;;
120151;Gewoehnliche Kiefer;14,4;nicht Moor;;;;;;;;
120151;Gewoehnliche Kiefer;13,5;nicht Moor;;;;;;;;
120153;Gewoehnliche Kiefer;13,1;nicht Moor;;;;;;;;
120153;Gewoehnliche Kiefer;12,4;nicht Moor;;;;;;;;
120153;Gewoehnliche Kiefer;12;nicht Moor;;;;;;;;
120156;Gewoehnliche Kiefer;15,6;nicht Moor;;;;;;;;
120156;Gewoehnliche Kiefer;14,2;nicht Moor;;;;;;;;
130010;Gewoehnliche Kiefer;18,05;nicht Moor;;;;;;;;
130010;Gewoehnliche Kiefer;17,17;nicht Moor;;;;;;;;
130014;Gewoehnliche Kiefer;21,04;nicht Moor;;;;;;;;
130014;Gewoehnliche Kiefer;20,44;nicht Moor;;;;;;;;
130017;Gewoehnliche Fichte;16,22;nicht Moor;;;;;;;;
130017;Gewoehnliche Fichte;15,01;nicht Moor;;;;;;;;
130017;Gewoehnliche Kiefer;19;nicht Moor;;;;;;;;
130017;Gewoehnliche Kiefer;20,52;nicht Moor;;;;;;;;
130022;Gewoehnliche Kiefer;15,61;nicht Moor;;;;;;;;
130022;Gewoehnliche Kiefer;15,36;nicht Moor;;;;;;;;
130023;Gewoehnliche Kiefer;17,83;nicht Moor;;;;;;;;
130023;Gewoehnliche Kiefer;18,3;nicht Moor;;;;;;;;
130026;Gewoehnliche Kiefer;19,04;nicht Moor;;;;;;;;
130026;Gewoehnliche Kiefer;16,63;nicht Moor;;;;;;;;
130027;Gewoehnliche Kiefer;16,98;nicht Moor;;;;;;;;
130027;Gewoehnliche Kiefer;17,27;nicht Moor;;;;;;;;
130028;Gewoehnliche Kiefer;19,79;nicht Moor;;;;;;;;
130028;Gewoehnliche Kiefer;20,56;nicht Moor;;;;;;;;
130029;Gewoehnliche Kiefer;14,33;nicht Moor;;;;;;;;
130029;Gewoehnliche Kiefer;15,04;nicht Moor;;;;;;;;
130032;Gewoehnliche Kiefer;17,55;nicht Moor;;;;;;;;
130032;Gewoehnliche Kiefer;16,49;nicht Moor;;;;;;;;
130033;Gewoehnliche Kiefer;15,79;nicht Moor;;;;;;;;
130033;Gewoehnliche Kiefer;16,09;nicht Moor;;;;;;;;
130036;Gewoehnliche Kiefer;18,05;nicht Moor;;;;;;;;
130036;Gewoehnliche Kiefer;17,87;nicht Moor;;;;;;;;
130037;Gewoehnliche Kiefer;20,4;nicht Moor;;;;;;;;
130037;Gewoehnliche Kiefer;19,94;nicht Moor;;;;;;;;
130039;Gewoehnliche Kiefer;16,77;nicht Moor;;;;;;;;
130039;Gewoehnliche Kiefer;16,98;nicht Moor;;;;;;;;
130042;Gewoehnliche Kiefer;18,19;nicht Moor;;;;;;;;
130042;Gewoehnliche Kiefer;17,51;nicht Moor;;;;;;;;
130044;Gewoehnliche Kiefer;17,85;nicht Moor;;;;;;;;
130044;Gewoehnliche Kiefer;18,34;nicht Moor;;;;;;;;
130046;Gewoehnliche Kiefer;16,44;nicht Moor;;;;;;;;
130046;Gewoehnliche Kiefer;16,81;nicht Moor;;;;;;;;
130047;Gewoehnliche Kiefer;17,68;nicht Moor;;;;;;;;
130047;Gewoehnliche Kiefer;18,64;nicht Moor;;;;;;;;
130048;Gewoehnliche Kiefer;17,41;nicht Moor;;;;;;;;
130048;Gewoehnliche Kiefer;17,36;nicht Moor;;;;;;;;
130051;Gewoehnliche Kiefer;19,96;nicht Moor;;;;;;;;
130051;Gewoehnliche Kiefer;18,8;nicht Moor;;;;;;;;
130052;Gewoehnliche Kiefer;19,71;nicht Moor;;;;;;;;
130052;Gewoehnliche Kiefer;19,51;nicht Moor;;;;;;;;
130059;Gewoehnliche Kiefer;19,79;nicht Moor;;;;;;;;
130059;Gewoehnliche Kiefer;19,86;nicht Moor;;;;;;;;
130060;Gewoehnliche Kiefer;17,22;nicht Moor;;;;;;;;
130060;Gewoehnliche Kiefer;16,99;nicht Moor;;;;;;;;
130061;Gewoehnliche Kiefer;19,85;nicht Moor;;;;;;;;
130061;Gewoehnliche Kiefer;18,37;nicht Moor;;;;;;;;
130064;Gewoehnliche Kiefer;17,63;nicht Moor;;;;;;;;
130064;Gewoehnliche Kiefer;17,5;nicht Moor;;;;;;;;
130068;Gewoehnliche Kiefer;16,43;nicht Moor;;;;;;;;
130068;Gewoehnliche Kiefer;15,25;nicht Moor;;;;;;;;
140001;Gewoehnliche Kiefer;18,89;nicht Moor;;;;;;;;
140001;Gewoehnliche Kiefer;19,89;nicht Moor;;;;;;;;
140003;Gewoehnliche Fichte;14,91;nicht Moor;;;;;;;;
140003;Gewoehnliche Fichte;13,32;nicht Moor;;;;;;;;
140003;Gewoehnliche Fichte;11,67;nicht Moor;;;;;;;;
140003;Gewoehnliche Kiefer;15,57;nicht Moor;;;;;;;;
140003;Gewoehnliche Kiefer;16,42;nicht Moor;;;;;;;;
140004;Gewoehnliche Fichte;15,43;nicht Moor;;;;;;;;
140004;Gewoehnliche Fichte;14,01;nicht Moor;;;;;;;;
140004;Gewoehnliche Fichte;14,02;nicht Moor;;;;;;;;
140005;Gewoehnliche Fichte;15,11;nicht Moor;;;;;;;;
140005;Gewoehnliche Fichte;12,58;nicht Moor;;;;;;;;
140005;Gewoehnliche Fichte;11,1;nicht Moor;;;;;;;;
140006;Gewoehnliche Kiefer;16,49;nicht Moor;;;;;;;;
140006;Gewoehnliche Kiefer;15,13;nicht Moor;;;;;;;;
140006;Gewoehnliche Kiefer;13,38;nicht Moor;;;;;;;;
140007;Gewoehnliche Kiefer;18,86;nicht Moor;;;;;;;;
140007;Gewoehnliche Kiefer;17,85;nicht Moor;;;;;;;;
140008;Gewoehnliche Kiefer;15,24;nicht Moor;;;;;;;;
140008;Gewoehnliche Kiefer;15,73;nicht Moor;;;;;;;;
140008;Gewoehnliche Kiefer;13,42;nicht Moor;;;;;;;;
140009;Gewoehnliche Kiefer;15,59;nicht Moor;;;;;;;;
140009;Gewoehnliche Kiefer;16,52;nicht Moor;;;;;;;;
140009;Gewoehnliche Kiefer;14,58;nicht Moor;;;;;;;;
140011;Gewoehnliche Kiefer;15,88;nicht Moor;;;;;;;;
140011;Gewoehnliche Kiefer;18,42;nicht Moor;;;;;;;;
140011;Gewoehnliche Kiefer;17,23;nicht Moor;;;;;;;;
140012;Gewoehnliche Kiefer;15,88;nicht Moor;;;;;;;;
140012;Gewoehnliche Kiefer;16,27;nicht Moor;;;;;;;;
140013;Gewoehnliche Kiefer;14,02;nicht Moor;;;;;;;;
140013;Gewoehnliche Kiefer;14;nicht Moor;;;;;;;;
140013;Gewoehnliche Kiefer;12,51;nicht Moor;;;;;;;;
140014;Gewoehnliche Kiefer;13,94;nicht Moor;;;;;;;;
140014;Gewoehnliche Kiefer;14,7;nicht Moor;;;;;;;;
140014;Gewoehnliche Kiefer;11,8;nicht Moor;;;;;;;;
140015;Gewoehnliche Kiefer;14,81;nicht Moor;;;;;;;;
140015;Gewoehnliche Kiefer;15,23;nicht Moor;;;;;;;;
140015;Gewoehnliche Kiefer;12,9;nicht Moor;;;;;;;;
140016;Gewoehnliche Kiefer;14,44;nicht Moor;;;;;;;;
140016;Gewoehnliche Kiefer;15,93;nicht Moor;;;;;;;;
140016;Gewoehnliche Kiefer;14,12;nicht Moor;;;;;;;;
140017;Gewoehnliche Fichte;13,75;nicht Moor;;;;;;;;
140017;Gewoehnliche Fichte;12,42;nicht Moor;;;;;;;;
140017;Gewoehnliche Fichte;12,06;nicht Moor;;;;;;;;
140017;Gewoehnliche Kiefer;15,76;nicht Moor;;;;;;;;
140017;Gewoehnliche Kiefer;15,1;nicht Moor;;;;;;;;
140018;Gewoehnliche Fichte;17,19;nicht Moor;;;;;;;;
140018;Gewoehnliche Fichte;15,26;nicht Moor;;;;;;;;
140018;Gewoehnliche Fichte;13,91;nicht Moor;;;;;;;;
140018;Gewoehnliche Kiefer;17,11;nicht Moor;;;;;;;;
140018;Gewoehnliche Kiefer;18,4;nicht Moor;;;;;;;;
140018;Gewoehnliche Kiefer;15,03;nicht Moor;;;;;;;;
140020;Gewoehnliche Kiefer;14,87;nicht Moor;;;;;;;;
140020;Gewoehnliche Kiefer;14,57;nicht Moor;;;;;;;;
140021;Gewoehnliche Kiefer;14,08;nicht Moor;;;;;;;;
140021;Gewoehnliche Kiefer;14,38;nicht Moor;;;;;;;;
140021;Gewoehnliche Kiefer;16,07;nicht Moor;;;;;;;;
140024;Gewoehnliche Kiefer;18,15;nicht Moor;;;;;;;;
140024;Gewoehnliche Kiefer;16,92;nicht Moor;;;;;;;;
140024;Gewoehnliche Kiefer;15,11;nicht Moor;;;;;;;;
140025;Gewoehnliche Kiefer;17,19;nicht Moor;;;;;;;;
140025;Gewoehnliche Kiefer;16;nicht Moor;;;;;;;;
140027;Gewoehnliche Fichte;15,19;nicht Moor;;;;;;;;
140027;Gewoehnliche Fichte;14,28;nicht Moor;;;;;;;;
140027;Gewoehnliche Fichte;12,11;nicht Moor;;;;;;;;
140029;Gewoehnliche Fichte;15,76;nicht Moor;;;;;;;;
140029;Gewoehnliche Fichte;16,56;nicht Moor;;;;;;;;
140029;Gewoehnliche Fichte;13,7;nicht Moor;;;;;;;;
140030;Gewoehnliche Kiefer;16,73;nicht Moor;;;;;;;;
140030;Gewoehnliche Kiefer;18,94;nicht Moor;;;;;;;;
140030;Gewoehnliche Kiefer;17,57;nicht Moor;;;;;;;;
140031;Gewoehnliche Fichte;15,59;nicht Moor;;;;;;;;
140031;Gewoehnliche Fichte;16,77;nicht Moor;;;;;;;;
140031;Gewoehnliche Fichte;16,17;nicht Moor;;;;;;;;
140032;Gewoehnliche Fichte;15,59;nicht Moor;;;;;;;;
140032;Gewoehnliche Fichte;14,51;nicht Moor;;;;;;;;
140032;Gewoehnliche Fichte;12,94;nicht Moor;;;;;;;;
140033;Gewoehnliche Fichte;13,1;nicht Moor;;;;;;;;
140033;Gewoehnliche Fichte;12,45;nicht Moor;;;;;;;;
140033;Gewoehnliche Fichte;11,6;nicht Moor;;;;;;;;
140034;Gewoehnliche Fichte;17,62;nicht Moor;;;;;;;;
140034;Gewoehnliche Fichte;16,03;nicht Moor;;;;;;;;
140034;Gewoehnliche Fichte;15,49;nicht Moor;;;;;;;;
140035;Gewoehnliche Fichte;16,67;nicht Moor;;;;;;;;
140035;Gewoehnliche Fichte;15,6;nicht Moor;;;;;;;;
140035;Gewoehnliche Fichte;14,08;nicht Moor;;;;;;;;
140036;Gewoehnliche Fichte;14,91;nicht Moor;;;;;;;;
140036;Gewoehnliche Fichte;13,71;nicht Moor;;;;;;;;
140036;Gewoehnliche Fichte;11,58;nicht Moor;;;;;;;;
140037;Gewoehnliche Fichte;16,96;nicht Moor;;;;;;;;
140037;Gewoehnliche Fichte;15,15;nicht Moor;;;;;;;;
140037;Gewoehnliche Fichte;13,66;nicht Moor;;;;;;;;
140038;Gewoehnliche Fichte;15,65;nicht Moor;;;;;;;;
140038;Gewoehnliche Fichte;16,46;nicht Moor;;;;;;;;
140038;Gewoehnliche Fichte;13,73;nicht Moor;;;;;;;;
140039;Gewoehnliche Fichte;15,1;nicht Moor;;;;;;;;
140039;Gewoehnliche Fichte;13,56;nicht Moor;;;;;;;;
140039;Gewoehnliche Fichte;11,57;nicht Moor;;;;;;;;
140040;Gewoehnliche Fichte;14,31;nicht Moor;;;;;;;;
140040;Gewoehnliche Fichte;13,9;nicht Moor;;;;;;;;
140040;Gewoehnliche Fichte;12,95;nicht Moor;;;;;;;;
140041;Gewoehnliche Fichte;19,655;nicht Moor;;;;;;;;
140041;Gewoehnliche Fichte;15,01;nicht Moor;;;;;;;;
140041;Gewoehnliche Fichte;13,45;nicht Moor;;;;;;;;
140042;Gewoehnliche Fichte;15,77;nicht Moor;;;;;;;;
140042;Gewoehnliche Fichte;14,7;nicht Moor;;;;;;;;
140042;Gewoehnliche Fichte;12,67;nicht Moor;;;;;;;;
140043;Gewoehnliche Fichte;15,83;nicht Moor;;;;;;;;
140043;Gewoehnliche Fichte;15,61;nicht Moor;;;;;;;;
140043;Gewoehnliche Fichte;13,71;nicht Moor;;;;;;;;
140044;Gewoehnliche Fichte;16,94;nicht Moor;;;;;;;;
140044;Gewoehnliche Fichte;17,33;nicht Moor;;;;;;;;
140044;Gewoehnliche Fichte;14,25;nicht Moor;;;;;;;;
140045;Gewoehnliche Fichte;15,91;nicht Moor;;;;;;;;
140045;Gewoehnliche Fichte;14,32;nicht Moor;;;;;;;;
140045;Gewoehnliche Fichte;13,56;nicht Moor;;;;;;;;
140046;Gewoehnliche Fichte;13,52;nicht Moor;;;;;;;;
140046;Gewoehnliche Fichte;12,75;nicht Moor;;;;;;;;
140046;Gewoehnliche Fichte;11,21;nicht Moor;;;;;;;;
140047;Gewoehnliche Fichte;13,65;nicht Moor;;;;;;;;
140047;Gewoehnliche Fichte;13,89;nicht Moor;;;;;;;;
140047;Gewoehnliche Fichte;11,45;nicht Moor;;;;;;;;
140048;Gewoehnliche Fichte;14,89;nicht Moor;;;;;;;;
140048;Gewoehnliche Fichte;14,85;nicht Moor;;;;;;;;
140048;Gewoehnliche Fichte;14,28;nicht Moor;;;;;;;;
140049;Gewoehnliche Fichte;15,09;nicht Moor;;;;;;;;
140049;Gewoehnliche Fichte;13,28;nicht Moor;;;;;;;;
140049;Gewoehnliche Fichte;12,6;nicht Moor;;;;;;;;
140050;Gewoehnliche Fichte;13,96;nicht Moor;;;;;;;;
140050;Gewoehnliche Fichte;15,47;nicht Moor;;;;;;;;
140050;Gewoehnliche Fichte;13,36;nicht Moor;;;;;;;;
140051;Gewoehnliche Fichte;13,9;nicht Moor;;;;;;;;
140051;Gewoehnliche Fichte;12,29;nicht Moor;;;;;;;;
140051;Gewoehnliche Fichte;11,51;nicht Moor;;;;;;;;
140052;Gewoehnliche Fichte;14,37;nicht Moor;;;;;;;;
140052;Gewoehnliche Fichte;12,75;nicht Moor;;;;;;;;
140052;Gewoehnliche Fichte;12,38;nicht Moor;;;;;;;;
140053;Gewoehnliche Fichte;15,84;nicht Moor;;;;;;;;
140053;Gewoehnliche Fichte;13,85;nicht Moor;;;;;;;;
140053;Gewoehnliche Fichte;12,38;nicht Moor;;;;;;;;
140054;Gewoehnliche Fichte;17,09;nicht Moor;;;;;;;;
140054;Gewoehnliche Fichte;15,06;nicht Moor;;;;;;;;
140054;Gewoehnliche Fichte;13,24;nicht Moor;;;;;;;;
140055;Gewoehnliche Fichte;18,03;nicht Moor;;;;;;;;
140055;Gewoehnliche Fichte;16,78;nicht Moor;;;;;;;;
140055;Gewoehnliche Fichte;13,9;nicht Moor;;;;;;;;
140056;Gewoehnliche Fichte;17,02;nicht Moor;;;;;;;;
140056;Gewoehnliche Fichte;14,15;nicht Moor;;;;;;;;
140056;Gewoehnliche Fichte;14,32;nicht Moor;;;;;;;;
140057;Gewoehnliche Fichte;17,34;nicht Moor;;;;;;;;
140057;Gewoehnliche Fichte;16;nicht Moor;;;;;;;;
140057;Gewoehnliche Fichte;15,89;nicht Moor;;;;;;;;
140058;Gewoehnliche Fichte;17;nicht Moor;;;;;;;;
140058;Gewoehnliche Fichte;15,52;nicht Moor;;;;;;;;
140058;Gewoehnliche Fichte;13,58;nicht Moor;;;;;;;;
140059;Gewoehnliche Kiefer;19,63;nicht Moor;;;;;;;;
140059;Gewoehnliche Kiefer;21,07;nicht Moor;;;;;;;;
140061;Gewoehnliche Kiefer;18,78;nicht Moor;;;;;;;;
