bfhnr;bart;N-Gehalt [g/kg];Moor oder nicht;;;;;;;;
80293;Gewoehnliche Kiefer;17,3;nicht Moor;;;;;;;;
80293;Gewoehnliche Kiefer;18,8;nicht Moor;;;;;;;;
80293;Gewoehnliche Kiefer;16,6;nicht Moor;;;;;;;;
80295;Gewoehnliche Fichte;13,5;nicht Moor;;;;;;;;
80295;Gewoehnliche Fichte;13,1;nicht Moor;;;;;;;;
80295;Gewoehnliche Fichte;11,5;nicht Moor;;;;;;;;
80295;Gewoehnliche Fichte;6,9;nicht Moor;;;;;;;;
80296;Gewoehnliche Fichte;19,2;nicht Moor;;;;;;;;
80296;Gewoehnliche Fichte;16,5;nicht Moor;;;;;;;;
80296;Gewoehnliche Fichte;16,7;nicht Moor;;;;;;;;
80296;Gewoehnliche Fichte;9,8;nicht Moor;;;;;;;;
80297;Gewoehnliche Fichte;14,4;nicht Moor;;;;;;;;
80297;Gewoehnliche Fichte;12,6;nicht Moor;;;;;;;;
80297;Gewoehnliche Fichte;11,4;nicht Moor;;;;;;;;
80297;Gewoehnliche Fichte;8,5;nicht Moor;;;;;;;;
80297;Gewoehnliche Kiefer;18,9;nicht Moor;;;;;;;;
80297;Gewoehnliche Kiefer;19,8;nicht Moor;;;;;;;;
80299;Gewoehnliche Fichte;16,8;nicht Moor;;;;;;;;
80299;Gewoehnliche Fichte;15,2;nicht Moor;;;;;;;;
80299;Gewoehnliche Fichte;13,3;nicht Moor;;;;;;;;
80299;Gewoehnliche Fichte;8,7;nicht Moor;;;;;;;;
80300;Gewoehnliche Fichte;14,7;nicht Moor;;;;;;;;
80300;Gewoehnliche Fichte;13,9;nicht Moor;;;;;;;;
80300;Gewoehnliche Fichte;15,2;nicht Moor;;;;;;;;
80300;Gewoehnliche Fichte;10,8;nicht Moor;;;;;;;;
80301;Gewoehnliche Fichte;19;nicht Moor;;;;;;;;
80301;Gewoehnliche Fichte;15,1;nicht Moor;;;;;;;;
80301;Gewoehnliche Fichte;14,5;nicht Moor;;;;;;;;
80301;Gewoehnliche Fichte;9,2;nicht Moor;;;;;;;;
80302;Gewoehnliche Fichte;16,4;nicht Moor;;;;;;;;
80302;Gewoehnliche Fichte;11,8;nicht Moor;;;;;;;;
80302;Gewoehnliche Fichte;11,3;nicht Moor;;;;;;;;
80302;Gewoehnliche Fichte;7,9;nicht Moor;;;;;;;;
80303;Gewoehnliche Fichte;15,4;nicht Moor;;;;;;;;
80303;Gewoehnliche Fichte;12,3;nicht Moor;;;;;;;;
80303;Gewoehnliche Fichte;10,7;nicht Moor;;;;;;;;
80303;Gewoehnliche Fichte;10,1;nicht Moor;;;;;;;;
80304;Gewoehnliche Fichte;17,3;nicht Moor;;;;;;;;
80304;Gewoehnliche Fichte;14;nicht Moor;;;;;;;;
80304;Gewoehnliche Fichte;12,3;nicht Moor;;;;;;;;
80304;Gewoehnliche Fichte;9,8;nicht Moor;;;;;;;;
80305;Gewoehnliche Fichte;13,3;nicht Moor;;;;;;;;
80305;Gewoehnliche Fichte;13,3;nicht Moor;;;;;;;;
80305;Gewoehnliche Fichte;13,1;nicht Moor;;;;;;;;
80305;Gewoehnliche Fichte;8,4;nicht Moor;;;;;;;;
80306;Gewoehnliche Fichte;14,3;nicht Moor;;;;;;;;
80306;Gewoehnliche Fichte;14,4;nicht Moor;;;;;;;;
80306;Gewoehnliche Fichte;12,1;nicht Moor;;;;;;;;
80306;Gewoehnliche Fichte;8,1;nicht Moor;;;;;;;;
80308;Gewoehnliche Fichte;16;nicht Moor;;;;;;;;
80308;Gewoehnliche Fichte;14,1;nicht Moor;;;;;;;;
80308;Gewoehnliche Fichte;12,7;nicht Moor;;;;;;;;
80308;Gewoehnliche Fichte;10,4;nicht Moor;;;;;;;;
90503;Gewoehnliche Fichte;14,35478539;nicht Moor;;;;;;;;
90503;Gewoehnliche Fichte;12,44660754;nicht Moor;;;;;;;;
90503;Gewoehnliche Kiefer;15,63579306;nicht Moor;;;;;;;;
90503;Gewoehnliche Kiefer;16,69786119;nicht Moor;;;;;;;;
90505;Gewoehnliche Fichte;17,0860408;nicht Moor;;;;;;;;
90505;Gewoehnliche Fichte;14,33707145;nicht Moor;;;;;;;;
90505;Gewoehnliche Kiefer;18,9469471;nicht Moor;;;;;;;;
90505;Gewoehnliche Kiefer;20,88672081;nicht Moor;;;;;;;;
90506;Gewoehnliche Kiefer;18,0396726;nicht Moor;;;;;;;;
90506;Gewoehnliche Kiefer;19,79020352;nicht Moor;;;;;;;;
90507;Gewoehnliche Fichte;20,42798347;nicht Moor;;;;;;;;
90507;Gewoehnliche Fichte;17,10163318;nicht Moor;;;;;;;;
90507;Gewoehnliche Kiefer;21,03460917;nicht Moor;;;;;;;;
90507;Gewoehnliche Kiefer;17,64133926;nicht Moor;;;;;;;;
90509;Gewoehnliche Fichte;17,11031385;nicht Moor;;;;;;;;
90509;Gewoehnliche Fichte;14,7318746;nicht Moor;;;;;;;;
90510;Gewoehnliche Fichte;17,40371989;nicht Moor;;;;;;;;
90510;Gewoehnliche Fichte;15,81422717;nicht Moor;;;;;;;;
90511;Gewoehnliche Fichte;16,16965284;nicht Moor;;;;;;;;
90511;Gewoehnliche Fichte;15,14581065;nicht Moor;;;;;;;;
90511;Gewoehnliche Kiefer;19,56183296;nicht Moor;;;;;;;;
90511;Gewoehnliche Kiefer;19,15294432;nicht Moor;;;;;;;;
90512;Gewoehnliche Fichte;15,46813921;nicht Moor;;;;;;;;
90512;Gewoehnliche Fichte;14,94073353;nicht Moor;;;;;;;;
90513;Gewoehnliche Fichte;14,93583244;nicht Moor;;;;;;;;
90513;Gewoehnliche Fichte;13,42832512;nicht Moor;;;;;;;;
90514;Gewoehnliche Fichte;15,24091588;nicht Moor;;;;;;;;
90514;Gewoehnliche Fichte;15,08754277;nicht Moor;;;;;;;;
90514;Gewoehnliche Kiefer;18,51064586;nicht Moor;;;;;;;;
90514;Gewoehnliche Kiefer;18,31509112;nicht Moor;;;;;;;;
90515;Gewoehnliche Fichte;14,76516354;nicht Moor;;;;;;;;
90515;Gewoehnliche Fichte;12,84624867;nicht Moor;;;;;;;;
90515;Gewoehnliche Kiefer;18,94179692;nicht Moor;;;;;;;;
90515;Gewoehnliche Kiefer;18,40674333;nicht Moor;;;;;;;;
90517;Gewoehnliche Fichte;17,77874007;nicht Moor;;;;;;;;
90517;Gewoehnliche Fichte;14,02188744;nicht Moor;;;;;;;;
90517;Gewoehnliche Kiefer;18,09542014;nicht Moor;;;;;;;;
90517;Gewoehnliche Kiefer;17,80543701;nicht Moor;;;;;;;;
90519;Gewoehnliche Fichte;16,52990227;nicht Moor;;;;;;;;
90519;Gewoehnliche Fichte;14,1585487;nicht Moor;;;;;;;;
90521;Gewoehnliche Fichte;16,04337851;nicht Moor;;;;;;;;
90521;Gewoehnliche Fichte;16,09387124;nicht Moor;;;;;;;;
90523;Gewoehnliche Fichte;13,68994353;nicht Moor;;;;;;;;
90523;Gewoehnliche Fichte;13,16011629;nicht Moor;;;;;;;;
90523;Gewoehnliche Kiefer;17,13291309;nicht Moor;;;;;;;;
90523;Gewoehnliche Kiefer;15,52102151;nicht Moor;;;;;;;;
90525;Gewoehnliche Fichte;14,2276306;nicht Moor;;;;;;;;
90525;Gewoehnliche Fichte;13,62297456;nicht Moor;;;;;;;;
90527;Gewoehnliche Fichte;14,07769923;nicht Moor;;;;;;;;
90527;Gewoehnliche Fichte;14,46211894;nicht Moor;;;;;;;;
90527;Gewoehnliche Kiefer;16,12352626;nicht Moor;;;;;;;;
90527;Gewoehnliche Kiefer;17,67554459;nicht Moor;;;;;;;;
90528;Gewoehnliche Fichte;17,89319779;nicht Moor;;;;;;;;
90528;Gewoehnliche Fichte;16,76441958;nicht Moor;;;;;;;;
90529;Gewoehnliche Kiefer;19,2544017;nicht Moor;;;;;;;;
90529;Gewoehnliche Kiefer;21,987716;nicht Moor;;;;;;;;
90530;Gewoehnliche Fichte;16,78871383;nicht Moor;;;;;;;;
90530;Gewoehnliche Fichte;13,97429736;nicht Moor;;;;;;;;
90530;Gewoehnliche Kiefer;18,04088313;nicht Moor;;;;;;;;
90530;Gewoehnliche Kiefer;17,09724388;nicht Moor;;;;;;;;
90531;Gewoehnliche Kiefer;15,16909458;nicht Moor;;;;;;;;
90531;Gewoehnliche Kiefer;15,15707631;nicht Moor;;;;;;;;
90532;Gewoehnliche Fichte;17,63779261;nicht Moor;;;;;;;;
90532;Gewoehnliche Fichte;14,32339425;nicht Moor;;;;;;;;
90533;Gewoehnliche Fichte;15,4593612;nicht Moor;;;;;;;;
90533;Gewoehnliche Fichte;15,66982334;nicht Moor;;;;;;;;
90534;Gewoehnliche Fichte;18,97945293;nicht Moor;;;;;;;;
90534;Gewoehnliche Fichte;15,26065277;nicht Moor;;;;;;;;
90537;Gewoehnliche Fichte;15,24416871;nicht Moor;;;;;;;;
90537;Gewoehnliche Fichte;15,33742256;nicht Moor;;;;;;;;
90538;Gewoehnliche Fichte;15,81678969;nicht Moor;;;;;;;;
90538;Gewoehnliche Fichte;15,85736881;nicht Moor;;;;;;;;
90538;Gewoehnliche Kiefer;18,72648532;nicht Moor;;;;;;;;
90538;Gewoehnliche Kiefer;19,44041981;nicht Moor;;;;;;;;
90539;Gewoehnliche Fichte;16,99020847;nicht Moor;;;;;;;;
90539;Gewoehnliche Fichte;15,41526615;nicht Moor;;;;;;;;
90541;Gewoehnliche Fichte;15,48765637;nicht Moor;;;;;;;;
90541;Gewoehnliche Fichte;15,23804116;nicht Moor;;;;;;;;
90545;Gewoehnliche Fichte;16,80261114;nicht Moor;;;;;;;;
90545;Gewoehnliche Fichte;14,26193645;nicht Moor;;;;;;;;
90545;Gewoehnliche Kiefer;19,2848493;nicht Moor;;;;;;;;
90545;Gewoehnliche Kiefer;19,59039608;nicht Moor;;;;;;;;
90546;Gewoehnliche Fichte;22,75;nicht Moor;;;;;;;;
90546;Gewoehnliche Fichte;18,58149485;nicht Moor;;;;;;;;
90547;Gewoehnliche Kiefer;15,06520644;nicht Moor;;;;;;;;
90547;Gewoehnliche Kiefer;16,02108276;nicht Moor;;;;;;;;
90550;Gewoehnliche Kiefer;17,52312275;nicht Moor;;;;;;;;
90550;Gewoehnliche Kiefer;15,51986669;nicht Moor;;;;;;;;
90551;Gewoehnliche Kiefer;14,90518442;nicht Moor;;;;;;;;
90551;Gewoehnliche Kiefer;16,36986879;nicht Moor;;;;;;;;
90552;Gewoehnliche Fichte;16,2961292;nicht Moor;;;;;;;;
90552;Gewoehnliche Fichte;12,7004705;nicht Moor;;;;;;;;
90553;Gewoehnliche Fichte;17,04041858;nicht Moor;;;;;;;;
90553;Gewoehnliche Fichte;17,57085665;nicht Moor;;;;;;;;
90555;Gewoehnliche Fichte;15,15879097;nicht Moor;;;;;;;;
90555;Gewoehnliche Fichte;12,8454565;nicht Moor;;;;;;;;
90555;Gewoehnliche Kiefer;16,07741673;nicht Moor;;;;;;;;
90555;Gewoehnliche Kiefer;17,25990786;nicht Moor;;;;;;;;
90556;Gewoehnliche Fichte;21,22364328;nicht Moor;;;;;;;;
90556;Gewoehnliche Fichte;19,14700809;nicht Moor;;;;;;;;
90556;Gewoehnliche Kiefer;19,11291333;nicht Moor;;;;;;;;
90556;Gewoehnliche Kiefer;20,18995077;nicht Moor;;;;;;;;
90557;Gewoehnliche Fichte;11,34647385;nicht Moor;;;;;;;;
90557;Gewoehnliche Fichte;10,55166507;nicht Moor;;;;;;;;
90559;Gewoehnliche Fichte;14,14161501;nicht Moor;;;;;;;;
90559;Gewoehnliche Fichte;13,72473118;nicht Moor;;;;;;;;
90560;Gewoehnliche Fichte;16,13732704;nicht Moor;;;;;;;;
90560;Gewoehnliche Fichte;14,7019432;nicht Moor;;;;;;;;
90561;Gewoehnliche Fichte;20,70694985;nicht Moor;;;;;;;;
90561;Gewoehnliche Fichte;17,89898692;nicht Moor;;;;;;;;
90562;Gewoehnliche Fichte;16,3477887;nicht Moor;;;;;;;;
90562;Gewoehnliche Fichte;15,37837046;nicht Moor;;;;;;;;
90563;Gewoehnliche Fichte;15,30534033;nicht Moor;;;;;;;;
90563;Gewoehnliche Fichte;13,92560099;nicht Moor;;;;;;;;
90565;Gewoehnliche Kiefer;15,26709879;nicht Moor;;;;;;;;
90565;Gewoehnliche Kiefer;15,06093412;nicht Moor;;;;;;;;
90566;Gewoehnliche Fichte;18,40120849;nicht Moor;;;;;;;;
90566;Gewoehnliche Fichte;15,10882667;nicht Moor;;;;;;;;
90566;Gewoehnliche Kiefer;16,74207841;nicht Moor;;;;;;;;
90566;Gewoehnliche Kiefer;14,95935698;nicht Moor;;;;;;;;
90567;Gewoehnliche Fichte;20,56641151;nicht Moor;;;;;;;;
90567;Gewoehnliche Fichte;18,53729513;nicht Moor;;;;;;;;
90568;Gewoehnliche Fichte;16,42245123;nicht Moor;;;;;;;;
90568;Gewoehnliche Fichte;14,23520984;nicht Moor;;;;;;;;
90568;Gewoehnliche Kiefer;17,77443255;nicht Moor;;;;;;;;
90568;Gewoehnliche Kiefer;18,91302611;nicht Moor;;;;;;;;
90569;Gewoehnliche Kiefer;21,21042548;nicht Moor;;;;;;;;
90569;Gewoehnliche Kiefer;20,8885567;nicht Moor;;;;;;;;
90570;Gewoehnliche Fichte;13,50502278;nicht Moor;;;;;;;;
90570;Gewoehnliche Fichte;12,97359724;nicht Moor;;;;;;;;
90571;Gewoehnliche Fichte;15,89592955;nicht Moor;;;;;;;;
90571;Gewoehnliche Fichte;15,9894186;nicht Moor;;;;;;;;
90571;Gewoehnliche Kiefer;16,78997455;nicht Moor;;;;;;;;
90571;Gewoehnliche Kiefer;15,75485514;nicht Moor;;;;;;;;
90572;Gewoehnliche Fichte;16,25552632;nicht Moor;;;;;;;;
90572;Gewoehnliche Fichte;14,96057501;nicht Moor;;;;;;;;
90573;Gewoehnliche Kiefer;18,09407781;nicht Moor;;;;;;;;
90573;Gewoehnliche Kiefer;17,88247139;nicht Moor;;;;;;;;
90574;Gewoehnliche Fichte;12,47884305;nicht Moor;;;;;;;;
90574;Gewoehnliche Fichte;12,41429097;nicht Moor;;;;;;;;
90575;Gewoehnliche Fichte;14,28653355;nicht Moor;;;;;;;;
90575;Gewoehnliche Fichte;12,48206151;nicht Moor;;;;;;;;
90576;Gewoehnliche Kiefer;17,16632392;nicht Moor;;;;;;;;
90576;Gewoehnliche Kiefer;18,920504;nicht Moor;;;;;;;;
90577;Gewoehnliche Fichte;17,78388225;nicht Moor;;;;;;;;
90577;Gewoehnliche Fichte;16,37802772;nicht Moor;;;;;;;;
90577;Gewoehnliche Kiefer;20,22211138;nicht Moor;;;;;;;;
90577;Gewoehnliche Kiefer;21,87540349;nicht Moor;;;;;;;;
90578;Gewoehnliche Fichte;20,27802251;nicht Moor;;;;;;;;
90578;Gewoehnliche Fichte;17,04866867;nicht Moor;;;;;;;;
90579;Gewoehnliche Fichte;15,5470158;nicht Moor;;;;;;;;
90579;Gewoehnliche Fichte;13,63432899;nicht Moor;;;;;;;;
90580;Gewoehnliche Fichte;18,39458937;nicht Moor;;;;;;;;
90580;Gewoehnliche Fichte;15,66857249;nicht Moor;;;;;;;;
90580;Gewoehnliche Kiefer;16,90571124;nicht Moor;;;;;;;;
90580;Gewoehnliche Kiefer;15,32028517;nicht Moor;;;;;;;;
90581;Gewoehnliche Fichte;16,00044353;nicht Moor;;;;;;;;
90581;Gewoehnliche Fichte;15,24086966;nicht Moor;;;;;;;;
90581;Gewoehnliche Kiefer;18,15056588;nicht Moor;;;;;;;;
90581;Gewoehnliche Kiefer;19,63197108;nicht Moor;;;;;;;;
90582;Gewoehnliche Kiefer;16,7754399;nicht Moor;;;;;;;;
90582;Gewoehnliche Kiefer;16,28033106;nicht Moor;;;;;;;;
90583;Gewoehnliche Fichte;16,31484267;nicht Moor;;;;;;;;
90583;Gewoehnliche Fichte;13,44752211;nicht Moor;;;;;;;;
90583;Gewoehnliche Kiefer;19,00309701;nicht Moor;;;;;;;;
90583;Gewoehnliche Kiefer;19,20763971;nicht Moor;;;;;;;;
90584;Gewoehnliche Fichte;16,38897395;nicht Moor;;;;;;;;
90584;Gewoehnliche Fichte;13,87976128;nicht Moor;;;;;;;;
90584;Gewoehnliche Kiefer;17,30159859;nicht Moor;;;;;;;;
90584;Gewoehnliche Kiefer;18,83230149;nicht Moor;;;;;;;;
90585;Gewoehnliche Fichte;16,73543279;nicht Moor;;;;;;;;
90585;Gewoehnliche Fichte;13,96265455;nicht Moor;;;;;;;;
90585;Gewoehnliche Kiefer;17,60955671;nicht Moor;;;;;;;;
90585;Gewoehnliche Kiefer;20,37560222;nicht Moor;;;;;;;;
90586;Gewoehnliche Fichte;18,23988283;nicht Moor;;;;;;;;
90586;Gewoehnliche Fichte;16,86934738;nicht Moor;;;;;;;;
90586;Gewoehnliche Kiefer;18,35771936;nicht Moor;;;;;;;;
90586;Gewoehnliche Kiefer;20,70753934;nicht Moor;;;;;;;;
90588;Gewoehnliche Fichte;14,93210414;nicht Moor;;;;;;;;
90588;Gewoehnliche Fichte;14,4135469;nicht Moor;;;;;;;;
90589;Gewoehnliche Fichte;13,31783254;nicht Moor;;;;;;;;
90589;Gewoehnliche Fichte;13,61564849;nicht Moor;;;;;;;;
90590;Gewoehnliche Fichte;15,59521627;nicht Moor;;;;;;;;
90590;Gewoehnliche Fichte;14,54536736;nicht Moor;;;;;;;;
90591;Gewoehnliche Fichte;17,61474229;nicht Moor;;;;;;;;
90591;Gewoehnliche Fichte;15,59236334;nicht Moor;;;;;;;;
90592;Gewoehnliche Fichte;15,84403151;nicht Moor;;;;;;;;
90592;Gewoehnliche Fichte;14,85745792;nicht Moor;;;;;;;;
90594;Gewoehnliche Kiefer;16,56942694;nicht Moor;;;;;;;;
90594;Gewoehnliche Kiefer;15,17015088;nicht Moor;;;;;;;;
90595;Gewoehnliche Kiefer;18,33875429;nicht Moor;;;;;;;;
90595;Gewoehnliche Kiefer;14,80203662;nicht Moor;;;;;;;;
90596;Gewoehnliche Fichte;20,4463717;nicht Moor;;;;;;;;
90596;Gewoehnliche Fichte;17,62424178;nicht Moor;;;;;;;;
90596;Gewoehnliche Kiefer;17,73311957;nicht Moor;;;;;;;;
90596;Gewoehnliche Kiefer;18,79486236;nicht Moor;;;;;;;;
90597;Gewoehnliche Kiefer;18,81098544;nicht Moor;;;;;;;;
90597;Gewoehnliche Kiefer;19,83891018;nicht Moor;;;;;;;;
90598;Gewoehnliche Kiefer;18,33895064;nicht Moor;;;;;;;;
90598;Gewoehnliche Kiefer;21,05634298;nicht Moor;;;;;;;;
90599;Gewoehnliche Fichte;15,57693296;nicht Moor;;;;;;;;
90599;Gewoehnliche Fichte;15,23875281;nicht Moor;;;;;;;;
90599;Gewoehnliche Kiefer;15,37331142;nicht Moor;;;;;;;;
90599;Gewoehnliche Kiefer;16,81141391;nicht Moor;;;;;;;;
90600;Gewoehnliche Fichte;16,18606041;nicht Moor;;;;;;;;
90600;Gewoehnliche Fichte;14,28107429;nicht Moor;;;;;;;;
90600;Gewoehnliche Kiefer;21,29617851;nicht Moor;;;;;;;;
90600;Gewoehnliche Kiefer;20,80113991;nicht Moor;;;;;;;;
90601;Gewoehnliche Fichte;16,75136913;nicht Moor;;;;;;;;
90601;Gewoehnliche Fichte;16,42706839;nicht Moor;;;;;;;;
90601;Gewoehnliche Kiefer;20,06979923;nicht Moor;;;;;;;;
90601;Gewoehnliche Kiefer;19,88401831;nicht Moor;;;;;;;;
90604;Gewoehnliche Fichte;14,73438306;nicht Moor;;;;;;;;
90604;Gewoehnliche Fichte;13,55544247;nicht Moor;;;;;;;;
90605;Gewoehnliche Fichte;16,80163003;nicht Moor;;;;;;;;
90605;Gewoehnliche Fichte;13,6087283;nicht Moor;;;;;;;;
90606;Gewoehnliche Fichte;18,15402181;nicht Moor;;;;;;;;
90606;Gewoehnliche Fichte;16,43438435;nicht Moor;;;;;;;;
90607;Gewoehnliche Fichte;23,42115759;nicht Moor;;;;;;;;
90607;Gewoehnliche Fichte;19,71957689;nicht Moor;;;;;;;;
90608;Gewoehnliche Kiefer;18,25853659;nicht Moor;;;;;;;;
90608;Gewoehnliche Kiefer;18,3123323;nicht Moor;;;;;;;;
90609;Gewoehnliche Kiefer;14,85914243;nicht Moor;;;;;;;;
90609;Gewoehnliche Kiefer;15,50122672;nicht Moor;;;;;;;;
90610;Gewoehnliche Kiefer;19,69515667;nicht Moor;;;;;;;;
90610;Gewoehnliche Kiefer;19,92977052;nicht Moor;;;;;;;;
90611;Gewoehnliche Kiefer;17,18029955;nicht Moor;;;;;;;;
90611;Gewoehnliche Kiefer;17,69550924;nicht Moor;;;;;;;;
90612;Gewoehnliche Fichte;16,81134098;nicht Moor;;;;;;;;
90612;Gewoehnliche Fichte;15,74540833;nicht Moor;;;;;;;;
90612;Gewoehnliche Kiefer;19,56131738;nicht Moor;;;;;;;;
90612;Gewoehnliche Kiefer;20,08627514;nicht Moor;;;;;;;;
90613;Gewoehnliche Fichte;15,04635715;nicht Moor;;;;;;;;
90613;Gewoehnliche Fichte;13,62392711;nicht Moor;;;;;;;;
90613;Gewoehnliche Kiefer;18,97705736;nicht Moor;;;;;;;;
90613;Gewoehnliche Kiefer;20,421484;nicht Moor;;;;;;;;
90615;Gewoehnliche Fichte;12,13199139;nicht Moor;;;;;;;;
90615;Gewoehnliche Fichte;10,6681566;nicht Moor;;;;;;;;
90616;Gewoehnliche Fichte;9,609361975;nicht Moor;;;;;;;;
90616;Gewoehnliche Fichte;8,925274667;nicht Moor;;;;;;;;
90617;Gewoehnliche Fichte;16,65923324;nicht Moor;;;;;;;;
90617;Gewoehnliche Fichte;15,99867412;nicht Moor;;;;;;;;
90618;Gewoehnliche Fichte;15,75574245;nicht Moor;;;;;;;;
90618;Gewoehnliche Fichte;15,20522269;nicht Moor;;;;;;;;
90619;Gewoehnliche Fichte;14,22240978;nicht Moor;;;;;;;;
90619;Gewoehnliche Fichte;13,26012705;nicht Moor;;;;;;;;
90619;Gewoehnliche Kiefer;16,14291515;nicht Moor;;;;;;;;
90619;Gewoehnliche Kiefer;18,85545944;nicht Moor;;;;;;;;
90620;Gewoehnliche Fichte;16,47291224;nicht Moor;;;;;;;;
90620;Gewoehnliche Fichte;14,48658759;nicht Moor;;;;;;;;
90621;Gewoehnliche Fichte;16,32772277;nicht Moor;;;;;;;;
90621;Gewoehnliche Fichte;15,54816007;nicht Moor;;;;;;;;
90622;Gewoehnliche Kiefer;18,92048472;nicht Moor;;;;;;;;
90622;Gewoehnliche Kiefer;21,76164174;nicht Moor;;;;;;;;
90623;Gewoehnliche Fichte;16,656144;nicht Moor;;;;;;;;
90623;Gewoehnliche Fichte;14,11856563;nicht Moor;;;;;;;;
90623;Gewoehnliche Kiefer;15,49372068;nicht Moor;;;;;;;;
90623;Gewoehnliche Kiefer;17,17694915;nicht Moor;;;;;;;;
90624;Gewoehnliche Fichte;17,05720947;nicht Moor;;;;;;;;
90624;Gewoehnliche Fichte;16,74000319;nicht Moor;;;;;;;;
90624;Gewoehnliche Kiefer;20,37297486;nicht Moor;;;;;;;;
90624;Gewoehnliche Kiefer;24,52369489;nicht Moor;;;;;;;;
90625;Gewoehnliche Fichte;15,93201532;nicht Moor;;;;;;;;
90625;Gewoehnliche Fichte;12,65852193;nicht Moor;;;;;;;;
90626;Gewoehnliche Fichte;13,117429;nicht Moor;;;;;;;;
90626;Gewoehnliche Fichte;11,62569548;nicht Moor;;;;;;;;
90627;Gewoehnliche Fichte;13,04996825;nicht Moor;;;;;;;;
90627;Gewoehnliche Fichte;13,53625524;nicht Moor;;;;;;;;
90628;Gewoehnliche Fichte;17,37204887;nicht Moor;;;;;;;;
90628;Gewoehnliche Fichte;15,88813153;nicht Moor;;;;;;;;
90629;Gewoehnliche Fichte;15,94257415;nicht Moor;;;;;;;;
90629;Gewoehnliche Fichte;14,59487004;nicht Moor;;;;;;;;
90630;Gewoehnliche Fichte;8,302912465;nicht Moor;;;;;;;;
90630;Gewoehnliche Fichte;7,490113745;nicht Moor;;;;;;;;
90630;Gewoehnliche Kiefer;12,93284314;nicht Moor;;;;;;;;
90630;Gewoehnliche Kiefer;11,89852894;nicht Moor;;;;;;;;
90631;Gewoehnliche Fichte;15,69309386;nicht Moor;;;;;;;;
90631;Gewoehnliche Fichte;15,05683715;nicht Moor;;;;;;;;
90632;Gewoehnliche Fichte;18,6647496;nicht Moor;;;;;;;;
90632;Gewoehnliche Fichte;15,33679396;nicht Moor;;;;;;;;
90632;Gewoehnliche Kiefer;16,43630363;nicht Moor;;;;;;;;
90632;Gewoehnliche Kiefer;19,59287616;nicht Moor;;;;;;;;
90633;Gewoehnliche Fichte;15,92868447;nicht Moor;;;;;;;;
90633;Gewoehnliche Fichte;12,91351786;nicht Moor;;;;;;;;
90634;Gewoehnliche Fichte;16,88024928;nicht Moor;;;;;;;;
90634;Gewoehnliche Fichte;14,88179728;nicht Moor;;;;;;;;
90635;Gewoehnliche Kiefer;15,12673852;nicht Moor;;;;;;;;
90635;Gewoehnliche Kiefer;17,63351369;nicht Moor;;;;;;;;
90636;Gewoehnliche Fichte;14,6465268;nicht Moor;;;;;;;;
90636;Gewoehnliche Fichte;12,50764945;nicht Moor;;;;;;;;
90638;Gewoehnliche Kiefer;17,17823271;nicht Moor;;;;;;;;
90638;Gewoehnliche Kiefer;16,82400392;nicht Moor;;;;;;;;
90639;Gewoehnliche Kiefer;20,7086796;nicht Moor;;;;;;;;
90639;Gewoehnliche Kiefer;19,9241063;nicht Moor;;;;;;;;
90640;Gewoehnliche Kiefer;15,0038723;nicht Moor;;;;;;;;
90640;Gewoehnliche Kiefer;15,27204857;nicht Moor;;;;;;;;
90641;Gewoehnliche Kiefer;16,26969083;nicht Moor;;;;;;;;
90641;Gewoehnliche Kiefer;18,4398334;nicht Moor;;;;;;;;
90642;Gewoehnliche Fichte;16,05813318;nicht Moor;;;;;;;;
90642;Gewoehnliche Fichte;13,89610072;nicht Moor;;;;;;;;
90642;Gewoehnliche Kiefer;17,99002454;nicht Moor;;;;;;;;
90642;Gewoehnliche Kiefer;21,51196157;nicht Moor;;;;;;;;
90643;Gewoehnliche Fichte;16,55078353;nicht Moor;;;;;;;;
90643;Gewoehnliche Fichte;15,09500637;nicht Moor;;;;;;;;
90644;Gewoehnliche Fichte;13,4886925;nicht Moor;;;;;;;;
90644;Gewoehnliche Fichte;12,15294747;nicht Moor;;;;;;;;
90645;Gewoehnliche Fichte;14,22540791;nicht Moor;;;;;;;;
90645;Gewoehnliche Fichte;12,62659519;nicht Moor;;;;;;;;
90647;Gewoehnliche Fichte;16,94876314;nicht Moor;;;;;;;;
90647;Gewoehnliche Fichte;13,48978608;nicht Moor;;;;;;;;
90648;Gewoehnliche Fichte;17,8797254;nicht Moor;;;;;;;;
90648;Gewoehnliche Fichte;14,19574682;nicht Moor;;;;;;;;
90648;Gewoehnliche Kiefer;20,39421389;nicht Moor;;;;;;;;
90648;Gewoehnliche Kiefer;20,00150048;nicht Moor;;;;;;;;
90649;Gewoehnliche Fichte;17,77336986;nicht Moor;;;;;;;;
90649;Gewoehnliche Fichte;16,06442194;nicht Moor;;;;;;;;
90650;Gewoehnliche Fichte;19,89684772;nicht Moor;;;;;;;;
90650;Gewoehnliche Fichte;16,67258987;nicht Moor;;;;;;;;
90650;Gewoehnliche Kiefer;17,869314;nicht Moor;;;;;;;;
90650;Gewoehnliche Kiefer;17,91499891;nicht Moor;;;;;;;;
90651;Gewoehnliche Kiefer;19,63878378;nicht Moor;;;;;;;;
90651;Gewoehnliche Kiefer;20,85312727;nicht Moor;;;;;;;;
90652;Gewoehnliche Fichte;14,72955507;nicht Moor;;;;;;;;
90652;Gewoehnliche Fichte;13,567037;nicht Moor;;;;;;;;
